rank,front,published_meaning,risk,reason,supporting_sources,external_agreement_pairs,kaikki_meaning,readurdu_meaning,word2word_meaning,evidence_tier,semantic_basis
2187,ووڈ,wood; Natalie Wood; Mrs. Henry Wood; Ellen Price Wood; Grant Wood; Sir Henry Wood; Sir Henry Joseph Wood,review,no_independent_bilingual_support,,,,,testicles; himself; belong; The; calling,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2196,ناگزیر,needed; needful; required; requisite; imperative,review,no_independent_bilingual_support,,,,,concerns; unavoidable; aware; let; clear,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2198,سنجیدگی,graveness; gravity; sobriety; soberness; somberness; sombreness; deep,review,no_independent_bilingual_support,,,,(abst. s. fr. next),seriously; Seriously; anyone; really; didn,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2210,مبادلہ,exchange; interchange,review,no_independent_bilingual_support,,,,"(for A. مبادلة mubādalat, inf. n. of iii of بدل 'to change or exchange')",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2213,خواندگی,literacy; chant; reading,review,no_independent_bilingual_support,,,,(abst. s. fr. next),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2215,گلوکار,singer; vocalist; vocalizer; vocaliser,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2217,مائی,mother; female parent,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2221,سیزن,season,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2222,نامزدگی,nomination; appointment; assignment; designation; naming; registration; enrollment; enrolment,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2226,تبلیغ,propagandist; ad; advertisement; advertizement; advertising; advertizing; advert,review,no_independent_bilingual_support,,,,Islamic process of dawah,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2230,موزوں,appropriate; proper; right; suitable; suited; deserving(p); meriting(p); worth(p); uneven; becoming; comely; comme il faut; decent; decorous; seemly,review,no_independent_bilingual_support,,,,,slippers; your; Well,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2233,عصر,era; epoch,review,no_independent_bilingual_support,,,,"s.m. Time, a space or period of time, an age; — afternoon; — the afternoon prayer (between 4.30 and sunset =…",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2234,بالر,bowler,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2239,گوہر,pearl,review,no_independent_bilingual_support,,,,s.m. A broad pathway for cattle,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2240,لگان,tax income; taxation; tax revenue; revenue; tax; revenue enhancement,review,no_independent_bilingual_support,,,,2001 film directed by Ashutosh Gowariker,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2242,شبہ,attribution; ascription; apprehension; apprehensiveness; dread; confusion; mix-up,review,no_independent_bilingual_support,,,,(prob. fr. shab,mock; flaws; bio; interactions; AMRIID,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2243,فائز,incumbent,review,no_independent_bilingual_support,,,,"(act. part. of فوز 'to attain,' &c.), part.",rising; sometimes; top; hard; man,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2251,حکمرانی,government; governing; governance; government activity; authority; authorization; authorisation; potency; dominance; say-so; kingdom; land; realm,review,no_independent_bilingual_support,,,,,rule; exists; breaking; town; goes,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2254,پلاٹ,plot; estate; land; landed estate; acres; demesne,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2257,آزادانہ,openly,review,no_independent_bilingual_support,,,,,freely; In; elected; government; a,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2262,نفسیات,psychology; psychological science,review,no_independent_bilingual_support,,,,study of mental functions and behaviours,psychologist; not; m; a; I,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2270,نظریاتی,ideological; ideologic; fortnightly; biweekly,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2271,معاون,accessory; appurtenance; supplement; add-on; assistant; helper; help; supporter; protagonist; champion; admirer; booster; friend; adjunct; partial; unfair,review,no_independent_bilingual_support,,,,"(act. part. of عاون; see mǒʻāwanat), part.",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2273,ہجرت,immigration; in-migration; emigration; out-migration; expatriation,review,no_independent_bilingual_support,,,,"(for A. هجرة, v.n. fr. هجر; see hajr)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2278,الٹ,opposite,review,no_independent_bilingual_support,,,,,reversed; curse; wish; She; To,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2279,باقاعدگی,regulation; regulating; discipline,review,no_independent_bilingual_support,,,,,Mandate; transparency; regularly; approves; by,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2280,مجاہد,battleful; bellicose; combative,review,no_independent_bilingual_support,,,,"(act. part. of جاهد 'to exert oneself vigorously' (against); 'to fight against,' (esp. against unbelievers),…",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2282,ڈکیتی,looting; robbery; highway robbery,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2287,مترادف,synonym; equivalent word; synonymous,review,no_independent_bilingual_support,,,,"(act. part. of ترادف 'to follow one another,' vi of ردف 'to follow, or come after'), part.",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2288,افادیت,utility; usefulness; practicability; practicableness; relevance; relevancy,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2289,بلو,blue,review,no_independent_bilingual_support,,,,plural vocative of بُلّا (bullā — bubble),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2292,ریاستی,royal; provincial,review,no_independent_bilingual_support,,,,,state; an; State; eye; Police,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2297,ڈاؤن,Down; John L. H. Down; down(p),review,no_independent_bilingual_support,,,,,May; truth; free; set; waist,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2304,کرانا,work; put to work,review,no_independent_bilingual_support,,,,(caus. of karnā,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2307,دخل,claim; intervention; intercession,review,no_independent_bilingual_support,,,,(inf. n. of دخل 'to come in'),MAINTENANCE; HEAD; Allowed; shredding; OH,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2308,نقش,drawing,review,no_independent_bilingual_support,,,,"imprint, engraving, design",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2313,انسپکٹر,examiner; inspector,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2314,ہیروئن,heroine; heroin; diacetylmorphine,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2317,عبوری,interim,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2321,ماتحت,junior-grade; inferior; lower-ranking; lowly; petty(a); secondary; subaltern; subordinate; dependent; flunky; flunkey; stooge; yes-man; subsidiary; underling; foot soldier,review,no_independent_bilingual_support,,,,,strung; number; yourself; little; looking,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2323,المیہ,calamity; catastrophe; disaster; tragedy; cataclysm,review,no_independent_bilingual_support,,,,form of drama based on human suffering that invokes an accompanying catharsis or pleasure in audiences,,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2324,انکم,income,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2325,فرحت,cheerfulness; cheer; sunniness; sunshine,review,no_independent_bilingual_support,,,,"(for A. فرحة, n. of un. fr. فرح; see faraḥ)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2331,بزم,conference; celebration; jubilation,review,no_independent_bilingual_support,,,,"gathering, social assembly",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2332,شراکت,share; portion; part; percentage; contribution,review,no_independent_bilingual_support,,,,"(for A. شراکة, v.n. fr. شرك 'to share,' &c.)",partnership; Hamilton; DIA; Dell; or,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2336,بائیکاٹ,boycott,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2343,ریڈ,foray; raid; maraud,review,no_independent_bilingual_support,,,,,Red; Lose; Cross; markings; Nolan,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2347,مجوزہ,projected; proposed,review,no_independent_bilingual_support,,,,"(for A. مجوزة mujawwazat, fem. of mujawwaz)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2351,مادی,objective; timely; seasonable; well-timed(a); well timed(p); earthly; materialism; physicalism; formed; immaterial; nonmaterial,review,no_independent_bilingual_support,,,,(rel. n. fr. mādda,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2352,مساوی,same; equal,review,no_independent_bilingual_support,,,,"(for A. مساو musāwiṉ, act. part. of ساوي; see musāwāt)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2354,بنچ,jury,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2361,خوش آئند,idyllic,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2363,یک,historic period; age,review,no_independent_bilingual_support,,,one,num. one | Platts:,unilaterally; act; shouldn; saying; he,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2366,تہذیبی,cultural,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2372,بائی,craze; delirium; frenzy; fury; hysteria; maid; maidservant; housemaid; amah,review,no_independent_bilingual_support,,,,"s.f. Lady, mistress, madam; woman, wife (local; cf. bāʼīkā); — dancing-girl, harlot; mother bawd, la bonne: —…",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2374,خلوص,honesty; honestness; devotion; devotedness,review,no_independent_bilingual_support,,,,sincerity,reminded; potentials; purity; Seeing; within,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2375,بالائی,upper,review,no_independent_bilingual_support,,,,adj.,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2381,مجسٹریٹ,judge; justice; jurist; magistrate,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2388,دشوار,difficult; elusive; evasive; impossible; Byzantine; convoluted; involved; knotty; tangled; tortuous; arduous; backbreaking; grueling; gruelling; hard; heavy,review,no_independent_bilingual_support,,,,(prob.,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2394,حجم,volume; concentration; density; denseness; tightness; compactness,review,no_independent_bilingual_support,,,,"(fr. حجم 'to restrain,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2396,میزبانی,cordial reception; hospitality,review,no_independent_bilingual_support,,,,,host; party; wants; afternoon; celebrate,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2398,مدنی,civic,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2405,سرفہرست,first; foremost; world-class,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2413,عنان,rein,review,no_independent_bilingual_support,,,,"city in Tokushima Prefecture, Japan",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2415,تنازعہ,hostility; enmity; ill will; quarrel; wrangle; row; words; run-in; dustup,review,no_independent_bilingual_support,,,,(for A. تنازعة tanāzaʻat),intrigues; infighting; controversies; controversy; figure,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2418,صلح,compromise,review,no_independent_bilingual_support,,,,"(fr. muṣālaḥat, 'making peace,' inf. n. iii of صلح; see ṣalāh)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2419,ظاہری,formed; visible; seeable,review,no_independent_bilingual_support,,,,"adj. External, apparent, &c. ( = z̤āhir",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2426,ملحقہ,addendum; supplement; postscript,review,no_independent_bilingual_support,,,,"(for A. ملحقة mulḥaqat, fem. of mulhaq), part.",consistently; adjacent; projects; tenements; port,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2430,آجر,employer,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2432,عدل,justice; judicature,review,no_independent_bilingual_support,,,,"(inf. n. of عدل 'to act equitably,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2434,نمودار,born,review,no_independent_bilingual_support,,,,"adj. Apparent, visible, manifest; conspicuous; — noted, famed; — showy, gaudy; —",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2435,دیہاتی,villager; rural,review,no_independent_bilingual_support,,,,adj. = P ديہات dīhāt,re; peasants; fucking; criminals; No,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2439,لوکل,local,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2440,مشتبہ,doubtful; dubious; dubitable; in question(p); apprehensive,review,no_independent_bilingual_support,,,,"(act. part. of اشتبه 'to be or become confused, or ambiguous, dubious, or obscure,' viii of شبه not in use),…",suspected; suspects; suspect; custody; isn,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2443,ہم آہنگ,coordinated; co-ordinated; interconnected; unified; adapted; altered,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2445,باخبر,enlightened; knowing; knowledgeable; learned; lettered; well-educated; well-read; alert; apt; clever,review,no_independent_bilingual_support,,,,,tracking; Eye; still; cell; every,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2447,ریلی,rally; mass meeting; march,review,no_independent_bilingual_support,,,,,Julia; assistant; spectacle; conceived; started,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2448,کرکٹر,cricketer,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2449,ٹیوب,tube; tubing,review,no_independent_bilingual_support,,,,,YouTube; Beatdown; videos; watched; AOL,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2454,کشش,attraction; attractiveness; inclination; disposition; tendency,review,no_independent_bilingual_support,,,,(abst. s. fr. kash,CATCHY; RIGHT; appealing; extremely; our,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2456,تباہ کن,preventive; preventative; catastrophic; ruinous; destructive; destroyable,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2479,سیریل,serial; series,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2485,منصب,position; post; berth; office; spot; billet; place; situation,review,no_independent_bilingual_support,,,,"(n. of place fr. نصب 'to erect, set up,' &c.)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2491,ماحولیاتی,ecological; ecologic; bionomical; bionomic; atmospheric; atmospherical,review,no_independent_bilingual_support,,,,,Damaging; environment; resources; compete; useless,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2493,مہنگی,precious,review,no_independent_bilingual_support,,,,"s.f. Dearness, expensiveness; — time of dearness, or of scarcity; scarcity, dearth, famine.",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2494,جبر,maltreatment; ill-treatment; ill-usage; abuse; violence; force,review,no_independent_bilingual_support,,,,(inf. n. of جبر 'to set (a bone)'; 'to restore to a sound state'; 'to compel or constrain'],oppression; Free; from; people; ?,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2495,حملہ آور,attacker; aggressor; assailant; assaulter; aggressive; belligerent,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2512,فیاض,big; bighearted; bounteous; bountiful; freehanded; handsome; giving; liberal; openhanded; donor; giver; presenter; bestower; conferrer; benevolent; freehearted,review,no_independent_bilingual_support,,,,(intens. n. fr. فيض; see faiẓ),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2516,کلر,color; colour; coloration; colouration; coloring material; colouring material; loam,review,no_independent_bilingual_support,,,,adj. &,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2527,دستی,handkerchief; hankie; hanky; hankey,review,no_independent_bilingual_support,,,,(dast,manual; dummy; grenade; happens,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2528,آرٹیکل,section; subdivision; essay,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2535,تحویل,bailment,review,no_independent_bilingual_support,,,,"s.f. Altering, changing, transmuting; change, transfer; renovation; return; (in Astron.) passing of the sun,…",custody; Two; suspects; in; !,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2536,دشواری,perplexity,review,no_independent_bilingual_support,,,,,problems; Of; problem; course; small,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2537,خیالی,leery; mistrustful; suspicious; untrusting; wary; ideological; ideologic; fiction; fanciful; imaginary; imagined; notional; illusional; illusionary; imaginary place; mythical place,review,no_independent_bilingual_support,,,,(rel. n. fr. ḵẖayāl),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2540,ناکافی,insufficiency; inadequacy; deficiency; insufficient; deficient,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2547,قاصر,inefficiency,review,no_independent_bilingual_support,,,,"(act. part. of قصر 'to be short' (of), &c.; see quṣūr), part.",Unable; resist; wave; attacks; Titan,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2549,لعل,ruby,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2554,خصوصیت,good; goodness; birthmark; nevus; attribute; characteristic,review,no_independent_bilingual_support,,,,"(for A. خصوصية, inf. n. of خصّ)",indistinguishable; penetrates; afire; chemicals; sets,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2555,رفیع,stressed; accented,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2560,ناقابل,ineligible; incompetent; incompetent person,review,no_independent_bilingual_support,,,,,unbelievable; incredibly; unforgettable; amazing; experience,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2561,وقتی,timely; seasonable; well-timed(a); well timed(p); impermanent; temporary,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2566,اسکیم,planning; preparation; provision,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2567,آبائی,ancestral; hereditary; patrimonial; transmissible,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2570,پائیدار,durable; lasting; long-lasting; long-lived,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2571,تدارک,prevention; bar; removal; remotion,review,no_independent_bilingual_support,,,,"s.m. Overtaking, visiting (with punishment, &c.); punishment, chastisement, infliction of a fine, &c.;…",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2572,دیرینہ,ancient,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2575,کنٹریکٹ,contract,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2581,سوزش,burn; burning; combustion,review,no_independent_bilingual_support,,,,(abst. s. fr. soz),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2582,انتشار,dissolution; disintegration; breakage; break; breaking,review,no_independent_bilingual_support,,,,"dispersion, disorder, chaos",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2584,سیکشن,section,review,no_independent_bilingual_support,,,,,held; prisoners; 2.12; SIGHING; interpretation,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2585,غیرقانونی,immoral; unconstitutional,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2587,نفس,breath,review,no_independent_bilingual_support,,,,"(inf. n. of نفس 'to desire; to esteem,' &c.)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2592,ریٹائرمنٹ,retirement,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2595,منسوب,related; related to,review,no_independent_bilingual_support,,,,"(pass. part. of نسب 'to refer (to), connect (with),' &c.), part.",ATTRIBUTING; TREMENDOUS; AMOUNT; SAVED; EXPERTS,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2601,رکنیت,membership,review,no_independent_bilingual_support,,,,,Bonjour; monsieur; Carpet; Club; reservation,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2602,ضمنی,indirect,review,no_independent_bilingual_support,,,,(rel. n. fr. ẓimn),side; effects; one; could; He,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2610,ایثار,abnegation; self-abnegation; denial; self-denial; self-renunciation,review,no_independent_bilingual_support,,,,selfless sacrifice,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2619,لطف اندوز,amused; diverted; entertained,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2620,بالترتیب,successively; in turn,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2622,سرطان,Cancer; Cancer the Crab; Crab; malignant neoplastic disease,review,no_independent_bilingual_support,,,,"(inf. n. of سرط 'to swallow,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2634,حجاب,concealment; concealing; hiding,review,no_independent_bilingual_support,,,,"s.m. pl. (of ḥājib), Door-keepers, porters, &c",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2637,بالواسطہ,directly; indirect,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2639,سویرے,timely; seasonable; well-timed(a); well timed(p),review,no_independent_bilingual_support,,,,in the morning,dawn; at; attack; We,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2646,بہاؤ,continuance; continuation; stream; watercourse; flow; current; secretion; secernment,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2647,ستار,stringed instrument; sitar,review,no_independent_bilingual_support,,,,"(intens. n. fr. ستر 'to veil, conceal')",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2648,فیصلہ کن,decisive; definite,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2649,گزارا,sustenance; sustentation; sustainment; maintenance; upkeep; adjustment; accommodation; fitting,review,no_independent_bilingual_support,,,,,muffled; decibel; killers; rotors; been,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2650,نسلی,racial,review,no_independent_bilingual_support,,,,(rel. n. fr. nasl),,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2654,میگزین,magazine; mag,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2666,مرشد,oldster; old person; senior citizen; golden ager,review,no_independent_bilingual_support,,,,"(act. part. of ارشد 'to cause (one to take or follow a right way or course,' iv of رشد 'to take or follow a…",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2667,موسمی,seasonal; sweet lemon; sweet lime; Citrus limetta,review,no_independent_bilingual_support,,,,(rel. n. fr. mausim),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2668,ویل,well,review,no_independent_bilingual_support,,,,"(inf. n. of ويل 'to pain,' &c.)",concealing; wheelchair; gotten; Can; explosive,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2669,ام,mother; female parent,review,no_independent_bilingual_support,,,,"adv. Thus, so, to such a degree ( = aisā: used chiefly in poetry)",Um; um; umm; mind; paradoxical,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2672,ترغیب,motivated,review,no_independent_bilingual_support,,,,"s.f. Exciting desire, incitement, instigation, stimulation, incentive; inducement; temptation, allurement,…",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2676,عہدیدار,official; functionary,review,no_independent_bilingual_support,,,,,Associated; province; Press; victims; among,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2677,لائق,becoming; comely; comme il faut; decent; decorous; seemly,review,no_independent_bilingual_support,,,,"(part. act. of ليق 'to be fit, proper,' &c.)",Made; survive; money; enough; flexibility,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2680,حیران کن,wonder; marvel; exotic; strange; unusual,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2683,پہنچانا,hand; bring,review,no_independent_bilingual_support,,,,"v.t. To cause to arrive, cause to reach; to cause to be sent; to convey, escort, conduct, accompany, see…",hurt; `; steer; bum; -Don,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2686,ایئرپورٹ,airfield; landing field; flying field; field,review,no_independent_bilingual_support,,,,airport,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
