rank,front,meaning,meaning_selection,frequency,wordfreq_zipf,legacy_agrees,kaikki_agrees,freedict_agrees,readurdu_agrees,omw_agrees,tufs_entry,tufs_omw_agrees,independent_semantic_sources,overlap_terms,status
261,fou,mad; fool; nuts; crazy,freedict,308.886,4.90,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""crazy|fool|mad|nuts"", ""kaikki"": ""crazy|mad"", ""omw"": ""crazy|fool|mad|nuts""}",verified_strong
262,porte,door,freedict,307.342,5.47,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""door"", ""kaikki"": ""door"", ""omw"": ""door""}",verified_strong
263,genre,kind; sort,freedict,306.573,5.51,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""kind|sort"", ""kaikki"": ""kind"", ""omw"": ""kind|sort""}",verified_strong
264,seulement,just; only; exclusively,freedict,304.196,5.47,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""exclusively|just|only"", ""kaikki"": ""only"", ""omw"": ""exclusively|just|only""}",verified_strong
265,bébé,baby,freedict,302.057,4.81,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""baby"", ""kaikki"": ""baby"", ""omw"": ""baby""}",verified_strong
266,gagner,win; earn; gain; recruit,freedict,301.64,5.00,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""earn|gain|recruit|win"", ""kaikki"": ""earn|gain|win"", ""omw"": ""earn|gain|win""}",verified_strong
267,sous,below; under; beneath; underneath,freedict,298.25,5.90,False,True,True,False,False,True,False,kaikki,"{""freedict"": ""below|beneath|under|underneath"", ""kaikki"": ""below|under""}",verified
268,mauvais,bad; poor; ugly; nasty,freedict,297.222,5.03,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""bad|nasty|poor|ugly"", ""kaikki"": ""bad"", ""omw"": ""bad""}",verified_strong
269,sembler,seem; appear; appear to be,freedict,297.18799999999993,3.74,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""appear|seem"", ""kaikki"": ""appear|seem"", ""omw"": ""appear|seem""}",verified_strong
270,mois,month,freedict,296.063,5.65,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""month"", ""kaikki"": ""month"", ""omw"": ""month""}",verified_strong
271,type,type,freedict,295.683,5.32,False,False,True,False,True,False,False,omw,"{""freedict"": ""type"", ""omw"": ""type""}",verified
272,ville,city; town,freedict,295.643,5.66,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""city|town"", ""kaikki"": ""city|town"", ""omw"": ""city|town""}",verified_strong
273,police,police,freedict,295.04699999999997,5.24,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""police"", ""kaikki"": ""police"", ""omw"": ""police""}",verified_strong
274,point,dot; spot; point; period,freedict,294.636,5.58,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""dot|period|point|spot"", ""kaikki"": ""point"", ""omw"": ""dot|period|point|spot""}",verified_strong
275,foutre,fuck; screw,freedict,294.568,4.65,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""fuck|screw"", ""kaikki"": ""fuck|screw"", ""omw"": ""fuck|screw""}",verified_strong
276,droit,law; loyal; right; direct,freedict,294.506,5.56,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""direct|law|loyal|right"", ""kaikki"": ""law|right"", ""omw"": ""direct|law|loyal|right""}",verified_strong
277,aucun,none; nothing,freedict,292.313,5.44,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""none|noth"", ""kaikki"": ""none"", ""omw"": ""none""}",verified_strong
278,putain,whore; hooker; prostitute,freedict,291.731,5.06,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""hooker|prostitute|whore"", ""kaikki"": ""hooker|whore"", ""omw"": ""prostitute|whore""}",verified_strong
279,rappeler,to remind; recall; call back,explicit_high_risk_review,291.6899999999999,4.71,False,True,False,False,True,False,False,kaikki|omw,"{""kaikki"": ""back|call|remind"", ""omw"": ""back|call|recall|remind""}",verified_explicit_review
280,car,as; since; because; for the reason that,freedict,291.23400000000004,5.68,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""because|reason|since"", ""kaikki"": ""because|since"", ""omw"": ""as""}",verified_strong
281,endroit,spot; place; location,freedict,290.579,4.94,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""location|place|spot"", ""kaikki"": ""place|spot"", ""omw"": ""location|place|spot""}",verified_strong
282,côté,side,freedict,287.579,5.50,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""side"", ""kaikki"": ""side"", ""omw"": ""side""}",verified_strong
283,jeune,young,freedict,285.67499999999995,5.40,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""young"", ""kaikki"": ""young"", ""omw"": ""young""}",verified_strong
284,chaque,each; every,freedict,285.614,5.60,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""each|every"", ""kaikki"": ""each|every"", ""omw"": ""each|every""}",verified_strong
285,retrouver,to find each other; to remember; to recall; to find oneself; to end up,kaikki,283.334,5.00,False,True,False,False,True,False,False,omw,"{""kaikki"": ""each|end|find|oneself|other|recall|remember|up"", ""omw"": ""find""}",verified
286,continuer,keep; last; go on; endure,freedict,279.633,4.89,False,False,True,False,True,False,False,omw,"{""freedict"": ""endure|go|keep|last"", ""omw"": ""endure|go|keep|last""}",verified
287,façon,way; mode; fashion,freedict,279.047,5.39,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""fashion|mode|way"", ""kaikki"": ""fashion|way"", ""omw"": ""fashion|mode|way""}",verified_strong
288,longtemps,long; a long time; for a long time,freedict,275.392,5.25,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""long|time"", ""kaikki"": ""long|time"", ""omw"": ""long|time""}",verified_strong
289,place,post; spot; place; plaza,freedict,275.23400000000004,5.66,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""place|plaza|post|spot"", ""kaikki"": ""place|plaza"", ""omw"": ""place|plaza|post|spot""}",verified_strong
290,sauver,keep; save; rescue,freedict,273.537,4.66,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""keep|rescue|save"", ""kaikki"": ""save"", ""omw"": ""keep|rescue|save""}",verified_strong
291,train,train,freedict,271.275,5.22,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""train"", ""kaikki"": ""train"", ""omw"": ""train""}",verified_strong
292,plein,full,freedict,268.509,5.24,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""full"", ""kaikki"": ""full"", ""omw"": ""full""}",verified_strong
293,retourner,mix; turn; blend; mingle,freedict,267.81899999999996,4.61,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""blend|mingle|mix|turn"", ""kaikki"": ""turn"", ""omw"": ""mingle|mix|turn""}",verified_strong
294,asseoir,sit down,freedict,267.0109999999999,4.09,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""down|sit"", ""kaikki"": ""down|sit"", ""omw"": ""down|sit""}",verified_strong
295,boire,drink,freedict,266.595,4.62,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""drink"", ""kaikki"": ""drink"", ""omw"": ""drink""}",verified_strong
296,dormir,sleep; be asleep,freedict,266.28700000000003,4.65,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""asleep|sleep"", ""kaikki"": ""sleep"", ""omw"": ""asleep|sleep""}",verified_strong
297,acheter,to purchase; buy,kaikki,266.006,5.02,False,True,False,False,True,True,False,omw,"{""kaikki"": ""buy|purchase"", ""omw"": ""buy|purchase""}",verified
298,arme,weapon,freedict,261.81600000000003,4.67,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""weapon"", ""kaikki"": ""weapon"", ""omw"": ""weapon""}",verified_strong
299,dont,whose; of which; that one's; whichone's,freedict,260.551,5.86,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""one'|whichone'|whose"", ""kaikki"": ""whose""}",verified
300,mot,word,freedict,259.28200000000004,5.22,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""word"", ""kaikki"": ""word"", ""omw"": ""word""}",verified_strong
301,corps,body,freedict,258.307,5.35,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""body"", ""kaikki"": ""body"", ""omw"": ""body""}",verified_strong
302,attention,acuity; attention; advertence; advertency,freedict,257.984,5.13,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""acuity|advertence|advertency|attention"", ""kaikki"": ""attention"", ""omw"": ""advertence|advertency|attention""}",verified_strong
303,tellement,so; such; thus,freedict,257.275,5.23,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""so|such|thus"", ""kaikki"": ""so"", ""omw"": ""so|thus""}",verified_strong
304,écrire,write; create; compose,freedict,256.711,4.87,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""compose|create|write"", ""kaikki"": ""write"", ""omw"": ""compose|write""}",verified_strong
305,madame,Mrs; lady; madam,freedict,254.918,4.81,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""lady|madam|mrs"", ""kaikki"": ""lady|madam|mrs"", ""omw"": ""lady|madam""}",verified_strong
306,ni,neither; nor,explicit_high_risk_review,254.677,5.48,False,True,False,False,False,False,False,kaikki,"{""kaikki"": ""neither|nor""}",verified_explicit_review
307,matin,morning,freedict,253.256,5.32,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""morn"", ""kaikki"": ""morn"", ""omw"": ""morn""}",verified_strong
308,fort,loud; very; quite; loudly,freedict,252.12,5.34,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""loud|loudly|quite|very"", ""kaikki"": ""very"", ""omw"": ""loud|loudly|very""}",verified_strong
309,chéri,Shar (shari'a); cherished; beloved; past participle of chérir,kaikki,252.03699999999998,4.06,False,True,False,False,True,False,False,omw,"{""kaikki"": ""belov|ch|cherish|participle|rir|shar|shari'a"", ""omw"": ""belov""}",verified
310,important,serious; important,freedict,251.868,5.23,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""important|seriou"", ""kaikki"": ""important"", ""omw"": ""important|seriou""}",verified_strong
311,aucune,no; none; not any (feminine),explicit_high_risk_review,251.63299999999998,5.39,False,False,False,False,False,False,False,,{},verified_explicit_review
312,garçon,boy; lad; laddie; waiter,freedict,251.59499999999997,4.64,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""boy|lad|laddie|waiter"", ""kaikki"": ""boy"", ""omw"": ""boy|lad|laddie|waiter""}",verified_strong
313,chambre,room; chamber,freedict,251.27499999999998,5.24,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""chamber|room"", ""kaikki"": ""room"", ""omw"": ""chamber|room""}",verified_strong
314,quitter,quit; leave; desert; abandon,freedict,251.114,4.74,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""abandon|desert|leave|quit"", ""kaikki"": ""leave|quit"", ""omw"": ""abandon|desert|leave|quit""}",verified_strong
315,heureux,happy; fortunate,freedict,250.738,4.98,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""fortunate|happy"", ""kaikki"": ""happy"", ""omw"": ""happy""}",verified_strong
316,voici,look; there; behold; here is,freedict,250.313,5.12,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""behold|here|look|there"", ""kaikki"": ""here"", ""omw"": ""behold|there""}",verified_strong
317,partie,part; piece; share; Parthian,freedict,249.164,5.70,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""part|parthian|piece|share"", ""kaikki"": ""part"", ""omw"": ""part|piece|share""}",verified_strong
318,lire,lira; read,freedict,248.822,5.22,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""lira|read"", ""kaikki"": ""lira|read"", ""omw"": ""read""}",verified_strong
319,servir,serve,freedict,248.36900000000003,4.79,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""serve"", ""kaikki"": ""serve"", ""omw"": ""serve""}",verified_strong
320,manquer,miss; be lacking; be missing,freedict,247.21199999999996,4.39,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""lack|miss"", ""kaikki"": ""lack|miss"", ""omw"": ""lack|miss""}",verified_strong
321,terre,land; soil; earth; ground,freedict,246.99099999999999,5.33,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""earth|ground|land|soil"", ""kaikki"": ""earth|land|soil"", ""omw"": ""earth|ground|land|soil""}",verified_strong
322,emmener,take away; take (with one),freedict,246.18400000000003,3.99,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""away|take"", ""kaikki"": ""away|take""}",verified
323,adorer,adore; worship,freedict,243.25,3.67,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""adore|worship"", ""kaikki"": ""adore|worship"", ""omw"": ""adore|worship""}",verified_strong
324,eau,water,freedict,239.386,5.46,False,False,True,False,True,True,False,omw,"{""freedict"": ""water"", ""omw"": ""water""}",verified
325,là-bas,"yonder; down there; there, over there",kaikki,239.199,5.29,False,True,False,False,True,True,False,omw,"{""kaikki"": ""down|over|there|yonder"", ""omw"": ""there|yonder""}",verified
326,voler,fly; steal,freedict,238.71999999999994,4.41,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""fly|steal"", ""kaikki"": ""steal"", ""omw"": ""fly|steal""}",verified_strong
327,inquiéter,to worry,kaikki,238.36399999999998,4.02,False,True,False,False,True,False,False,omw,"{""kaikki"": ""worry"", ""omw"": ""worry""}",verified
328,répondre,reduce the price,freedict,237.81199999999998,5.01,False,False,True,False,False,True,False,,"{""freedict"": ""price|reduce""}",review
329,suite,order; party; suite; train,freedict,237.563,5.52,False,False,True,False,True,False,False,omw,"{""freedict"": ""order|party|suite|train"", ""omw"": ""order|suite|train""}",verified
330,vers,at; to; toward; towards,freedict,237.40800000000002,5.65,False,True,True,False,False,True,False,kaikki,"{""freedict"": ""toward"", ""kaikki"": ""to""}",verified
331,battre,hit; beat; curl; stir,freedict,237.14899999999997,4.67,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""beat|curl|hit|stir"", ""kaikki"": ""beat"", ""omw"": ""beat""}",verified_strong
332,euh,um; uh (hesitation),explicit_high_risk_review,236.152,4.57,False,True,False,False,False,True,False,kaikki,"{""kaikki"": ""hesit|uh|um""}",verified_explicit_review
333,fin,end; witty; ending; lively,freedict,235.823,5.67,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""end|ending|lively|witty"", ""kaikki"": ""end"", ""omw"": ""end|ending|witty""}",verified_strong
334,dur,hard; difficult; inconvenient,freedict,232.911,4.95,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""difficult|hard|inconvenient"", ""kaikki"": ""hard"", ""omw"": ""difficult|hard|inconvenient""}",verified_strong
335,enfin,at last; finally; ultimately; at long last,freedict,231.68,5.47,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""finally|last|long|ultimately"", ""kaikki"": ""finally|last"", ""omw"": ""finally|last|long|ultimately""}",verified_strong
336,aide,aid; help,freedict,231.529,5.31,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""aid|help"", ""kaikki"": ""help"", ""omw"": ""aid|help""}",verified_strong
337,toucher,tap; bore; sink; touch,freedict,231.27099999999993,4.59,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""bore|sink|tap|touch"", ""kaikki"": ""touch"", ""omw"": ""touch""}",verified_strong
338,mari,husband,freedict,230.51299999999998,4.80,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""husband"", ""kaikki"": ""husband"", ""omw"": ""husband""}",verified_strong
339,pardon,pardon; absolution,freedict,230.386,4.46,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""absolution|pardon"", ""kaikki"": ""pardon"", ""omw"": ""pardon""}",verified_strong
340,super,great; super; fantastic,explicit_high_risk_review,230.177,5.27,False,True,False,False,False,False,False,kaikki,"{""kaikki"": ""fantastic|great""}",verified_explicit_review
341,photo,photograph,freedict,230.073,5.14,False,False,True,False,True,True,False,omw,"{""freedict"": ""photograph"", ""omw"": ""photograph""}",verified
342,devant,ahead; before; formerly; previously,freedict,229.87,5.49,False,False,True,False,True,True,False,omw,"{""freedict"": ""ahead|before|formerly|previously"", ""omw"": ""ahead|before|previously""}",verified
343,loin,far; away; remote; distant,freedict,229.756,5.39,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""away|distant|far|remote"", ""kaikki"": ""distant|far"", ""omw"": ""away|far|remote""}",verified_strong
344,prier,ask; beg; bid; pray,freedict,228.59,4.07,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""ask|beg|bid|pray"", ""kaikki"": ""pray"", ""omw"": ""ask|beg|pray""}",verified_strong
345,docteur,doctor; physician,freedict,226.234,4.71,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""doctor|physician"", ""kaikki"": ""doctor|physician"", ""omw"": ""doctor|physician""}",verified_strong
346,papa,dad; daddy,freedict,226.028,4.57,False,False,True,False,True,False,False,omw,"{""freedict"": ""dad|daddy"", ""omw"": ""dad|daddy""}",verified
347,cause,cause; reason,freedict,223.51299999999998,5.40,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""cause|reason"", ""kaikki"": ""cause"", ""omw"": ""cause|reason""}",verified_strong
348,plutôt,quite; enough; rather; preferably,freedict,222.658,5.35,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""enough|preferably|quite|rather"", ""kaikki"": ""rather"", ""omw"": ""preferably|rather""}",verified_strong
349,compter,count; figure; work out; calculate,freedict,221.907,4.80,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""calculate|count|figure|out|work"", ""kaikki"": ""count"", ""omw"": ""calculate|count|figure|out|work""}",verified_strong
350,poser,do; act; put; make,freedict,219.95200000000003,4.83,False,False,True,False,True,False,False,omw,"{""freedict"": ""act|do|make|put"", ""omw"": ""make|put""}",verified
351,chef,boss; chef; chief,freedict,219.804,5.34,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""boss|chef|chief"", ""kaikki"": ""boss|chief"", ""omw"": ""boss|chef|chief""}",verified_strong
352,bureau,bureau; office,freedict,219.143,5.04,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""bureau|office"", ""kaikki"": ""office"", ""omw"": ""bureau|office""}",verified_strong
353,propos,plan; meaning; intention,freedict,218.44,5.17,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""intention|mean|plan"", ""kaikki"": ""intention"", ""omw"": ""intention|plan""}",verified_strong
354,école,school,freedict,217.864,5.29,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""school"", ""kaikki"": ""school"", ""omw"": ""school""}",verified_strong
355,boulot,job; work (informal),explicit_high_risk_review,217.069,4.81,False,True,False,False,False,False,False,kaikki,"{""kaikki"": ""job|work""}",verified_explicit_review
356,celui,the one; that one (masculine singular),explicit_high_risk_review,216.75,5.60,False,True,False,False,False,False,False,kaikki,"{""kaikki"": ""one""}",verified_explicit_review
357,prochain,next; speedy; following,freedict,216.07300000000004,4.92,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""follow|next|speedy"", ""kaikki"": ""next"", ""omw"": ""follow|next""}",verified_strong
358,jeu,game,freedict,215.54999999999998,5.49,False,False,True,False,True,False,False,omw,"{""freedict"": ""game"", ""omw"": ""game""}",verified
359,mentir,lie; tell a lie,freedict,214.918,4.24,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""lie|tell"", ""kaikki"": ""lie"", ""omw"": ""lie|tell""}",verified_strong
360,hier,yesterday,freedict,214.763,5.21,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""yesterday"", ""kaikki"": ""yesterday"", ""omw"": ""yesterday""}",verified_strong
361,feu,fire,freedict,214.35100000000003,5.16,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""fire"", ""kaikki"": ""fire"", ""omw"": ""fire""}",verified_strong
362,confiance,confidence,freedict,209.05999999999997,5.15,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""confidence"", ""kaikki"": ""confidence"", ""omw"": ""confidence""}",verified_strong
363,vérité,truth; sincerity,freedict,208.81,5.02,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""sincerity|truth"", ""kaikki"": ""truth"", ""omw"": ""truth""}",verified_strong
364,cacher,hide; conceal,freedict,207.79299999999998,4.46,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""conceal|hide"", ""kaikki"": ""hide"", ""omw"": ""conceal|hide""}",verified_strong
365,journée,day,freedict,207.323,5.30,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""day"", ""kaikki"": ""day"", ""omw"": ""day""}",verified_strong
366,imaginer,fancy; imagine,freedict,207.16600000000003,4.52,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""fancy|imagine"", ""kaikki"": ""imagine"", ""omw"": ""fancy|imagine""}",verified_strong
367,reste,rest; remainder,freedict,206.728,5.61,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""remainder|rest"", ""kaikki"": ""remainder"", ""omw"": ""remainder|rest""}",verified_strong
368,fermer,lock; shut; close,freedict,206.65599999999998,4.53,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""close|lock|shut"", ""kaikki"": ""close|shut"", ""omw"": ""close|lock|shut""}",verified_strong
369,génial,"great, fantastic, awesome; ingenious, characteristic of a genius",kaikki,206.22799999999998,4.51,False,True,False,False,True,False,False,omw,"{""kaikki"": ""awesome|characteristic|fantastic|geniu|great|ingeniou"", ""omw"": ""awesome|great""}",verified
370,possible,possible,freedict,206.05700000000002,5.39,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""possible"", ""kaikki"": ""possible"", ""omw"": ""possible""}",verified_strong
371,agir,act; have effect; take action; be effective,freedict,205.83500000000004,4.67,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""act|action|effect|effective|have|take"", ""kaikki"": ""act"", ""omw"": ""act|action|effect|have""}",verified_strong
372,téléphone,telephone,freedict,204.70899999999997,5.00,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""telephone"", ""kaikki"": ""telephone"", ""omw"": ""telephone""}",verified_strong
373,équipe,team; detachment,freedict,204.70600000000002,5.48,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""detach|team"", ""kaikki"": ""team"", ""omw"": ""team""}",verified_strong
374,plan,map; plan; plane; design,freedict,200.35399999999998,5.32,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""design|map|plan|plane"", ""kaikki"": ""map|plan"", ""omw"": ""design|map|plan|plane""}",verified_strong
375,amener,bring; fetch,freedict,199.84100000000004,4.34,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""bring|fetch"", ""kaikki"": ""bring|fetch"", ""omw"": ""bring|fetch""}",verified_strong
376,film,film; movie; motion picture,freedict,199.414,5.36,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""film|motion|movie|picture"", ""kaikki"": ""film|movie"", ""omw"": ""film|motion|movie|picture""}",verified_strong
377,parent,relative,freedict,199.096,4.26,False,False,True,False,True,False,False,omw,"{""freedict"": ""relative"", ""omw"": ""relative""}",verified
378,dessus,above; on top; overhead; upstairs,freedict,197.057,5.36,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""above|overhead|top|upstair"", ""kaikki"": ""upstair""}",verified
379,passé,last; past,freedict,196.121,5.42,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""last"", ""kaikki"": ""last"", ""omw"": ""past""}",verified_strong
380,monter,link; climb; mount; scale,freedict,195.981,4.70,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""climb|link|mount|scale"", ""kaikki"": ""mount"", ""omw"": ""climb|mount""}",verified_strong
381,propre,own; neat; tidy; clean,freedict,194.98700000000002,5.21,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""clean|neat|own|tidy"", ""kaikki"": ""clean|own"", ""omw"": ""clean|own""}",verified_strong
382,décider,decide,freedict,194.36299999999997,4.51,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""decide"", ""kaikki"": ""decide"", ""omw"": ""decide""}",verified_strong
383,vendre,sell; vend; dispose of,freedict,193.57799999999997,4.81,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""dispose|sell|vend"", ""kaikki"": ""sell"", ""omw"": ""sell|vend""}",verified_strong
384,dehors,abroad; outside,freedict,193.31,4.95,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""abroad|outside"", ""kaikki"": ""outside"", ""omw"": ""outside""}",verified_strong
385,bouger,move; stir; budge,freedict,193.013,4.41,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""budge|move|stir"", ""kaikki"": ""budge|move"", ""omw"": ""budge|move|stir""}",verified_strong
386,mariage,marriage; matrimony,freedict,191.687,5.05,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""marriage|matrimony"", ""kaikki"": ""marriage"", ""omw"": ""marriage|matrimony""}",verified_strong
387,agent,agent; policeman,freedict,191.561,4.66,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""agent|policeman"", ""kaikki"": ""agent"", ""omw"": ""agent|policeman""}",verified_strong
388,choisir,elect; choose; pick out,freedict,191.27099999999996,4.80,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""choose|elect|out|pick"", ""kaikki"": ""choose"", ""omw"": ""choose|elect|out|pick""}",verified_strong
389,exactement,exactly,freedict,191.063,4.94,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""exactly"", ""kaikki"": ""exactly"", ""omw"": ""exactly""}",verified_strong
390,expliquer,unroll; clarify; explain; account for,freedict,190.88,4.88,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""account|clarify|explain|unroll"", ""kaikki"": ""explain"", ""omw"": ""account|clarify|explain""}",verified_strong
391,recevoir,get; have; take; accept,freedict,189.291,4.79,False,False,True,False,True,False,False,omw,"{""freedict"": ""accept|get|have|take"", ""omw"": ""accept|get|have|take""}",verified
392,supposer,guess; presume; suppose; surmise,freedict,188.77599999999998,3.86,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""gues|presume|suppose|surmise"", ""kaikki"": ""suppose|surmise"", ""omw"": ""gues|presume|suppose|surmise""}",verified_strong
393,sécurité,safety; security,freedict,188.77200000000002,5.24,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""safety|security"", ""kaikki"": ""safety|security"", ""omw"": ""safety|security""}",verified_strong
394,chien,dog,freedict,188.572,4.86,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""dog"", ""kaikki"": ""dog"", ""omw"": ""dog""}",verified_strong
395,promettre,promise,freedict,188.49400000000003,3.65,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""promise"", ""kaikki"": ""promise"", ""omw"": ""promise""}",verified_strong
396,près,near; close; nearby,freedict,188.469,5.45,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""close|near|nearby"", ""kaikki"": ""close|near"", ""omw"": ""close|near""}",verified_strong
397,ramener,"to draw, pull (back); to come down, be reduced (à to); to take back, bring back, restore",kaikki,188.24400000000003,4.40,False,True,False,False,True,False,False,omw,"{""kaikki"": ""back|bring|come|down|draw|pull|reduc|restore|take"", ""omw"": ""back|bring|come|down|pull|take""}",verified
398,cher,dear; costly; pricey; expensive,freedict,188.155,5.08,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""costly|dear|expensive|pricey"", ""kaikki"": ""dear"", ""omw"": ""costly|dear|expensive|pricey""}",verified_strong
399,valoir,be worth,freedict,187.54500000000002,4.14,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""worth"", ""kaikki"": ""worth""}",verified
