rank,front,meaning,frequency_evidence,frequency_source,semantic_support,kaikki_readurdu_agree,kaikki_word2word_agree,readurdu_word2word_agree,kaikki_meaning,readurdu_meaning,word2word_meaning
1338,کرم,kindness,982,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,bravery; kindness; honour; decency,"kindness, grace, generosity",loaf; Peace; all-clear; upon; pal
1339,گاہ,time; place; area; centre,977,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"time; place, area, centre","n. place, area, centre; time",GAH; done; Londoners; groups; possibly
1340,آفس,office,976,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,office,high-res; version; office; telephone; convenient
1341,تفصیل,detail; particular; separation; distinguish,975,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,detail; particular; separation; distinguish; division; explanation; commentary (ie. an analysis),n. detail; particular; explanation; commentary (ie. an analysis); separation; distinguish; division | Platts:,detail; Detail; a-ten-hut; detailed; thorough
1342,گیت,song; track,975,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,song; track,n. song; track | Platts:,song; playing; Silva; wonderful; With
1343,صحافی,journalist,974,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,journalist,journalist,journalist; stringing; reporter; Act; experienced
1344,لڑکیوں,plural,974,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,plural oblique of لَڑْکی (laṛkī — girl),girls; Bring; dancing; em; breakfast
1345,متعارف,known to each other; already introduced; mutually known; widely known,972,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"known to each other, already introduced, mutually known, widely known","adj. known to each other, already introduced, mutually known, widely known | Platts: (pass. part. of تعارف 'to be acquainted with one another,' vi of عرف 'to know'), part. adj. Known to each…",introduce; Gonna; Honey; orienting; myself
1346,سننے,oblique infinitive of سُنْنا (sunnā — to listen; to hear),970,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"oblique infinitive of سُنْنا (sunnā — to listen, to hear)",listening; LISTEN; hear; listen; HEAR
1347,مذمت,condemnation; dispraise; abuse,966,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"condemnation; dispraise, abuse","n. condemnation; dispraise, abuse | Platts: (for A. مذمة, inf. n. of ذمّ 'to blame,' &c.)",night; deplore; Last; was; a
1348,روحانی,holy; pure; wholehearted; spiritual (as opposed to physical),963,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,holy; pure; wholehearted; spiritual (as opposed to physical),"adj. spiritual (as opposed to physical); holy; pure; wholehearted | Platts: (rel. n. fr. rūḥ), adj. Having a soul or spirit; spiritual; of or relating to the angels or the Jinn; —",new; spiritual; awareness; The
1349,سگریٹ,cigarette,963,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,cigarette,cigarette,cigarette; say; d; What; so
1350,احتجاجی,protestor,962,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,protestor,protestor,
1351,روم,Rome; Asia Minor,962,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,Rome; Turkey; Asia Minor,"name: Asia Minor; Byzantine Empire; Ottoman Caliphate | Platts: prop. n. Greece (the lower empire); Rome, the eastern Roman empire; the Turkish empire; Roumelia…",Rom; room; Rome; classes; Wrong
1352,قدرت,nature; divine power,961,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,nature; courage; divine power,"n. nature; destiny, providence; power, force, potency | Platts: (for A. قدرة, inf. n. of قدر 'to be able,' &c.)",power; gods; everyone; could; each
1353,دیوار,wall,959,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,wall,n. wall | Platts:,wall; walls; 13; enclosed; vast
1354,دروازے,“door”):,957,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,direct plural; oblique/vocative singular,"inflection of دَرْوَازَہ (darvāza, “door”):",door; doors; entrance; gates; DOOR
1355,غرض,desire; selfishness; purpose; intention,956,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"desire, selfishness; in short, in summary; desire, purpose, intention","n. desire, purpose, intention; desire, selfishness",
1356,جہاد,fight; struggle; battle; jihad,954,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"fight, struggle, battle; jihad, holy war, crusade","n. jihad, holy war, crusade; fight, struggle, battle | Platts: (inf. n. iii of جہد 'to labour,' &c.)",Continue; jihad; bro; looks; defeat
1357,کان,ear,953,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,ear,n. ear | Platts:,ear; ears; mine; Modeled; filters
1358,اسٹیڈیم,stadium,952,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,stadium,stadium,THE; STADIUM; SIDE; OF; TO
1359,اعتراض,objection (ie. criticism; dispute etc.),952,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,objection (ie. criticism; dispute etc.),n. objection (ie. criticism; dispute etc.) | Platts:,mind; MIND; DO; IF; YOUR
1360,جانور,animal; beast; savage; uncivilized being,949,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"animal, beast; savage, uncivilized being","n. animal, beast; savage, uncivilized being | Platts:",animals; beast; cage; animal; Stinking
1361,اصلاح,improvement; atonement; correction; emendation,948,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"improvement, atonement, correction, emendation, modification, reform","n. improvement, atonement, correction, emendation, modification, reform | Platts:",
1362,ثقافت,culture,948,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,culture,culture,culture; wins; mma; again; new
1363,شکریہ,gratitude; thank; thanks; thank you,946,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"gratitude, thank; thanks, thank you","interj. thanks, thank you | n. gratitude, thank | Platts: (for A. شکرية shukrīyat, abst. s. fr. shukr",Thank; Thanks; thank; THANK; YOU
1364,جنگی,martial; warlike; military,945,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,martial; warlike; military,"adj. warlike; military; martial | Platts: (fr. jang), adj. &",war; convened; Assasinate; civil; council
1365,نرم,mild; soft,945,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,mild; soft; bendy,"adj. soft; smooth; sleek | Platts: adj. Soft (to the touch); smooth, sleek; ductile, plastic; — mild, tender, gentle, easy, yielding (as a…",soft; gentle; Soft; stoop; countries
1366,نیم,law; rule,945,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,law; rule; piety,n. rule; law; principle | Platts:,caliber.30; M1; clip-fed; shoulder-fired; semi-automatic
1367,اندرونی,internal; inner,944,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"internal, inner",inner; circle; internal; numbers; Those
1368,جائز,lawful; just; proper; appropriate,944,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"lawful, just; proper, appropriate; permissible, permitted, allowed","adj. permissible, permitted, allowed; lawful, just; proper, appropriate | Platts: (act. part. of جوز), adj. Allowable, permitted, possible; passing as right; lawful, right, proper, sound,…",badass; legitimate; English; qualifies; provided
1369,مزاحمت,resistance; opposition; obstacle; impediment,944,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"resistance, opposition, obstacle, impediment, hindrance","n. resistance, opposition, obstacle, impediment, hindrance | Platts: (for A. مزاحمة, inf. of زاحم, iii of (and syn. with) زحم 'to straiten; to press upon, to throng')",resisting; resistance; revolting; one; Israel
1370,چوک,courtyard; square; chowk; crossroad,943,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"courtyard; square; chowk; crossroad, intersection","n. square; chowk; crossroad, intersection; courtyard | Platts:",being; missed; square; dealing; capable
1371,فہرست,list; index; catalogue,943,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,list; index; catalogue,n. list; index; catalogue | Platts:,list; talents; LIST; BUSINESSES; DOES
1372,شراب,alcohol; wine,942,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,False,alcohol; alcoholic drink; wine,"wine, liquor",alcohol; smell; booze; Turn; lemons
1373,آلات,Instruments,937,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.f. pl. (of آلت alat), Instruments, tools, implements, apparatus, tackling; utensils",Phoebe; RESET; INSTRUMENTS; THEN; ALL
1374,ثقافتی,cultural,936,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,cultural,cultural,secondly; cultural; giving; away; institute
1375,بظاہر,seemingly; apparently,935,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,seemingly; apparently,seemingly; apparently,seemingly; Apparently; persecutions; source; seeing
1376,درس,lesson; reading; lecture,932,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"lesson, reading, lecture","n. lesson, reading, lecture | Platts: (inf. n. of درس 'to read')",converted; christianity; continued; teaching; pagans
1377,درکار,need,930,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,need,"adj. needed, required | n. need",need; finding; Baghdad; form; document
1378,بچپن,childhood; infancy; childishness; immaturity,929,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"childhood, infancy; childishness, immaturity","childhood, infancy; childishness, immaturity",memorized; child; path; as; this
1379,کارٹون,cartoon,929,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,cartoon,cartoon,punch; take; Punch; cartoon; Throw
1380,گلی,alleyway; street; lane,927,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"alleyway; street, lane","n. street, lane; alleyway",lane; street; alley; streets; wins
1381,کتنا,how many; how much,923,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,how many; how much,"det. how much; how many | Platts: (see the trans. kātnā), v.n. To be spun",How; much; HOW; how; naive
1382,مطمئن,satisfied,922,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"satisfied; shameless; safe, secure","satisfied, at ease",mollified; unhappy; Sorry; leaving; happening
1383,خورشید,sun; a male given name; Khurshid; from Persian,919,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"sun; a male given name, Khurshid, from Persian","n. sun | name: a male given name, Khurshid, from Persian | Platts: (Old P. ḵẖvarshed; Pehl. khvar-shet; Zend hvare+khshaeta; S. svar+kshit)",
1384,شناخت,identification,919,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,identification,n. identification | Platts:,identity; undercover; identify; His; I.D
1385,سادہ,white; plain; simple,915,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"white; plain, simple","adj. plain, simple; white | Platts: (",simple; sober; plain; cowardice; grand
1386,علامت,sign; symbol,914,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,sign; symbol; mark; diacritical mark,"n. sign; indication (in literature, figuratively etc.); symptom (of an illness) | Platts:",wave; sign; savior; Only; symbol
1387,مصر,Cairo (a city in Egypt),914,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,sword; blade; a city; centre; country; Cairo (a city in Egypt),Egypt,
1388,ظہور,emergence; arising; manifestation (ie. appearance),912,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,"advent; emergence, arising; manifestation (ie. appearance)","n. manifestation (ie. appearance); emergence, arising; auspiciousness, good fortune, splendour, lustre | name: a male given name, Zuhoor or Zahoor, from Arabic | Platts: (inf. n. of ظہر 'to appear,' &c.)",will; halves; lid; appear; open
1389,ہنگامی,urgent; emergency; temporal; temporary,910,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"urgent, emergency; temporal, temporary, ephemeral","adj. temporal, temporary, ephemeral; urgent, emergency | Platts: adj. Temporal, ephemeral",SYSTEMS; EMERGENCY; NEWS; MOST; GOOD
1390,مایوس,despondent; despirited; downcast; heartsick,908,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,"despondent, despirited, downcast, heartsick","adj. despondent, despirited, downcast, heartsick | Platts: (pass. part. (post classical), fr. يَئِسَ 'to despair,' &c.), part. adj. Disappointed, despondent, hopeless,…",disappointed; desperate; domestic; aren; disappoint
1391,نسیم,oxygen; grace; favor (of the Lord); a gentle breeze,908,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,oxygen; grace; favor (of the Lord); a gentle breeze; morning breeze; zephyr,"n. a gentle breeze; morning breeze; zephyr; grace; favor (of the Lord); oxygen | name: a unisex given name, Naseem, from Arabic | Platts: (inf. n. of نسم 'to breathe gently' (a wind, or an odour))",
1392,جعلی,imitative; fake; counterfeit; forged,907,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"imitative; fake, counterfeit; forged, fabricated","adj. fake, counterfeit; forged, fabricated; imitative | Platts: (rel. n. fr. jaʻl), adj. Forged, fabricated, counterfeit, fictitious, artificial; spurious, false,…",bogus; fake; helped; bust; death
1393,عجیب,weird; strange,904,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,weird; foreign; strange,"strange, odd",strange; weird; awkward; Strange; funny
1394,لاش,corpse,903,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,corpse,corpse,body; Somebody; Find; jobs; Bring
1395,گروہ,group; gang; clique; crew,902,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"group, gang, clique, crew","n. group, gang, clique, crew | Platts:",group; deserving; putting; faction; says
1396,جنت,heaven; paradise,901,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"abacus; heaven, paradise; a female given name from Arabic","paradise, heaven",heaven; paradise; ..; Heaven; god
1397,سلام,farewell; adieu,901,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,peace; regards; farewell; adieu,"interj. interjection used to greet or often fare adieu to someone. | n. greeting, salutation; a salute (chiefly military but not limited to).; farewell; adieu | Platts: (inf. n. of سلم 'to be or become safe,' &c.)",greet; even; Or; hi; Tell
1398,معاف,pardoned (from a punishment); forgiven (for a mistake etc.); absolved; cancelled (of a fine etc.),898,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,pardoned (from a punishment); forgiven (for a mistake etc.); absolved; cancelled (of a fine etc.),"adj. forgiven (for a mistake etc.); pardoned (from a punishment); absolved; cancelled (of a fine etc.) | Platts: (for A. معافي mǒʻāfā, pass. part. of عافي 'to forgive, pardon,' &c., iii of عفا (for عفو) 'to forgive,'…",forgive; Excuse; Forgive; forgave; excuse
1399,نشان,sign,897,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,"sign, symbol; ensign, standard; decoration, medal","mark, sign, trace",mark; BOUNDARIES; MARK; Tracks; Break
1400,بستی,colony; settlement; hamlet,895,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,colony; Eukaryota; settlement; hamlet,n. settlement; hamlet; colony; a village; small town | Platts:,
1401,پتا,father; direction; address (of a place),895,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,father; direction; address (of a place),n. address (of a place); direction; father | Platts:,worst; knows; Maybe; truth; Unbelievable
1402,میمن,Memon,895,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,Memon,"Memon; a surname, Memon, from Gujarati or Sindhi",
1403,بہ,in,894,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"with, by, for, in","n. with, by, for, in | Platts: prep. (separable form), By, with, &c. (see the inseparable form ب ba).",these; Technically; exist; don; t
1404,ہیرو,hero,894,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"hero, fool; The protagonist in a work of fiction",hero; superhero; genuine; also; overnight
1405,جنسی,sexual; related to sex,893,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,sexual; related to sex,adj. sexual; related to sex | Platts: adj. (rel. n. fr. jins,hitman; choking; titty; bar; tried
1406,حامی,A black person; supporter; defender; helper,891,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"A black person; supporter, defender, helper, ally; A person from the lineage of Hām bin Nūh","n. supporter, defender, helper, ally | name: A person from the lineage of Hām bin Nūh; A group of African languages including Egyptian and the Berber languages; A black person | Platts: (act. part. n. of حمي 'to protect,' &c.)",Rumors; surfaced; supporter; mansion; hills
1407,نفرت,hate; hatred,891,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,False,"loathing; detestation; hate, hatred",hatred,hate; hates; People; hated; bitches
1408,قمر,moon,890,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,moon,n. moon | Platts:,
1409,منشیات,addictives (drugs),888,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"plural of مُنَشّی (munaśśī); intoxicants, addictives (drugs)",drugs; drug; Like; junkie; thief
1410,خاندانوں,plural,887,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,plural oblique of خانْدان (xāndān — family),families; OF; IT; THE; niggas
1411,یکم,first,887,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,first,n. first day of the month | Platts:,explosive-laden; parked; badly; moments; pictures
1412,لاگت,outlay; expenditure; expense; cost,885,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"outlay; expenditure; expense; cost, price (ie. the base cost of an item or service etc.)","n. expense; cost, price (ie. the base cost of an item or service etc.); outlay; expenditure | Platts:",cost; youth; Lying; closest; count
1413,مدینہ,Medina (a province of Saudi Arabia); Medina (a major city; the capital of Medina province; Saudi Arabia,885,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"Medina (a province of Saudi Arabia); Medina (a major city, the capital of Medina province, Saudi Arabia; holy to Islam)","name: Medina (a major city, the capital of Medina province, Saudi Arabia; holy to Islam); Medina (a province of Saudi Arabia) | Platts: (for A. مدينة madīnat, v.n. fr. دان (for دين) 'to hold in possession or under authority')",
1414,صفر,zero,883,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,zero,"num. zero | n. nought, naught, cipher, zero",Two-seven-zero; three-zero-zero; zero; ones; among
1415,عادت,mode; habit; custom,883,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,False,mode; habit; custom,"n. custom; manner; mode | Platts: (for A. عادة, v.n. fr. عود 'to return' (to))",habit; Bad; badge; used; Sharif
1416,شرط,bet; condition,879,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"wager, bet; condition, term; provision, wage",condition; bet,bet; 50; bucks; BET; signals
1417,پسندیدہ,favourite,876,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,favourite,"adj. favourite | Platts: (perf. part. of pasandīdan: see pasand), part. adj. Approved, liked; chosen; agreed to; desirable; pleasing;…",favorite; campus; favorites; spot; riddles
1418,خاموش,quiet; silent,875,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,quiet; silent,adj. quiet; silent | Platts: adj. Silent; —,quiet; Be; silenced; withholding; reveal
1419,ہارون,Harun; Aaron; a male given name from Arabic,875,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"Harun, Aaron; a male given name from Arabic","name: Harun, Aaron; a male given name from Arabic | Platts: (Heb. אהרון), prop. n. Aaron (brother of Moses): — hārūnaʼr-rashīd, or hārūn-rashīd, The fifth caliph…",
1420,جگر,mind; heart; liver,874,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,mind; heart; liver,n. liver; heart; mind | Platts:,
1421,دراز,drawer,873,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"drawer; long, tall",n. drawer,drawers; empty; Go; all; office
1422,ناکامی,failure,873,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,failure,FAILURE; failure; fiasco; GEARBOX; GOT
1423,قلم,pen,871,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,pen; reed,pen,rolls; After; head; your
1424,اسٹیشن,station,870,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"station, stop",station,along; stations; target; secure; GT
1425,بابا,father,870,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,father,"n. papa, daddy, father | Platts:",
1426,سیر,tour; journey,869,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,tour; journey,n. tour; journey | Platts:,quick; hands; Wanna; drive; walk
1427,نگاہ,look,869,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"vision; custody, care; look, aspect (of)","glance, look",RED; slows; watching; down; never
1428,اصغر,junior,868,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,junior,"adj. junior | Platts: adj. compar. & superl. (of صغير ṣag̠īr), Less, least, smallest; very little; — the minor term in a logical…",
1429,ترتیب,classification; order; arrangement; sequence,868,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"classification; order, arrangement, sequence","n. order, arrangement, sequence; classification | Platts:",order; setting; didn; Thus; proper
1430,نذر,(inf. n. of نذر 'to vow,868,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"(inf. n. of نذر 'to vow,' &c.)",Broke; vow; are; vows; ties
1431,وادی,valley,867,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,valley,n. valley | Platts: (for A. وادٍ wādiṉ),THE; LINE; FAULT; valley; IN
1432,ہمت,courage,867,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"courage, valour","courage, nerve",dare; dared; bold; courage; guts
1433,رابطے,plural direct of رابْطَہ (rābta — contact; in touch),866,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"plural direct of رابْطَہ (rābta — contact, in touch)",contact; touch; annexed; unpalatable; info
1434,مقامات,Places,863,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.m. pl. (of maqāmat, fr. maqām), Places; stations; dwellings; halts, &c. (see maqām); — sittings,…",places; his; Lots; Shattered; collarbone
1435,چہرہ,face,861,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,"mask, facade; mien, demeanor; portrait, likeness",face,face; manhunts; forever; For; those
1436,قیامت,calamity; doomsday,861,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"uproar; noise; doom, deluge, disaster, calamity; doomsday; judgement day, last judgment","doomsday, resurrection; calamity",hour; And; man; here; of
1437,شکایات,plural formal of شِکایَت (śikāyat — a complaint,860,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"plural formal of شِکایَت (śikāyat — a complaint, objection, criticism)",complaints; insults; Only; filed; homes
1438,سیاہ,black,859,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,black,"adj. black | Platts: adj. Black, dark, sombre; unfortunate, bad: — siyāh-bāt̤in, adj. &",dark; Black; slimy; hull; Ops
1439,معذرت,apologies; excuse me; apology; sorry,859,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"apologies; excuse me; apology, sorry; excuse","n. apology, sorry; excuse; pardon (ie. a rejection of an invite or offering) | interj. apologies; excuse me | Platts: (for A. معذرة, inf. n. and v.n. of عذر 'to excuse')",Sorry; sorry; rising; -Sorry; Forgive
1440,منظم,structured; organised; orderly,859,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"structured; organised, orderly","organised, orderly; structured",managed; orderly; fashion; MANAGE; WITHOUT
1441,ارادہ,intention,857,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,intention; purpose; aim; desire; inclination,"intention, resolve",intention; intended; expected; morning; plan
1442,دستخط,signature; handwriting,857,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,signature; handwriting,handwriting; signature,sign; signed; Would; signature; cars
1443,تلاوت,tilawa; recitation (of the Holy Quran),856,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"tilawa, recitation (of the Holy Quran)","n. tilawa, recitation (of the Holy Quran) | Platts: (for A. تلاوة, inf. n. of تلو)",Scriptures; understanding; repeat; words; They
1444,سینٹر,centre; center,856,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"centre, center","centre, center",counter-spying; Regional; Cryptological; Oahu; delivering
1445,انتظامی,administrative,855,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,administrative,administrative,administrative; discharge; authorize; an; gonna
1446,بیمار,ill; sick; in love; lover,854,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"ill; sick; in love, lover","adj. ill; sick; in love, lover | Platts: adj. &",sick; WOULDA; CALLED; SICK; Makes
1447,بائیں,to the left,853,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"to the left, leftward",left; Left; lane; Your; launching
1448,ہرا,raw; unripe; green (color); green-colored,852,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,raw; unripe; green (color); green-colored,"adj. green-colored; raw; unripe | n. green (color) | Platts: adj. (f. -ī), Green, verdant; fresh; — gladsome; — blooming, flourishing; — green (as a wound); — half-raw;…",anyone; beats; defeat; Without; faster
1449,وفات,death; decease; demise,851,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"death, decease, demise","n. death, decease, demise | Platts: (for A. وفاة, v.n. fr. wafā",Before; died; told; defends; bond
1450,رد,cancelled; rejected; null and void,848,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"cancelled, rejected; null and void","adj. cancelled, rejected; null and void | Platts:",undone; Only; curse; Advisors; stir
1451,پکڑ,holding; hold,847,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"the act of grasping, holding; grip, hold, grasp (such as in wrestling); understanding",got; GOT; hold; caught; catch
1452,خیمے,plural direct of خَیمَہ (xaima — tent),847,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,plural direct of خَیمَہ (xaima — tent),tent; soldier; Let; now; hospital
1453,مت,don't (imperative negation),847,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"religion, creed; don't (imperative negation)",don't (prohibitive); opinion; vote,Don; Do; worry; forget; touch
1454,معنی,intent; meaning,847,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,intent; meaning,n. meaning; intent | Platts:,means; CONGRATULATIONS; Meaning; lover; kunya
1455,خطرے,danger”):,845,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,direct plural; oblique/vocative singular,"inflection of خَطْرہ (“risk, danger”):",danger; threat; alarm; Send; isolate
1456,رنگیلا,colourful; merry; cheerful; energetic,845,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"colourful; merry, cheerful, energetic, flirty","adj. colourful; merry, cheerful, energetic, flirty | Platts: adj. &",
