rank,front,meaning,meaning_selection,frequency,wordfreq_zipf,legacy_agrees,kaikki_agrees,freedict_agrees,readurdu_agrees,omw_agrees,tufs_entry,tufs_omw_agrees,independent_semantic_sources,overlap_terms,status
223,لاکھ,"myriad; lakh, lac (hundred thousand)",kaikki,7711,5.40,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""hundr|lac|lakh|myriad|thousand"", ""readurdu"": ""hundr|thousand""}",verified
224,کمی,"lack, deficiency, deficit, scarcity; derogatory, meaning belonging to the lowest caste",kaikki,7707,5.23,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""belong|caste|deficiency|deficit|derogatory|lack|lowest|mean|scarcity"", ""readurdu"": ""deficiency""}",verified
225,پہلی,first (feminine),explicit_high_risk_review,7573,5.54,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""first""}",verified_explicit_review
226,صاحب,sir; mister; gentleman,kaikki,7544,5.94,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""gentleman|mister|sir"", ""readurdu"": ""mister|sir""}",verified
227,یعنی,that is; namely; i.e.; meaning,explicit_high_risk_review,7523,5.73,False,True,False,True,False,False,False,kaikki|readurdu,"{""kaikki"": ""mean|namely"", ""readurdu"": ""i e|that is""}",verified_explicit_review
228,ہونا,"to want; to become; to be, to exist",kaikki,7478,5.58,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""become|exist|want"", ""readurdu"": ""become|exist""}",verified
229,یہی,"(yah, q.v.+ī = hī, q.v.), emphat. pron. This very, this same, the very same (person or thing); — this even",existing_candidate_fallback,7436,5.73,False,False,False,True,False,False,False,,"{""readurdu"": ""emphat|even|pron|same|very|yah""}",review
230,بغیر,lacking; without; with the exception,kaikki,7425,5.46,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""exception|lack|without"", ""readurdu"": ""without""}",verified
231,چند,"a few, some, several",kaikki,7418,5.43,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""few|several|some"", ""readurdu"": ""few|several|some""}",verified
232,شکار,"hunt; prey, catch; victim",kaikki,7348,5.11,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""catch|hunt|prey|victim"", ""readurdu"": ""catch|hunt|prey|victim""}",verified
233,تیار,ready,kaikki,7316,5.42,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""ready"", ""readurdu"": ""ready""}",verified
234,وی,the letter V (especially in acronyms),explicit_high_risk_review,7277,5.39,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""acronym|letter""}",verified_explicit_review
235,امداد,"support; aid, help, assistance",kaikki,7168,4.81,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""aid|assistance|help|support"", ""readurdu"": ""aid|assistance|help|support""}",verified
236,بڑا,"very; important; massive, heavy",kaikki,7147,5.69,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""heavy|important|massive|very"", ""readurdu"": ""heavy|massive""}",verified
237,تعلق,"relationship; relation, connection",kaikki,7092,5.60,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""connection|relation|relationship"", ""readurdu"": ""connection|relation""}",verified
238,شخص,"person, individual",kaikki,7091,5.78,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""individual"", ""readurdu"": ""individual""}",verified
239,ناظم,"poet, composer; secretary, manager, organizer",kaikki,7087,4.53,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""composer|manager|organizer|poet|secretary"", ""readurdu"": ""composer|manager|organizer|poet|secretary""}",verified
240,حل,"solution, resolution",kaikki,7083,5.22,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""resolution|solution"", ""readurdu"": ""solution""}",verified
241,متحدہ,"allied; united, unified",kaikki,6995,5.40,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""alli|unif|unit"", ""readurdu"": ""alli|unif|unit""}",verified
242,گزشتہ,"previous; past, elapsed",kaikki,6987,4.87,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""elaps|previou"", ""readurdu"": ""elaps|previou""}",verified
243,باعث,"cause, reason; root, origin, basis",kaikki,6914,5.18,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""basi|cause|origin|reason|root"", ""readurdu"": ""cause|reason""}",verified
244,اشاعت,propagation; publication,kaikki,6847,4.73,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""propag|public"", ""readurdu"": ""propag|public""}",verified
245,فراہم,"gathered, collected, obtained",kaikki,6823,5.26,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""collect|gather|obtain"", ""readurdu"": ""collect|gather|obtain""}",verified
246,پانچ,five,kaikki,6808,5.41,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""five"", ""readurdu"": ""five""}",verified
247,ابھی,"lately, recently, just, just now; currently, at present, at the moment, right now, just now; immediately, right away, shortly, at once, this instant, right now",kaikki,6786,5.56,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""away|currently|immediately|instant|just|lately|moment|now|once|recently|right|shortly"", ""readurdu"": ""away|currently|immediately|instant|just|lately|moment|now|once|recently|right|shortly""}",verified
248,زلزلے,direct plural; oblique/vocative singular,kaikki,6774,4.43,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""direct|oblique|vocative"", ""readurdu"": ""direct""}",verified
249,فوج,army (military; force); a horde (both in terms of items or people),kaikki,6768,5.72,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""army|both|force|horde|item|military|people|term"", ""readurdu"": ""army""}",verified
250,قبل,"previous, before, ago",kaikki,6703,5.57,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""ago|before|previou"", ""readurdu"": ""before""}",verified
251,جلد,"soon; binding (of a book), cover; skin, hide, leather, dermis",kaikki,6688,5.32,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""bind|book|cover|dermi|hide|leather|skin|soon"", ""readurdu"": ""bind|book|cover|dermi|hide|leather|skin|soon""}",verified
252,آیا,"ayah: nurse maid, nurse; masculine singular perfect adjectival of آنا (ānā): came, arrived",kaikki,6584,5.70,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""adjectival|arriv|ayah|came|maid|nurse|perfect"", ""readurdu"": ""came""}",verified
253,اسلامی,Islamic,kaikki,6523,5.60,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""islamic"", ""readurdu"": ""islamic""}",verified
254,مسئلہ,"matter, affair; problem, issue; proposition, question",kaikki,6521,5.22,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""affair|issue|matter|problem|proposition|question"", ""readurdu"": ""issue|problem""}",verified
255,کل,all; bald; dumb,kaikki,6507,5.49,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""all|bald|dumb"", ""readurdu"": ""dumb""}",verified
256,اعلی,"greatest; highest; dignified; loftiest; supreme, chief, head",kaikki,6501,5.48,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""chief|dignif|greatest|head|highest|loftiest|supreme"", ""readurdu"": ""chief|dignif|greatest|head|highest|loftiest|supreme""}",verified
257,او,O!; oh!; the letter O in some contexts,explicit_high_risk_review,6493,5.41,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""letter""}",verified_explicit_review
258,اعظم,greatest; supreme; paramount,kaikki,6467,5.56,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""greatest|paramount|supreme"", ""readurdu"": ""greatest|paramount|supreme""}",verified
259,علاقے,direct plural; oblique/vocative singular,kaikki,6464,5.54,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""direct|oblique|vocative"", ""readurdu"": ""direct""}",verified
260,خصوصی,"personal, private; special, peculiar, particular",kaikki,6461,5.07,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""particular|peculiar|personal|private|special"", ""readurdu"": ""particular|peculiar|personal|private|special""}",verified
261,صحت,health; soundness,kaikki,6445,5.27,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""health|soundnes"", ""readurdu"": ""health|soundnes""}",verified
262,کس,who; which (singular oblique interrogative),explicit_high_risk_review,6445,5.62,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""interrogative""}",verified_explicit_review
263,بڑھ,increase; grow (stem of بڑھنا),explicit_high_risk_review,6419,5.30,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""increase""}",verified_explicit_review
264,خاص,special; peculiar; extraordinary,kaikki,6418,5.55,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""extraordinary|peculiar|special"", ""readurdu"": ""special""}",verified
265,کار,"function, duty, use; work, occupation, action; denotes a doer or agent; -er",kaikki,6400,5.56,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""action|agent|denot|doer|duty|er|function|occup|work"", ""readurdu"": ""work""}",verified
266,بیان,statement,kaikki,6349,5.59,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""state"", ""readurdu"": ""state""}",verified
267,اختیار,"imprimatur; power, authority, jurisdiction; choice, adoption, control, discretion, option",kaikki,6328,5.48,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""adoption|authority|choice|control|discretion|imprimatur|jurisdiction|option|power"", ""readurdu"": ""authority|choice|control""}",verified
268,کیوں,why,kaikki,6292,5.69,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""why"", ""readurdu"": ""why""}",verified
269,علم,knowledge; science; flag (different vocalization/sense),explicit_high_risk_review,6258,5.63,False,True,False,True,False,False,False,kaikki|readurdu,"{""kaikki"": ""science"", ""readurdu"": ""knowledge""}",verified_explicit_review
270,انداز,"style, manner",kaikki,6236,5.27,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""manner|style"", ""readurdu"": ""manner|style""}",verified
271,سطح,"level, surface",kaikki,6222,5.45,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""level|surface"", ""readurdu"": ""level|surface""}",verified
272,قانون,"law; rule, statute",kaikki,6213,5.48,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""law|rule|statute"", ""readurdu"": ""law""}",verified
273,سامان,"goods, chattels; luggage, baggage; equipment, apparatus",kaikki,6196,4.90,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""apparatu|baggage|chattel|equip|good|luggage"", ""readurdu"": ""apparatu|baggage|chattel|equip|good|luggage""}",verified
274,حق,"portion, share; duty, obligation; the truth, righteousness",kaikki,6169,5.68,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""duty|oblig|portion|righteousnes|share|truth"", ""readurdu"": ""truth""}",verified
275,پاک,"clean, pure; clipping of پاکستان (“Pakistan”)",kaikki,6164,5.57,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""clean|clipp|pakistan|pure"", ""readurdu"": ""clean|clipp|pure""}",verified
276,جواب,"solution; answer, reply, response",kaikki,6163,5.67,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""answer|reply|response|solution"", ""readurdu"": ""answer|reply""}",verified
277,کمیٹی,committee; a municipality; ROSCA; a money saving scheme,kaikki,6147,5.35,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""committee|money|municipality|rosca|saving|scheme"", ""readurdu"": ""committee|municipality""}",verified
278,ماہ,moon; beloved,kaikki,6128,5.14,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""belov|moon"", ""readurdu"": ""belov|moon""}",verified
279,آخری,"final, last",kaikki,6073,5.39,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""final|last"", ""readurdu"": ""final|last""}",verified
280,رائے,king; vote; advice,kaikki,6030,5.27,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""advice|king|vote"", ""readurdu"": ""king""}",verified
281,قسم,"oath, swearing; kind, type, category, brand",kaikki,6014,5.45,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""brand|category|kind|oath|swear|type"", ""readurdu"": ""kind|oath|type""}",verified
282,معلوم,"known; evident, clear; obvious",kaikki,6005,5.30,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""clear|evident|known|obviou"", ""readurdu"": ""clear|evident|known|obviou""}",verified
283,زمین,land; earth; ground; soil,explicit_high_risk_review,5951,5.51,False,True,False,True,False,False,False,kaikki|readurdu,"{""kaikki"": ""ground|soil"", ""readurdu"": ""earth|land""}",verified_explicit_review
284,سابق,"teacher; lecturer; pertaining to the past; bygone, ancient",kaikki,5918,5.23,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""ancient|bygone|lecturer|pertain|teacher"", ""readurdu"": ""ancient|bygone|lecturer|pertain|teacher""}",verified
285,اچھی,"feminine of اَچّھا (acchā, “good, acceptable”)",kaikki,5906,5.36,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""acceptable|acch|good"", ""readurdu"": ""acceptable|acch|good""}",verified
286,سوال,question,kaikki,5877,5.51,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""question"", ""readurdu"": ""question""}",verified
287,ہاتھ,hand; contribution; help; access,kaikki,5860,5.65,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""acces|contribution|hand|help"", ""readurdu"": ""hand|help""}",verified
288,ثابت,fixed; established; proven; stable,explicit_high_risk_review,5800,5.56,False,True,False,False,False,False,False,kaikki,"{""kaikki"": ""fixed|stable""}",verified_explicit_review
289,ضلع,district,kaikki,5793,5.32,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""district"", ""readurdu"": ""district""}",verified
290,جان,"spirit, vitality; life (ie. a soul, person)",kaikki,5751,5.59,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""ie|life|soul|spirit|vitality"", ""readurdu"": ""ie|life|soul|spirit|vitality""}",verified
291,بھائی,"dude, bro; a male cousin; any male person",kaikki,5738,5.41,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""any|bro|cousin|dude|male"", ""readurdu"": ""any|bro|dude|male""}",verified
292,اندر,in; rat; awake,kaikki,5684,5.46,False,True,False,False,False,True,False,,"{""kaikki"": ""awake|rat""}",review
293,قریب,near; kinsman; relation,kaikki,5674,5.53,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""kinsman|near|relation"", ""readurdu"": ""near""}",verified
294,طلب,"urge, desire, yearning",kaikki,5639,5.11,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""desire|urge|yearn"", ""readurdu"": ""desire|urge|yearn""}",verified
295,واپس,"back; return, returned, restored",kaikki,5632,5.53,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""back|restor|return"", ""readurdu"": ""back|restor|return""}",verified
296,قیمت,price; value; worth,kaikki,5615,5.11,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""price|value|worth"", ""readurdu"": ""price|value""}",verified
297,کامیاب,"prosperous, successful",kaikki,5614,5.40,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""prosperou|successful"", ""readurdu"": ""prosperou|successful""}",verified
298,سر,head; top; sir (title/loan),explicit_high_risk_review,5595,5.59,False,False,False,False,False,True,False,,{},verified_explicit_review
299,انتخابات,elections,explicit_high_risk_review,5565,5.49,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""election""}",verified_explicit_review
300,قوم,"race; nation; people, community",kaikki,5557,5.63,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""community|nation|people|race"", ""readurdu"": ""community|nation|people""}",verified
301,تعلقات,formal plural of تَعَلُّق (ta'alluq),kaikki,5503,5.33,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""formal|ta'alluq"", ""readurdu"": ""formal|ta'alluq""}",verified
302,لہذا,"therefore, thus, hence",kaikki,5451,5.12,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""hence|therefore|thus"", ""readurdu"": ""therefore""}",verified
303,آزاد,liberated; universal; unrestrained,kaikki,5442,5.48,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""liberat|universal|unrestrain"", ""readurdu"": ""liberat|unrestrain""}",verified
304,رات,"eve; darkness, dark; night, nighttime",kaikki,5401,5.52,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""dark|darknes|eve|night|nighttime"", ""readurdu"": ""eve|night|nighttime""}",verified
305,حد,"boundary, limit",kaikki,5395,5.32,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""boundary|limit"", ""readurdu"": ""boundary|limit""}",verified
306,شرکت,"contribution, role",kaikki,5366,5.20,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""contribution|role"", ""readurdu"": ""contribution|role""}",verified
307,تقریبا,"around, about, approximately, close to, almost, nearly",kaikki,5336,5.34,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""about|almost|approximately|around|close|nearly"", ""readurdu"": ""approximately|nearly""}",verified
308,چکی,"act of biting; a bite; millstone, mill, handmill, quern",kaikki,5297,5.19,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""act|bite|biting|handmill|mill|millstone|quern"", ""readurdu"": ""mill""}",verified
309,رہ,remain; stay; live (stem of رہنا),explicit_high_risk_review,5294,5.51,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""live""}",verified_explicit_review
310,جماعت,"class, sets; congregation; army, military",kaikki,5286,5.63,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""army|clas|congreg|military|sets"", ""readurdu"": ""congreg""}",verified
311,آغاز,start; beginning; commencement,kaikki,5246,5.41,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""beginn|commence|start"", ""readurdu"": ""beginn""}",verified
312,ملکی,"pertaining to the country or government; civil; political; belonging to one's own country; indigenous, national, local, domestic",kaikki,5238,5.33,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""belong|civil|country|domestic|govern|indigenou|local|national|one'|own|pertain|political"", ""readurdu"": ""domestic|national""}",verified
313,نقصان,"loss, harm, harmful; disadvantage, drawback, downside",kaikki,5233,5.17,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""disadvantage|downside|drawback|harm|harmful|loss"", ""readurdu"": ""harm|loss""}",verified
314,کافی,coffee,kaikki,5219,5.35,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""coffee"", ""readurdu"": ""coffee""}",verified
315,اختر,"star; a surname, Akhtar, from Persian; a unisex given name, Akhtar, from Persian",kaikki,5181,4.84,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""akhtar|given|name|persian|star|surname|unisex"", ""readurdu"": ""star""}",verified
316,وغیرہ,"et cetera, and so forth",kaikki,5147,5.46,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""cetera|et|forth|so"", ""readurdu"": ""cetera|et|forth|so""}",verified
317,انسانی,human,kaikki,5112,5.35,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""human"", ""readurdu"": ""human""}",verified
318,توجہ,"focus; regard; attention, care",kaikki,5096,5.06,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""attention|care|focu|regard"", ""readurdu"": ""attention""}",verified
319,ظاہر,"clear, apparent, obviously",kaikki,5060,5.30,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""apparent|clear|obviously"", ""readurdu"": ""apparent|clear|obviously""}",verified
320,مرتبہ,"occasion, time; degree, rank, standing",kaikki,5058,5.17,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""degree|occasion|rank|stand|time"", ""readurdu"": ""degree|occasion|rank|stand|time""}",verified
321,دس,ten,kaikki,5048,5.24,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""ten"", ""readurdu"": ""ten""}",verified
322,مشکل,hard; difficult; problematic,kaikki,5039,5.37,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""difficult|hard|problematic"", ""readurdu"": ""difficult|hard|problematic""}",verified
323,تحریک,"motion, movement; a scheme, project; motion (ie. a proposal)",kaikki,5017,5.73,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""ie|motion|move|project|proposal|scheme"", ""readurdu"": ""ie|motion|move|project|scheme""}",verified
324,شریف,"meek, gentle, noble, upstanding",kaikki,5009,5.82,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""gentle|meek|noble|upstand"", ""readurdu"": ""noble""}",verified
325,کامیابی,"success, achievement",kaikki,4962,5.35,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""achieve|succes"", ""readurdu"": ""succes""}",verified
326,ممکن,possible,kaikki,4938,5.20,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""possible"", ""readurdu"": ""possible""}",verified
327,شیخ,stingy; an Islamic cleric; an old; elder (man),kaikki,4937,5.62,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""cleric|elder|islamic|man|old|stingy"", ""readurdu"": ""elder|man|old""}",verified
328,تاریخ,"era, epoch; date; appointment; history; chronicle",kaikki,4931,5.63,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""appoint|chronicle|date|epoch|era|history"", ""readurdu"": ""appoint|chronicle|date|epoch|era|history""}",verified
329,پور,"fortress; town, city; village",kaikki,4919,5.16,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""city|fortres|town|village"", ""readurdu"": ""city|fortres|town|village""}",verified
330,غلام,"slave; knave, jack; boy, young man",kaikki,4916,5.18,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""boy|jack|knave|man|slave|young"", ""readurdu"": ""boy|man|slave|young""}",verified
331,متعلق,"concerning, belonging to, relating to, attached or otherwise connected to",kaikki,4900,5.47,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""attach|belong|concern|connect|otherwise|relat"", ""readurdu"": ""concern""}",verified
332,علاج,cure; remedy; medical treatment,kaikki,4896,5.17,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""cure|medical|remedy|treat"", ""readurdu"": ""cure|treat""}",verified
333,حال,status; present; circumstance,kaikki,4893,5.52,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""circumstance|statu"", ""readurdu"": ""circumstance""}",verified
334,سات,seven (۷ (7)),kaikki,4889,5.17,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""seven"", ""readurdu"": ""seven""}",verified
335,بجائے,"instead, alternatively",kaikki,4876,5.33,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""alternatively|instead"", ""readurdu"": ""instead""}",verified
336,بنیادی,"fundamental, primary, basic, principal",kaikki,4857,5.35,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""basic|fundamental|primary|principal"", ""readurdu"": ""basic|fundamental|primary|principal""}",verified
337,کروڑ,millions; crore (ten million),kaikki,4855,5.25,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""crore|million|ten"", ""readurdu"": ""million|ten""}",verified
338,مضبوط,firm; tight; seized,kaikki,4814,5.04,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""firm|seiz|tight"", ""readurdu"": ""firm""}",verified
339,برس,year,kaikki,4810,5.06,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""year"", ""readurdu"": ""year""}",verified
340,تم,"The individual or group spoken or written to; you, ye, Early Modern English ye; second-person subjective or objective personal pronoun, grammatically plural: you, ye; Early Modern English ye",kaikki,4806,5.93,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""early|english|grammatically|group|individual|modern|objective|personal|second-person|spoken|subjective|written"", ""readurdu"": ""early|english|grammatically|group|individual|modern|objective|personal|second-person|spoken|subjective|written""}",verified
341,شدید,"fast, swift; abundant, plentiful; hard, difficult, arduous",kaikki,4777,5.17,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""abundant|arduou|difficult|fast|hard|plentiful|swift"", ""readurdu"": ""abundant|plentiful""}",verified
342,کالج,college,kaikki,4749,5.13,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""college"", ""readurdu"": ""college""}",verified
343,تقسیم,division; distribution,kaikki,4736,5.29,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""distribution|division"", ""readurdu"": ""distribution|division""}",verified
344,سرحد,"front-line; border, frontier; difference, distinction",kaikki,4735,4.94,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""border|difference|distinction|front-line|frontier"", ""readurdu"": ""border|frontier""}",verified
345,گروپ,group,kaikki,4723,5.17,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""group"", ""readurdu"": ""group""}",verified
346,پیر,foot; Monday; old man,kaikki,4720,5.15,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""foot|man|monday|old"", ""readurdu"": ""foot|man|old""}",verified
347,واضح,"evident, manifest, elaborate, clear, apparent",kaikki,4717,5.13,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""apparent|clear|elaborate|evident|manifest"", ""readurdu"": ""apparent|clear|elaborate|evident|manifest""}",verified
348,زر,gold; money; wealth,explicit_high_risk_review,4701,4.42,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""gold|money|wealth""}",verified_explicit_review
349,مسلمانوں,plural of مسلمان,kaikki,4701,5.43,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""plural of"", ""readurdu"": ""plural of""}",verified
350,محبت,"love; affection; dedication, attachment",kaikki,4693,5.48,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""affection|attach|dedic|love"", ""readurdu"": ""affection|love""}",verified
351,یاد,memory; recollection; reminiscence,kaikki,4668,5.57,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""memory|recollection|reminiscence"", ""readurdu"": ""memory|recollection|reminiscence""}",verified
352,کتاب,"book, manuscript, volume",kaikki,4643,5.65,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""book|manuscript|volume"", ""readurdu"": ""book""}",verified
353,باغ,"garden; land, area; orchard; grove",kaikki,4636,4.87,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""area|garden|grove|land|orchard"", ""readurdu"": ""garden""}",verified
354,سزا,penalty; punishment; retribution,kaikki,4627,5.34,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""penalty|punish|retribution"", ""readurdu"": ""punish""}",verified
355,امن,"peace, tranquility",kaikki,4623,5.43,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""peace|tranquility"", ""readurdu"": ""peace""}",verified
356,موت,"mortality; urine, piss; death, demise",kaikki,4610,5.41,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""death|demise|mortality|piss|urine"", ""readurdu"": ""death|demise|mortality|piss|urine""}",verified
357,سمیت,including; together with,explicit_high_risk_review,4585,5.27,False,False,False,False,False,False,False,,{},verified_explicit_review
358,موجودہ,"at present; existing, present, current",kaikki,4585,5.34,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""current|exist"", ""readurdu"": ""current|exist""}",verified
359,قتل,murder; killing; massacre,kaikki,4583,5.56,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""kill|massacre|murder"", ""readurdu"": ""kill|murder""}",verified
360,فی,per; each,explicit_high_risk_review,4576,5.43,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""each|per""}",verified_explicit_review
361,آگے,ahead; forward; hereafter,kaikki,4567,5.47,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""ahead|forward|hereafter"", ""readurdu"": ""ahead|forward""}",verified
362,رنگ,colour,kaikki,4565,5.29,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""colour"", ""readurdu"": ""colour""}",verified
363,سخت,"strict, severe, hard, tough, harsh",kaikki,4531,5.23,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""hard|harsh|severe|strict|tough"", ""readurdu"": ""hard|harsh|severe|strict|tough""}",verified
364,زبان,tongue; language; word (i.e. a promise),kaikki,4527,5.60,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""language|promise|tongue|word"", ""readurdu"": ""language|tongue""}",verified
365,نیا,new,kaikki,4516,5.20,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""new"", ""readurdu"": ""new""}",verified
366,کارکردگی,work; output; efficiency,kaikki,4509,4.86,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""efficiency|output|work"", ""readurdu"": ""output|work""}",verified
