rank,front,meaning,status,wordfreq_zipf,kaikki_entry,kaikki_semantic_support,kaikki_overlap_terms,readurdu_entry,readurdu_semantic_support,calima_exact_analyses,flags
1426,naturel,natural,verified_strong,4.720,True,True,natural,,,,
1427,millier,thousand; a number of about a thousand,verified_strong,3.720,True,True,"about,number,thousand",,,,
1428,bal,"dance party, ball",verified_strong,4.120,True,True,"ball,dance,party",,,,
1429,ombre,"ghost; darkness; shade, shadow",verified_strong,4.520,True,True,"darknes,darkness,ghost,shade,shadow",,,,
1430,serrer,"to squeeze; to shake (hands); to hug, to stay close to",verified_strong,3.940,True,True,"close,hand,hands,hug,shake,squeeze,stay",,,,
1431,soucier,to worry,verified_strong,3.710,True,True,worry,,,,
1432,dimanche,Sunday,verified_strong,5.030,True,True,sunday,,,,
1433,journaliste,"a reporter; a journalist; an anchor, anchorperson, anchorman or anchorwoman",verified_strong,4.770,True,True,"anchor,anchorman,anchorperson,anchorwoman,journalist,reporter",,,,
1434,supérieur,"superior; senior (boss); upper, senior",verified_strong,4.800,True,True,"bos,boss,senior,superior,upper",,,,
1435,effrayer,"to frighten, to scare, to affray",verified_strong,3.390,True,True,"affray,frighten,scare",,,,
1436,fac,university,verified_strong,4.330,True,True,university,,,,
1437,poids,weight,verified_strong,4.900,True,True,weight,,,,
1438,former,to train; to educate; to form (generic sense); to shape (to make into a certain shape),verified_strong,4.520,True,True,"certain,educate,form,generic,into,make,sense,shape,train",,,,
1439,louer,"to rent; to lease; to praise, to recommend",verified_strong,4.170,True,True,"lease,praise,recommend,rent",,,,
1440,crever,"to pop, burst; to have a puncture; to wear out, knacker",verified_strong,3.990,True,True,"burst,have,knacker,out,pop,puncture,wear",,,,
1441,viande,food; meat,verified_strong,4.510,True,True,"food,meat",,,,
1442,chaise,"chair, seat",verified_strong,4.260,True,True,"chair,seat",,,,
1443,tir,shooting range; shooting (sport); blasting (in mines),verified_strong,4.430,True,True,"blast,blasting,in,min,mine,mines,range,shoot,shooting,sport",,,,
1444,jaloux,jealous,verified_strong,4.120,True,True,"jealou,jealous",,,,
1445,abattre,to strike; to shoot dead; to cut down (a tree),verified_strong,3.860,True,True,"cut,dead,down,shoot,strike,tree",,,,
1446,échange,exchange,verified_strong,4.740,True,True,exchange,,,,
1447,agréable,"pleasurable, nice, pleasant, agreeable",verified_strong,4.510,True,True,"agreeable,nice,pleasant,pleasurable",,,,
1448,joueur,player,verified_strong,4.980,True,True,player,,,,
1449,saisir,to take hold of; to grab; to capture (screen or data); to grasp mentally; understand,verified_strong,4.300,True,True,"capture,data,grab,grasp,hold,mentally,screen,take,understand",,,,
1450,heu,past participle of havoir; hoy (small coaster vessel),verified_strong,4.020,True,True,"coaster,havoir,hoy,participle,past,small,vessel",,,,
1451,emploi,job; use; need; employment,verified_strong,5.160,True,True,"employment,job,need,use",,,,
1452,effacer,to erase; to efface,verified_strong,4.070,True,True,"efface,erase",,,,
1453,éliminer,to eliminate; to phase out,verified_strong,4.220,True,True,"eliminate,out,phase",,,,
1454,naissance,birth,verified_strong,4.790,True,True,birth,,,,
1455,titre,"titre; heading, title (name of a piece of work); title (extra name bestowed upon somebody)",verified_strong,5.330,True,True,"bestow,bestowed,extra,head,heading,name,piece,somebody,title,titre",,,,
1456,vision,"vision, sight",verified_strong,4.720,True,True,"sight,vision",,,,
1457,piquer,"to sting; to stitch together; to nick, pinch, steal",verified_strong,3.880,True,True,"nick,pinch,steal,sting,stitch,together",,,,
1458,vente,sale,verified_strong,4.930,True,True,sale,,,,
1459,rencontre,fixture; meeting; encounter,verified_strong,5.150,True,True,"encounter,fixture,meet,meeting",,,,
1460,mets,dish,verified_strong,4.760,True,True,dish,,,,
1461,douche,shower,verified_strong,4.430,True,True,shower,,,,
1462,rat,rat; scrooge; sweetheart,verified_strong,3.900,True,True,"rat,scrooge,sweetheart",,,,
1463,sport,sport,verified_strong,5.000,True,True,sport,,,,
1464,social,"social, living in society; mundane, related to social life; social, related to society, community",verified_strong,5.040,True,True,"community,in,life,liv,living,mundane,relat,related,social,society",,,,
1465,cri,Cree (language); cry; shout; scream,verified_strong,4.100,True,True,"cree,cry,scream,shout",,,,
1466,demi,half; bathroom; a glass of beer of 250 ml volume,verified_strong,5.050,True,True,"bathroom,beer,glas,glass,half,ml,volume",,,,
1467,participer,to donate; to participate; to share (emotions),verified_strong,4.750,True,True,"donate,emotion,emotions,participate,share",,,,
1468,volonté,"wish, will",verified_strong,4.850,True,True,"will,wish",,,,
1469,promesse,promise (all meanings),verified_strong,4.330,True,True,"all,meaning,meanings,promise",,,,
1470,chasse,"hunt, hunting",verified_strong,4.660,True,True,"hunt,hunting",,,,
1471,don,"donation; gift (present); gift, talent, knack",verified_strong,4.720,True,True,"donation,gift,knack,present,talent",,,,
1472,station,station,verified_strong,4.630,True,True,station,,,,
1473,mine,"pencil lead; piledriver, scorcher; mine (excavation or explosive)",verified_strong,4.440,True,True,"excavation,explosive,lead,mine,pencil,piledriver,scorcher",,,,
1474,assurance,"insurance; self-confidence; assurance, guarantee",verified_strong,4.740,True,True,"assurance,confidence,guarantee,insurance,self",,,,
1475,vampire,vampire,verified_strong,3.880,True,True,vampire,,,,
1476,tableau,chart; tableau; painting,verified_strong,4.820,True,True,"chart,paint,painting,tableau",,,,
1477,cadavre,"corpse, cadaver; empty bottle, empty",verified_strong,3.920,True,True,"bottle,cadaver,corpse,empty",,,,
1478,retraite,retreat; retirement; pension (money),verified_strong,4.800,True,True,"money,pension,retirement,retreat",,,,
1479,décevoir,to disappoint; to deceive; to trick,verified_strong,3.580,True,True,"deceive,disappoint,trick",,,,
1480,prisonnier,prisoner,verified_strong,4.150,True,True,prisoner,,,,
1481,punir,to punish,verified_strong,3.910,True,True,punish,,,,
1482,siège,"siege; seat, chair; headquarters, head office",verified_strong,4.800,True,True,"chair,head,headquarter,headquarters,office,seat,siege",,,,
1483,franchement,"frankly; sincerely; really, downright, outright; vigorously, without doubting oneself",verified_strong,4.710,True,True,"doubt,doubting,downright,frankly,oneself,outright,really,sincerely,vigorously,without",,,,
1484,pur,pure (unspoilt); pure (undiluted),verified_strong,4.420,True,True,"pure,undilut,undiluted,unspoilt",,,,
1485,univers,universe,verified_strong,4.720,True,True,universe,,,,
1486,local,room; local,verified_strong,4.660,True,True,"local,room",,,,
1487,élève,"schoolboy, pupil, student; schoolgirl, pupil, student; schoolchild, pupil, student",verified_strong,4.670,True,True,"pupil,schoolboy,schoolchild,schoolgirl,student",,,,
1488,fiancé,fiancé,verified_strong,3.540,True,True,fianc,,,,
1489,relever,"to put up (hair); to season (food); to restore, rebuild",verified_strong,4.270,True,True,"food,hair,put,rebuild,restore,season,up",,,,
1490,cigarette,cigarette,verified_strong,4.100,True,True,cigarette,,,,
1491,rattraper,to catch (e.g. an elevator); to get back (something which is lost); to catch up (with) (arrive at the same level as),verified_strong,4.040,True,True,"arrive,at,back,catch,e,elevator,g,get,level,lost",,,,
1492,aveugle,"a blind man or woman; blind (physically unable to see); blind, unquestioning (unguided or unchecked by objective judgement)",verified_strong,4.290,True,True,"blind,man,physically,see,unable,woman",,,,
1493,salon,"salon; living room; show (exhibition of items), exhibition (large-scale public showing of objects or products)",verified_strong,4.720,True,True,"exhibition,item,items,large,liv,living,object,objects,product,products",,,,
1494,ramasser,"to huddle up, to crouch; to pick up; to collect, gather",verified_strong,3.830,True,True,"collect,crouch,gather,huddle,pick,up",,,,
1495,créature,"anything created or devised by a person; a creature, a living being, especially seen as the work of the divine Creator; a person who is at the mercy of another, notably in whose gift his position is",verified_strong,3.970,True,True,"another,anyth,anything,at,being,creat,created,creator,creature,devis",,,,
1496,chaîne,warp; chain; channel,verified_strong,4.820,True,True,"chain,channel,warp",,,,
1497,épisode,episode,verified_strong,4.810,True,True,episode,,,,
1498,immeuble,building,verified_strong,4.490,True,True,"build,building",,,,
1499,queue,"cue; tail; queue, line",verified_strong,4.430,True,True,"cue,line,queue,tail",,,,
1500,bague,ring; bague,verified_strong,3.990,True,True,"bague,ring",,,,
1501,augmenter,to increase,verified_strong,4.640,True,True,increase,,,,
1502,protection,protection,verified_strong,4.890,True,True,protection,,,,
1503,évident,"evident, obvious",verified_strong,4.500,True,True,"evident,obviou,obvious",,,,
1504,chemise,folder (office supplies); shirt (that opens in the front); chemise (wall-enforcing earthwork),verified_strong,4.140,True,True,"folder,front,in,office,open,opens,shirt,suppli,supplie,supplies",,,,
1505,heureusement,"happily; luckily, fortunately",verified_strong,4.660,True,True,"fortunately,happily,luckily",,,,
1506,lâche,"lazy; coward; loose, slack",verified_strong,4.400,True,True,"coward,lazy,loose,slack",,,,
1507,fusil,"rifle, gun; steel to strike sparks from a flint (pierre à fusil)",verified_strong,4.100,True,True,"flint,fusil,gun,pierre,rifle,spark,sparks,steel,strike",,,,
1508,conscience,conscience; consciousness,verified_strong,4.740,True,True,"conscience,consciousnes,consciousness",,,,
1509,viser,"to aim, to target; to watch, to stare; to issue with a visa",verified_strong,3.840,True,True,"aim,issue,stare,target,visa,watch",,,,
1510,tendre,to tend; to strive; to tighten,verified_strong,4.170,True,True,"strive,tend,tighten",,,,
1511,perdu,lost,verified_strong,5.120,True,True,lost,,,,
1512,emprunter,"to take, to follow; to borrow (~ à (“from”))",verified_strong,4.010,True,True,"borrow,follow,take",,,,
1513,victoire,victory; win,verified_strong,5.020,True,True,"victory,win",,,,
1514,planter,to crash; to plant; to fall off,verified_strong,3.900,True,True,"crash,fall,off,plant",,,,
1515,produit,product,verified_strong,5.170,True,True,product,,,,
1516,provoquer,"to provoke, bring on, bring about",verified_strong,4.240,True,True,"about,bring,on,provoke",,,,
1517,mesure,measure,verified_strong,5.200,True,True,measure,,,,
1518,chocolat,chocolate; deceived; tricked,verified_strong,4.490,True,True,"chocolate,deceiv,deceived,trick,tricked",,,,
1519,endormir,to fall asleep; to put to sleep,verified_strong,3.810,True,True,"asleep,fall,put,sleep",,,,
1520,aéroport,"airport (place, company managing such a place)",verified_strong,4.630,True,True,"airport,company,manag,managing,place,such",,,,
1521,centaine,"hundreds (in arithmetic); a hundred or so, about a hundred",verified_strong,4.190,True,True,"about,arithmetic,hundr,hundred,hundreds,in,so",,,,
1522,enseigner,to teach,verified_strong,4.070,True,True,teach,,,,
1523,corde,"chord; rope (general); line (washing line, for hanging clothes to dry)",verified_strong,4.110,True,True,"chord,general,rope",,,,
1524,mandat,mandate; warrant; term (of office),verified_strong,4.620,True,True,"mandate,office,term,warrant",,,,
1525,distance,distance (metaphoric or figurative); distance (literal physical distance),verified_strong,4.740,True,True,"distance,figurative,literal,metaphoric,physical",,,,
1526,veste,jacket (garment),verified_strong,4.220,True,True,"garment,jacket",,,,
1527,filmer,to film,verified_strong,3.900,True,True,film,,,,
1528,expert,expert,verified_strong,4.370,True,True,expert,,,,
1529,style,"flair; pillar, column; style (of a flower)",verified_strong,4.980,True,True,"column,flair,flower,pillar,style",,,,
1530,condamner,"to condemn; to sentence, punish; to permanently close (a door, window, etc.)",verified_strong,3.910,True,True,"close,condemn,door,etc,permanently,punish,sentence,window",,,,
1531,désormais,"henceforth, from now on",verified_strong,4.970,True,True,"henceforth,now,on",,,,
1532,foutu,"(well) built; liable to, capable of; broken beyond repair, destroyed",verified_strong,4.260,True,True,"built,capable,liable,well",,,,
1533,blessé,"injured, wounded; injured (person), wounded (person)",verified_strong,4.590,True,True,"injur,injured,person,wound,wounded",,,,
1534,prof,"teacher, professor",verified_strong,4.450,True,True,"professor,teacher",,,,
1535,célèbre,famous,verified_strong,4.740,True,True,"famou,famous",,,,
1536,surveillance,supervision; surveillance,verified_strong,4.540,True,True,"supervision,surveillance",,,,
1537,cancer,cancer,verified_strong,4.660,True,True,cancer,,,,
1538,chèque,cheque,verified_strong,4.100,True,True,cheque,,,,
1539,rare,rare,verified_strong,4.670,True,True,rare,,,,
1540,sombre,"dark; right, damn, bloody",verified_strong,4.420,True,True,"bloody,damn,dark,right",,,,
1541,cauchemar,nightmare,verified_strong,4.010,True,True,nightmare,,,,
1542,science,"knowledge; science (field of study, etc.)",verified_strong,4.840,True,True,"etc,field,knowledge,science,study",,,,
1543,réagir,to react,verified_strong,4.250,True,True,react,,,,
1544,brillant,shining; shiny,verified_strong,4.170,True,True,"shin,shining,shiny",,,,
1545,gaz,gas; flatulence,verified_strong,4.820,True,True,"flatulence,gas",,,,
1546,piger,"to choose at random; to draw; to understand; to get, to catch on, to twig, to cotton on",verified_strong,3.000,True,True,"at,catch,choose,cotton,draw,get,on,random,twig,understand",,,,
1547,enquêter,to survey; to investigate,verified_strong,3.770,True,True,"investigate,survey",,,,
1548,adorable,adorable,verified_strong,4.040,True,True,adorable,,,,
1549,ruiner,"to ruin; to raze to the ground, to destroy, to wreck",verified_strong,3.720,True,True,"destroy,ground,raze,ruin,wreck",,,,
1550,presser,"to urge; to hurry up; to squeeze, to squash",verified_strong,3.610,True,True,"hurry,squash,squeeze,up,urge",,,,
1551,canon,"canon; hot, sexy; glass of wine",verified_strong,4.360,True,True,"canon,glas,glass,hot,sexy,wine",,,,
1552,éclater,to shine; to appear; to boom (make a loud noise),verified_strong,3.920,True,True,"appear,boom,loud,make,noise,shine",,,,
1553,affronter,"to confront, face; to face off, to clash",verified_strong,4.270,True,True,"clash,confront,face,off",,,,
1554,subir,"to suffer; to undergo, be subjected to; to put up with (someone or something)",verified_strong,4.300,True,True,"put,someone,someth,something,subject,subjected,suffer,undergo,up",,,,
1555,fruit,fruit,verified_strong,4.380,True,True,fruit,,,,
1556,confier,to confide; to entrust,verified_strong,4.080,True,True,"confide,entrust",,,,
1557,physique,"physics; physique; physical, sportive",verified_strong,4.930,True,True,"physic,physical,physics,physique,sportive",,,,
1558,goûter,"nuncheon; to taste like; to approve, to appreciate",verified_strong,4.100,True,True,"appreciate,approve,like,nuncheon,taste",,,,
1559,réserver,"to reserve, to put aside; to reserve, to make a reservation (for), to book",verified_strong,3.910,True,True,"aside,book,make,put,reservation,reserve",,,,
1560,pointer,"pointer (dog); to point to/at; to show up, turn up",verified_strong,3.710,True,True,"at,dog,point,pointer,show,turn,up",,,,
1561,tester,to test; to write one's will,verified_strong,4.300,True,True,"one',one's,test,will,write",,,,
1562,réduire,"to reduce; to amount to, to come down to; to capture (a place), to quell (opposition etc.)",verified_strong,4.680,True,True,"amount,capture,come,down,etc,opposition,place,quell,reduce",,,,
1563,pistolet,"spray gun; gun, pistol; weird person",verified_strong,3.860,True,True,"gun,person,pistol,spray,weird",,,,
1564,métier,"skill, craft; machine, device, loom; job, profession, trade",verified_strong,4.660,True,True,"craft,device,job,loom,machine,profession,skill,trade",,,,
1565,récemment,recently,verified_strong,4.700,True,True,recently,,,,
1566,pluie,rain; loads of things,verified_strong,4.560,True,True,"load,loads,rain,thing,things",,,,
1567,lèvre,lip,verified_strong,3.590,True,True,lip,,,,
1568,contenir,"to contain; to hold, to take, to seat (to have a capacity of)",verified_strong,4.060,True,True,"capacity,contain,have,hold,seat,take",,,,
1569,véritable,veritable,verified_strong,4.870,True,True,veritable,,,,
1570,fêter,to celebrate (an event); to celebrate (somebody),verified_strong,4.070,True,True,"celebrate,event,somebody",,,,
1571,bouton,"bud; button; pimple, spot, zit",verified_strong,4.230,True,True,"bud,button,pimple,spot,zit",,,,
1572,artiste,artist,verified_strong,4.740,True,True,artist,,,,
1573,sec,"dry; curt; lean, thin, skinny",verified_strong,4.440,True,True,"curt,dry,lean,skinny,thin",,,,
1574,national,national,verified_strong,5.080,True,True,national,,,,
1575,autrement,"differently, in another way or manner",verified_strong,4.670,True,True,"another,differently,in,manner,way",,,,
1576,fournir,"to put in; to follow suit; to supply, to provide, to furnish",verified_strong,4.520,True,True,"follow,furnish,in,provide,put,suit,supply",,,,
1577,dépenser,to spend (money),verified_strong,4.010,True,True,"money,spend",,,,
1578,conclure,"to conclude; to attain, to reach; to score, to get it on (to have sex)",verified_strong,4.210,True,True,"attain,conclude,get,have,on,reach,score,sex",,,,
1579,traduction,translation (the conversion of text from one language to another); translation (the discipline or study of translating written language),verified_strong,4.590,True,True,"another,conversion,discipline,language,study,text,translat,translating,translation,written",,,,
1580,concert,concert (musical entertainment),verified_strong,4.660,True,True,"concert,entertainment,musical",,,,
1581,curieux,"rubbernecker; curious, unusual, interesting, quaint; inducing curiosity; curious, inquisitive, intrigued, wondering; possessing curiosity",verified_strong,4.420,True,True,"curiosity,curiou,curious,induc,inducing,inquisitive,interest,interesting,intrigu,intrigued",,,,
1582,rassembler,"to collect; to assemble; to gather together, congregate",verified_strong,4.020,True,True,"assemble,collect,congregate,gather,together",,,,
1583,allo,post-1990 spelling of allô,verified_strong,3.790,True,True,"all,post,spell,spelling",,,,
1584,herbe,grass (the plant); weed; marijuana; ganja; cannabis,verified_strong,4.180,True,True,"cannabi,cannabis,ganja,gras,grass,marijuana,plant,weed",,,,
1585,écoute,"the act of listening; sheet (line to control a sail); (always in plural) listening in, especially short for écoutes téléphoniques (phone hacking)",verified_strong,4.880,True,True,"act,control,line,listen,listening,sail,sheet",,,,
1586,puissance,power (physical or figuratively); dominion (state within the British Empire),verified_strong,4.850,True,True,"british,dominion,empire,figuratively,physical,power,state,within",,,,
1587,personnage,"person; character (in a play, program, film)",verified_strong,4.750,True,True,"character,film,in,person,play,program",,,,
1588,autorité,authority (entity with power); authority (the power to enforce rules or give orders),verified_strong,4.740,True,True,"authority,enforce,entity,give,order,orders,power,rul,rule,rules",,,,
1589,ex,ex (former partner),verified_strong,5.020,True,True,"ex,former,partner",,,,
1590,magique,"magic, magical",verified_strong,4.380,True,True,"magic,magical",,,,
1591,terroriste,terrorist,verified_strong,4.300,True,True,terrorist,,,,
1592,explosion,explosion,verified_strong,4.330,True,True,explosion,,,,
1593,tombe,grave; tomb (small building or vault),verified_strong,4.830,True,True,"build,building,grave,small,tomb,vault",,,,
1594,camarade,"buddy, mate; comrade (companion or fellow socialist or communist)",verified_strong,3.940,True,True,"buddy,communist,companion,comrade,fellow,mate,socialist",,,,
1595,venger,"to avenge, to take revenge (upon)",verified_strong,3.960,True,True,"avenge,revenge,take,upon",,,,
1596,glisser,to glide; to slide,verified_strong,3.990,True,True,"glide,slide",,,,
1597,pendre,"to hang; to sag, droop",verified_strong,3.560,True,True,"droop,hang,sag",,,,
1598,clairement,clearly; patently,verified_strong,4.740,True,True,"clearly,patently",,,,
1599,rivière,"a river (a large, winding stream that flows into a lake, bay, larger river, etc., but not into an ocean or sea)",verified_strong,4.590,True,True,"bay,but,etc,flow,flows,into,lake,large,larger,not",,,,
1600,résister,to resist,verified_strong,4.140,True,True,resist,,,,
1601,civil,lay; civil,verified_strong,4.480,True,True,"civil,lay",,,,
1602,veiller,"to stay up, sit up; to put in standby mode; to keep guard, keep watch",verified_strong,3.990,True,True,"guard,in,keep,mode,put,sit,standby,stay,up,watch",,,,
1603,violence,violence,verified_strong,4.760,True,True,violence,,,,
1604,démarrer,"to untie; to drive off, to pull away; to start up, to turn on (a computer)",verified_strong,3.900,True,True,"away,computer,drive,off,on,pull,start,turn,untie,up",,,,
1605,visiter,to visit (a place),verified_strong,4.370,True,True,"place,visit",,,,
1606,cardiaque,heart; cardiac,verified_strong,4.180,True,True,"cardiac,heart",,,,
1607,caisse,car; fart; fund,verified_strong,4.530,True,True,"car,fart,fund",,,,
1608,saint,saintly (all meanings); holy,verified_strong,5.530,True,True,"all,holy,meaning,meanings,saintly",,,,
1609,ventre,belly; antinode,verified_strong,4.410,True,True,"antinode,belly",,,,
1610,bénir,to bless (invoke or give supernatural assistance),verified_strong,3.040,True,True,"assistance,bles,bless,give,invoke,supernatural",,,,
1611,zéro,"zero, nought; a zero, a person of very poor value",verified_strong,4.490,True,True,zero,,,,
1612,assister,"to assist, to aid; to witness, to observe; to attend, to be present",verified_strong,4.290,True,True,"aid,assist,attend,observe,present,witnes,witness",,,,
1613,fixer,"to stare at; to fix, fasten; to settle (in a place)",verified_strong,4.140,True,True,"at,fasten,fix,in,place,settle,stare",,,,
1614,épée,sword; glaive,verified_strong,4.200,True,True,"glaive,sword",,,,
1615,impressionner,"to impress, to wow, to awe",verified_strong,3.480,True,True,"awe,impres,impress,wow",,,,
1616,échanger,"to exchange, to swap",verified_strong,4.080,True,True,"exchange,swap",,,,
1617,suicide,suicide,verified_strong,4.460,True,True,suicide,,,,
1618,léger,"light (not heavy); slight (not much, not a lot)",verified_strong,4.490,True,True,"heavy,light,lot,much,not,slight",,,,
1619,épaule,shoulder,verified_strong,4.220,True,True,shoulder,,,,
1620,croiser,"to cross, to go across; to cross, to intersect; to cross, to crossbreed",verified_strong,3.940,True,True,"acros,across,cros,cross,crossbre,crossbreed,go,intersect",,,,
1621,romantique,romantic,verified_strong,4.180,True,True,romantic,,,,
1622,rapprocher,"to get closer (to); to bring closer (to unite); to reapproach, to approach again",verified_strong,4.100,True,True,"again,approach,bring,closer,get,reapproach,unite",,,,
1623,vendredi,Friday,verified_strong,4.950,True,True,friday,,,,
1624,agence,agency,verified_strong,4.740,True,True,agency,,,,
1625,final,finale; final (last); expressing purpose,verified_strong,4.870,True,True,"express,expressing,final,finale,last,purpose",,,,
1626,convenir,to admit; to agree; to suit; to be convenient for; to be appropriate or admissible (to be agreed upon according to convention),verified_strong,3.540,True,True,"accord,according,admissible,admit,agre,agree,agreed,appropriate,convenient,convention",,,,
1627,puce,"flea; bullet; chip (electronics), silicon chip",verified_strong,3.930,True,True,"bullet,chip,electronic,electronics,flea,silicon",,,,
1628,renoncer,"to resign, to quit; to renounce, to waive (legal; right)",verified_strong,4.120,True,True,"legal,quit,renounce,resign,right,waive",,,,
1629,téléphoner,"to call, to ring, to telephone; to telegraph, to communicate nonverbally, whether by gesture, a change in attitude, or any other sign, especially unintentionally",verified_strong,3.440,True,True,"any,attitude,call,change,communicate,especially,gesture,in,nonverbally,other",,,,
1630,rumeur,rumour / rumor,verified_strong,4.050,True,True,"rumor,rumour",,,,
1631,amitié,"friendship, amity",verified_strong,4.550,True,True,"amity,friendship",,,,
1632,usine,mill; works; factory,verified_strong,4.600,True,True,"factory,mill,work,works",,,,
1633,aventure,affair; venture,verified_strong,4.590,True,True,"affair,venture",,,,
1634,là-dessus,"on this, here; thereupon, with this",verified_strong,5.270,True,True,"here,on,thereupon",,,,
1635,fuite,leak; the act of leaking; escape; getaway; flight (e.g. from prison),verified_strong,4.440,True,True,"act,leak,leaking",,,,
1636,obéir,"to obey (+ à a person); to obey, to follow (+ à a rule or instruction)",verified_strong,3.750,True,True,"follow,instruction,obey,person,rule",,,,
1637,délicieux,delicious; delightful,verified_strong,4.010,True,True,"deliciou,delicious,delightful",,,,
1638,prêtre,priest,verified_strong,4.390,True,True,priest,,,,
1639,emmerder,to be bored; to bother with; used to tell someone to bug off,verified_strong,3.490,True,True,"bor,bored,bother,bug,off,someone,tell,used",,,,
1640,crédit,credit,verified_strong,4.720,True,True,credit,,,,
1641,forêt,forest,verified_strong,4.600,True,True,forest,,,,
1642,pizza,pizza (Italian dish),verified_strong,4.100,True,True,"dish,italian,pizza",,,,
1643,commande,order (request for some product or service),verified_strong,4.580,True,True,"order,product,request,service,some",,,,
1644,cuisiner,to cook (prepare food); to grill (bombard with questions),verified_strong,3.890,True,True,"bombard,cook,food,grill,prepare,question,questions",,,,
1645,lapin,rabbit,verified_strong,4.110,True,True,rabbit,,,,
1646,gang,"a group of friends; gang, group of ill-doer",verified_strong,4.130,True,True,"doer,friend,friends,gang,group,ill",,,,
1647,singe,ape; food; monkey,verified_strong,3.930,True,True,"ape,food,monkey",,,,
1648,serveur,server; waiter (in restaurant),verified_strong,4.240,True,True,"in,restaurant,server,waiter",,,,
1649,précédemment,"before, before now",verified_strong,4.280,True,True,"before,now",,,,
1650,boule,"bauble; ball, globe; tit, breast",verified_strong,4.200,True,True,"ball,bauble,breast,globe,tit",,,,
1651,attente,shoulder-strap insignia; expectation (act or state of expecting); wait (the time that one is waiting or the state of waiting),verified_strong,4.520,True,True,"act,expect,expectation,expecting,insignia,shoulder,state,strap,time,wait",,,,
1652,interrompre,to interrupt,verified_strong,3.720,True,True,interrupt,,,,
1653,jury,jury,verified_strong,4.400,True,True,jury,,,,
1654,pomme,"apple (fruit); the head or face; ninny, nitwit, idiot",verified_strong,4.220,True,True,"apple,face,fruit,head",,,,
1655,sergent,sergeant,verified_strong,3.960,True,True,sergeant,,,,
1656,pisser,to piss; to pour with (some liquid),verified_strong,3.770,True,True,"liquid,pis,piss,pour,some",,,,
1657,bouge,"hovel; dive; bulge, protuberance",verified_strong,4.310,True,True,"bulge,dive,hovel,protuberance",,,,
1658,facilement,easily,verified_strong,4.820,True,True,easily,,,,
1659,accusation,accusation,verified_strong,4.200,True,True,accusation,,,,
1660,péter,"to break; to explode; to blow off, fart",verified_strong,3.960,True,True,"blow,break,explode,fart,off",,,,
1661,uniforme,a uniform; uniform (unvarying),verified_strong,4.260,True,True,"uniform,unvary,unvarying",,,,
1662,lunette,lunette; breastbone; toilet seat,verified_strong,3.550,True,True,"breastbone,lunette,seat,toilet",,,,
1663,celle-ci,"feminine singular of celui-ci: this one, the latter",verified_strong,5.190,True,True,"celui,ci,feminine,latter,singular",,,,
1664,voiler,"to cover up with a veil; to veil (cover with a veil); to become cloudy, to become hazy",verified_strong,3.270,True,True,"become,cloudy,cover,hazy,up,veil",,,,
1665,disque,disc; disk,verified_strong,4.480,True,True,"disc,disk",,,,
1666,lundi,Monday,verified_strong,4.910,True,True,monday,,,,
1667,précis,Well perceived; sharp; calculated or measured with precision; Done in a precise and reliable fashion,verified_strong,4.540,True,True,"calculat,calculated,done,fashion,in,measur,measured,perceiv,perceived,precise",,,,
1668,habituer,to settle; to get used to something; to get someone in the habit (of),verified_strong,3.700,True,True,"get,habit,in,settle,someone,someth,something,used",,,,
1669,version,a specific manner of reporting a fact or event; translation (from a foreign language into one's mother tongue); an obstetric maneuver to change the fetus' position inside the uterus so as to facilitate childbirth,verified_strong,5.000,True,True,"change,childbirth,event,facilitate,fact,fetu,fetus,foreign,inside,into",,,,
1670,arrestation,"arrest (“The act of arresting a criminal, suspect, etc.”)",verified_strong,4.180,True,True,"act,arrest,arresting,criminal,etc,suspect",,,,
1671,creuser,to dig; to hollow out; to grow hollow,verified_strong,3.920,True,True,"dig,grow,hollow,out",,,,
1672,cochon,"pig; dirty, smutty",verified_strong,3.910,True,True,"dirty,pig,smutty",,,,
1673,réseau,network,verified_strong,5.080,True,True,network,,,,
1674,décrire,to describe,verified_strong,4.190,True,True,describe,,,,
1675,noter,to note; to denote; to notice (become aware),verified_strong,4.450,True,True,"aware,become,denote,note,notice",,,,
1676,mise,"bet; wager, ante; appearance; dress; placement; (act of) putting",verified_strong,5.320,True,True,"ante,appearance,bet,dres,dress,wager",,,,
1677,technique,"technical; technique, technology",verified_strong,4.990,True,True,"technical,technique,technology",,,,
1678,contenter,"to content, to satisfy; to content oneself, to be content",verified_strong,4.000,True,True,"content,oneself,satisfy",,,,
1679,original,original; an unusual or eccentric person,verified_strong,4.550,True,True,"eccentric,original,person,unusual",,,,
1680,loup,flaw; wolf; bass (fish),verified_strong,4.360,True,True,"bas,bass,fish,flaw,wolf",,,,
1681,secrétaire,"secretary; writing desk, secretaire",verified_strong,4.800,True,True,"desk,secretaire,secretary,writ,writing",,,,
1682,fâcher,"to annoy, to vex; to get angry, fall out",verified_strong,3.220,True,True,"angry,annoy,fall,get,out,vex",,,,
1683,navire,ship,verified_strong,4.410,True,True,ship,,,,
1684,activité,"activity, hustle and bustle; occupation, profession, job, work; activity (something to do for educational, recreational, or other purposes)",verified_strong,5.060,True,True,"activity,bustle,do,educational,hustle,job,occupation,other,profession,purpos",,,,
1685,cabinet,"a study; a cabinet; an office, a surgery",verified_strong,4.610,True,True,"cabinet,office,study,surgery",,,,
