frequency,front,kaikki,readurdu,reason,word2word
1106,جتنا,,,no_two_source_semantic_agreement,as; much; Christian; hurt; clean
1106,لطیف,,,not_indowordnet_urdu_lemma,
1104,آرمی,,,not_indowordnet_urdu_lemma,
1104,مشن,,,not_indowordnet_urdu_lemma,
1102,دانش,,,not_indowordnet_urdu_lemma,
1102,زاہد,,,not_indowordnet_urdu_lemma,
1102,ڈیوٹی,,,no_two_source_semantic_agreement,duty; support; assignment; volunteer; prepping
1100,دریا,,,not_indowordnet_urdu_lemma,
1099,تیسرا,,,not_indowordnet_urdu_lemma,
1099,ذوالفقار,,,not_indowordnet_urdu_lemma,
1099,مواد,,,not_indowordnet_urdu_lemma,
1098,دیہات,,,not_indowordnet_urdu_lemma,
1097,آنکہ,,,not_indowordnet_urdu_lemma,
1097,رفیق,,,not_indowordnet_urdu_lemma,
1097,مر,,,not_indowordnet_urdu_lemma,
1096,بحران,,,not_indowordnet_urdu_lemma,
1094,نیند,,,not_indowordnet_urdu_lemma,
1092,اعداد,,,not_indowordnet_urdu_lemma,
1092,فرم,,,not_indowordnet_urdu_lemma,
1091,آئینی,,,not_indowordnet_urdu_lemma,
1090,دوچار,,,not_indowordnet_urdu_lemma,
1089,جیتنے,,,not_indowordnet_urdu_lemma,
1089,قرضے,,,not_indowordnet_urdu_lemma,
1086,چاہیں,,,not_indowordnet_urdu_lemma,
1086,زخمیوں,,,not_indowordnet_urdu_lemma,
1086,سینکڑوں,,,no_two_source_semantic_agreement,hundreds; terabytes; Hundreds; millions; rain
1086,لازمی,,,not_indowordnet_urdu_lemma,
1085,حبیب,,,not_indowordnet_urdu_lemma,
1085,شمولیت,,,not_indowordnet_urdu_lemma,
1085,قرارداد,,,not_indowordnet_urdu_lemma,
1084,بہیجا,,,not_indowordnet_urdu_lemma,
1084,فرماتے,,,not_indowordnet_urdu_lemma,
1081,قیمتی,,,not_indowordnet_urdu_lemma,
1081,گنگولی,,,not_indowordnet_urdu_lemma,
1080,شہزاد,,,not_indowordnet_urdu_lemma,
1078,اخلاقی,,,not_indowordnet_urdu_lemma,
1078,آراء,,,not_indowordnet_urdu_lemma,
1078,مفید,,,not_indowordnet_urdu_lemma,
1077,حامد,,,not_indowordnet_urdu_lemma,
1077,زمانہ,,,not_indowordnet_urdu_lemma,
1077,سنا,,,not_indowordnet_urdu_lemma,
1075,سلوک,,,not_indowordnet_urdu_lemma,
1075,کمشنر,,commissioner,no_two_source_semantic_agreement,handwritten; paper; characteristics; teams; talking
1075,کہول,,,not_indowordnet_urdu_lemma,
1074,اقسام,,,not_indowordnet_urdu_lemma,
1074,تجاویز,,,not_indowordnet_urdu_lemma,
1074,رفت,,,not_indowordnet_urdu_lemma,
1074,غلطی,,,not_indowordnet_urdu_lemma,
1073,اخلاق,,,not_indowordnet_urdu_lemma,
1072,بڑہنے,,,not_indowordnet_urdu_lemma,
1072,کارکن,,,not_indowordnet_urdu_lemma,
1072,مضمون,,,not_indowordnet_urdu_lemma,
1071,واقعی,,,not_indowordnet_urdu_lemma,
1070,برآمدات,,,not_indowordnet_urdu_lemma,
1069,عباسی,,,no_two_source_semantic_agreement,
1068,گزار,,,not_indowordnet_urdu_lemma,
1067,مقبول,,,not_indowordnet_urdu_lemma,
1066,تنگ,,,not_indowordnet_urdu_lemma,
1066,جعفری,,,not_indowordnet_urdu_lemma,
1066,کہیلا,,,not_indowordnet_urdu_lemma,
1065,اعتراف,,,not_indowordnet_urdu_lemma,
1065,بچا,,,not_indowordnet_urdu_lemma,
1064,برا,,,not_indowordnet_urdu_lemma,
1064,پاکستانیوں,,,not_indowordnet_urdu_lemma,
1063,تفتیش,,,not_indowordnet_urdu_lemma,
1063,عقیدت,,,not_indowordnet_urdu_lemma,
1062,حتمی,,,not_indowordnet_urdu_lemma,
1060,جانوروں,,,not_indowordnet_urdu_lemma,
1060,حوصلہ افزائی,,,not_indowordnet_urdu_lemma,
1060,خلاف ورزی,,,not_indowordnet_urdu_lemma,
1059,حفاظتی,,,not_indowordnet_urdu_lemma,
1058,بین,,,not_indowordnet_urdu_lemma,
1058,صدیق,,,not_indowordnet_urdu_lemma,
1058,مشتاق,,,not_indowordnet_urdu_lemma,
1057,سرائیکی,,,not_indowordnet_urdu_lemma,
1056,تبدیلیاں,,,not_indowordnet_urdu_lemma,
1056,تخلیق,,,not_indowordnet_urdu_lemma,
1056,جوش,,,not_indowordnet_urdu_lemma,
1056,نامزد,,,not_indowordnet_urdu_lemma,
1055,بنتی,,,not_indowordnet_urdu_lemma,
1055,سرور,"exhilaration, delight, joy, cheerfulness",,no_two_source_semantic_agreement,server; connection; Any; couldn; main
1055,سمجہنے,,,not_indowordnet_urdu_lemma,
1053,تحسین,,,not_indowordnet_urdu_lemma,
1053,شہباز,,,not_indowordnet_urdu_lemma,
1053,علمی,,,not_indowordnet_urdu_lemma,
1051,پبلک,,,not_indowordnet_urdu_lemma,
1050,آب,,,not_indowordnet_urdu_lemma,
1050,روایتی,,,no_two_source_semantic_agreement,customary; thank; Cindy; Colorado; traditionally
1049,اولاد,,,not_indowordnet_urdu_lemma,
1049,سکون,,,not_indowordnet_urdu_lemma,
1049,نصاب,"capital, wealth; syllabus, curriculum",,no_two_source_semantic_agreement,
1048,ایئر,,,not_indowordnet_urdu_lemma,
1048,بیج,,,not_indowordnet_urdu_lemma,
1047,چیلنج,,,not_indowordnet_urdu_lemma,
1047,حسب,,,not_indowordnet_urdu_lemma,
1046,جین,,,not_indowordnet_urdu_lemma,
1046,کالم,,,not_indowordnet_urdu_lemma,
1043,جذبے,,,not_indowordnet_urdu_lemma,
1043,گراؤنڈ,,,not_indowordnet_urdu_lemma,
1043,گزرنے,,,not_indowordnet_urdu_lemma,
1042,جیو,,,not_indowordnet_urdu_lemma,
1042,ٹیمیں,,,not_indowordnet_urdu_lemma,
1041,فاسٹ,,,not_indowordnet_urdu_lemma,
1040,امکانات,,,not_indowordnet_urdu_lemma,
1040,تبادلہ,,,not_indowordnet_urdu_lemma,
1040,ریل,,,no_two_source_semantic_agreement,
1040,مجموعہ,,,not_indowordnet_urdu_lemma,
1037,پر غور,,,not_indowordnet_urdu_lemma,
1036,لگتی,,,not_indowordnet_urdu_lemma,
1035,اسد,,,not_indowordnet_urdu_lemma,
1035,کتابوں,,,not_indowordnet_urdu_lemma,
1035,مارشل,,,not_indowordnet_urdu_lemma,
1033,انگلش,,,not_indowordnet_urdu_lemma,
1033,تعینات,,,no_two_source_semantic_agreement,deploy; Birds; restore; armed; Sir
1032,شو,,,not_indowordnet_urdu_lemma,
1032,قارئین,,,not_indowordnet_urdu_lemma,
1031,جامع,,,not_indowordnet_urdu_lemma,
1028,مضامین,,,not_indowordnet_urdu_lemma,
1027,لڑائی,,,not_indowordnet_urdu_lemma,
1026,بہٹی,,,not_indowordnet_urdu_lemma,
1026,سکولوں,,,not_indowordnet_urdu_lemma,
1025,بتا,,,not_indowordnet_urdu_lemma,
1025,سہولیات,,,not_indowordnet_urdu_lemma,
1023,رکاوٹ,,,not_indowordnet_urdu_lemma,
1023,لگنے,,,not_indowordnet_urdu_lemma,
1022,یوم,,,not_indowordnet_urdu_lemma,
1021,دوا,,,not_indowordnet_urdu_lemma,
1020,جل,,,not_indowordnet_urdu_lemma,
1018,آبی,humid; moist; aquatic,,no_two_source_semantic_agreement,
1017,عزم,,,not_indowordnet_urdu_lemma,
1017,لڑکے,,,not_indowordnet_urdu_lemma,
1016,نذیر,,,not_indowordnet_urdu_lemma,
1016,ڈرائیور,,land vehicle operator,no_two_source_semantic_agreement,drivers; Target; Ambulance; lying; Truck
1015,آغا,,,not_indowordnet_urdu_lemma,
1015,روایات,,,not_indowordnet_urdu_lemma,
1015,فیلڈ,,,no_two_source_semantic_agreement,Ebbets; gorgeous; absolutely; Just; day
1014,آل,,,no_two_source_semantic_agreement,ought; ale; Belgian; try; truth
1014,تجربات,,,not_indowordnet_urdu_lemma,
1013,خطے,,,not_indowordnet_urdu_lemma,
1013,کیچ,,"in cricket, a method of dismissing a batsman, when the ball is hit by the batsman’s bat and caught by the bowler or a fi",no_two_source_semantic_agreement,
1012,ہیڈ,,,not_indowordnet_urdu_lemma,
1011,گہریلو,,,not_indowordnet_urdu_lemma,
1011,موصول,,,not_indowordnet_urdu_lemma,
1010,تمہارے,,,not_indowordnet_urdu_lemma,
1010,سٹیڈیم,,,not_indowordnet_urdu_lemma,
1009,تقریر,,,not_indowordnet_urdu_lemma,
1008,بلاک,,,no_two_source_semantic_agreement,BLOCKED; DOOR; block; newsstands; lines
1007,امت,,,not_indowordnet_urdu_lemma,
1006,چہوٹا,,,not_indowordnet_urdu_lemma,
1006,خراج,,,not_indowordnet_urdu_lemma,
1006,شوگر,,,not_indowordnet_urdu_lemma,
1006,مارے,,,not_indowordnet_urdu_lemma,
1005,دارالحکومت,,,not_indowordnet_urdu_lemma,
1005,سفیر,,,not_indowordnet_urdu_lemma,
1003,جام,,,not_indowordnet_urdu_lemma,
1001,انقلاب,,,not_indowordnet_urdu_lemma,
1000,خاصی,,,not_indowordnet_urdu_lemma,
1000,نمائندوں,,,not_indowordnet_urdu_lemma,
998,بزرگ,"grandee, noble; great; large, big; saint, holy person",elder; venerable,no_two_source_semantic_agreement,
998,ویب,,,not_indowordnet_urdu_lemma,
997,کابینہ,,,not_indowordnet_urdu_lemma,
997,گردوں,,,not_indowordnet_urdu_lemma,
997,مولا,,,not_indowordnet_urdu_lemma,
996,منیر,,,not_indowordnet_urdu_lemma,
996,ہدف,,,not_indowordnet_urdu_lemma,
994,ملت,,,no_two_source_semantic_agreement,
994,ملیں,,,not_indowordnet_urdu_lemma,
993,ادیب,"literator, writer",,no_two_source_semantic_agreement,
991,سہولتوں,,,not_indowordnet_urdu_lemma,
990,جونیئر,,,not_indowordnet_urdu_lemma,
990,رہائشی,,,no_two_source_semantic_agreement,Oakland; resident; Pinsky; Justin; posted
989,نعیم,,,not_indowordnet_urdu_lemma,
987,مزدور,,,not_indowordnet_urdu_lemma,
986,ماڈل,,"person employed to display, advertise and promote products, or to serve as a visual aid",no_two_source_semantic_agreement,MODEL; OUR; PREDICTIVE; model; cute
984,قاری,,,not_indowordnet_urdu_lemma,
983,اتہارٹی,,,not_indowordnet_urdu_lemma,
983,ایجوکیشن,,,not_indowordnet_urdu_lemma,
982,جٹ,,,not_indowordnet_urdu_lemma,
982,کرم,,,not_indowordnet_urdu_lemma,
981,ایگزیکٹو,,,not_indowordnet_urdu_lemma,
981,سنٹر,,,not_indowordnet_urdu_lemma,
980,ہتہیاروں,,,not_indowordnet_urdu_lemma,
979,لکہنے,,,not_indowordnet_urdu_lemma,
979,لگائی,,,no_two_source_semantic_agreement,allowance; bet; disdain; banned; 3rd
977,گاہ,,,not_indowordnet_urdu_lemma,
977,نوٹ,,"the act of notetaking; note, chit; comment, note",no_two_source_semantic_agreement,scan; signatures; validate; if; up
976,آفس,,,not_indowordnet_urdu_lemma,
975,تفصیل,,,not_indowordnet_urdu_lemma,
975,گیت,,,not_indowordnet_urdu_lemma,
975,ڈویژن,,,not_indowordnet_urdu_lemma,
974,صحافی,,,not_indowordnet_urdu_lemma,
974,لڑکیوں,,,not_indowordnet_urdu_lemma,
974,ملتے,,,not_indowordnet_urdu_lemma,
973,مشیر,,,not_indowordnet_urdu_lemma,
973,یکساں,,,not_indowordnet_urdu_lemma,
972,متعارف,,,not_indowordnet_urdu_lemma,
970,سننے,,,not_indowordnet_urdu_lemma,
970,گو,,,no_two_source_semantic_agreement,
968,تشویش,,,not_indowordnet_urdu_lemma,
967,رقوم,,,not_indowordnet_urdu_lemma,
966,بہوک,,,not_indowordnet_urdu_lemma,
966,سندہی,,,not_indowordnet_urdu_lemma,
966,کارروائیوں,,,not_indowordnet_urdu_lemma,
966,مذمت,,,not_indowordnet_urdu_lemma,
965,پالیسیوں,,,not_indowordnet_urdu_lemma,
964,فنی,,,not_indowordnet_urdu_lemma,
964,ہاشمی,,,not_indowordnet_urdu_lemma,
963,دلی,,,not_indowordnet_urdu_lemma,
962,احتجاجی,,,not_indowordnet_urdu_lemma,
962,اوور,,,not_indowordnet_urdu_lemma,
961,قدرت,,,not_indowordnet_urdu_lemma,
961,گاڑیاں,,,not_indowordnet_urdu_lemma,
961,ہوم,,,not_indowordnet_urdu_lemma,
959,بیٹسمین,,,not_indowordnet_urdu_lemma,
959,پہیل,,,not_indowordnet_urdu_lemma,
959,دوڑ,,,not_indowordnet_urdu_lemma,
957,دروازے,,,not_indowordnet_urdu_lemma,
957,گیمز,,,not_indowordnet_urdu_lemma,
956,غرض,,,not_indowordnet_urdu_lemma,
955,افضل,,,not_indowordnet_urdu_lemma,
955,سکیورٹی,,,not_indowordnet_urdu_lemma,
954,پار,,,no_two_source_semantic_agreement,Cross; across; legs; birdie; cross
952,اعتراض,,,not_indowordnet_urdu_lemma,
951,پرفارمنس,,,not_indowordnet_urdu_lemma,
950,لغاری,,,not_indowordnet_urdu_lemma,
949,بنتا,,,not_indowordnet_urdu_lemma,
949,جانور,,,not_indowordnet_urdu_lemma,
949,ٹرافی,,,no_two_source_semantic_agreement,
948,اصلاح,,,not_indowordnet_urdu_lemma,
948,ثقافت,,,not_indowordnet_urdu_lemma,
948,شائقین,,,not_indowordnet_urdu_lemma,
946,شکریہ,,,not_indowordnet_urdu_lemma,
946,مد,,,not_indowordnet_urdu_lemma,
945,بتائی,,,not_indowordnet_urdu_lemma,
945,جنگی,,,not_indowordnet_urdu_lemma,
945,سیل,,,no_two_source_semantic_agreement,CELL; cell; CELLPHONE; Seal; VIBRATES
945,نرم,,,not_indowordnet_urdu_lemma,
945,نیم,law; rule; piety,,no_two_source_semantic_agreement,caliber.30; M1; clip-fed; shoulder-fired; semi-automatic
945,وصولی,,,not_indowordnet_urdu_lemma,
944,اندرونی,,,not_indowordnet_urdu_lemma,
944,پارک,,,no_two_source_semantic_agreement,park; PARK; bug; pocket; somewhere
944,جائز,"lawful, just; proper, appropriate; permissible, permitted, allowed",,no_two_source_semantic_agreement,badass; legitimate; English; qualifies; provided
944,مزاحمت,,,not_indowordnet_urdu_lemma,
943,تفصیلی,,,not_indowordnet_urdu_lemma,
942,بینکوں,,,not_indowordnet_urdu_lemma,
942,شراب,,,not_indowordnet_urdu_lemma,
941,سیشن,,,not_indowordnet_urdu_lemma,
941,سیف,,,not_indowordnet_urdu_lemma,
939,برتری,,,not_indowordnet_urdu_lemma,
937,آلات,,,not_indowordnet_urdu_lemma,
937,فیس,,,not_indowordnet_urdu_lemma,
936,ثقافتی,,,not_indowordnet_urdu_lemma,
936,ہال,,,not_indowordnet_urdu_lemma,
935,بظاہر,,,not_indowordnet_urdu_lemma,
934,اسکور,,,not_indowordnet_urdu_lemma,
934,حادثے,,,not_indowordnet_urdu_lemma,
933,جارج,,,no_two_source_semantic_agreement,George; That; Greek; didn; Morning
932,اصولوں,,,not_indowordnet_urdu_lemma,
932,درس,,,not_indowordnet_urdu_lemma,
932,ساتہیوں,,,not_indowordnet_urdu_lemma,
932,صادق,,,not_indowordnet_urdu_lemma,
931,بانڈ,,,not_indowordnet_urdu_lemma,
931,گویا,,,not_indowordnet_urdu_lemma,
930,درکار,,,not_indowordnet_urdu_lemma,
929,اتار,,,not_indowordnet_urdu_lemma,
929,بچپن,,,not_indowordnet_urdu_lemma,
929,تقریبات,,,not_indowordnet_urdu_lemma,
924,ازاں,,,not_indowordnet_urdu_lemma,
923,آن,,,not_indowordnet_urdu_lemma,
923,کتنا,,,not_indowordnet_urdu_lemma,
923,گنجائش,,,no_two_source_semantic_agreement,WAS; room; There; still; WONDERING
922,علوم,,,not_indowordnet_urdu_lemma,
922,مطمئن,,,not_indowordnet_urdu_lemma,
919,خورشید,,,not_indowordnet_urdu_lemma,
919,شناخت,,,not_indowordnet_urdu_lemma,
915,سادہ,,,not_indowordnet_urdu_lemma,
915,کلومیٹر,,,not_indowordnet_urdu_lemma,
914,طبقے,,,not_indowordnet_urdu_lemma,
914,علامت,,,not_indowordnet_urdu_lemma,
914,مصر,,,not_indowordnet_urdu_lemma,
913,عملے,,,not_indowordnet_urdu_lemma,
912,ظہور,,,not_indowordnet_urdu_lemma,
911,بہرحال,,,not_indowordnet_urdu_lemma,
910,ہنگامی,,,not_indowordnet_urdu_lemma,
909,اکمل,,,not_indowordnet_urdu_lemma,
908,مایوس,,,not_indowordnet_urdu_lemma,
908,نسیم,,,not_indowordnet_urdu_lemma,
907,جعلی,,,not_indowordnet_urdu_lemma,
907,ساجد,,,not_indowordnet_urdu_lemma,
907,سجاد,,,not_indowordnet_urdu_lemma,
907,منیجر,,,not_indowordnet_urdu_lemma,
906,کلچر,,,not_indowordnet_urdu_lemma,
905,بالخصوص,,,not_indowordnet_urdu_lemma,
905,بچاؤ,,,not_indowordnet_urdu_lemma,
905,یونٹ,,,not_indowordnet_urdu_lemma,
904,عجیب,,,not_indowordnet_urdu_lemma,
903,احکامات,,,not_indowordnet_urdu_lemma,
903,لاش,,,not_indowordnet_urdu_lemma,
902,اٹہانے,,,not_indowordnet_urdu_lemma,
902,کاپٹر,,,not_indowordnet_urdu_lemma,
902,گروہ,,,not_indowordnet_urdu_lemma,
901,جنت,,,not_indowordnet_urdu_lemma,
901,خریداری,,,not_indowordnet_urdu_lemma,
901,سلام,,,not_indowordnet_urdu_lemma,
901,لکہی,,,not_indowordnet_urdu_lemma,
898,سرگرمیاں,,,not_indowordnet_urdu_lemma,
898,معاف,,,not_indowordnet_urdu_lemma,
898,نثار,,,no_two_source_semantic_agreement,
897,بحق,,,not_indowordnet_urdu_lemma,
897,سربراہی,,,not_indowordnet_urdu_lemma,
896,تہیٹر,,,not_indowordnet_urdu_lemma,
896,حقائق,,,not_indowordnet_urdu_lemma,
895,بستی,,,not_indowordnet_urdu_lemma,
895,پتا,father; direction; address (of a place),,no_two_source_semantic_agreement,worst; knows; Maybe; truth; Unbelievable
895,میمن,,,not_indowordnet_urdu_lemma,
894,بہ,,,not_indowordnet_urdu_lemma,
894,پینل,,,not_indowordnet_urdu_lemma,
894,قرضوں,,,not_indowordnet_urdu_lemma,
894,ہیرو,,,not_indowordnet_urdu_lemma,
893,بروقت,,,not_indowordnet_urdu_lemma,
893,تہوڑا,,,not_indowordnet_urdu_lemma,
893,جنسی,,,not_indowordnet_urdu_lemma,
892,بگڑ,,,not_indowordnet_urdu_lemma,
892,بہول,,,not_indowordnet_urdu_lemma,
892,تہانہ,,,not_indowordnet_urdu_lemma,
891,حامی,,,not_indowordnet_urdu_lemma,
891,کنارے,,,not_indowordnet_urdu_lemma,
891,نفرت,,,not_indowordnet_urdu_lemma,
891,نفسیاتی,,,not_indowordnet_urdu_lemma,
890,قمر,,,not_indowordnet_urdu_lemma,
888,منشیات,,,not_indowordnet_urdu_lemma,
887,خاندانوں,,,not_indowordnet_urdu_lemma,
887,سنائی,,,not_indowordnet_urdu_lemma,
887,لکہے,,,not_indowordnet_urdu_lemma,
887,مرحلہ,,,not_indowordnet_urdu_lemma,
887,مسافر,,,not_indowordnet_urdu_lemma,
887,ٹرسٹ,,,not_indowordnet_urdu_lemma,
887,یکم,,,not_indowordnet_urdu_lemma,
885,اسٹیٹ,,,not_indowordnet_urdu_lemma,
885,رسائی,,,not_indowordnet_urdu_lemma,
885,لاگت,,,not_indowordnet_urdu_lemma,
885,مدینہ,,,not_indowordnet_urdu_lemma,
884,گہڑی,,,not_indowordnet_urdu_lemma,
883,عادت,,,not_indowordnet_urdu_lemma,
883,مزار,,,not_indowordnet_urdu_lemma,
882,نقوی,,,not_indowordnet_urdu_lemma,
881,مختار,,,no_two_source_semantic_agreement,"""; Mukhtar; K.S.M.; captured; say"
881,مداخلت,,,not_indowordnet_urdu_lemma,
879,اشارہ,"a pronoun; an order, command; a metaphor, simile","gesture, hint, signal",no_two_source_semantic_agreement,point; records; pointed; Don; clue
879,پرنسپل,,,not_indowordnet_urdu_lemma,
879,شرط,,,not_indowordnet_urdu_lemma,
876,پسندیدہ,,,not_indowordnet_urdu_lemma,
875,تعلیمات,,,not_indowordnet_urdu_lemma,
875,خاموش,,,not_indowordnet_urdu_lemma,
875,ہارون,,,not_indowordnet_urdu_lemma,
874,جگر,,,not_indowordnet_urdu_lemma,
873,دراز,,,not_indowordnet_urdu_lemma,
873,سرمائے,,,not_indowordnet_urdu_lemma,
873,مدنظر,,,not_indowordnet_urdu_lemma,
873,ناکامی,,,not_indowordnet_urdu_lemma,
873,ڈالنے,,,not_indowordnet_urdu_lemma,
871,سرانجام,,,not_indowordnet_urdu_lemma,
870,اسٹیشن,,,not_indowordnet_urdu_lemma,
870,بابا,father,,no_two_source_semantic_agreement,
870,وزراء,,,not_indowordnet_urdu_lemma,
869,خصوصیات,,,not_indowordnet_urdu_lemma,
869,سیر,tour; journey,,no_two_source_semantic_agreement,quick; hands; Wanna; drive; walk
869,مندرجہ,,,not_indowordnet_urdu_lemma,
869,نگاہ,,,not_indowordnet_urdu_lemma,
868,اصغر,,,not_indowordnet_urdu_lemma,
868,گانے,,,not_indowordnet_urdu_lemma,
868,متبادل,,,not_indowordnet_urdu_lemma,
868,نذر,,,not_indowordnet_urdu_lemma,
867,علامات,,,not_indowordnet_urdu_lemma,
867,وادی,,,not_indowordnet_urdu_lemma,
867,ہمت,,,not_indowordnet_urdu_lemma,
866,بدقسمتی,,,not_indowordnet_urdu_lemma,
866,رابطے,,,not_indowordnet_urdu_lemma,
865,حلقے,,,not_indowordnet_urdu_lemma,
865,سختی,,,not_indowordnet_urdu_lemma,
864,تفریح,,,not_indowordnet_urdu_lemma,
864,علاوہ ازیں,,,not_indowordnet_urdu_lemma,
863,مقامات,,,not_indowordnet_urdu_lemma,
862,بزنس,,,not_indowordnet_urdu_lemma,
861,چہرہ,,,not_indowordnet_urdu_lemma,
861,قیامت,,,not_indowordnet_urdu_lemma,
860,رول,,,not_indowordnet_urdu_lemma,
860,شکایات,,,not_indowordnet_urdu_lemma,
859,سیاہ,,,not_indowordnet_urdu_lemma,
859,معذرت,,,not_indowordnet_urdu_lemma,
859,منظم,,,not_indowordnet_urdu_lemma,
857,ارادہ,,,not_indowordnet_urdu_lemma,
856,تلاوت,,,not_indowordnet_urdu_lemma,
856,جمال,,,not_indowordnet_urdu_lemma,
856,جہانگیر,,,not_indowordnet_urdu_lemma,
856,سینٹر,,,not_indowordnet_urdu_lemma,
856,فلاح,,,not_indowordnet_urdu_lemma,
856,وائس,,,not_indowordnet_urdu_lemma,
855,ہٹ,,,not_indowordnet_urdu_lemma,
854,بیمار,,,not_indowordnet_urdu_lemma,
854,رضوی,,,not_indowordnet_urdu_lemma,
854,ریسرچ,,,not_indowordnet_urdu_lemma,
854,فاضل,,,not_indowordnet_urdu_lemma,
853,بائیں,,,not_indowordnet_urdu_lemma,
853,فاصلے,,,not_indowordnet_urdu_lemma,
852,تاجر,,,not_indowordnet_urdu_lemma,
852,ہرا,,,not_indowordnet_urdu_lemma,
851,نکلنے,,,not_indowordnet_urdu_lemma,
851,وفات,,,not_indowordnet_urdu_lemma,
849,پہنچایا,,,not_indowordnet_urdu_lemma,
849,چیمپئن,,,not_indowordnet_urdu_lemma,
849,کرپشن,,,not_indowordnet_urdu_lemma,
848,رد,,,not_indowordnet_urdu_lemma,
848,ڈالی,,,not_indowordnet_urdu_lemma,
847,پکڑ,,,not_indowordnet_urdu_lemma,
847,خدشہ,,,not_indowordnet_urdu_lemma,
847,خیمے,,,not_indowordnet_urdu_lemma,
847,درپیش,,,no_two_source_semantic_agreement,lucky; situation; trouble; yours; upstairs
847,مت,,,not_indowordnet_urdu_lemma,
847,معنی,,,not_indowordnet_urdu_lemma,
846,متوقع,,,not_indowordnet_urdu_lemma,
845,اوپن,,,not_indowordnet_urdu_lemma,
845,خطرے,,,not_indowordnet_urdu_lemma,
845,رنگیلا,,,not_indowordnet_urdu_lemma,
844,میک,,,not_indowordnet_urdu_lemma,
844,نشستوں,,,not_indowordnet_urdu_lemma,
844,واپڈا,,,not_indowordnet_urdu_lemma,
843,خطوط,,,not_indowordnet_urdu_lemma,
843,سنگین,,,not_indowordnet_urdu_lemma,
843,وکٹوں,,,not_indowordnet_urdu_lemma,
842,اجاگر,,,not_indowordnet_urdu_lemma,
842,ادویہ,,,not_indowordnet_urdu_lemma,
841,سوچا,,,not_indowordnet_urdu_lemma,
841,کثیر,,,not_indowordnet_urdu_lemma,
840,اجتماع,,,not_indowordnet_urdu_lemma,
840,واقعے,,,not_indowordnet_urdu_lemma,
839,قلت,,,not_indowordnet_urdu_lemma,
838,پیشہ,,,not_indowordnet_urdu_lemma,
838,نمائندے,,,not_indowordnet_urdu_lemma,
837,خوشحالی,,,not_indowordnet_urdu_lemma,
837,دفاعی,,,not_indowordnet_urdu_lemma,
836,فطرت,,,not_indowordnet_urdu_lemma,
835,بلاگ,,,not_indowordnet_urdu_lemma,
835,تنخواہ,,,not_indowordnet_urdu_lemma,
835,طبقہ,,,not_indowordnet_urdu_lemma,
835,یکجہتی,,,not_indowordnet_urdu_lemma,
834,اتر,reply; answer; northern,,no_two_source_semantic_agreement,down; Thirty-two; boarded; came; many
834,عروج,,,not_indowordnet_urdu_lemma,
833,ایٹم,,,not_indowordnet_urdu_lemma,
832,خانے,,,not_indowordnet_urdu_lemma,
832,خلائی,,,not_indowordnet_urdu_lemma,
832,خوبصورتی,,,not_indowordnet_urdu_lemma,
832,فنکاروں,,,not_indowordnet_urdu_lemma,
831,تہانے,,,not_indowordnet_urdu_lemma,
831,مراحل,,,not_indowordnet_urdu_lemma,
830,بہلا,,,not_indowordnet_urdu_lemma,
830,چاول,rice,,no_two_source_semantic_agreement,
830,مہارت,,,not_indowordnet_urdu_lemma,
829,انجمن,,,not_indowordnet_urdu_lemma,
828,پانچویں,,,not_indowordnet_urdu_lemma,
828,جوں,,,not_indowordnet_urdu_lemma,
828,کروڑوں,,plural oblique of کَروڑ (karoṛ — crore (ten million)),no_two_source_semantic_agreement,billions; spending; dollars; shuffle; tips
827,رقبہ,,,no_two_source_semantic_agreement,
827,ٹرانسپورٹ,,,not_indowordnet_urdu_lemma,
826,بچی,,,not_indowordnet_urdu_lemma,
826,پودے,,,not_indowordnet_urdu_lemma,
825,تلے,,,not_indowordnet_urdu_lemma,
825,دفاتر,,,not_indowordnet_urdu_lemma,
825,ہدایات,,,not_indowordnet_urdu_lemma,
824,پٹہان,,,not_indowordnet_urdu_lemma,
824,گہرے,,,not_indowordnet_urdu_lemma,
824,میجر,,,no_two_source_semantic_agreement,Major; Pleasure; Farris; outside; interview
823,خوشگوار,,,not_indowordnet_urdu_lemma,
823,رس,"syrup; liquor; pleasure, joy",,no_two_source_semantic_agreement,initation; administer; serum; Candor; As
823,مطلوبہ,,,not_indowordnet_urdu_lemma,
823,نصب,,,not_indowordnet_urdu_lemma,
821,تناسب,,,not_indowordnet_urdu_lemma,
821,جہٹکے,,,not_indowordnet_urdu_lemma,
821,حدیث,,,not_indowordnet_urdu_lemma,
821,محل,,,not_indowordnet_urdu_lemma,
820,حرارت,,,not_indowordnet_urdu_lemma,
820,دائیں,,,not_indowordnet_urdu_lemma,
819,دلوں,,,not_indowordnet_urdu_lemma,
818,پورٹ,,,not_indowordnet_urdu_lemma,
818,سبز,,,not_indowordnet_urdu_lemma,
818,لگتے,,,not_indowordnet_urdu_lemma,
816,اندرون,,,not_indowordnet_urdu_lemma,
815,پڑہا,,,not_indowordnet_urdu_lemma,
815,عارضی,,,not_indowordnet_urdu_lemma,
815,مشینری,,,not_indowordnet_urdu_lemma,
812,رونما,,,not_indowordnet_urdu_lemma,
812,شفیق,,,not_indowordnet_urdu_lemma,
812,وہیں,,,no_two_source_semantic_agreement,there; RIGHT; THERE; right; Stay
811,مقابلوں,,,not_indowordnet_urdu_lemma,
