rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_meaning,readurdu_meaning,word2word_meaning
1283,لکھتے,write,4.87,ReadUrdu+word2word,,form of لِکْھنا (likhnā — to write) | also: plural masculine of لِکْھنا (likhnā — to write),write; report; Why; don; just
1284,نیز,also,4.87,Kaikki+ReadUrdu,"again; likewise; also, even","also, moreover",
1285,وادی,valley,4.87,Kaikki+ReadUrdu+word2word,valley,"n. valley | Platts: (for A. وادٍ wādiṉ), s.f. A valley, vale; low-lying ground; an oasis (in a desert); a desert; — channel (of a…",THE; LINE; FAULT; valley; IN
1286,وار,time,4.87,Kaikki+ReadUrdu,"occasion, time; assault, attack; a day of the week","n. assault, attack; a day of the week; occasion, time | Platts: s.m. A knock, stroke, blow; a cut, gash, wound; — attack, assault; — blame (of or for)…",jab; tell; Wise; Lucky; Thoreau
1287,پاؤں,foot,4.87,Kaikki+ReadUrdu+word2word,leg; foot; interference; meddling,foot; footprint; leg,feet; foot; Raise; Everyone; cold
1288,پیٹ,belly,4.87,Kaikki+ReadUrdu+word2word,"womb; stomach, belly","belly, stomach; womb",Pete; belly; leans; rumbly; tummy
1289,احسان,favour,4.86,Kaikki+ReadUrdu,favour; kindness; gratitude,"n. favour; kindness; gratitude | Platts: s.m., = A P احسانی ěḥsānī, s.f., [inf. n. iv of حسن 'to be or become good,' &c.], Doing that which is good…",
1290,افریقہ,Africa,4.86,Kaikki+ReadUrdu+word2word,"Africa (the continent south of Europe and between the Atlantic and Indian Oceans); Africa (a former province of the Roman Empire, containing what is now Tunisia and portions of coastal Algeria and Libya)","Africa (the continent south of Europe and between the Atlantic and Indian Oceans); Africa (a former province of the Roman Empire, containing what is now Tunisia and portions of coastal Algeria…",Africa; experimental; rebels; US; providing
1291,ایشیا,Asia,4.86,Kaikki+ReadUrdu,"Asia (the largest continent, located between Europe and the Pacific Ocean); Asia (an ancient province of the Roman Empire in western Anatolia, existing between 133 BC (during the Roman Republic) and the 7th century AD)",Asia,
1292,برا,bad,4.86,ReadUrdu+word2word,dirty; injurious; oppressor,"adj. bad (including all the broader meanings associated, i.e. sinner, oppressor, dirty, disgraced etc.); disliked, ugly; dirty | Platts: s.m. Rope, string ( = barārā; barhā); a kind of rope used in a village game on the fourteenth of the light…",bad; BAD; worse; looks; Not
1293,ترتیب,order,4.86,Kaikki+ReadUrdu+word2word,"classification; order, arrangement, sequence","n. order, arrangement, sequence; classification | Platts: s.f. Setting in order, arranging; order, arrangement, disposition, classification, method: — tartīb denā…",order; setting; didn; Thus; proper
1294,تشریف,seat,4.86,Kaikki+ReadUrdu+word2word,honour; khalat; seat; bottom,"n. honour; rank; dignity; seat; bottom | Platts: s.f. Honouring, exalting, ennobling; decking or investing with a splendid robe; — (in address) your honour,…",seat; Have; sit; visit; purpose
1295,تصدیق,confirmation,4.86,Kaikki+ReadUrdu+word2word,confirmation; verification; attestation; countersignature,"n. verification; confirmation; attestation; countersignature | Platts: s.f. Proving true, confirming the truth (of), verifying, attesting; acknowledging the truth (of);…",confirmation; Confirm; confirmed; cross-checked; legit
1296,جموں,Jammu,4.86,Kaikki+ReadUrdu,"Jammu (a region of Jammu and Kashmir, India); Jammu (a city, the winter capital of Jammu and Kashmir, India)","Jammu (a city, the winter capital of Jammu and Kashmir, India); Jammu (a region of Jammu and Kashmir, India)",
1297,حکام,authorities,4.86,ReadUrdu+word2word,,"authorities, officials (plural of حاکم)",authorities; officials; discover; THANK; high-level
1298,سننے,listening,4.86,ReadUrdu+word2word,,"oblique infinitive of سُنْنا (sunnā — to listen, to hear) | also: plural infinitive of سُنْنا (sunnā — to listen, to hear)",listening; LISTEN; hear; listen; HEAR
1299,سینیٹ,senate,4.86,ReadUrdu+word2word,,senate,Senate; expected; minute; way; hearing
1300,سیٹ,a seat,4.86,ReadUrdu+word2word,,a seat,set; seat; boss; ringer; vibrate
1301,فرانس,France,4.86,Kaikki+ReadUrdu+word2word,France (a country located primarily in Western Europe),France,France; ran; dad; Belleau; Wood
1302,مقبوضہ,occupied,4.86,Kaikki+ReadUrdu,"seized, captured; occupied, annexed, possessed","adj. occupied, annexed, possessed; seized, captured | Platts: (for A. مقبوضة maqbūẓat, fem. of maqbūẓ) = A مقبوض maqbūẓ (pass. part. of قبض 'tograsp, seize, take…",
1303,واقعی,really,4.86,Kaikki+ReadUrdu+word2word,"real, actual, true, right, proper; really, truly, verily, certainly, actually, indeed","really, truly",really; Really; REALLY; truly; indeed
1304,ٹکٹ,ticket,4.86,Kaikki+ReadUrdu+word2word,ticket,ticket,ticket; Tickets; Could; stamps; top
1305,احترام,respect,4.85,Kaikki+ReadUrdu+word2word,"attention; respect, honour; consideration, regardfulness","n. respect, honour; consideration, regardfulness; attention | Platts: s.m. Holding in veneration, reverencing, respecting, honouring; paying attention (to); reverence, veneration,…",respect; honor; great; DAD; WHAT
1306,احسن,ace,4.85,Kaikki+ReadUrdu,ace,"n. ace | Platts: (compar. & super. of حسن), adj. Better; best; more, or most, goodly, or comely, or beautiful; excellent;…",
1307,توہین,insult,4.85,Kaikki+ReadUrdu+word2word,"massacre; blasphemy, insult","insult, contempt",offending; insult; contempt; blasphemy; disrespect
1308,جلدی,quickly,4.85,Kaikki+ReadUrdu+word2word,quickness,quickly; haste,HURRY; Hurry; hurry; quick; Quickly
1309,مارکیٹ,market,4.85,ReadUrdu+word2word,,market,market; heading; east; black; sold
1310,معاہدہ,agreement,4.85,Kaikki+ReadUrdu+word2word,"a peace treaty, accord; an alliance; confederacy; contract; agreement; the matter which is legally enforceable","agreement, treaty",agreement; extradition; quiet; does; discreet
1311,منزل,destination,4.85,Kaikki+ReadUrdu+word2word,a line; house; abode; destination (of a journey),destination; storey,floor; ground; arrive; engulfed; destination
1312,پکڑ,holding,4.85,ReadUrdu+word2word,,"the act of grasping, holding; grip, hold, grasp (such as in wrestling); understanding",got; GOT; hold; caught; catch
1313,چوری,theft,4.85,Kaikki+ReadUrdu,theft,n. theft | Platts: s.f. A cake of bread rich with ghī,steal; stealing; stolen; thief; STOLEN
1314,بھول,Forget,4.84,ReadUrdu+word2word,,"mistake, error, blunder, oversight | also: infinitive of بُھولْنا (bhūlnā — to forget)",forgot; Forget; forget; forgotten; underst
1315,جنگی,military,4.84,Kaikki+ReadUrdu,martial; warlike; military,"adj. warlike; military; martial | Platts: (fr. jang), adj. & s.m. Of or relating to war; warlike, martial, military; quarrelsome, turbulent; great,…",war; convened; Assasinate; civil; council
1316,خلافت,caliphate,4.84,Kaikki+ReadUrdu,caliphate,"n. caliphate | Platts: (for A. خلافة, inf. n. of خلف 'to succeed or follow'), s.f. Deputy-ship, lieutenancy; the office or dignity…",
1317,ساتھی,partner,4.84,Kaikki+ReadUrdu+word2word,"comrade; companion; partner, ally","companion; friend, pal, mate; partner, ally",partner; colleague; fellow; plates; partners
1318,قلم,pen,4.84,Kaikki+ReadUrdu,pen; reed,pen,rolls; After; head; your
1319,متعارف,already introduced,4.84,Kaikki+ReadUrdu,"known to each other, already introduced, mutually known, widely known","adj. known to each other, already introduced, mutually known, widely known | Platts: (pass. part. of تعارف 'to be acquainted with one another,' vi of عرف 'to know'), part. adj. Known to each…",introduce; Gonna; Honey; orienting; myself
1320,معاف,forgiven,4.84,Kaikki+ReadUrdu+word2word,pardoned (from a punishment); forgiven (for a mistake etc.); absolved; cancelled (of a fine etc.),"adj. forgiven (for a mistake etc.); pardoned (from a punishment); absolved; cancelled (of a fine etc.) | Platts: (for A. معافي mǒʻāfā, pass. part. of عافي 'to forgive, pardon,' &c., iii of عفا (for عفو) 'to forgive,'…",forgive; Excuse; Forgive; forgave; excuse
1321,ناول,novel,4.84,Kaikki+ReadUrdu,novel,novel,
1322,والدہ,mother,4.84,ReadUrdu+word2word,mother,"n. mother | Platts: (for A. والدة wālidat, fem. of wālid), s.f. Mother. | also: feminine of والِد (vālid — father)",mother; Mother; said; Tacoma; Father
1323,ہائے,alas!,4.84,Kaikki+ReadUrdu,alas!; an exclamation of distress; a sigh,interj. alas! | n. an exclamation of distress; a sigh,stakes; played; rules; painstakingly; combed
1324,آلہ,device,4.83,ReadUrdu+word2word,weapon; appliance; contraption,"n. tool, implement, instrument, device; weapon; appliance | Platts: (for A. آلة), s.m. Instrument, &c. = ālat, q.v.; (in Gram.) the instrumental case: — āla-i-ḥirfat, s.m.…",device; prefer; infiltrate; neutron; locate
1325,آنکھ,eye,4.83,Kaikki+ReadUrdu+word2word,"eye; glance, look","eye; glance, look",Eye; eye; s-eye; God; DRAMATIC
1326,اتر,north,4.83,Kaikki+ReadUrdu,reply; answer; northern,"adj. northern | n. north (direction); reply; answer | Platts: adv. Here, in this place. | also: form of اُتَرْنا (utarnā — to get down, to get off)",down; Thirty-two; boarded; came; many
1327,تمہارا,grammatically plural: your,4.83,Kaikki+ReadUrdu,"second-person possessive pronoun, grammatically plural: yours; Early Modern English yours; second-person possessive determiner, grammatically plural: your; Early Modern English your","pron. second-person possessive pronoun, grammatically plural: yours; Early Modern English yours. | det. second-person possessive determiner, grammatically plural: your; Early Modern English your. | Platts: The gen. masc. of the pron. tum (f. -ī), Of you; your, yours",yours; travel; mine; brother; job
1328,تنگ,tight,4.83,Kaikki+ReadUrdu+word2word,"tight, narrow; distracted, bothered; troubled, distressed, vexed","adj. tight, narrow; troubled, distressed, vexed; distracted, bothered | Platts: adj. Contracted, straitened, confined, strait, narrow, tight; wanting, scarce, scanty, stinted, barren;…",tight; TIGHT; LOOKS; PRETTY; bullied
1329,حیران,surprised,4.83,Kaikki+ReadUrdu+word2word,"surprised, amazed, awed, speechless, shocked; flabbergasted, perplexed, confused, confused, baffled","surprised, amazed, awed, speechless, shocked; flabbergasted, perplexed, confused, confused, baffled",surprised; shocked; amazed; unprepared; unless
1330,رام,of Hindu usage,4.83,Kaikki+ReadUrdu,"God; Rama; a male given name, Ram or Rāma, from Sanskrit, of Hindu usage","name: Rama; a male given name, Ram or Rāma, from Sanskrit, of Hindu usage | Platts: adj. (f. -ā), Pleasing, delighting, pleasant; lovely, beautiful, charming…",
1331,روسی,Russian,4.83,Kaikki+ReadUrdu+word2word,Russian,Russian,Russian; caviar; Aeroflot; Been; adrenaline
1332,زیادتی,rape,4.83,Kaikki+ReadUrdu,"rape, sexual assault; transgression, wrongdoing; unfairness (connoted with deception)","unfairness (connoted with deception); oppression, injustice (connoted with forcefulness; coercion); rape, sexual assault",
1333,فروری,February,4.83,Kaikki+ReadUrdu+word2word,February,February,February; fine; providing; made; since
1334,منی,semen,4.83,Kaikki+ReadUrdu,"semen; jewel, gem","n. semen; jewel, gem | Platts: s.m. (occas. f.), or मणी manī, s.f., or मनी manī, s.m. & f. [S. मणिः and मणिका, and मणिकः], A precious stone,… | also: feminine of مُنّا (munnā — darling, dear, boy (especially of a child))",minivan; type; seem; don; like
1335,مومن,true believer,4.83,Kaikki+ReadUrdu,"devout Muslim, true believer; a male given name from Arabic","n. devout Muslim, true believer | name: a male given name from Arabic | Platts: (prop. muʼmin, act. part. of آمن 'to render secure or safe (from); — to believe, or believe in,' iv of أمن…",believer; think; m; a; I
1336,کائنات,the universe,4.83,Kaikki+ReadUrdu+word2word,the universe; creatures; beings; a female given name,"n. the universe; creatures; beings | name: a female given name | Platts: (pl. of kāʼinat, n. of un. fr. kāʼin, act. part. of کان (for کون), 'to be, to exist'), s.f. Existing things,…",universe; gigantic; infinite; chest; Copernicus
1337,گاندھی,a surname,4.83,Kaikki+ReadUrdu,"perfumer; Mohandas Karamchand Gandhi (1869–1948); a surname, Gandhi, originating as an occupation","name: a surname, Gandhi, originating as an occupation | n. perfumer",
1338,اسد,lion,4.82,Kaikki+ReadUrdu,Leo; lion,n. lion | name: Leo | Platts: s.m. Lion (syn. siṅh); Leo (the sign of the Zodiac),
1339,انعام,prize,4.82,Kaikki+ReadUrdu+word2word,prize; reward,"reward, prize",prize; Reward; Safe; grand; obscene
1340,بیچ,in the midst,4.82,Kaikki+ReadUrdu,"in the midst; middle, center","n. middle, center | adv. in the midst | Platts: s.m. Middle, midst, centre; difference, interval; room, space; average, mean; — quarrel, hostility; — prep. &… | also: infinitive of بیچْنا (becnā — to sell)",sold; Africa; discovered; autopsy; sell
1341,تفسیر,explanation,4.82,Kaikki+ReadUrdu,"explanation; exposition, commentary","n. exposition, commentary; explanation | Platts: s.f. Explaining, expounding, interpreting; explanation, exposition, interpretation (esp. of the Qorʼān);…",
1342,جتنا,As much as,4.82,ReadUrdu+word2word,,"pron. adj. (f. -ī; correl. itnā; utnā, titnā), As much as; as many; how much; however much: — jitne-meṅ, adv.…",as; much; Christian; hurt; clean
1343,جعلی,fake,4.82,Kaikki+ReadUrdu+word2word,"imitative; fake, counterfeit; forged, fabricated","adj. fake, counterfeit; forged, fabricated; imitative | Platts: (rel. n. fr. jaʻl), adj. Forged, fabricated, counterfeit, fictitious, artificial; spurious, false,…",bogus; fake; helped; bust; death
1344,خفیہ,secret,4.82,Kaikki+ReadUrdu+word2word,concealed; secret,"adj. concealed; secret | Platts: (for A. خفية ḵẖufyat, fem.; inf. n. of خفي 'to hide oneself,' &c.), adj. & adv. Concealed, hidden, disguised;…",secret; covert; undercover; build; encryption
1345,خلیفہ,successor,4.82,Kaikki+ReadUrdu,"caliph; successor; a Muslim cook, tailor, barber etc","n. caliph; successor; the most gifted wrestler (after the teacher) | Platts: (for A. خليفة ḵẖalīfat; v.n. fr. خلف 'to succeed'), s.m. A successor, a sovereign (particularly applied to…",
1346,درخت,tree,4.82,Kaikki+ReadUrdu+word2word,tree,n. tree | Platts: s.m. A tree,tree; oak; Tree; barren; fallen
1347,سازش,conspiracy,4.82,Kaikki+ReadUrdu+word2word,"conspiracy, scheme, plot","conspiracy, plot",trap; conspiracy; Conspiring; accused; conspiring
1348,شکریہ,thank,4.82,Kaikki+ReadUrdu+word2word,"gratitude, thank; thanks, thank you","interj. thanks, thank you | n. gratitude, thank | Platts: (for A. شکرية shukrīyat, abst. s. fr. shukr, q.v.), s.m. Gratitude, thanksgiving, &c. ( = shukrāna, q.v.)",Thank; Thanks; thank; THANK; YOU
1349,شیطان,devil,4.82,ReadUrdu+word2word,"Satan; mischievous; wicked, evil","devil, Satan",devil; GOING; TO; Devil; better
1350,عزم,determination,4.82,Kaikki+ReadUrdu+word2word,"determination, resolve, resolution","determination, resolve",vow; determination; wherever; Stelzer; vows
1351,قرض,loan,4.82,Kaikki+ReadUrdu+word2word,"debt; loan; credit; revenge, vengeance","loan, debt",loan; value; total; over; OWE
1352,مفت,free of charge,4.82,Kaikki+ReadUrdu,free of charge,"adj. free of charge | Platts: adj. & adv. Gratuitous; acquired without cost or labour; given away without return or benefit; gratuitously,…",free; Payless; Shoes; Free; Joe
1353,مٹی,dust,4.82,Kaikki+ReadUrdu+word2word,"dust; dirt, grime; soil, earth","soil, earth; dirt, grime; dust",CLAY; jealous; Easy; Dust; partner
1354,ناصر,assistant,4.82,Kaikki+ReadUrdu,"defender, assistant, helper, deliverer, ally","n. defender, assistant, helper, deliverer, ally | Platts: (act. part. of نصر 'to aid,' &c.), s.m. Defender, assistant, helper, deliverer, ally",
1355,چھوٹا,little,4.82,Kaikki+ReadUrdu+word2word,"little, small; subordinate, inferior, common; younger, junior, minor, lesser","little, small; younger, junior, minor, lesser; subordinate, inferior, common",small; smaller; little; seems; young
1356,ڈپٹی,deputy,4.82,ReadUrdu+word2word,,deputy,Deputy; Director; uh; The; Lowell
1357,کان,ear,4.82,Kaikki+ReadUrdu+word2word,ear,"n. ear | Platts: s.m. The ear; — hearing; heed, regard; — the handle (of a vessel); helm or rudder (of a ship); (in Prosody) a…",ear; ears; mine; Modeled; filters
1358,ہتھیار,weapon,4.82,Kaikki+ReadUrdu+word2word,weapon,weapon,weapon; weapons; overcame; forgeries; ease
1359,بچپن,childhood,4.81,Kaikki+ReadUrdu+word2word,"childhood, infancy; childishness, immaturity","childhood, infancy; childishness, immaturity",memorized; child; path; as; this
1360,تفصیل,detail,4.81,Kaikki+ReadUrdu+word2word,detail; particular; separation; distinguish; division; explanation; commentary (ie. an analysis),"n. detail; particular; explanation; commentary (ie. an analysis); separation; distinguish; division | Platts: s.f. Analysis, separation, division; explaining distinctly or in detail; explanation…",detail; Detail; a-ten-hut; detailed; thorough
1361,جذبات,feelings,4.81,ReadUrdu+word2word,,"emotions, feelings",feelings; man; grown; embrace; takes
1362,رحم,mercy,4.81,ReadUrdu+word2word,,"mercy, compassion",mercy; pity; high; Misery; predecessors
1363,شریعت,divine law,4.81,Kaikki+ReadUrdu,shari'a; threshold; divine law,"n. shari'a; divine law; justice; law; ordinance | Platts: (for A. شريعة, v.n. fr. شرع 'to make apparent,' &c.), s.f. The religious law of God (cf. sharʻ); law,…",
1364,شور,noise,4.81,Kaikki+ReadUrdu+word2word,"noise; uproar, clamor","n. noise; uproar, clamor | Platts: s.m. A barbarian, a savage; a member of a particular tribe of barbarians who inhabit the mountainous…",noise; NOISE; Need; WHAT; potatoes
1365,صبر,patience,4.81,Kaikki+ReadUrdu,patience; tolerance,"patience, endurance",smarter; patiently; Be; grow; happen
1366,کتنا,how many,4.81,Kaikki+ReadUrdu,how many; how much,"det. how much; how many | Platts: (see the trans. kātnā), v.n. To be spun",How; much; HOW; how; naive
1367,آخرت,afterlife,4.80,Kaikki+ReadUrdu,"hereafter; akhirah, afterlife","n. akhirah, afterlife; hereafter | Platts: s.f. The other or next world, the world to come, the future state (contr. fr. dāruʼl-āḵẖirat or…",
1368,خرید,buying,4.80,ReadUrdu+word2word,,"buying, purchase; purchase (something bought)",buy; buying; Nike; someday; bond
1369,دلچسپی,interest,4.80,ReadUrdu+word2word,,interest,interested; interest; underdogs; context; ahead
1370,دیکھو,Look,4.80,ReadUrdu+word2word,,"infinitive of دیکْھنا (dekhnā — to look, see, watch)",Look; look; See; at; Watch
1371,سادہ,simple,4.80,Kaikki+ReadUrdu+word2word,"white; plain, simple","adj. plain, simple; white | Platts: (prob. akin to S. साधु, q.v.), adj. (f. -ī), Plain, unadorned; white; pure, unmixed, simple; unseasoned;…",simple; sober; plain; cowardice; grand
1372,شہرت,fame,4.80,Kaikki+ReadUrdu,"notoriety; fame, reputation; renown",fame,
1373,فلسطین,Palestine,4.80,Kaikki+ReadUrdu+word2word,"Palestine (the region in Western Asia in the Middle East between the Mediterranean Sea and the Jordan River); Palestine (a country in Western Asia, in the Middle East; the State of Palestine; the homeland of the Palestinian people)",Palestine,Palestine; where; didn; nation; Buddy
1374,لکھنے,writing,4.80,ReadUrdu+word2word,,oblique infinitive of لِکْھنا (likhnā — to write) | also: plural infinitive of لِکْھنا (likhnā — to write),writing; additional; give; point; Thank
1375,نگر,city,4.80,Kaikki+ReadUrdu,"borough; city, town; an urban area","n. city, town; borough; an urban area | Platts: s.m. A city, town: — nagarādhyaksh (˚ra+adh˚), s.m. (f. -ī), Overseer or superintendent of a town…",
1376,چائے,tea,4.80,Kaikki+ReadUrdu+word2word,cha; tea,tea; chai; cha,GRANNY; PEACH; TEA; S; bucket
1377,آفس,office,4.79,ReadUrdu+word2word,,office,high-res; version; office; telephone; convenient
1378,ایجنسی,agency,4.79,ReadUrdu+word2word,,agency,Agency; agency; twisted; Such; domestic
1379,بول,speaking,4.79,ReadUrdu+word2word,"tune, air; taunt, jeer; phrase, sentence","n. speech, speaking, word, talk, conversation, delivery, utterance, cry, voice; phrase, sentence; tune, air | Platts: (rt. of bolnā, q.v.), s.m. Speech, speaking, word, talk, conversation, delivery, utterance, cry, voice;… | also: form of بولْنا (bolnā — to speak)",lying; speaking; telling; truth; speaks
1380,بچی,girl,4.79,ReadUrdu+word2word,girlfriend,"n. feminine of بَچَّہ (bacca); girl, female child; girlfriend | Platts: (fem. of baććā), s.f. Little girl; female child; maid, lassie; — female young animal; — tuft of hair on the… | also: feminine of بَچَّہ (bacca — baby; kid, child (of any gender))",kid; Alright; girl; Pull; gaming
1381,جرمن,German,4.79,Kaikki+ReadUrdu+word2word,"the German language, of Germany",German,German; amazing; keeping; pretty; free
1382,سروس,service,4.79,ReadUrdu+word2word,,"service; duty, work",service; SERVICE; Service; Secret; WENT
1383,سفیر,ambassador,4.79,Kaikki+ReadUrdu+word2word,"mediator; ambassador, envoy; arbitrator, messenger","ambassador, envoy; arbitrator, messenger; mediator",ambassador; An; Which; again; he
1384,سمجھتا,understand,4.79,ReadUrdu+word2word,,masculine singular of سَمَجْھنَا (samajhnā — to understand),understand; Move; wheel-kicking; massacre; Does
1385,ضمانت,guarantee,4.79,Kaikki+ReadUrdu+word2word,"bail; guarantee, security","n. bail; guarantee, security | Platts: (for A. ضمانة, fr. ẓamān), s.f. Security, &c. ( = ẓāminī, q.v.): — ẓamānat-pe rahā karnā, v.t…",guarantee; child; bailed; BAILED; bail
1386,فرقہ,religious sect,4.79,Kaikki+ReadUrdu,"cult; religious sect; faith, religion","n. religious sect; cult; faith, religion | Platts: (for A. فرقة firqat, v.n. fr. فرق; see farq), s.m. A distinct body or class (of men), a party, body, troop,…",
1387,نگاہ,look,4.79,Kaikki+ReadUrdu,"vision; custody, care; look, aspect (of)","glance, look",RED; slows; watching; down; never
1388,کاروباری,pertaining to business,4.79,Kaikki+ReadUrdu,businessman; pertaining to business,n. businessman | adj. pertaining to business,slightly; entrepreneur; nobility; cloth; dishonorable
1389,کارڈ,card,4.79,Kaikki+ReadUrdu+word2word,card,card; credit card,card; cloning; distribution; entry-cards; Gerdi
1390,یہودی,Jew,4.79,Kaikki+ReadUrdu+word2word,"Jew; Zionist, Israeli","adj. Jewish; Zionist, Israeli | n. Jew; Zionist, Israeli | Platts: (rel. n. fr. yahūd), adj. & s.m. Of or relating to the Jews; Hebrew, Jewish; Judæan; Judaical; — a Jew, a…",Jew; Jews; Jewish; son; minority
1391,اصلاح,improvement,4.78,Kaikki+ReadUrdu,"improvement, atonement, correction, emendation, modification, reform","n. improvement, atonement, correction, emendation, modification, reform | Platts: s.f. Correction, improvement, amendment, emendation, adjustment; revision; — dressing or trimming the beard;…",
1392,بہار,spring,4.78,Kaikki+ReadUrdu+word2word,"blossom, bloom; glory, splendor; spring (season)",spring; bloom,Spring; Meet; Third; on; and
1393,جامعہ,university,4.78,Kaikki+ReadUrdu,university,university,
1394,جانور,animal,4.78,Kaikki+ReadUrdu+word2word,"animal, beast; savage, uncivilized being","n. animal, beast; savage, uncivilized being | Platts: s.m. lit. 'Having life'; an animal, living creature; — (fig.), a blockhead, fool",animals; beast; cage; animal; Stinking
1395,جنم,birth,4.78,Kaikki+ReadUrdu,birth; emergence,"n. birth; emergence | Platts: s.m. Birth, production, origin; nativity; existence, life; state of existence…",begs; One; another; Soft; stoop
1396,سیاہ,black,4.78,Kaikki+ReadUrdu+word2word,black,"adj. black | Platts: adj. Black, dark, sombre; unfortunate, bad: — siyāh-bāt̤in, adj. & s.m. Black-hearted, false-hearted…",dark; Black; slimy; hull; Ops
1397,شعور,wisdom,4.78,Kaikki+ReadUrdu+word2word,"consciousness; puberty, maturity; intellect, wisdom; good sense","n. intellect, wisdom; good sense; consciousness; puberty, maturity | Platts: (inf. n. of شعر 'to know, to understand,' &c.), s.m. Knowledge, wisdom, intelligence, sense, discretion,…",wisdom; remains; men; Our; all
1398,محبوب,beloved,4.78,ReadUrdu+word2word,,"beloved, dear",beloved; reunited; delivered; dress; Emergency
1399,معصوم,innocent,4.78,Kaikki+ReadUrdu+word2word,sinless; innocent; infallible,innocent,innocent; Innocents; Innocent; beds; torn
1400,منسلک,attached,4.78,Kaikki+ReadUrdu+word2word,"joined, appended, annexed, attached","adj. joined, appended, annexed, attached | Platts: (act. part. of اِنْسلك, vii of (and syn. with) سلك 'to enter (into),' &c.), part. adj. Being drawn (into, as…",attached; package; connected; tied; victims
1401,پتا,father,4.78,Kaikki+ReadUrdu,father; direction; address (of a place),"n. address (of a place); direction; father | Platts: s.m. Sign, mark, signal, symptom, token, trace, clue, hint, direction, specification, particular mention;… | also: form of پَتَہ (pata — address)",worst; knows; Maybe; truth; Unbelievable
1402,آرام,rest,4.77,Kaikki+ReadUrdu+word2word,rest; comfort; leisure,"rest, comfort",rest; relax; Easy; calm; stay
1403,بھلا,good,4.77,ReadUrdu+word2word,,"good; righteous; honest, respectable",good; Condemn; help; He; To
1404,جائز,just,4.77,Kaikki+ReadUrdu,"lawful, just; proper, appropriate; permissible, permitted, allowed","adj. permissible, permitted, allowed; lawful, just; proper, appropriate | Platts: (act. part. of جوز), adj. Allowable, permitted, possible; passing as right; lawful, right, proper, sound,…",badass; legitimate; English; qualifies; provided
1405,جلسہ,public gathering,4.77,Kaikki+ReadUrdu,"rally; public gathering; event, convention","n. event, convention; public gathering; rally | Platts: (for A. جلسة jalsat, fem., rt. جلس 'to sit'), s.m. A sitting; a meeting, an assembly; a social gathering; a…",
1406,جوان,young,4.77,Kaikki+ReadUrdu+word2word,young; youthful; a soldier,"adj. young; youthful | n. a young man; a soldier | Platts: adj. & s.m.f. Young, youthful, in the prime of manhood or womanhood; vigorous; blooming; — a young man or…",young; lady; able-bodied; lining; 1500
1407,شراب,alcohol,4.77,Kaikki+word2word,alcohol; alcoholic drink; wine,"wine, liquor",alcohol; smell; booze; Turn; lemons
1408,عرض,request,4.77,Kaikki+ReadUrdu,width; request; latitude,"n. request; petition; width | Platts: (inf. n. of عرض 'to show the breadth,' 'to show, exhibit, present,' &c.), s.f. Presenting or representing;…",
1409,عنوان,title,4.77,ReadUrdu+word2word,topic; preface; introduction,"title, heading",title; Solutions; Consultant; My; official
1410,لباس,clothes,4.77,Kaikki+ReadUrdu,"clothes, clothing, attire","clothes, clothing, attire",robe; dress; cloak; gave; poisoned
1411,محل,palace,4.77,Kaikki+ReadUrdu+word2word,palace; woman's quarters,palace,palace; steps; castle; march; believing
1412,ناک,nose,4.77,Kaikki+ReadUrdu+word2word,nose,"n. nose | Platts: (i.q. S. नक्, base नज्), suffix (added to verbal roots, and subst., to form adj. of quality), Affected…",outrage; knockout; Clinch; nose; tilted
1413,چہرہ,face,4.77,ReadUrdu+word2word,"mask, facade; mien, demeanor; portrait, likeness",face,face; manhunts; forever; For; those
1414,کافر,infidel,4.77,Kaikki+ReadUrdu,kafir; infidel; unbeliever,"n. unbeliever; infidel; kafir | Platts: (act. part. of کفر 'to be unbelieving,' &c.), adj. & s.m. Infidel, impious; ungrateful; — one denying God, an…",pagan; worshipping; symbols; visiting; temples
1415,کرم,kindness,4.77,Kaikki+ReadUrdu,bravery; kindness; honour; decency,"kindness, grace, generosity",loaf; Peace; all-clear; upon; pal
1416,کشی,decay,4.77,Kaikki+ReadUrdu,decay,"n. decay | Platts: s.m. Loss, waste, wane, diminution, decrease, destruction, decay, wasting or wearing away; fall (of prices);…",life; committing; suicide; own; newspapers
1417,اسٹیڈیم,stadium,4.76,Kaikki+ReadUrdu+word2word,stadium,stadium,THE; STADIUM; SIDE; OF; TO
1418,انکشاف,discovery,4.76,Kaikki+ReadUrdu,discovery; revelation (ie. something concealed being revealed),"n. discovery; revelation (ie. something concealed being revealed) | Platts: s.m. Being disclosed; disclosure, exposure, detection",
1419,تجزیہ,analysis,4.76,Kaikki+ReadUrdu,"analysis, dissolution","analysis, dissolution",Analyzing; analyze; Genesis; Chamber; sample
1420,توبہ,repentance,4.76,Kaikki+ReadUrdu,my God!; repentance; recantation,repentance,Tell; God
1421,جاپان,Japan,4.76,Kaikki+ReadUrdu+word2word,Japan (a country in East Asia),Japan,Japan; JAPAN; IT; Okinawa; Krauts
1422,حکیم,doctor,4.76,Kaikki+ReadUrdu,"statesman; physician, doctor; sage, philosopher","n. physician, doctor; sage, philosopher; one of the 99 names of Allah | Platts: (fr. حکم), s.m. A wise man, a sage; a philosopher; — a physician, doctor: — nīm-ḥakīm, s.m. An inexperienced…",Hakim; em; wait; back; get
