rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,external_selector_score,kaikki_meaning,readurdu_meaning,word2word_meaning,semantic_basis
1545,منی,semen,525,CLE Urdu top-5000 frequency list,A_direct_corroborated,5339588,4,2,"semen; jewel, gem","n. semen; jewel, gem | Platts:",minivan; type; seem; don; like,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1546,ہوش,consciousness,525,CLE Urdu top-5000 frequency list,A_direct_corroborated,5605015,1,3,"consciousness, awareness","senses, consciousness",blacked; regained; consciousness; conscious; Martin,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1547,کامل,perfect,524,CLE Urdu top-5000 frequency list,A_direct_corroborated,1812363,7,2,saint; expert; master,"adj. perfect; complete, full | n. expert; saint; master | Platts: (act. part. of کمل 'to be complete,' &c.; see kamāl), adj. &",perfect; Perfect; child; PERFECT; Missed,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1548,جرمانہ,fine,519,CLE Urdu top-5000 frequency list,A_direct_corroborated,13130150,1,2,a fine; penalty (monetary or otherwise),n. a fine; penalty (monetary or otherwise) | Platts: (A. jurm+P. āna),,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1549,ویڈیو,video,518,CLE Urdu top-5000 frequency list,A_direct_corroborated,6195278,1,2,,video,video; ransom; Video; make; hang,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1550,گردش,rotation; revolution,516,CLE Urdu top-5000 frequency list,A_direct_corroborated,7339377,5,3,rotation; revolution; circulation,n. rotation; revolution; circulation | Platts: (see gard),rotation; spar; Augusto; circulating; throw,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1551,مفت,free,515,CLE Urdu top-5000 frequency list,A_direct_corroborated,1771536,1,3,free of charge,adj. free of charge | Platts: adj. &,free; Payless; Shoes; Free; Joe,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1552,آتش,fire; flame,514,CLE Urdu top-5000 frequency list,A_direct_corroborated,13307342,1,2,"anger; rage; fire; flame; passion, zeal","n. fire; flame; anger; rage; passion, zeal | Platts:",fireworks; fusion; hates; Nice; center,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1553,فقیر,beggar; mendicant,514,CLE Urdu top-5000 frequency list,A_direct_corroborated,9701654,4,2,"a lover; dervish; a beggar, needy","mendicant, ascetic",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1554,الف,name of the first letter of the Urdu alphabet; alif,513,CLE Urdu top-5000 frequency list,B_two_source_fallback,,0,2,name of the first letter of the Urdu alphabet; alif,n. name of the first letter of the Urdu alphabet; alif | Platts:,robots; breath; first; waste; thing,IndoWordNet lemma + Kaikki agreement with ReadUrdu+word2word
1555,ٹیبل,table,509,CLE Urdu top-5000 frequency list,A_direct_corroborated,4327412,1,1,,,haystack; table; Hell; gonna; go,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1556,تنویر,illuminating,508,CLE Urdu top-5000 frequency list,A_direct_corroborated,294451,1,1,,"s.f. Illuminating, enlightening; illumination",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1557,سفارش,recommendation,507,CLE Urdu top-5000 frequency list,A_direct_corroborated,6605048,1,3,"recommendation, endorsement","n. recommendation, endorsement | Platts:",recommendation; recommend; balconies; asked; standing,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1558,قلعہ,fortress; fort,507,CLE Urdu top-5000 frequency list,A_direct_corroborated,3350250,1,3,"castle (rook); fort, fortress, castle; a type of firework which has firecrackers",fort,fortress; mean; This; place; like,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1559,متنازعہ,controversial,506,CLE Urdu top-5000 frequency list,A_direct_corroborated,632897,1,1,,"(for A. متنازعةَ mutanāzaʻat, fem. of mutanāzaʻ)",controversial; Paddy; -The; Conlon,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1560,بخوبی,very well,504,CLE Urdu top-5000 frequency list,A_direct_corroborated,342550,2,1,,very well (in a good way),entrusted; legacy; holy; knew; twelve,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1561,کمر,waist,504,CLE Urdu top-5000 frequency list,A_direct_corroborated,5486667,2,2,a sheath; waist; loin; girdle; sash,n. waist; loin; girdle; sash; a sheath | Platts:,Watch; gearing; potato; basically; big,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1562,گانا,sing,502,CLE Urdu top-5000 frequency list,A_direct_corroborated,1714185,3,3,song; to sing,"n. song | v. to sing | Platts: v.t. and n. To sing, chant, to celebrate; to sing the praises of, to laud; — to relate, describe…",sweetly; singing; ye; bubble; sing,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1563,مبادلہ,exchange,502,CLE Urdu top-5000 frequency list,A_direct_corroborated,1078424,1,1,,"(for A. مبادلة mubādalat, inf. n. of iii of بدل 'to change or exchange')",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1564,منتقلی,transfer,501,CLE Urdu top-5000 frequency list,A_direct_corroborated,198058,4,1,,,TRANSFER; COMPLETE; transfer; With; site,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1565,ہڈی,bone,501,CLE Urdu top-5000 frequency list,A_direct_corroborated,5206933,1,3,bone,bone,bone; Then; throw; SPINE; UP,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1566,برتن,pot,498,CLE Urdu top-5000 frequency list,A_direct_corroborated,3945580,4,3,"crockery, dinnerware, tableware; any vessel used for eating","n. crockery, dinnerware, tableware; any vessel used for eating | Platts:",pot; coffee; stinging; Into; Is,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1567,مکان,house,498,CLE Urdu top-5000 frequency list,A_direct_corroborated,3505558,2,2,house; space,"n. house; space | Platts: (n. of place fr. کان (for کون) 'to be, exist; remain,' &c.)",Basically; agree; with; we; you,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1568,رحم,compassion; pity,496,CLE Urdu top-5000 frequency list,A_direct_corroborated,4774185,5,2,,"mercy, compassion",mercy; pity; high; Misery; predecessors,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1569,وقفہ,respite; recess; break,494,CLE Urdu top-5000 frequency list,A_direct_corroborated,1048692,2,2,"space, gap; semicolon ؛; interval, pause, intermission","n. space, gap; interval, pause, intermission; semicolon ؛ | Platts: (for A. وقفة waqfat, nom. vicis fr. waqf",spacing; !; Keep; your,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1570,ٹاس,flip,493,CLE Urdu top-5000 frequency list,A_direct_corroborated,1230328,1,1,,coin flip to determine which team bats first,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1571,گلاب,rose,491,CLE Urdu top-5000 frequency list,A_direct_corroborated,12451976,1,3,rose,rosewater; rose,rose; leagues; mossy; knoll; thickets,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1572,جملہ,sentence,490,CLE Urdu top-5000 frequency list,A_direct_corroborated,6202151,1,2,"all; phrase, saying; a (complete) sentence",sentence; total,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1573,عصر,era; epoch,490,CLE Urdu top-5000 frequency list,A_direct_corroborated,15049272,1,1,,"s.m. Time, a space or period of time, an age; — afternoon; — the afternoon prayer (between 4.30 and sunset =…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1574,حرام,prohibited,488,CLE Urdu top-5000 frequency list,A_direct_corroborated,1454027,2,3,haram; unlawful; forbidden,"adj. forbidden; unlawful; haram | Platts: (inf. n. of حرم 'to be prohibited,' &c.), adj. Forbidden, prohibited, unlawful, wrong; excluded; sacred,…",forbidden; Action; returned; yet; As,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1575,ڈیزائن,design,488,CLE Urdu top-5000 frequency list,A_direct_corroborated,3146300,3,1,,,designed; designs; disappoint; experiment; applicants,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1576,خلیفہ,caliph,486,CLE Urdu top-5000 frequency list,A_direct_corroborated,9741760,1,2,"caliph; successor; a Muslim cook, tailor, barber etc",n. caliph; successor; the most gifted wrestler (after the teacher) | Platts: (for A. خليفة ḵẖalīfat; v.n. fr. خلف 'to succeed'),,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1577,منتظر,waiter,486,CLE Urdu top-5000 frequency list,A_direct_corroborated,10602882,2,2,,"waiting, expectant",Waiting; step; Barcelona; approach; Got,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1578,بدن,body,484,CLE Urdu top-5000 frequency list,A_direct_corroborated,5154650,1,3,body,n. body | Platts:,body; suicide; removed; from; We,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1579,جوڑ,joint,483,CLE Urdu top-5000 frequency list,A_direct_corroborated,5525587,5,2,"joint, connect","joint, connect",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1580,قواعد,grammar,483,CLE Urdu top-5000 frequency list,A_direct_corroborated,6092944,2,2,grammar,n. plural of قَاعِدَہ (qā'ida); grammar | Platts:,rules; -It; regulations; probably; cares,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1581,قبرستان,cemetery; graveyard,482,CLE Urdu top-5000 frequency list,A_direct_corroborated,8403390,1,2,cemetery; graveyard,cemetery; graveyard,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1582,بہادر,brave,481,CLE Urdu top-5000 frequency list,A_direct_corroborated,285115,5,3,"brave; hero, champion",brave,brave; HEROIC; Brave; bravest; PLAYS,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1583,قبر,grave; tomb,481,CLE Urdu top-5000 frequency list,A_direct_corroborated,3418251,2,3,"grave, tomb",grave,grave; then; Mother; willow; branch,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1584,ہستی,being; existence,481,CLE Urdu top-5000 frequency list,A_direct_corroborated,13768200,1,2,"existence, being; personality, entity","n. existence, being; personality, entity | Platts:",A; saint,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1585,آزادانہ,openly,480,CLE Urdu top-5000 frequency list,A_direct_corroborated,53782,2,1,,,freely; In; elected; government; a,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1586,رخصت,farewell; leave; leave-taking,480,CLE Urdu top-5000 frequency list,A_direct_corroborated,51421,2,2,"leave (of absence); leave, permission to leave, dismission, departure","departure, leave, farewell",furlough; handle; Show; sign; basic,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1587,قربان,self-sacrifice,478,CLE Urdu top-5000 frequency list,A_direct_corroborated,1190818,1,3,"corban; sacrifice, giving up; sacrificial offering","n. corban; sacrifice, giving up; sacrificial offering | Platts: (inf. n. of قرب 'to approach')",sacrifice; only; preserve; order; best,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1588,نفسیات,psychology; psychological science,478,CLE Urdu top-5000 frequency list,A_direct_corroborated,6055679,1,1,,study of mental functions and behaviours,psychologist; not; m; a; I,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1589,جیب,pocket,477,CLE Urdu top-5000 frequency list,A_direct_corroborated,3927664,1,2,pocket,s.f. The tongue ( = jībh,pocket; Hey; Get; afford; broad,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1590,سرپرستی,protection,476,CLE Urdu top-5000 frequency list,A_direct_corroborated,805831,2,1,,"patronage, protection, mentorship, guardianship",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1591,دوم,second,475,CLE Urdu top-5000 frequency list,A_direct_corroborated,2278352,1,2,second,"adj. second | Platts: adj. Second; inferior, second sort",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1592,مومن,Muslim,475,CLE Urdu top-5000 frequency list,A_direct_corroborated,9543894,1,3,"devout Muslim, true believer; a male given name from Arabic","n. devout Muslim, true believer | name: a male given name from Arabic | Platts: (prop. muʼmin, act. part. of آمن 'to render secure or safe (from); — to believe, or believe in,' iv of أمن…",believer; think; m; a; I,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1593,منصفانہ,fair,472,CLE Urdu top-5000 frequency list,A_direct_corroborated,995815,2,1,,"adj. Equitably, justly, fairly, candidly",fair; unfair; seems; Absolutely; trial,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1594,روانگی,departure; going; going away,471,CLE Urdu top-5000 frequency list,A_direct_corroborated,41114,7,2,"travelling, setting out; departure, leaving, going, passing, despatch","n. departure, leaving, going, passing, despatch; travelling, setting out | Platts: (abst. s. fr. next)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1595,سادگی,plainness,471,CLE Urdu top-5000 frequency list,A_direct_corroborated,4641762,3,2,"plainness; simplicity, naivety","n. simplicity, naivety; plainness | Platts: (abst. s. fr. next)",They; No; people; different; from,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1596,شہزادی,princess,471,CLE Urdu top-5000 frequency list,A_direct_corroborated,10317446,1,3,"princess (a king's daughter, granddaughter or other female descendant)","princess (a king's daughter, granddaughter or other female descendant)",princess; Princess; Highness; Such; Forgive,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1597,مجاہد,battleful; bellicose; combative,470,CLE Urdu top-5000 frequency list,A_direct_corroborated,89079,2,1,,"(act. part. of جاهد 'to exert oneself vigorously' (against); 'to fight against,' (esp. against unbelievers),…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1598,طلاق,divorce; divorcement,468,CLE Urdu top-5000 frequency list,A_direct_corroborated,1186232,1,2,divorce,divorce,Divorced; divorced; RPN; artist; talks,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1599,غفلت,carelessness,467,CLE Urdu top-5000 frequency list,A_direct_corroborated,4609882,5,1,negligence; carelessness,"negligence, heedlessness",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1600,کیمیائی,chemical,466,CLE Urdu top-5000 frequency list,A_direct_corroborated,2779054,1,2,"chemical, chemo-","chemical, chemo-",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1601,لکڑی,wood,466,CLE Urdu top-5000 frequency list,A_direct_corroborated,14900228,1,3,"stick; wood, timber","stick; wood, timber",wood; wooden; Belleau; Wood; Go,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1602,دشمنی,enmity,463,CLE Urdu top-5000 frequency list,A_direct_corroborated,7445217,4,2,hate; enmity; hatred,enmity,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1603,نہر,canal,463,CLE Urdu top-5000 frequency list,A_direct_corroborated,2918793,1,1,,canal,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1604,نیلم,sapphire,461,CLE Urdu top-5000 frequency list,A_direct_corroborated,14821913,1,1,,"s.m. A sapphire (see nīl-maṇi, or nīl-man, s.v. nīl)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1605,حرف,letter; letter of the alphabet; alphabetic character,460,CLE Urdu top-5000 frequency list,A_direct_corroborated,6736892,2,2,"particle; letter, character (of an alphabet)","n. letter, character (of an alphabet); particle | Platts: (inf. n. of حرف 'to turn from, to alter,' &c.)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1606,مجرم,accused,460,CLE Urdu top-5000 frequency list,A_direct_corroborated,9618938,4,3,"sinner; criminal, offender","n. criminal, offender; sinner | Platts: (act. part. of اجرم, iv of (and syn. with) جرم 'to commit a sin, or crime,' &c.), part.",guilty; criminal; criminals; locks; peasants,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1607,خودکش,suicide,459,CLE Urdu top-5000 frequency list,A_direct_corroborated,10513535,1,2,suicidal; of or relating to suicide,suicidal; of or relating to suicide,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1608,نمونہ,sample,457,CLE Urdu top-5000 frequency list,A_direct_corroborated,5748975,7,3,"specimen, sample, example","n. specimen, sample, example | Platts:",sample; heliocentric; model; bio; interactions,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1609,بیورو,bureau,456,CLE Urdu top-5000 frequency list,A_direct_corroborated,8222706,1,1,,bureau,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1610,ریٹ,rate,456,CLE Urdu top-5000 frequency list,A_direct_corroborated,13153496,1,1,,"rate; speed, movement",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1611,وسط,center; middle,455,CLE Urdu top-5000 frequency list,A_direct_corroborated,8405214,1,1,,,middle; center; displace; Right; forest,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1612,توقیر,respect,452,CLE Urdu top-5000 frequency list,A_direct_corroborated,6125143,1,1,,"s.f. Honouring, revering, respecting, treating with ceremony; honour, reverence, veneration, respect: —…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1613,لائسنس,license,452,CLE Urdu top-5000 frequency list,A_direct_corroborated,6462952,1,1,,,license; Rocky; knows; import; blocking,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1614,میلہ,fair,452,CLE Urdu top-5000 frequency list,A_direct_corroborated,514142,1,2,,"festival, fair; mela (the Hindu religious festival)",return; Fair; fair; however; In,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1615,سودا,bargain; deal,450,CLE Urdu top-5000 frequency list,A_direct_corroborated,6680384,2,3,"fruits; sweetmeats; goods, wares; trade, traffic; marketing; purchase, bargain; the black bile (one of the four humours of the body), atrabilis; melancholy; hypochondria; frenzy, madness, insanity; love; desire, concupiscence; ambition","n. goods, wares; trade, traffic; marketing; purchase, bargain; fruits; sweetmeats; the black bile (one of the four humours of the body), atrabilis; melancholy; hypochondria; frenzy, madness,… | Platts:",deal; bargain; big; smell; Deal,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1616,بستر,bed linen,448,CLE Urdu top-5000 frequency list,A_direct_corroborated,2794163,2,2,carpet; pillow; bedding,"n. bed, mattress; bedding; pillow | Platts:",bed; To; Sultan; Hajar; supper,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1617,نیکی,breeding; genteelness; gentility,448,CLE Urdu top-5000 frequency list,A_direct_corroborated,4758149,5,2,"virtue, goodness","virtue, goodness",-Oh; goodness; stays; -Well; Daddy,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1618,انچ,inch,447,CLE Urdu top-5000 frequency list,A_direct_corroborated,13469892,1,1,,(from the English),inches; pretty; contained; think; Three,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1619,اطلاق,application; practical application,446,CLE Urdu top-5000 frequency list,A_direct_corroborated,935248,1,1,,"s.m. Loosing, setting at liberty; divorcing, repudiating; disengagedness, freedom; application, reference…",applied; risk; willing; long; able,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1620,شاگرد,boarder,446,CLE Urdu top-5000 frequency list,A_direct_corroborated,9716719,4,2,"servant; helper; pupil, apprentice; student","pupil, disciple",atrium; students; still; her; are,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1621,کرایہ,hire,445,CLE Urdu top-5000 frequency list,A_direct_corroborated,797507,2,1,,"s.m. Hire, fare, rent, freight: — kirāya ughānā (-kā), To collect rent, &c.: — kirāya (or kirāʼe) ćalānā or…",rent; great; ll; house; for,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1622,ترکیب,mixture; mixing,443,CLE Urdu top-5000 frequency list,A_direct_corroborated,376122,7,1,,"s.f. Putting together, combining, mixing; setting (a stone); composition; compound; mixture; construction,…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1623,داستان,narrative; story; tale,443,CLE Urdu top-5000 frequency list,A_direct_corroborated,7122198,4,2,"story, tale, narrative","tale, legend",Dastan; excelled; gotten; selling; leads,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1624,توہین,insult,437,CLE Urdu top-5000 frequency list,A_direct_corroborated,1209757,2,3,"massacre; blasphemy, insult","insult, contempt",offending; insult; contempt; blasphemy; disrespect,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1625,زبردستی,harassment; molestation,437,CLE Urdu top-5000 frequency list,A_direct_corroborated,415210,4,2,"oppression, injustice; forcefulness; coercion (act of forcing)","forcefulness; coercion (act of forcing); oppression, injustice",affidavit; separation; confirming; obtain; reasons,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1626,ڈائری,diary,436,CLE Urdu top-5000 frequency list,A_direct_corroborated,3157165,2,1,,"diary, journal (book containing personal writing)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1627,وفا,fidelity,435,CLE Urdu top-5000 frequency list,B_two_source_fallback,,0,2,loyalty; fidelity; a female given name from Arabic,"fidelity, faithfulness",,IndoWordNet lemma + Kaikki agreement with ReadUrdu
1628,تقرری,appointment,434,CLE Urdu top-5000 frequency list,A_direct_corroborated,160599,1,1,,s.f. Settlement; appointment ( = taqarrur),,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1629,گرفت,clutch; clutches; grasp,433,CLE Urdu top-5000 frequency list,A_direct_corroborated,800897,3,2,,"s.f. Taking, seizure, capture; — a handle, catch, grasp, hold, clutch; — an objection; criticism: — girift…",HOLD; ON; grip; YOU; Wow,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1630,بغاوت,rebellion; revolt,432,CLE Urdu top-5000 frequency list,A_direct_corroborated,948216,3,2,"treason; rebellion, revolt","rebellion, revolt",coup; The; stroke; final; Always,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1631,زمیندار,landlord,428,CLE Urdu top-5000 frequency list,A_direct_corroborated,10092230,1,2,landlord; zamindar,"n. landlord; zamindar | Platts: (zamīn+dār, q",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1632,مارک,mark; German mark; Deutsche Mark,428,CLE Urdu top-5000 frequency list,A_direct_corroborated,13507944,1,1,,adj. &,Mark; White; Who; brought; anybody,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1633,مظلوم,oppressed,428,CLE Urdu top-5000 frequency list,A_direct_corroborated,908740,3,3,"an oppressed person; oppressed, treated unjustly","oppressed, wronged",oppressed; so; We; are,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1634,داخلی,internal,426,CLE Urdu top-5000 frequency list,A_direct_corroborated,988172,1,2,"internal, domestic, of or pertaining to the interior","adj. internal, domestic, of or pertaining to the interior | Platts: (rel. n. fr. dāḵẖil), adj. Interior, internal; home (as opp. to foreign); — included, contained (in);…",entrance; nobody; big; That; choose,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1635,سوچنا,think,426,CLE Urdu top-5000 frequency list,A_direct_corroborated,621052,5,3,to think; to ponder,"v. to think; to ponder | Platts: v.t. & v.n. To think, reflect, consider, meditate, ponder on, imagine, conceive; to regard, notice, mark,…",think; happen; culture; mma; remembers,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1636,سیاحت,journey; journeying,426,CLE Urdu top-5000 frequency list,A_direct_corroborated,302839,5,3,journey,"n. journey | Platts: (for A. سياحة, inf. n. of سيح), = P سياحي saiyāḥī (fr. A. saiyāh)",travels; Highness; upon; looked; In,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1637,پری,fairy,425,CLE Urdu top-5000 frequency list,A_direct_corroborated,9403654,6,3,peri; fairy; a beautiful woman,n. fairy; peri; a beautiful woman | Platts:,Funnel; bubblebath; fairy; J; J,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1638,تہائی,third,425,CLE Urdu top-5000 frequency list,A_direct_corroborated,544234,1,3,third,n. third | Platts:,third; force; Reiser; heads; steel,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1639,اندیشہ,apprehension,424,CLE Urdu top-5000 frequency list,A_direct_corroborated,7419268,2,2,anxiety; apprehension; thought; consideration,n. thought; consideration; apprehension; anxiety | Platts: (see andesh),,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1640,ایمرجنسی,emergency,424,CLE Urdu top-5000 frequency list,A_direct_corroborated,7316426,1,1,,,emergency; 911; absolute; an; Youngstown,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1641,کالی,ink; Kali; a black woman,424,CLE Urdu top-5000 frequency list,B_two_source_fallback,,0,2,ink; Kali; a black woman; a woman of dark complexion,"name: Kali; a female given name, Kali, from Sanskrit | n. ink; a black woman; a woman of dark complexion | Platts: (fem. of",black; vile; squeeze; All; miss,IndoWordNet lemma + Kaikki agreement with ReadUrdu+word2word
1642,تسکین,calming,423,CLE Urdu top-5000 frequency list,A_direct_corroborated,1135891,5,1,,"s.f. Calming, stilling, tranquillizing, appeasing, soothing, allaying, assuaging…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1643,بمباری,bombing; bombardment,420,CLE Urdu top-5000 frequency list,A_direct_corroborated,964499,1,3,"bombing, bombardment","bombing, bombardment",bombing; Tora; Bora; high; tried,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1644,مرکوز,centered,420,CLE Urdu top-5000 frequency list,A_direct_corroborated,566101,1,1,,"(pass. part. of رکز 'to stick, or fix' (into)), part. Fixed; — infixed; implanted; — hid, concealed; buried…",focus; CENTERED; foci; joined; awake,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1645,میزائل,missile,420,CLE Urdu top-5000 frequency list,A_direct_corroborated,3963493,1,2,,self-propelled weapon system,missile; missiles; Russian; Ready; defense,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1646,آٹا,flour,419,CLE Urdu top-5000 frequency list,A_direct_corroborated,7466101,1,2,flour of unspecified kind or wholegrain,flour of unspecified kind or wholegrain,dough; tied; most; got; joint,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1647,چانسلر,chancellor,418,CLE Urdu top-5000 frequency list,A_direct_corroborated,9760807,1,1,,executive position in a government,Mussollini; Chancellor; Benito; Germany; Adolf,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
