rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_readurdu_agree,kaikki_word2word_agree,readurdu_word2word_agree,kaikki_meaning,readurdu_meaning,word2word_meaning
1256,رخ,face; cheek; direction; attention,4.90,Kaikki+ReadUrdu,True,False,False,"rook; face, cheek; direction, attention","n. face, cheek; appearance, countenance; direction, attention | Platts:",informant; daddy; critical; With; course
1257,رد,cancelled; rejected; null and void,4.90,Kaikki+ReadUrdu,True,False,False,"cancelled, rejected; null and void","adj. cancelled, rejected; null and void | Platts:",undone; Only; curse; Advisors; stir
1258,پل,bridge; causeway; moment,4.90,Kaikki+ReadUrdu+word2word,True,True,True,bridge; causeway; moment (24 seconds),n. bridge; causeway; moment (24 seconds) | Platts:,moment; bridge; switched; warn; waited
1259,آسمان,sky; heaven; skies; one of the seven heavens,4.89,Kaikki+ReadUrdu+word2word,True,True,True,"sky; heaven, skies; celestial sphere, firmament; one of the seven heavens",sky,sky; earth; heaven; fall; fried
1260,اسرائیلی,Israeli,4.89,ReadUrdu+word2word,False,False,True,,Israeli,Israeli; Israelis; anything; Go; holiday
1261,بہادر,brave,4.89,Kaikki+ReadUrdu+word2word,True,True,True,"brave; hero, champion",brave,brave; HEROIC; Brave; bravest; PLAYS
1262,بہتری,improvement,4.89,ReadUrdu+word2word,False,False,True,,"s.f. Welfare, good, advantage; improvement; superior excellence, goodness, merit, virtue",improvement; Not; still; an; impressive
1263,دراصل,in reality; in fact; actually; truly,4.89,Kaikki+ReadUrdu+word2word,True,True,True,"in reality, in fact, actually, truly, in essence, in origin","in reality, in fact, actually, truly, in essence, in origin",Actually; really; ACTUALLY; WELL; YESTERDAY
1264,روم,Rome; Asia Minor,4.89,Kaikki+ReadUrdu+word2word,True,True,True,Rome; Turkey; Asia Minor,"name: Asia Minor; Byzantine Empire; Ottoman Caliphate | Platts: prop. n. Greece (the lower empire); Rome, the eastern Roman empire; the Turkish empire; Roumelia…",Rom; room; Rome; classes; Wrong
1265,محدود,part. Limited,4.89,ReadUrdu+word2word,False,False,True,,"(pass. part. of حدّ 'to define the limits (of); to define,' &c.), part. Limited, bounded, terminated, finite;…",limited; supervision; restrict; KP; license
1266,مقدس,holy; sacred; saint,4.89,Kaikki+ReadUrdu+word2word,True,True,True,"holy, sacred; saint (chiefly used by Urdu & Punjabi speaking Christians for their saints)","adj. holy, sacred | n. saint (chiefly used by Urdu & Punjabi speaking Christians for their saints) | Platts: (n. of place fr. قدس 'to be holy')",sacred; holy; blessed; HOLY; ALAMUT
1267,پیشہ,prostitute’s occupation; profession; occupation,4.89,Kaikki+ReadUrdu,True,False,False,"art, skill, craft; prostitution, prostitute’s occupation; profession, occupation, trade, business","profession, occupation",professional; needs; grandma; Your; dealer
1268,چاند,moon,4.89,Kaikki+ReadUrdu+word2word,True,True,True,moon; silver; a crown,n. moon; a lunar month; the last day of the month. | Platts:,moon; More; than; -; the
1269,کب,when,4.89,Kaikki+ReadUrdu+word2word,True,True,True,when,"adv. when | Platts: interrog. adv. When? at what time? — kab-tak, or kab-talak, or kab-taʼīṅ, Till when? up to what time? how…",When; long; spoke; attack; longer
1270,ہندوستانی,Hindustani; Indian; Indian,4.89,Kaikki+ReadUrdu+word2word,True,True,True,"Hindustani (language); Indian (native or inhabitant of India); Indian (of, from or relating to India)",Indian; the Hindustani language,Indian; Let; see; cry; son
1271,اعزاز,respect,4.88,ReadUrdu+word2word,False,False,True,,"s.m. Honouring, magnifying; honour, respect, esteem, attention ( = ʻizzat)",honor; due; respect; With; Guest
1272,تحقیقات,investigation…,4.88,ReadUrdu+word2word,False,False,True,,"s.f. (pl. of taḥqīq, but com. used as a sing. in Urdū), Inquiries; inquiry, investigation…",investigation; investigations; investigating; wars; investigate
1273,حرکت,v.n. fr. حرك 'to move'),4.88,ReadUrdu+word2word,False,False,True,,"(for A. حرکة ḥarakat, fem.; v.n. fr. حرك 'to move')",Move; Hustle; Let; maintained; 3D
1274,حیرت,amazement; surprise; wonder,4.88,Kaikki+ReadUrdu+word2word,True,True,True,perplexity; consternation; astonishment; amazement; surprise; wonder,"surprise, amazement",wonder; surprise; chocolate; surprises; keeping
1275,خاموش,quiet; silent,4.88,Kaikki+ReadUrdu+word2word,True,True,True,quiet; silent,adj. quiet; silent | Platts: adj. Silent; —,quiet; Be; silenced; withholding; reveal
1276,دریا,river,4.88,Kaikki+ReadUrdu,True,False,False,sea; river,river,Then; went; Nogaza; Umar; he
1277,دیوار,wall,4.88,Kaikki+ReadUrdu+word2word,True,True,True,wall,n. wall | Platts:,wall; walls; 13; enclosed; vast
1278,سرکار,sarkar; government; sir; mister,4.88,Kaikki+ReadUrdu,True,False,False,"sarkar; government; sir, mister","n. government; sir, mister; sarkar | Platts: (for sar-ě-kār)",
1279,شکر,thanks,4.88,ReadUrdu+word2word,False,False,True,sugar; Venus; bright,"gratitude, thanks",thank; Thank; Oh; THANK; showed
1280,فخر,glory; pride,4.88,Kaikki+ReadUrdu+word2word,True,True,True,glory; pride,"n. glory; pride | Platts: (inf. n. of فخر 'to glory; to boast,' &c.)",proud; pride; strapping; pleasure; honor
1281,مفتی,mufti,4.88,Kaikki+ReadUrdu,True,False,False,mufti,"n. mufti | Platts: (for A. مفتٍ muftiṉ, act. part. of افتي 'to notify the decision of the law,' iv of فتو…",
1282,نفرت,hate; hatred,4.88,Kaikki+ReadUrdu+word2word,True,True,False,"loathing; detestation; hate, hatred",hatred,hate; hates; People; hated; bitches
1283,اخلاق,morals,4.87,Kaikki+ReadUrdu,True,False,False,"nature; behaviour; morals, ethics","morals, manners",
1284,اخلاقی,ethical; moral,4.87,Kaikki+ReadUrdu+word2word,True,True,True,"ethical, moral","ethical, moral",moral; constraints; Are; any; person
1285,بیرونی,adj. Outer,4.87,ReadUrdu+word2word,False,False,True,,"adj. Outer, external, &c. = bāharī, q.v",outer; uncommunicative; outsider; wonders; plans
1286,تصاویر,“photograph”),4.87,ReadUrdu+word2word,False,False,True,,"n. formal plural of تَصْوِیر (taṣvīr, “photograph”) | Platts:",pictures; photographed; photos; Was; colleague
1287,عیسی,Jesus; a male given name; Isa; from Arabic,4.87,Kaikki+ReadUrdu,True,False,False,"Jesus; a male given name, Isa, from Arabic, of Muslim usage","name: Jesus; a male given name, Isa, from Arabic, of Muslim usage | Platts: prop. n. Jesus: — ʻīsā-masīḥ, Jesus the Messiah, Jesus Christ",Ray; pal; waiting; her; save
1288,نیز,also,4.87,Kaikki+ReadUrdu,True,False,False,"again; likewise; also, even","also, moreover",
1289,وادی,valley,4.87,Kaikki+ReadUrdu+word2word,True,True,True,valley,n. valley | Platts: (for A. وادٍ wādiṉ),THE; LINE; FAULT; valley; IN
1290,وار,occasion; time; assault; attack,4.87,Kaikki+ReadUrdu,True,False,False,"occasion, time; assault, attack; a day of the week","n. assault, attack; a day of the week; occasion, time | Platts:",jab; tell; Wise; Lucky; Thoreau
1291,پاؤں,leg; foot,4.87,Kaikki+ReadUrdu+word2word,True,True,True,leg; foot; interference; meddling,foot; footprint; leg,feet; foot; Raise; Everyone; cold
1292,پیٹ,womb; stomach; belly,4.87,Kaikki+ReadUrdu+word2word,True,True,True,"womb; stomach, belly","belly, stomach; womb",Pete; belly; leans; rumbly; tummy
1293,احسان,favour; kindness; gratitude,4.86,Kaikki+ReadUrdu,True,False,False,favour; kindness; gratitude,n. favour; kindness; gratitude | Platts:,
1294,افریقہ,Africa; Africa (a former province of the Roman Empire; containing what is now Tunisia and portions of coastal Algeria and Libya),4.86,Kaikki+ReadUrdu+word2word,True,True,True,"Africa (the continent south of Europe and between the Atlantic and Indian Oceans); Africa (a former province of the Roman Empire, containing what is now Tunisia and portions of coastal Algeria and Libya)","Africa (the continent south of Europe and between the Atlantic and Indian Oceans); Africa (a former province of the Roman Empire, containing what is now Tunisia and portions of coastal Algeria…",Africa; experimental; rebels; US; providing
1295,ایشیا,Asia,4.86,Kaikki+ReadUrdu,True,False,False,"Asia (the largest continent, located between Europe and the Pacific Ocean); Asia (an ancient province of the Roman Empire in western Anatolia, existing between 133 BC (during the Roman Republic) and the 7th century AD)",Asia,
1296,برا,dirty; oppressor,4.86,Kaikki+ReadUrdu,True,False,True,dirty; injurious; oppressor,"adj. bad (including all the broader meanings associated, i.e. sinner, oppressor, dirty, disgraced etc.); disliked, ugly; dirty | Platts:",bad; BAD; worse; looks; Not
1297,ترتیب,classification; order; arrangement; sequence,4.86,Kaikki+ReadUrdu+word2word,True,True,True,"classification; order, arrangement, sequence","n. order, arrangement, sequence; classification | Platts:",order; setting; didn; Thus; proper
1298,تشریف,honour; seat; bottom,4.86,Kaikki+ReadUrdu+word2word,True,True,True,honour; khalat; seat; bottom,n. honour; rank; dignity; seat; bottom | Platts:,seat; Have; sit; visit; purpose
1299,تصدیق,confirmation; verification; attestation; countersignature,4.86,Kaikki+ReadUrdu+word2word,True,True,True,confirmation; verification; attestation; countersignature,n. verification; confirmation; attestation; countersignature | Platts:,confirmation; Confirm; confirmed; cross-checked; legit
1300,جموں,Jammu (a region of Jammu and Kashmir; India); Jammu,4.86,Kaikki+ReadUrdu,True,False,False,"Jammu (a region of Jammu and Kashmir, India); Jammu (a city, the winter capital of Jammu and Kashmir, India)","Jammu (a city, the winter capital of Jammu and Kashmir, India); Jammu (a region of Jammu and Kashmir, India)",
1301,حکام,authorities; officials,4.86,ReadUrdu+word2word,False,False,True,,"authorities, officials (plural of حاکم)",authorities; officials; discover; THANK; high-level
1302,سینیٹ,senate,4.86,ReadUrdu+word2word,False,False,True,,senate,Senate; expected; minute; way; hearing
1303,سیٹ,a seat,4.86,ReadUrdu+word2word,False,False,True,,a seat,set; seat; boss; ringer; vibrate
1304,فرانس,France,4.86,Kaikki+ReadUrdu+word2word,True,True,True,France (a country located primarily in Western Europe),France,France; ran; dad; Belleau; Wood
1305,مقبوضہ,seized; captured; occupied; annexed,4.86,Kaikki+ReadUrdu,True,False,False,"seized, captured; occupied, annexed, possessed","adj. occupied, annexed, possessed; seized, captured | Platts: (for A. مقبوضة maqbūẓat, fem. of maqbūẓ) = A مقبوض maqbūẓ (pass. part. of قبض 'tograsp, seize, take…",
1306,واقعی,really; truly; indeed,4.86,Kaikki+ReadUrdu+word2word,True,True,True,"real, actual, true, right, proper; really, truly, verily, certainly, actually, indeed","really, truly",really; Really; REALLY; truly; indeed
1307,ٹکٹ,ticket,4.86,Kaikki+ReadUrdu+word2word,True,True,True,ticket,ticket,ticket; Tickets; Could; stamps; top
1308,احترام,attention; respect; honour; consideration,4.85,Kaikki+ReadUrdu+word2word,True,True,True,"attention; respect, honour; consideration, regardfulness","n. respect, honour; consideration, regardfulness; attention | Platts:",respect; honor; great; DAD; WHAT
1309,احسن,ace,4.85,Kaikki+ReadUrdu,True,False,False,ace,n. ace | Platts: (compar. & super. of حسن),
1310,توہین,blasphemy; insult,4.85,Kaikki+ReadUrdu+word2word,True,True,True,"massacre; blasphemy, insult","insult, contempt",offending; insult; contempt; blasphemy; disrespect
1311,جلدی,quickly,4.85,ReadUrdu+word2word,False,False,True,quickness,quickly; haste,HURRY; Hurry; hurry; quick; Quickly
1312,مارکیٹ,market,4.85,ReadUrdu+word2word,False,False,True,,market,market; heading; east; black; sold
1313,معاہدہ,a peace treaty; agreement,4.85,Kaikki+ReadUrdu+word2word,True,True,True,"a peace treaty, accord; an alliance; confederacy; contract; agreement; the matter which is legally enforceable","agreement, treaty",agreement; extradition; quiet; does; discreet
1314,منزل,destination,4.85,Kaikki+ReadUrdu+word2word,True,True,True,a line; house; abode; destination (of a journey),destination; storey,floor; ground; arrive; engulfed; destination
1315,پکڑ,holding; hold,4.85,ReadUrdu+word2word,False,False,True,,"the act of grasping, holding; grip, hold, grasp (such as in wrestling); understanding",got; GOT; hold; caught; catch
1316,چوری,theft,4.85,Kaikki+ReadUrdu,True,False,False,theft,n. theft | Platts:,steal; stealing; stolen; thief; STOLEN
1317,امیدواروں,contestant,4.84,ReadUrdu+word2word,False,False,True,,"plural oblique of اُمِّیدْوار (ummīdvār — candidate, contestant (in an election or examinati)",candidates; breaking; see; are; in
1318,جنگی,martial; warlike; military,4.84,Kaikki+ReadUrdu,True,False,False,martial; warlike; military,"adj. warlike; military; martial | Platts: (fr. jang), adj. &",war; convened; Assasinate; civil; council
1319,خلافت,caliphate,4.84,Kaikki+ReadUrdu,True,False,False,caliphate,"n. caliphate | Platts: (for A. خلافة, inf. n. of خلف 'to succeed or follow')",
1320,ساتھی,companion; partner; ally,4.84,Kaikki+ReadUrdu+word2word,True,True,True,"comrade; companion; partner, ally","companion; friend, pal, mate; partner, ally",partner; colleague; fellow; plates; partners
1321,قلم,pen,4.84,Kaikki+ReadUrdu,True,False,False,pen; reed,pen,rolls; After; head; your
1322,متعارف,known to each other; already introduced; mutually known; widely known,4.84,Kaikki+ReadUrdu,True,False,False,"known to each other, already introduced, mutually known, widely known","adj. known to each other, already introduced, mutually known, widely known | Platts: (pass. part. of تعارف 'to be acquainted with one another,' vi of عرف 'to know'), part. adj. Known to each…",introduce; Gonna; Honey; orienting; myself
1323,معاف,pardoned; forgiven; absolved; cancelled,4.84,Kaikki+ReadUrdu,True,False,True,pardoned (from a punishment); forgiven (for a mistake etc.); absolved; cancelled (of a fine etc.),"adj. forgiven (for a mistake etc.); pardoned (from a punishment); absolved; cancelled (of a fine etc.) | Platts: (for A. معافي mǒʻāfā, pass. part. of عافي 'to forgive, pardon,' &c., iii of عفا (for عفو) 'to forgive,'…",forgive; Excuse; Forgive; forgave; excuse
1324,ناول,novel,4.84,Kaikki+ReadUrdu,True,False,False,novel,novel,
1325,والدہ,mother,4.84,Kaikki+ReadUrdu+word2word,True,True,True,mother,"n. mother | Platts: (for A. والدة wālidat, fem. of wālid)",mother; Mother; said; Tacoma; Father
1326,ہائے,alas!; an exclamation of distress; a sigh,4.84,Kaikki+ReadUrdu,True,False,False,alas!; an exclamation of distress; a sigh,interj. alas! | n. an exclamation of distress; a sigh,stakes; played; rules; painstakingly; combed
1327,آلہ,weapon; appliance,4.83,Kaikki+ReadUrdu,True,False,True,weapon; appliance; contraption,"n. tool, implement, instrument, device; weapon; appliance | Platts: (for A. آلة)",device; prefer; infiltrate; neutron; locate
1328,آنکھ,eye; glance; look,4.83,Kaikki+ReadUrdu+word2word,True,True,True,"eye; glance, look","eye; glance, look",Eye; eye; s-eye; God; DRAMATIC
1329,اتر,reply; answer; northern,4.83,Kaikki+ReadUrdu,True,False,False,reply; answer; northern,adj. northern | n. north (direction); reply; answer | Platts:,down; Thirty-two; boarded; came; many
1330,تمہارا,grammatically plural: yours; Early Modern English yours; grammatically plural: your; Early Modern English your,4.83,Kaikki+word2word,False,True,False,"second-person possessive pronoun, grammatically plural: yours; Early Modern English yours; second-person possessive determiner, grammatically plural: your; Early Modern English your",,yours; travel; mine; brother; job
1331,تنگ,tight; narrow; distracted; bothered,4.83,Kaikki+ReadUrdu+word2word,True,True,True,"tight, narrow; distracted, bothered; troubled, distressed, vexed","adj. tight, narrow; troubled, distressed, vexed; distracted, bothered | Platts: adj. Contracted, straitened, confined, strait, narrow, tight; wanting, scarce, scanty, stinted, barren;…",tight; TIGHT; LOOKS; PRETTY; bullied
1332,حیران,surprised; amazed; awed; speechless,4.83,Kaikki+ReadUrdu+word2word,True,True,True,"surprised, amazed, awed, speechless, shocked; flabbergasted, perplexed, confused, confused, baffled","surprised, amazed, awed, speechless, shocked; flabbergasted, perplexed, confused, confused, baffled",surprised; shocked; amazed; unprepared; unless
1333,رام,Rama; a male given name; Ram or Rāma; from Sanskrit,4.83,Kaikki+ReadUrdu,True,False,False,"God; Rama; a male given name, Ram or Rāma, from Sanskrit, of Hindu usage","name: Rama; a male given name, Ram or Rāma, from Sanskrit, of Hindu usage | Platts:",
1334,روسی,Russian,4.83,Kaikki+ReadUrdu+word2word,True,True,True,Russian,Russian,Russian; caviar; Aeroflot; Been; adrenaline
1335,زیادتی,rape; sexual assault; unfairness,4.83,Kaikki+ReadUrdu,True,False,False,"rape, sexual assault; transgression, wrongdoing; unfairness (connoted with deception)","unfairness (connoted with deception); oppression, injustice (connoted with forcefulness; coercion); rape, sexual assault",
1336,فروری,February,4.83,Kaikki+ReadUrdu+word2word,True,True,True,February,February,February; fine; providing; made; since
1337,منی,semen; jewel; gem,4.83,Kaikki+ReadUrdu,True,False,False,"semen; jewel, gem","n. semen; jewel, gem | Platts:",minivan; type; seem; don; like
1338,مومن,devout Muslim; true believer; a male given name from Arabic,4.83,Kaikki+ReadUrdu+word2word,True,True,True,"devout Muslim, true believer; a male given name from Arabic","n. devout Muslim, true believer | name: a male given name from Arabic | Platts: (prop. muʼmin, act. part. of آمن 'to render secure or safe (from); — to believe, or believe in,' iv of أمن…",believer; think; m; a; I
1339,کائنات,the universe; creatures; beings; a female given name,4.83,Kaikki+ReadUrdu+word2word,True,True,True,the universe; creatures; beings; a female given name,"n. the universe; creatures; beings | name: a female given name | Platts: (pl. of kāʼinat, n. of un. fr. kāʼin, act. part. of کان (for کون), 'to be, to exist')",universe; gigantic; infinite; chest; Copernicus
1340,کتب,Books: — kutub-ḵẖāna,4.83,ReadUrdu+word2word,False,False,True,,"s.f. pl. (of kitāb), Books: — kutub-ḵẖāna",knowledge; Books; puff; worth; are
1341,گاندھی,perfumer; Mohandas Karamchand Gandhi; a surname; Gandhi,4.83,Kaikki+ReadUrdu,True,False,False,"perfumer; Mohandas Karamchand Gandhi (1869–1948); a surname, Gandhi, originating as an occupation","name: a surname, Gandhi, originating as an occupation | n. perfumer",
1342,اسد,Leo; lion,4.82,Kaikki+ReadUrdu,True,False,False,Leo; lion,n. lion | name: Leo | Platts:,
1343,انعام,prize; reward,4.82,Kaikki+ReadUrdu+word2word,True,True,True,prize; reward,"reward, prize",prize; Reward; Safe; grand; obscene
1344,بیچ,middle; center,4.82,Kaikki+ReadUrdu,True,False,False,"in the midst; middle, center","n. middle, center",sold; Africa; discovered; autopsy; sell
1345,تفسیر,explanation; exposition; commentary,4.82,Kaikki+ReadUrdu,True,False,False,"explanation; exposition, commentary","n. exposition, commentary; explanation | Platts:",
1346,جعلی,imitative; fake; counterfeit; forged,4.82,Kaikki+ReadUrdu+word2word,True,True,True,"imitative; fake, counterfeit; forged, fabricated","adj. fake, counterfeit; forged, fabricated; imitative | Platts: (rel. n. fr. jaʻl), adj. Forged, fabricated, counterfeit, fictitious, artificial; spurious, false,…",bogus; fake; helped; bust; death
1347,خفیہ,concealed; secret,4.82,Kaikki+ReadUrdu+word2word,True,True,True,concealed; secret,"adj. concealed; secret | Platts: (for A. خفية ḵẖufyat, fem.; inf. n. of خفي 'to hide oneself,' &c.), adj. &",secret; covert; undercover; build; encryption
1348,خلیفہ,caliph; successor,4.82,Kaikki+ReadUrdu,True,False,False,"caliph; successor; a Muslim cook, tailor, barber etc",n. caliph; successor; the most gifted wrestler (after the teacher) | Platts: (for A. خليفة ḵẖalīfat; v.n. fr. خلف 'to succeed'),
1349,درخت,tree,4.82,Kaikki+ReadUrdu+word2word,True,True,True,tree,n. tree | Platts:,tree; oak; Tree; barren; fallen
1350,سازش,conspiracy; plot,4.82,Kaikki+ReadUrdu+word2word,True,True,True,"conspiracy, scheme, plot","conspiracy, plot",trap; conspiracy; Conspiring; accused; conspiring
1351,شکریہ,gratitude; thank; thanks; thank you,4.82,Kaikki+ReadUrdu+word2word,True,True,True,"gratitude, thank; thanks, thank you","interj. thanks, thank you | n. gratitude, thank | Platts: (for A. شکرية shukrīyat, abst. s. fr. shukr",Thank; Thanks; thank; THANK; YOU
1352,شیطان,Satan,4.82,Kaikki+ReadUrdu,True,False,True,"Satan; mischievous; wicked, evil","devil, Satan",devil; GOING; TO; Devil; better
1353,عزم,determination; resolve,4.82,Kaikki+ReadUrdu+word2word,True,True,True,"determination, resolve, resolution","determination, resolve",vow; determination; wherever; Stelzer; vows
1354,قرض,debt; loan,4.82,Kaikki+ReadUrdu+word2word,True,True,True,"debt; loan; credit; revenge, vengeance","loan, debt",loan; value; total; over; OWE
1355,مفت,free of charge,4.82,Kaikki+ReadUrdu+word2word,True,True,True,free of charge,adj. free of charge | Platts: adj. &,free; Payless; Shoes; Free; Joe
1356,مٹی,dust; dirt; grime; soil,4.82,Kaikki+ReadUrdu+word2word,True,True,True,"dust; dirt, grime; soil, earth","soil, earth; dirt, grime; dust",CLAY; jealous; Easy; Dust; partner
1357,ناصر,defender; assistant; helper; deliverer,4.82,Kaikki+ReadUrdu,True,False,False,"defender, assistant, helper, deliverer, ally","n. defender, assistant, helper, deliverer, ally | Platts: (act. part. of نصر 'to aid,' &c.)",
1358,چھوٹا,little; small; subordinate; inferior,4.82,Kaikki+ReadUrdu+word2word,True,True,True,"little, small; subordinate, inferior, common; younger, junior, minor, lesser","little, small; younger, junior, minor, lesser; subordinate, inferior, common",small; smaller; little; seems; young
1359,ڈپٹی,deputy,4.82,ReadUrdu+word2word,False,False,True,,deputy,Deputy; Director; uh; The; Lowell
1360,کان,ear,4.82,Kaikki+ReadUrdu+word2word,True,True,True,ear,n. ear | Platts:,ear; ears; mine; Modeled; filters
1361,ہتھیار,weapon,4.82,Kaikki+ReadUrdu+word2word,True,True,True,weapon,weapon,weapon; weapons; overcame; forgeries; ease
1362,بچپن,childhood; infancy; childishness; immaturity,4.81,Kaikki+ReadUrdu,True,False,False,"childhood, infancy; childishness, immaturity","childhood, infancy; childishness, immaturity",memorized; child; path; as; this
1363,تفصیل,detail; particular; separation; distinguish,4.81,Kaikki+ReadUrdu+word2word,True,True,True,detail; particular; separation; distinguish; division; explanation; commentary (ie. an analysis),n. detail; particular; explanation; commentary (ie. an analysis); separation; distinguish; division | Platts:,detail; Detail; a-ten-hut; detailed; thorough
1364,جذبات,feelings,4.81,ReadUrdu+word2word,False,False,True,,"emotions, feelings",feelings; man; grown; embrace; takes
1365,رحم,mercy,4.81,ReadUrdu+word2word,False,False,True,,"mercy, compassion",mercy; pity; high; Misery; predecessors
1366,شریعت,shari'a; divine law,4.81,Kaikki+ReadUrdu,True,False,False,shari'a; threshold; divine law,"n. shari'a; divine law; justice; law; ordinance | Platts: (for A. شريعة, v.n. fr. شرع 'to make apparent,' &c.)",
1367,شور,noise; uproar; clamor,4.81,Kaikki+ReadUrdu+word2word,True,True,True,"noise; uproar, clamor","n. noise; uproar, clamor | Platts:",noise; NOISE; Need; WHAT; potatoes
1368,صبر,patience,4.81,Kaikki+ReadUrdu,True,False,False,patience; tolerance,"patience, endurance",smarter; patiently; Be; grow; happen
1369,کتنا,how many; how much,4.81,Kaikki+ReadUrdu+word2word,True,True,True,how many; how much,"det. how much; how many | Platts: (see the trans. kātnā), v.n. To be spun",How; much; HOW; how; naive
1370,آخرت,hereafter; akhirah; afterlife,4.80,Kaikki+ReadUrdu,True,False,False,"hereafter; akhirah, afterlife","n. akhirah, afterlife; hereafter | Platts:",
1371,خرید,buying,4.80,ReadUrdu+word2word,False,False,True,,"buying, purchase; purchase (something bought)",buy; buying; Nike; someday; bond
1372,دلچسپی,interest,4.80,ReadUrdu+word2word,False,False,True,,interest,interested; interest; underdogs; context; ahead
1373,دیکھو,infinitive of دیکْھنا (dekhnā — to look; see; watch),4.80,ReadUrdu+word2word,False,False,True,,"infinitive of دیکْھنا (dekhnā — to look, see, watch)",Look; look; See; at; Watch
1374,سادہ,white; plain; simple,4.80,Kaikki+ReadUrdu+word2word,True,True,True,"white; plain, simple","adj. plain, simple; white | Platts: (",simple; sober; plain; cowardice; grand
1375,شہرت,fame,4.80,Kaikki+ReadUrdu,True,False,False,"notoriety; fame, reputation; renown",fame,
1376,فلسطین,Palestine; Palestine,4.80,Kaikki+ReadUrdu+word2word,True,True,True,"Palestine (the region in Western Asia in the Middle East between the Mediterranean Sea and the Jordan River); Palestine (a country in Western Asia, in the Middle East; the State of Palestine; the homeland of the Palestinian people)",Palestine,Palestine; where; didn; nation; Buddy
1377,نگر,borough; city; town; an urban area,4.80,Kaikki+ReadUrdu,True,False,False,"borough; city, town; an urban area","n. city, town; borough; an urban area | Platts:",
1378,پڑھا,perfective masculine of پَڑْھنا ),4.80,ReadUrdu+word2word,False,False,True,,perfective masculine of پَڑْھنا (paṛhnā — to read (ie. a book etc.)),read; curves; teach; written; Do
1379,چائے,cha; tea,4.80,Kaikki+ReadUrdu+word2word,True,True,True,cha; tea,tea; chai; cha,GRANNY; PEACH; TEA; S; bucket
1380,چیزیں,“thing”),4.80,ReadUrdu+word2word,False,False,True,,"direct plural of چِیز (cīz, “thing”)",things; stuff; Things; rethink; unite
1381,آفس,office,4.79,ReadUrdu+word2word,False,False,True,,office,high-res; version; office; telephone; convenient
1382,ایجنسی,agency,4.79,ReadUrdu+word2word,False,False,True,,agency,Agency; agency; twisted; Such; domestic
1383,بول,tune; air; phrase; sentence,4.79,Kaikki+ReadUrdu,True,False,True,"tune, air; taunt, jeer; phrase, sentence","n. speech, speaking, word, talk, conversation, delivery, utterance, cry, voice; phrase, sentence; tune, air | Platts: (rt. of bolnā",lying; speaking; telling; truth; speaks
1384,بچی,girlfriend,4.79,Kaikki+ReadUrdu,True,False,True,girlfriend,"n. feminine of بَچَّہ (bacca); girl, female child; girlfriend | Platts: (fem. of baććā)",kid; Alright; girl; Pull; gaming
1385,تباہی,destruction,4.79,ReadUrdu+word2word,False,False,True,,"s.f. Ruin, wreck, destruction, perdition; wretchedness, misery; wickedness, depravity: — tabāhī-zada",THE; DEVASTATION; destruction; SO; DISTRACTION
1386,جرمن,the German language,4.79,Kaikki+ReadUrdu+word2word,True,True,True,"the German language, of Germany",German,German; amazing; keeping; pretty; free
1387,سروس,service,4.79,ReadUrdu+word2word,False,False,True,,"service; duty, work",service; SERVICE; Service; Secret; WENT
1388,سفیر,mediator; ambassador; envoy; arbitrator,4.79,Kaikki+ReadUrdu+word2word,True,True,True,"mediator; ambassador, envoy; arbitrator, messenger","ambassador, envoy; arbitrator, messenger; mediator",ambassador; An; Which; again; he
1389,سمجھتا,masculine singular of سَمَجْھنَا,4.79,ReadUrdu+word2word,False,False,True,,masculine singular of سَمَجْھنَا (samajhnā — to understand),understand; Move; wheel-kicking; massacre; Does
1390,ضمانت,bail; guarantee; security,4.79,Kaikki+ReadUrdu+word2word,True,True,True,"bail; guarantee, security","n. bail; guarantee, security | Platts: (for A. ضمانة, fr. ẓamān)",guarantee; child; bailed; BAILED; bail
1391,فرقہ,cult; religious sect; faith; religion,4.79,Kaikki+ReadUrdu,True,False,False,"cult; religious sect; faith, religion","n. religious sect; cult; faith, religion | Platts: (for A. فرقة firqat, v.n. fr. فرق; see farq)",
1392,نگاہ,look,4.79,Kaikki+ReadUrdu,True,False,False,"vision; custody, care; look, aspect (of)","glance, look",RED; slows; watching; down; never
1393,کاروباری,businessman,4.79,Kaikki+ReadUrdu,True,False,False,businessman; pertaining to business,n. businessman,slightly; entrepreneur; nobility; cloth; dishonorable
1394,کارڈ,card,4.79,Kaikki+ReadUrdu+word2word,True,True,True,card,card; credit card,card; cloning; distribution; entry-cards; Gerdi
1395,یہودی,Jew; Zionist; Israeli,4.79,Kaikki+ReadUrdu+word2word,True,True,True,"Jew; Zionist, Israeli","adj. Jewish; Zionist, Israeli | n. Jew; Zionist, Israeli | Platts: (rel. n. fr. yahūd), adj. &",Jew; Jews; Jewish; son; minority
1396,اصلاح,improvement; atonement; correction; emendation,4.78,Kaikki+ReadUrdu,True,False,False,"improvement, atonement, correction, emendation, modification, reform","n. improvement, atonement, correction, emendation, modification, reform | Platts:",
1397,بہار,bloom; spring,4.78,Kaikki+ReadUrdu+word2word,True,True,True,"blossom, bloom; glory, splendor; spring (season)",spring; bloom,Spring; Meet; Third; on; and
1398,جامعہ,university,4.78,Kaikki+ReadUrdu,True,False,False,university,university,
