frequency,front,kaikki,readurdu,reason,word2word
1388,تینوں,,,fallback_no_two_source_semantic_agreement,three; vile; These; black; Joe
1388,ورک,,,no_direct_mapping_and_not_indowordnet_lemma,
1388,ویسے,,,no_direct_mapping_and_not_indowordnet_lemma,
1387,شخصیات,,,no_direct_mapping_and_not_indowordnet_lemma,
1386,جرائم,,,no_direct_mapping_and_not_indowordnet_lemma,
1383,پڑہنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1383,کب,,,no_direct_mapping_and_not_indowordnet_lemma,
1382,انتظامات,,,no_direct_mapping_and_not_indowordnet_lemma,
1382,ایکشن,,,no_direct_mapping_and_not_indowordnet_lemma,
1381,بنی,,,no_direct_mapping_and_not_indowordnet_lemma,
1381,چاروں,,,no_direct_mapping_and_not_indowordnet_lemma,
1374,ساتہی,,,no_direct_mapping_and_not_indowordnet_lemma,
1372,وکٹیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1371,ڈیڑہ,,,no_direct_mapping_and_not_indowordnet_lemma,
1367,تہوڑی,,,no_direct_mapping_and_not_indowordnet_lemma,
1361,تصاویر,,,no_direct_mapping_and_not_indowordnet_lemma,
1357,حلقوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1351,انعقاد,,,no_direct_mapping_and_not_indowordnet_lemma,
1349,رو,,,no_direct_mapping_and_not_indowordnet_lemma,
1344,اختلافات,,,no_direct_mapping_and_not_indowordnet_lemma,
1334,کاروں,,,no_direct_mapping_and_not_indowordnet_lemma,
1332,کرائی,,,no_direct_mapping_and_not_indowordnet_lemma,
1329,کتنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1328,لایا,,,no_direct_mapping_and_not_indowordnet_lemma,
1327,پرانے,,,no_direct_mapping_and_not_indowordnet_lemma,
1327,مردوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1326,انسانوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1325,گاڑیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1322,ایڈووکیٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
1321,مالیت,,,no_direct_mapping_and_not_indowordnet_lemma,
1320,کہی,,,no_direct_mapping_and_not_indowordnet_lemma,
1319,سیکریٹری,,,no_direct_mapping_and_not_indowordnet_lemma,
1314,آنکہیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1313,چلنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1312,اہلکاروں,,,no_direct_mapping_and_not_indowordnet_lemma,
1311,روکنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1306,اظہر,,,no_direct_mapping_and_not_indowordnet_lemma,
1304,لائے,,,no_direct_mapping_and_not_indowordnet_lemma,
1303,بچانے,,,no_direct_mapping_and_not_indowordnet_lemma,
1302,ارباب,,,no_direct_mapping_and_not_indowordnet_lemma,
1300,دریں,,,no_direct_mapping_and_not_indowordnet_lemma,
1299,مجید,,,no_direct_mapping_and_not_indowordnet_lemma,
1298,آپس,,,no_direct_mapping_and_not_indowordnet_lemma,
1295,بدولت,,,no_direct_mapping_and_not_indowordnet_lemma,
1295,مخدوم,,,no_direct_mapping_and_not_indowordnet_lemma,
1289,حزب,,,no_direct_mapping_and_not_indowordnet_lemma,
1288,حمید,,,no_direct_mapping_and_not_indowordnet_lemma,
1283,حضرات,,,no_direct_mapping_and_not_indowordnet_lemma,
1280,زکوۃ,,,no_direct_mapping_and_not_indowordnet_lemma,
1279,جانتے,,,no_direct_mapping_and_not_indowordnet_lemma,
1277,بہائیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1277,پانے,,,no_direct_mapping_and_not_indowordnet_lemma,
1276,سمجہتا,,,no_direct_mapping_and_not_indowordnet_lemma,
1276,لگائیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1271,چیزیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1263,منصوبوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1261,کہلے,,,no_direct_mapping_and_not_indowordnet_lemma,
1259,قیدیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1255,قادری,,,no_direct_mapping_and_not_indowordnet_lemma,
1253,دیکہنا,,,no_direct_mapping_and_not_indowordnet_lemma,
1253,سپریم,,,no_direct_mapping_and_not_indowordnet_lemma,
1250,آفیسر,,,no_direct_mapping_and_not_indowordnet_lemma,
1245,ترین,,,no_direct_mapping_and_not_indowordnet_lemma,
1242,سوالات,,,no_direct_mapping_and_not_indowordnet_lemma,
1240,صلاحیتوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1236,تعلقہ,,,no_direct_mapping_and_not_indowordnet_lemma,
1235,امیدواروں,,,no_direct_mapping_and_not_indowordnet_lemma,
1234,عملدرآمد,,,no_direct_mapping_and_not_indowordnet_lemma,
1233,دوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1232,عناصر,,,no_direct_mapping_and_not_indowordnet_lemma,
1231,بہیج,,,no_direct_mapping_and_not_indowordnet_lemma,
1231,مسعود,,,no_direct_mapping_and_not_indowordnet_lemma,
1229,پرائیویٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
1228,سونے,,,no_direct_mapping_and_not_indowordnet_lemma,
1228,عہدے,,,no_direct_mapping_and_not_indowordnet_lemma,
1225,پرانی,,,no_direct_mapping_and_not_indowordnet_lemma,
1222,دیکہیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1222,راشد,,,no_direct_mapping_and_not_indowordnet_lemma,
1221,بنائیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1219,صارفین,,,no_direct_mapping_and_not_indowordnet_lemma,
1218,اشرف,,,no_direct_mapping_and_not_indowordnet_lemma,
1217,طالبان,,,no_direct_mapping_and_not_indowordnet_lemma,
1213,پہنچانے,,,no_direct_mapping_and_not_indowordnet_lemma,
1213,مبنی,,,no_direct_mapping_and_not_indowordnet_lemma,
1210,سیمینار,,,no_direct_mapping_and_not_indowordnet_lemma,
1208,کاری,,,no_direct_mapping_and_not_indowordnet_lemma,
1205,ادیبوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1205,ہتہیار,,,no_direct_mapping_and_not_indowordnet_lemma,
1204,بشیر,,,no_direct_mapping_and_not_indowordnet_lemma,
1198,حکمرانوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1196,بالوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1196,حنیف,,,no_direct_mapping_and_not_indowordnet_lemma,
1194,تمہیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1194,کہڑا,,,no_direct_mapping_and_not_indowordnet_lemma,
1193,معمول,,,no_direct_mapping_and_not_indowordnet_lemma,
1186,اٹہایا,,,no_direct_mapping_and_not_indowordnet_lemma,
1184,بقول,,,no_direct_mapping_and_not_indowordnet_lemma,
1183,فیض,,,no_direct_mapping_and_not_indowordnet_lemma,
1181,کہل,,,no_direct_mapping_and_not_indowordnet_lemma,
1179,مابین,,,no_direct_mapping_and_not_indowordnet_lemma,
1177,امی,,,no_direct_mapping_and_not_indowordnet_lemma,
1177,چلانے,,,no_direct_mapping_and_not_indowordnet_lemma,
1174,اشفاق,,,no_direct_mapping_and_not_indowordnet_lemma,
1174,پڑتی,,,no_direct_mapping_and_not_indowordnet_lemma,
1173,کروا,,,no_direct_mapping_and_not_indowordnet_lemma,
1172,اراکین,,,no_direct_mapping_and_not_indowordnet_lemma,
1172,سمیع,,,no_direct_mapping_and_not_indowordnet_lemma,
1170,جاں,,,no_direct_mapping_and_not_indowordnet_lemma,
1170,کوششیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1169,ظہیر,,,no_direct_mapping_and_not_indowordnet_lemma,
1166,کمرے,,,no_direct_mapping_and_not_indowordnet_lemma,
1162,واٹر,,,no_direct_mapping_and_not_indowordnet_lemma,
1162,ڈبلیو,,,no_direct_mapping_and_not_indowordnet_lemma,
1159,غازی,,"(for A. غازٍ g̠āziṉ, act. part. of غزو 'to go forth to fight with an enemy')",fallback_no_two_source_semantic_agreement,
1153,نشاندہی,,,no_direct_mapping_and_not_indowordnet_lemma,
1148,مہینے,,,no_direct_mapping_and_not_indowordnet_lemma,
1146,اخبارات,,,no_direct_mapping_and_not_indowordnet_lemma,
1146,کتابیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1144,لیتی,,,no_direct_mapping_and_not_indowordnet_lemma,
1143,لکہ,,,no_direct_mapping_and_not_indowordnet_lemma,
1139,چلتا,,,no_direct_mapping_and_not_indowordnet_lemma,
1138,نعت,,,no_direct_mapping_and_not_indowordnet_lemma,
1137,اختیارات,,,no_direct_mapping_and_not_indowordnet_lemma,
1137,اضلاع,,,no_direct_mapping_and_not_indowordnet_lemma,
1135,اک,,,no_direct_mapping_and_not_indowordnet_lemma,
1135,بنیادوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1134,حصوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1133,افادہ,,,no_direct_mapping_and_not_indowordnet_lemma,
1117,خلیل,,,no_direct_mapping_and_not_indowordnet_lemma,
1114,گڑہ,,,no_direct_mapping_and_not_indowordnet_lemma,
1113,امجد,,,no_direct_mapping_and_not_indowordnet_lemma,
1113,انفرادی,,,no_direct_mapping_and_not_indowordnet_lemma,
1111,چیزوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1110,کہتا,,,no_direct_mapping_and_not_indowordnet_lemma,
1106,لطیف,,,no_direct_mapping_and_not_indowordnet_lemma,
1104,آرمی,,,no_direct_mapping_and_not_indowordnet_lemma,
1102,دانش,,,no_direct_mapping_and_not_indowordnet_lemma,
1099,ذوالفقار,,,no_direct_mapping_and_not_indowordnet_lemma,
1097,آنکہ,,,no_direct_mapping_and_not_indowordnet_lemma,
1097,مر,,,no_direct_mapping_and_not_indowordnet_lemma,
1096,بحران,,,no_direct_mapping_and_not_indowordnet_lemma,
1092,فرم,,,no_direct_mapping_and_not_indowordnet_lemma,
1089,جیتنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1089,قرضے,,,no_direct_mapping_and_not_indowordnet_lemma,
1086,چاہیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1086,زخمیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1086,سینکڑوں,,,fallback_no_two_source_semantic_agreement,hundreds; terabytes; Hundreds; millions; rain
1085,حبیب,,,no_direct_mapping_and_not_indowordnet_lemma,
1085,قرارداد,,,no_direct_mapping_and_not_indowordnet_lemma,
1084,بہیجا,,,no_direct_mapping_and_not_indowordnet_lemma,
1084,فرماتے,,,no_direct_mapping_and_not_indowordnet_lemma,
1081,گنگولی,,,no_direct_mapping_and_not_indowordnet_lemma,
1080,شہزاد,,,no_direct_mapping_and_not_indowordnet_lemma,
1078,آراء,,,no_direct_mapping_and_not_indowordnet_lemma,
1077,حامد,,,no_direct_mapping_and_not_indowordnet_lemma,
1075,کہول,,,no_direct_mapping_and_not_indowordnet_lemma,
1074,اقسام,,,no_direct_mapping_and_not_indowordnet_lemma,
1074,تجاویز,,,no_direct_mapping_and_not_indowordnet_lemma,
1074,رفت,,,no_direct_mapping_and_not_indowordnet_lemma,
1072,بڑہنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1070,برآمدات,,,no_direct_mapping_and_not_indowordnet_lemma,
1068,گزار,,,no_direct_mapping_and_not_indowordnet_lemma,
1066,جعفری,,,no_direct_mapping_and_not_indowordnet_lemma,
1066,کہیلا,,,no_direct_mapping_and_not_indowordnet_lemma,
1065,اعتراف,,,no_direct_mapping_and_not_indowordnet_lemma,
1065,بچا,,,no_direct_mapping_and_not_indowordnet_lemma,
1064,پاکستانیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1062,حتمی,,,no_direct_mapping_and_not_indowordnet_lemma,
1060,جانوروں,,,no_direct_mapping_and_not_indowordnet_lemma,
1058,بین,,,no_direct_mapping_and_not_indowordnet_lemma,
1058,صدیق,,,no_direct_mapping_and_not_indowordnet_lemma,
1057,سرائیکی,,,no_direct_mapping_and_not_indowordnet_lemma,
1056,تبدیلیاں,,,no_direct_mapping_and_not_indowordnet_lemma,
1055,بنتی,,,no_direct_mapping_and_not_indowordnet_lemma,
1055,سمجہنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1053,تحسین,,,no_direct_mapping_and_not_indowordnet_lemma,
1053,شہباز,,,no_direct_mapping_and_not_indowordnet_lemma,
1047,چیلنج,,,no_direct_mapping_and_not_indowordnet_lemma,
1047,حسب,,,no_direct_mapping_and_not_indowordnet_lemma,
1043,جذبے,,,no_direct_mapping_and_not_indowordnet_lemma,
1043,گراؤنڈ,,,no_direct_mapping_and_not_indowordnet_lemma,
1043,گزرنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1042,جیو,,,no_direct_mapping_and_not_indowordnet_lemma,
1042,ٹیمیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1041,فاسٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
1040,امکانات,,,no_direct_mapping_and_not_indowordnet_lemma,
1037,پر غور,,,no_direct_mapping_and_not_indowordnet_lemma,
1036,لگتی,,,no_direct_mapping_and_not_indowordnet_lemma,
1035,کتابوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1035,مارشل,,,no_direct_mapping_and_not_indowordnet_lemma,
1032,شو,,,no_direct_mapping_and_not_indowordnet_lemma,
1032,قارئین,,,no_direct_mapping_and_not_indowordnet_lemma,
1028,مضامین,,,no_direct_mapping_and_not_indowordnet_lemma,
1026,بہٹی,,,no_direct_mapping_and_not_indowordnet_lemma,
1026,سکولوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1025,سہولیات,,,no_direct_mapping_and_not_indowordnet_lemma,
1023,لگنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1017,لڑکے,,,no_direct_mapping_and_not_indowordnet_lemma,
1016,نذیر,,,no_direct_mapping_and_not_indowordnet_lemma,
1015,روایات,,,no_direct_mapping_and_not_indowordnet_lemma,
1014,تجربات,,,no_direct_mapping_and_not_indowordnet_lemma,
1013,خطے,,,no_direct_mapping_and_not_indowordnet_lemma,
1013,کیچ,,"in cricket, a method of dismissing a batsman, when the ball is hit by the batsman’s bat and caught by the bowler or a fi",fallback_no_two_source_semantic_agreement,
1012,ہیڈ,,,no_direct_mapping_and_not_indowordnet_lemma,
1011,گہریلو,,,no_direct_mapping_and_not_indowordnet_lemma,
1010,تمہارے,,,no_direct_mapping_and_not_indowordnet_lemma,
1010,سٹیڈیم,,,no_direct_mapping_and_not_indowordnet_lemma,
1008,بلاک,,,fallback_no_two_source_semantic_agreement,BLOCKED; DOOR; block; newsstands; lines
1007,امت,,,no_direct_mapping_and_not_indowordnet_lemma,
1006,چہوٹا,,,no_direct_mapping_and_not_indowordnet_lemma,
1006,خراج,,,no_direct_mapping_and_not_indowordnet_lemma,
1006,مارے,,,no_direct_mapping_and_not_indowordnet_lemma,
1000,خاصی,,,no_direct_mapping_and_not_indowordnet_lemma,
1000,نمائندوں,,,no_direct_mapping_and_not_indowordnet_lemma,
997,کابینہ,,,no_direct_mapping_and_not_indowordnet_lemma,
997,مولا,,,no_direct_mapping_and_not_indowordnet_lemma,
996,منیر,,,no_direct_mapping_and_not_indowordnet_lemma,
994,ملت,,"s.f. Society, company; friendship: — millat-dār",fallback_no_two_source_semantic_agreement,
994,ملیں,,,no_direct_mapping_and_not_indowordnet_lemma,
991,سہولتوں,,,no_direct_mapping_and_not_indowordnet_lemma,
990,جونیئر,,,no_direct_mapping_and_not_indowordnet_lemma,
989,نعیم,,,no_direct_mapping_and_not_indowordnet_lemma,
983,اتہارٹی,,,no_direct_mapping_and_not_indowordnet_lemma,
983,ایجوکیشن,,,no_direct_mapping_and_not_indowordnet_lemma,
982,جٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
981,ایگزیکٹو,,,no_direct_mapping_and_not_indowordnet_lemma,
981,سنٹر,,,no_direct_mapping_and_not_indowordnet_lemma,
980,ہتہیاروں,,,no_direct_mapping_and_not_indowordnet_lemma,
979,لکہنے,,,no_direct_mapping_and_not_indowordnet_lemma,
977,گاہ,,,no_direct_mapping_and_not_indowordnet_lemma,
975,گیت,,,no_direct_mapping_and_not_indowordnet_lemma,
975,ڈویژن,,,no_direct_mapping_and_not_indowordnet_lemma,
974,لڑکیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
974,ملتے,,,no_direct_mapping_and_not_indowordnet_lemma,
970,سننے,,,no_direct_mapping_and_not_indowordnet_lemma,
967,رقوم,,,no_direct_mapping_and_not_indowordnet_lemma,
966,بہوک,,,no_direct_mapping_and_not_indowordnet_lemma,
966,سندہی,,,no_direct_mapping_and_not_indowordnet_lemma,
966,کارروائیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
965,پالیسیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
964,ہاشمی,,,no_direct_mapping_and_not_indowordnet_lemma,
962,اوور,,,no_direct_mapping_and_not_indowordnet_lemma,
961,گاڑیاں,,,no_direct_mapping_and_not_indowordnet_lemma,
959,بیٹسمین,,,no_direct_mapping_and_not_indowordnet_lemma,
959,پہیل,,,no_direct_mapping_and_not_indowordnet_lemma,
957,دروازے,,,no_direct_mapping_and_not_indowordnet_lemma,
957,گیمز,,,no_direct_mapping_and_not_indowordnet_lemma,
955,سکیورٹی,,,no_direct_mapping_and_not_indowordnet_lemma,
951,پرفارمنس,,,no_direct_mapping_and_not_indowordnet_lemma,
950,لغاری,,,no_direct_mapping_and_not_indowordnet_lemma,
949,بنتا,,,no_direct_mapping_and_not_indowordnet_lemma,
948,شائقین,,,no_direct_mapping_and_not_indowordnet_lemma,
945,بتائی,,,no_direct_mapping_and_not_indowordnet_lemma,
942,بینکوں,,,no_direct_mapping_and_not_indowordnet_lemma,
937,آلات,,,no_direct_mapping_and_not_indowordnet_lemma,
935,بظاہر,,,no_direct_mapping_and_not_indowordnet_lemma,
934,حادثے,,,no_direct_mapping_and_not_indowordnet_lemma,
932,اصولوں,,,no_direct_mapping_and_not_indowordnet_lemma,
932,ساتہیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
931,بانڈ,,,no_direct_mapping_and_not_indowordnet_lemma,
929,تقریبات,,,no_direct_mapping_and_not_indowordnet_lemma,
924,ازاں,,,no_direct_mapping_and_not_indowordnet_lemma,
919,خورشید,,,no_direct_mapping_and_not_indowordnet_lemma,
914,طبقے,,,no_direct_mapping_and_not_indowordnet_lemma,
913,عملے,,,no_direct_mapping_and_not_indowordnet_lemma,
909,اکمل,,,no_direct_mapping_and_not_indowordnet_lemma,
908,نسیم,,,no_direct_mapping_and_not_indowordnet_lemma,
907,ساجد,,,no_direct_mapping_and_not_indowordnet_lemma,
907,سجاد,,,no_direct_mapping_and_not_indowordnet_lemma,
907,منیجر,,,no_direct_mapping_and_not_indowordnet_lemma,
903,احکامات,,,no_direct_mapping_and_not_indowordnet_lemma,
902,اٹہانے,,,no_direct_mapping_and_not_indowordnet_lemma,
902,کاپٹر,,,no_direct_mapping_and_not_indowordnet_lemma,
901,لکہی,,,no_direct_mapping_and_not_indowordnet_lemma,
898,سرگرمیاں,,,no_direct_mapping_and_not_indowordnet_lemma,
897,بحق,,,no_direct_mapping_and_not_indowordnet_lemma,
896,تہیٹر,,,no_direct_mapping_and_not_indowordnet_lemma,
896,حقائق,,,no_direct_mapping_and_not_indowordnet_lemma,
895,میمن,,,no_direct_mapping_and_not_indowordnet_lemma,
894,بہ,,,no_direct_mapping_and_not_indowordnet_lemma,
894,پینل,,,no_direct_mapping_and_not_indowordnet_lemma,
894,قرضوں,,,no_direct_mapping_and_not_indowordnet_lemma,
893,تہوڑا,,,no_direct_mapping_and_not_indowordnet_lemma,
892,بگڑ,,,no_direct_mapping_and_not_indowordnet_lemma,
892,بہول,,,no_direct_mapping_and_not_indowordnet_lemma,
892,تہانہ,,,no_direct_mapping_and_not_indowordnet_lemma,
891,کنارے,,,no_direct_mapping_and_not_indowordnet_lemma,
888,منشیات,,,no_direct_mapping_and_not_indowordnet_lemma,
887,خاندانوں,,,no_direct_mapping_and_not_indowordnet_lemma,
887,سنائی,,,no_direct_mapping_and_not_indowordnet_lemma,
887,لکہے,,,no_direct_mapping_and_not_indowordnet_lemma,
887,مرحلہ,,,no_direct_mapping_and_not_indowordnet_lemma,
887,یکم,,,no_direct_mapping_and_not_indowordnet_lemma,
885,اسٹیٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
885,مدینہ,,,no_direct_mapping_and_not_indowordnet_lemma,
884,گہڑی,,,no_direct_mapping_and_not_indowordnet_lemma,
882,نقوی,,,no_direct_mapping_and_not_indowordnet_lemma,
875,ہارون,,,no_direct_mapping_and_not_indowordnet_lemma,
873,سرمائے,,,no_direct_mapping_and_not_indowordnet_lemma,
873,مدنظر,,,no_direct_mapping_and_not_indowordnet_lemma,
873,ڈالنے,,,no_direct_mapping_and_not_indowordnet_lemma,
871,سرانجام,,,no_direct_mapping_and_not_indowordnet_lemma,
870,وزراء,,,no_direct_mapping_and_not_indowordnet_lemma,
869,خصوصیات,,,no_direct_mapping_and_not_indowordnet_lemma,
869,مندرجہ,,,no_direct_mapping_and_not_indowordnet_lemma,
868,گانے,,,no_direct_mapping_and_not_indowordnet_lemma,
867,علامات,,,no_direct_mapping_and_not_indowordnet_lemma,
866,رابطے,,,no_direct_mapping_and_not_indowordnet_lemma,
865,حلقے,,,no_direct_mapping_and_not_indowordnet_lemma,
864,علاوہ ازیں,,,no_direct_mapping_and_not_indowordnet_lemma,
863,مقامات,,,no_direct_mapping_and_not_indowordnet_lemma,
860,شکایات,,,no_direct_mapping_and_not_indowordnet_lemma,
859,معذرت,,,no_direct_mapping_and_not_indowordnet_lemma,
856,جہانگیر,,,no_direct_mapping_and_not_indowordnet_lemma,
856,وائس,,,no_direct_mapping_and_not_indowordnet_lemma,
854,رضوی,,,no_direct_mapping_and_not_indowordnet_lemma,
853,فاصلے,,,no_direct_mapping_and_not_indowordnet_lemma,
851,نکلنے,,,no_direct_mapping_and_not_indowordnet_lemma,
849,پہنچایا,,,no_direct_mapping_and_not_indowordnet_lemma,
849,چیمپئن,,,no_direct_mapping_and_not_indowordnet_lemma,
849,کرپشن,,,no_direct_mapping_and_not_indowordnet_lemma,
847,خدشہ,,,no_direct_mapping_and_not_indowordnet_lemma,
847,خیمے,,,no_direct_mapping_and_not_indowordnet_lemma,
847,مت,,,no_direct_mapping_and_not_indowordnet_lemma,
846,متوقع,,,no_direct_mapping_and_not_indowordnet_lemma,
845,اوپن,,,no_direct_mapping_and_not_indowordnet_lemma,
845,خطرے,,,no_direct_mapping_and_not_indowordnet_lemma,
844,میک,,,no_direct_mapping_and_not_indowordnet_lemma,
844,نشستوں,,,no_direct_mapping_and_not_indowordnet_lemma,
844,واپڈا,,,no_direct_mapping_and_not_indowordnet_lemma,
843,خطوط,,,no_direct_mapping_and_not_indowordnet_lemma,
843,وکٹوں,,,no_direct_mapping_and_not_indowordnet_lemma,
842,ادویہ,,,no_direct_mapping_and_not_indowordnet_lemma,
840,واقعے,,,no_direct_mapping_and_not_indowordnet_lemma,
838,نمائندے,,,no_direct_mapping_and_not_indowordnet_lemma,
835,بلاگ,,,no_direct_mapping_and_not_indowordnet_lemma,
832,خانے,,,no_direct_mapping_and_not_indowordnet_lemma,
832,خلائی,,,no_direct_mapping_and_not_indowordnet_lemma,
832,فنکاروں,,,no_direct_mapping_and_not_indowordnet_lemma,
831,تہانے,,,no_direct_mapping_and_not_indowordnet_lemma,
831,مراحل,,,no_direct_mapping_and_not_indowordnet_lemma,
830,بہلا,,,no_direct_mapping_and_not_indowordnet_lemma,
828,پانچویں,,,no_direct_mapping_and_not_indowordnet_lemma,
828,کروڑوں,,plural oblique of کَروڑ (karoṛ — crore (ten million)),fallback_no_two_source_semantic_agreement,billions; spending; dollars; shuffle; tips
827,ٹرانسپورٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
826,پودے,,,no_direct_mapping_and_not_indowordnet_lemma,
825,تلے,,,no_direct_mapping_and_not_indowordnet_lemma,
825,دفاتر,,,no_direct_mapping_and_not_indowordnet_lemma,
825,ہدایات,,,no_direct_mapping_and_not_indowordnet_lemma,
824,پٹہان,,,no_direct_mapping_and_not_indowordnet_lemma,
824,گہرے,,,no_direct_mapping_and_not_indowordnet_lemma,
821,جہٹکے,,,no_direct_mapping_and_not_indowordnet_lemma,
821,حدیث,,,no_direct_mapping_and_not_indowordnet_lemma,
821,محل,,,no_direct_mapping_and_not_indowordnet_lemma,
819,دلوں,,,no_direct_mapping_and_not_indowordnet_lemma,
818,لگتے,,,no_direct_mapping_and_not_indowordnet_lemma,
815,پڑہا,,,no_direct_mapping_and_not_indowordnet_lemma,
815,مشینری,,,no_direct_mapping_and_not_indowordnet_lemma,
812,رونما,,,no_direct_mapping_and_not_indowordnet_lemma,
812,شفیق,,,no_direct_mapping_and_not_indowordnet_lemma,
812,وہیں,,,fallback_no_two_source_semantic_agreement,there; RIGHT; THERE; right; Stay
811,مقابلوں,,,no_direct_mapping_and_not_indowordnet_lemma,
809,آرڈر,,,no_direct_mapping_and_not_indowordnet_lemma,
807,کریش,,,no_direct_mapping_and_not_indowordnet_lemma,
806,چڑہ,,,no_direct_mapping_and_not_indowordnet_lemma,
805,الیون,,,no_direct_mapping_and_not_indowordnet_lemma,
803,بلے,,,no_direct_mapping_and_not_indowordnet_lemma,
802,دیکہے,,,no_direct_mapping_and_not_indowordnet_lemma,
802,کروانے,,,no_direct_mapping_and_not_indowordnet_lemma,
801,مقاصد,,,no_direct_mapping_and_not_indowordnet_lemma,
800,اختراع,,,no_direct_mapping_and_not_indowordnet_lemma,
800,عوامل,,,no_direct_mapping_and_not_indowordnet_lemma,
799,مالیاتی,,,no_direct_mapping_and_not_indowordnet_lemma,
794,مرنے,,,no_direct_mapping_and_not_indowordnet_lemma,
792,بینظیر,,,no_direct_mapping_and_not_indowordnet_lemma,
792,زد,,,no_direct_mapping_and_not_indowordnet_lemma,
792,سچن,,,no_direct_mapping_and_not_indowordnet_lemma,
792,کہڑی,,,no_direct_mapping_and_not_indowordnet_lemma,
792,گرنے,,,no_direct_mapping_and_not_indowordnet_lemma,
791,مدارس,,,no_direct_mapping_and_not_indowordnet_lemma,
790,بیک,,,no_direct_mapping_and_not_indowordnet_lemma,
788,کروایا,,,no_direct_mapping_and_not_indowordnet_lemma,
788,مسز,,,no_direct_mapping_and_not_indowordnet_lemma,
785,سپورٹس,,,no_direct_mapping_and_not_indowordnet_lemma,
783,حادثات,,,no_direct_mapping_and_not_indowordnet_lemma,
782,امارات,,,no_direct_mapping_and_not_indowordnet_lemma,
781,اتحادی,,,no_direct_mapping_and_not_indowordnet_lemma,
780,کاشتکاروں,,,no_direct_mapping_and_not_indowordnet_lemma,
777,اوز,,,no_direct_mapping_and_not_indowordnet_lemma,
777,جماعتیں,,,no_direct_mapping_and_not_indowordnet_lemma,
777,عدالتوں,,,no_direct_mapping_and_not_indowordnet_lemma,
777,عورتیں,,,no_direct_mapping_and_not_indowordnet_lemma,
776,فیروز,,,no_direct_mapping_and_not_indowordnet_lemma,
776,فیملی,,,no_direct_mapping_and_not_indowordnet_lemma,
776,منفرد,,,no_direct_mapping_and_not_indowordnet_lemma,
775,نکالنے,,,no_direct_mapping_and_not_indowordnet_lemma,
774,اصلاحات,,,no_direct_mapping_and_not_indowordnet_lemma,
774,زیدی,,,no_direct_mapping_and_not_indowordnet_lemma,
771,تشریف,,,no_direct_mapping_and_not_indowordnet_lemma,
771,مشورے,,,no_direct_mapping_and_not_indowordnet_lemma,
770,اقدار,,,no_direct_mapping_and_not_indowordnet_lemma,
770,خلق,,,no_direct_mapping_and_not_indowordnet_lemma,
770,گریڈ,,,no_direct_mapping_and_not_indowordnet_lemma,
769,پوائنٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
