rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_readurdu_agree,kaikki_word2word_agree,readurdu_word2word_agree,kaikki_meaning,readurdu_meaning,word2word_meaning
1525,احتجاجی,protestor,4.70,Kaikki+ReadUrdu,True,False,False,protestor,protestor,
1526,انگلینڈ,England,4.70,Kaikki+ReadUrdu+word2word,True,True,True,England (a constituent country of the United Kingdom),England (a constituent country of the United Kingdom),ENGLAND; LONDON; shipping; England; thing
1527,بائیں,to the left,4.70,ReadUrdu+word2word,False,False,True,,"to the left, leftward",left; Left; lane; Your; launching
1528,جنازہ,funeral; bier,4.70,Kaikki+ReadUrdu+word2word,True,True,True,funeral; bier; the corpse (or coffin in which a corpse is taken away),"funeral procession, bier",funeral; went; her; six; when
1529,درس,lesson; reading; lecture,4.70,Kaikki+ReadUrdu,True,False,False,"lesson, reading, lecture","n. lesson, reading, lecture",converted; christianity; continued; teaching; pagans
1530,سوار,rider; horseman,4.70,Kaikki+ReadUrdu,True,False,False,"rider, horseman","n. rider, horseman",ride; Ride; Wanna; bride; BUY
1531,شو,show,4.70,ReadUrdu+word2word,True,True,True,show; corpse,n. show; corpse,show; liking; SHOW; SOMETHING; Showtime
1532,فرمان,obedient; servant; a royal decree; order,4.70,Kaikki+ReadUrdu,True,False,False,"obedient, servant; a royal decree, order; a command (by any individual)","n. a royal decree, order; a command (by any individual); a firman, decree; mandate (especially a royal or an official one) | adj. obedient, servant",decreed; hateful; sighted; memory; none
1533,مصنف,author,4.70,ReadUrdu+word2word,True,True,True,"composer; author, writer, compiler","author, writer",Callen; bestselling; author; Sheridan; along
1534,منظم,orderly,4.70,ReadUrdu+word2word,True,True,True,"structured; organised, orderly","organised, orderly; structured",managed; orderly; fashion; MANAGE; WITHOUT
1535,پہنچنے,arrive; to reach,4.70,ReadUrdu+word2word,False,False,True,,"oblique infinitive of پَہُن٘چنا (pahũcnā — to arrive, to reach)",reach; ls; legend; arrive; arriving
1536,کامل,perfect,4.70,ReadUrdu+word2word,True,False,True,saint; expert; master,"adj. perfect; complete, full | n. expert; saint; master",perfect; Perfect; child; PERFECT; Missed
1537,کلاس,class,4.70,ReadUrdu+word2word,False,False,True,,"class, course",class; Top; BUY; PARKING; PASS
1538,گواہ,witness,4.70,Kaikki+ReadUrdu+word2word,True,True,True,witness,witness,witness; witnesses; checked; Excluded; psychic
1539,ہوائی,aerial,4.70,Kaikki+ReadUrdu,True,False,False,aerial,adj. aerial,Hawaii; airports; plane; Airports; tricky
1540,یکم,first,4.70,Kaikki+ReadUrdu,True,False,False,first,n. first day of the month,explosive-laden; parked; badly; moments; pictures
1541,استقبال,welcome; reception,4.69,ReadUrdu+word2word,True,True,True,"welcome, hail, reception","n. welcome, hail, reception",welcome; WELCOME; reception; huge; Welcome
1542,اسٹیشن,station,4.69,Kaikki+ReadUrdu+word2word,True,True,True,"station, stop",station,along; stations; target; secure; GT
1543,امتحان,test,4.69,ReadUrdu+word2word,True,True,True,"exam, test; trial (difficult period)","examination, test",exam; test; exams; passed; pass
1544,تنخواہ,salary,4.69,Kaikki+ReadUrdu,True,False,False,salary,"salary, wages",pay; annuity; whatever; paying; allowance
1545,جہاد,jihad,4.69,ReadUrdu+word2word,True,True,True,"fight, struggle, battle; jihad, holy war, crusade","n. jihad, holy war, crusade; fight, struggle, battle",Continue; jihad; bro; looks; defeat
1546,خیالات,ideas,4.69,ReadUrdu+word2word,False,False,True,,"s.m. pl. (of ḵẖayāl), Thoughts, ideas, imaginations, fancies, &c.: — ḵẖayālāt-ě-lā-t̤āʼil, s.m. Vain…",ideas; somewhere; shed; preconceived; figure
1547,دہی,curd; yogurt,4.69,Kaikki+ReadUrdu,True,False,False,"curd, yogurt","n. curd, yogurt",deception; Mozart; harpsichord; Since; art
1548,رسائی,access,4.69,ReadUrdu+word2word,False,False,True,,"(abst. s. fr. rasā, q.v.; and see ras): — s.f. Arriving; entrance, access; accessibleness; reach, compass…",access; Access; Gerdigranted; knowing; gain
1549,عہدہ,post; rank; duty; office,4.69,Kaikki+ReadUrdu,True,False,False,"post, rank, duty, office","n. post, rank, duty, office",step; Would; here; Kate; in
1550,نشست,seat; session; sitting,4.69,Kaikki+ReadUrdu+word2word,True,True,False,"seat; session; gathering, sitting","s.f. Sitting; session; — fixing; — position, attitude; — a sitting-room (i.q. nishast-gāh): —…",seat; Grab; a
1551,نعمت,blessing,4.69,Kaikki+ReadUrdu+word2word,True,True,True,"blessing, grace","blessing, bounty",blessing; trust; Every; killed; hand
1552,چھٹی,holiday,4.69,ReadUrdu+word2word,True,True,True,"holiday, day off; leave, absence from work","leave, absence from work; holiday, day off",confirms; HOLIDAY; TAKE; HE; lead
1553,گجرات,Gujarat; Gujrat,4.69,Kaikki+ReadUrdu,True,False,False,"Gujarat (a state in western India); Gujrat (a city in Punjab, Pakistan)","name: Gujrat (a city in Punjab, Pakistan); Gujarat (a state in western India)",
1554,اتحادی,ally; allied; of or pertaining to coalition,4.68,Kaikki+ReadUrdu+word2word,True,True,False,ally; allied; of or pertaining to coalition,allied; of or pertaining to coalition,allies; invasion; search; forges; weapon
1555,اعتراف,confession,4.68,Kaikki+ReadUrdu,True,False,False,"acknowledgment, avowal, confession","confession, admission",Traitor; surrendered; must; Erudite; Prior
1556,اعداد,Numbers: — aʻdād-i-mutabāʼin; s.m. Incommensurable numbers; prime numbers: —…,4.68,ReadUrdu+word2word,False,False,True,,"s.m. pl. (of عدد ʻadad), Numbers: — aʻdād-i-mutabāʼin, s.m. Incommensurable numbers, prime numbers: —…",numbers; wire; Passwords; login; FIGURE
1557,اعمال,Actions; deeds,4.68,ReadUrdu+word2word,False,False,True,,"s.m. pl. (of عمل ʻamal), Actions, acts, deeds, doings: — aʻmāl-nāma, s.m. Register of one's doings or…",actions; regret; deeds; With; respect
1558,بستی,colony; settlement; hamlet,4.68,Kaikki+ReadUrdu,True,False,False,colony; Eukaryota; settlement; hamlet,n. settlement; hamlet; colony; a village; small town,
1559,بندہ,man of God; person,4.68,Kaikki+ReadUrdu,True,False,False,"human, creature; worshipper, man of God; person, man, guy, bloke",servant (of God); person,serious; dude; some; shit; And
1560,بیعت,act of swearing allegiance; fealty,4.68,Kaikki+ReadUrdu,True,False,False,act of swearing allegiance; fealty (especially religiously),n. act of swearing allegiance; fealty (especially religiously),
1561,بیمار,sick,4.68,ReadUrdu+word2word,True,True,True,"ill; sick; in love, lover","adj. ill; sick; in love, lover",sick; WOULDA; CALLED; SICK; Makes
1562,جوش,boiling; animation; passion; excitement,4.68,Kaikki+ReadUrdu+word2word,True,True,False,"boiling; animation; passion, excitement","n. enthusiasm, zeal, ardour; passion, excitement; animation",Josh; Rousing; clusterfuck; hey; boil
1563,حامی,supporter,4.68,ReadUrdu+word2word,True,True,True,"A black person; supporter, defender, helper, ally; A person from the lineage of Hām bin Nūh","n. supporter, defender, helper, ally | name: A person from the lineage of Hām bin Nūh; A group of African languages including Egyptian and the Berber languages; A black person",Rumors; surfaced; supporter; mansion; hills
1564,دہائی,a decade; decade,4.68,ReadUrdu+word2word,True,True,True,a decade; unit of ten; tens; decade; increments or multiplication of ten,n. a decade; unit of ten; tens; decade; increments or multiplication of ten,decade; Osama; nearly; took; It
1565,راز,secret,4.68,Kaikki+ReadUrdu+word2word,True,True,True,secret; mystery; confidential; clandestine,secret,secrets; secret; Secret; Savage; Love
1566,سانحہ,tragedy,4.68,ReadUrdu+word2word,False,False,True,,"tragedy, calamity",tragedy; Must; paid; by; complicit
1567,سلطنت,kingdom; empire,4.68,Kaikki+ReadUrdu+word2word,True,True,True,"principality, state, sultanate; kingdom, empire, dominion, realm, reign, Reich","empire, kingdom",empire; Empire; Save; kingdom; gaming
1568,سینیٹر,senator,4.68,Kaikki+ReadUrdu+word2word,True,True,True,senator,senator,Senator; groveling; s-His-Name; committees; oldest
1569,عقیدہ,faith,4.68,ReadUrdu+word2word,False,False,True,,"s.m. = P عقيدت ʻaqīdat, s.f. (for A. عقيدة, v.n. fr. عقد 'to tie,' &c.; see ʻaqd), A belief, faith, firm…",AND; FAITH; SKIRT; GOOD; GIRL
1570,غصہ,anger,4.68,Kaikki+ReadUrdu+word2word,True,True,True,anger,n. anger,anger; rude; short-tempered; Mom; FURIOUS
1571,فارغ,finished,4.68,ReadUrdu+word2word,True,False,True,empty; at leisure; crap; useless,"free, at leisure; finished",finished; finishes; Finish; Doctor; quite
1572,فلسطینی,Palestinian,4.68,ReadUrdu+word2word,False,False,True,,Palestinian,Palestinian; Palestinians; spill; sacred; letting
1573,قول,vow; pledge; word of honour; promise,4.68,Kaikki+ReadUrdu,True,False,False,"saying, quote, quotation; vow, pledge, word of honour, promise; poetical words of Sufis and mystics sung by qawwali singers","n. vow, pledge, word of honour, promise; a deed of lease on land between the government and another party; poetical words of Sufis and mystics sung by qawwali singers",view; his; rear; Come; mentioned
1574,قیمتی,valuable; precious,4.68,ReadUrdu+word2word,True,True,True,costly; precious; valuable,adj. valuable; precious; costly,valuable; Many; precious; things; honor
1575,منع,prohibited; forbidden; not allowed,4.68,Kaikki+ReadUrdu,True,False,False,"prohibited, forbidden, not allowed","adj. prohibited, forbidden, not allowed",worked; restricted; how; Sometimes; telling
1576,مکان,house; space,4.68,Kaikki+ReadUrdu,True,False,False,house; space,n. house; space,Basically; agree; with; we; you
1577,نقطہ,point,4.68,ReadUrdu+word2word,True,False,True,dot; focus; nuqta,n. nuqta; point; dot,point; POINT; missing; THE; GUESS
1578,ارادہ,intention,4.67,Kaikki+ReadUrdu+word2word,True,True,True,intention; purpose; aim; desire; inclination,"intention, resolve",intention; intended; expected; morning; plan
1579,اہلیہ,wife; spouse,4.67,Kaikki+ReadUrdu,True,False,False,"wife, spouse","n. wife, spouse",
1580,باد,air; wind; breeze,4.67,Kaikki+ReadUrdu,True,False,False,air; wind; breeze; gale,"s.f. Wind, air, breeze: — bād-bān, s.m. Sail (of a boat, &c.); a vessel in which a lamp is placed for…",regiment; Send; half; later; side
1581,بھوک,appetite; hunger; craving,4.67,Kaikki+ReadUrdu,True,False,False,"appetite, hunger; craving (for food)","appetite, hunger; craving (for food)",hungry; Hungry; starving; Thanks; given
1582,دائیں,to the right,4.67,ReadUrdu+word2word,False,False,True,,"to the right, rightward",right; Right; Block; Use; Watch
1583,سبق,lesson,4.67,Kaikki+ReadUrdu+word2word,True,True,True,lesson; lecture,lesson,lesson; vacation; okay; Let; summer
1584,سماج,an association; society; community; a luxurious gathering,4.67,Kaikki+ReadUrdu,True,False,False,"an association; society, community; a luxurious gathering","n. society, community; an association; a luxurious gathering",
1585,لمبی,s.f. A long stride,4.67,ReadUrdu+word2word,False,False,True,,"s.f. A long stride (in a horse); a kind of bounding pace (in a horse); — adj. fem. of lambā, q.v.: — lambī…",long; Shift; swords; lion; den
1586,مانگ,demand; ask; beg,4.67,Kaikki+ReadUrdu,True,False,False,"demand; ask, beg; ask (hand in marriage of a girl)","n. demand; ask, beg; ask (hand in marriage of a girl)",
1587,ناجائز,illegal; unjustifiable; unjustified; unlawful,4.67,Kaikki+ReadUrdu,True,False,False,"illegal, unjustifiable, unjustified, unlawful, contraband","illegal, unjustifiable, unjustified, unlawful, contraband",
1588,وقار,dignity,4.67,Kaikki+ReadUrdu+word2word,True,True,True,"consistency, resolution; dignity, honour, prestige; serenity, solemnity, modesty","dignity, gravity",dignity; Gents; restless; eventually; Allow
1589,پھانسی,hanging,4.67,ReadUrdu+word2word,True,True,True,"noose; gallows; hanging, execution","hanging, execution",hang; hanging; laugh; culprit; executed
1590,پہاڑ,mountain,4.67,Kaikki+ReadUrdu+word2word,True,True,True,mountain,mountain,mountain; cliff; ON; stone; CEMENT
1591,پینے,drink,4.67,ReadUrdu+word2word,False,False,True,,oblique infinitive of پِینا (pīnā — to drink),drink; normally; li; crooked; pimples
1592,اخبارات,press,4.66,Kaikki+ReadUrdu,True,False,True,press,"press; plural of اخبار, newspapers",newspapers; turn; not; Why; to
1593,اعتراض,objection,4.66,Kaikki+ReadUrdu,True,False,False,objection (ie. criticism; dispute etc.),n. objection (ie. criticism; dispute etc.),mind; MIND; DO; IF; YOUR
1594,باہمی,mutual,4.66,ReadUrdu+word2word,True,True,True,"mutual, shared, reciprocal, together","mutual, shared, reciprocal, together",mutual; mutually; agreeable; settlement; reach
1595,ثقافت,culture,4.66,Kaikki+ReadUrdu+word2word,True,True,True,culture,culture,culture; wins; mma; again; new
1596,جمہوریہ,republic,4.66,Kaikki+ReadUrdu+word2word,True,True,True,republic,republic,Republic; leadership; under; write; including
1597,خارج,outside; exterior,4.66,Kaikki+ReadUrdu,True,False,False,outside; exterior,adj. outside; exterior,takedown; looking; delete; eraser; deletes
1598,دکھا,show,4.66,ReadUrdu+word2word,False,False,True,,infinitive of دِکھانا (dikhānā — to show),showing; show; Show; clemency; netted
1599,روٹی,bread,4.66,Kaikki+ReadUrdu+word2word,True,True,True,bread,bread,bread; loaf; sold; Please; Just
1600,سرور,exhilaration; delight; joy; cheerfulness,4.66,Kaikki+ReadUrdu,True,False,False,"exhilaration, delight, joy, cheerfulness","n. exhilaration, delight, joy, cheerfulness",server; connection; Any; couldn; main
1601,صحافت,journalism,4.66,Kaikki+ReadUrdu,True,False,False,journalism,journalism,
1602,غائب,vanished,4.66,ReadUrdu+word2word,True,False,True,absent; future; hidden,adj. hidden; vanished; concealed | n. something hidden; future; God (the Invisible),disappear; disappeared; vanished; Seemed; Disappeared
1603,لکڑی,wood,4.66,ReadUrdu+word2word,True,True,True,"stick; wood, timber","stick; wood, timber",wood; wooden; Belleau; Wood; Go
1604,مزاحمت,resistance,4.66,ReadUrdu+word2word,True,True,True,"resistance, opposition, obstacle, impediment, hindrance","n. resistance, opposition, obstacle, impediment, hindrance",resisting; resistance; revolting; one; Israel
1605,نامعلوم,unknown,4.66,ReadUrdu+word2word,True,True,True,"unknown, unfamiliar","unknown, unfamiliar",unknown; approaching; unidentified; Sir; shipwrecked
1606,نمونہ,sample,4.66,ReadUrdu+word2word,True,True,True,"specimen, sample, example","n. specimen, sample, example",sample; heliocentric; model; bio; interactions
1607,نیکی,goodness,4.66,ReadUrdu+word2word,True,True,True,"virtue, goodness","virtue, goodness",-Oh; goodness; stays; -Well; Daddy
1608,پردیش,province; foreign land; overseas; abroad,4.66,Kaikki+ReadUrdu,True,False,False,"province; foreign land, overseas, abroad","n. province; foreign land, overseas, abroad",
1609,چالیس,forty,4.66,Kaikki+ReadUrdu+word2word,True,True,True,forty,num. forty,Forty; 40.; Back; somewhere; Fifty
1610,گلی,street; lane,4.66,ReadUrdu+word2word,True,True,True,"alleyway; street, lane","n. street, lane; alleyway | adj. feminine of گَلا (galā, “cooked”)",lane; street; alley; streets; wins
1611,گولی,bullet,4.66,ReadUrdu+word2word,True,False,True,marble; small ball; diminutive of گولا (golā); pill; tablet (medication),n. bullet; pellet (gun ammunition); pill; tablet (medication); marble; small ball,shoot; shot; Shoot; bullet; barrel
1612,احکام,commands,4.65,ReadUrdu+word2word,False,False,True,,"s.m. (pl. of حکم ḥukm), Orders, commands; decrees, injunctions, ordinances, statutes; judicial decisions; a…",Commandments; His; most; important; commands
1613,بنتی,apology; request; beseech,4.65,Kaikki+ReadUrdu,True,False,False,"apology; request, beseech","n. request, beseech; apology",obtain; figure; cannelloni; greatest; dreamed
1614,جہلم,Jhelum,4.65,Kaikki+ReadUrdu,True,False,False,"Jhelum (a city in Jhelum district, province of Punjab, Pakistan); Jhelum (a river in the Punjab of Pakistan and the union territory of Jammu and Kashmir, India)","name: Jhelum (a city in Jhelum district, province of Punjab, Pakistan); Jhelum (a river in the Punjab of Pakistan and the union territory of Jammu and Kashmir, India)",
1615,حلال,halal; rightful,4.65,Kaikki+ReadUrdu,True,False,False,halal; rightful; hard-earned,"adj. halal; lawful, permissible; rightful",
1616,دست,hand; diarrhoea; power; authority,4.65,Kaikki+ReadUrdu,True,False,False,"hand; diarrhoea; power, authority","n. hand; power, authority; diarrhoea",
1617,شرط,bet,4.65,ReadUrdu+word2word,True,True,True,"wager, bet; condition, term; provision, wage",condition; bet,bet; 50; bucks; BET; signals
1618,ضد,stubbornness,4.65,ReadUrdu+word2word,True,False,True,"antonym; contrary; opposite; egotism, selfishness","adj. contrary; opposite | n. stubbornness (connoted with ego; anger); egotism, selfishness; opposition, enmity, contrariety",Pride; stubbornness; and
1619,لڑنے,fight,4.65,ReadUrdu+word2word,False,False,True,,"infinitive indirect of لَڑْنا (laṛnā — to fight, combat; battle)",fight; deputy; -Why; keen; earn
1620,منفی,part. Negative,4.65,ReadUrdu+word2word,False,False,True,,"(pass. part. of نفي 'to deny; to reject,' &c.), part. adj. Negative; — rejected, repulsed; banished; —…",negative; owe; shows; payments; See
1621,پیغمبر,ambassador; envoy; prophet; messenger,4.65,Kaikki+ReadUrdu,True,False,False,"ambassador, envoy; prophet, messenger","prophet, messenger; ambassador, envoy",
1622,کابل,Kabul,4.65,Kaikki+ReadUrdu+word2word,True,True,True,Kabul (a province of Afghanistan); Kabul (the capital city of Afghanistan),name: Kabul (the capital city of Afghanistan); Kabul (a province of Afghanistan),Kabul; Amman; via; flew; yeah
1623,گوجرانوالہ,Gujranwala,4.65,Kaikki+ReadUrdu,True,False,False,"Gujranwala (a city in Punjab, Pakistan)","Gujranwala (a city in Punjab, Pakistan)",
1624,ایوب,Ayyub; Job; a male given name from Arabic,4.64,Kaikki+ReadUrdu,True,False,False,"Ayyub, Job; a male given name from Arabic","name: Ayyub, Job; a male given name from Arabic",INTERVIEWING; KIND; WHAT; FOR; ARE
1625,بازو,arm,4.64,ReadUrdu+word2word,True,True,True,"arm; wing of a bird, etc; supporter or companion","n. arm; wing of a bird, etc.; flank of an army",arm; -His; forearms; stick; needle
1626,بدن,body,4.64,Kaikki+ReadUrdu+word2word,True,True,True,body,n. body,body; suicide; removed; from; We
1627,تیسرا,third,4.64,Kaikki+ReadUrdu+word2word,True,True,True,third,third,third; male; The; northeast; corner
1628,حرف,particle; letter; character,4.64,Kaikki+ReadUrdu,True,False,False,"particle; letter, character (of an alphabet)","n. letter, character (of an alphabet); particle",
1629,دائرہ,circle,4.64,ReadUrdu+word2word,True,True,True,"extent, reach; circle, ring, orbit; circumference, limit","n. circumference, limit; extent, reach; circle, ring, orbit",circle; Circles; Circle; upon; expanding
1630,رکاوٹ,hitch,4.64,Kaikki+word2word,False,True,False,wall; block; hitch,obstruction; barricade; stoppage,Hitch; interrupt; him; racket; May
1631,ظالم,cruel,4.64,ReadUrdu+word2word,True,True,True,"cruel; oppressive, unfair, tyrannical; oppressor, unjust, dictator, tyrannical, wrongdoer","oppressor, cruel",cruel; disgusting; brute; brutal; without
1632,غرض,desire; selfishness; in short; in summary,4.64,Kaikki+ReadUrdu,True,False,False,"desire, selfishness; in short, in summary; desire, purpose, intention","n. desire, purpose, intention; desire, selfishness | adv. in short, in summary",
1633,فعل,verb; act; action; deed,4.64,Kaikki+ReadUrdu,True,False,False,"verb; act, action, deed, work","n. verb; act, action, deed, work",
1634,قدرت,power,4.64,ReadUrdu+word2word,True,True,True,nature; courage; divine power,"n. nature; destiny, providence; power, force, potency",power; gods; everyone; could; each
1635,قطر,Qatar,4.64,Kaikki+ReadUrdu,True,False,False,Qatar (a country in West Asia in the Middle East),name: Qatar (a country in West Asia in the Middle East),
1636,لاش,corpse,4.64,Kaikki+ReadUrdu,True,False,False,corpse,corpse,body; Somebody; Find; jobs; Bring
1637,مجموعہ,group,4.64,Kaikki+ReadUrdu,True,False,True,form; group; anthology,"n. a collection (of items, group, people etc.)",collection; accomodations; Hope; enjoying; 99
1638,مذاق,fun; joke,4.64,Kaikki+ReadUrdu+word2word,True,True,True,"fun, joke","n. fun, joke",fun; kidding; joke; HA; KIDDING
1639,مستحکم,stable,4.64,ReadUrdu+word2word,True,True,True,"firm, stable, established, solid","adj. firm, stable, established, solid",stable; steady; STABILIZE; CAR; -Keep
1640,کثرت,plenty; excess,4.64,Kaikki+ReadUrdu,True,False,False,"plenty, excess","n. plenty, excess",often; Blithe; frequently; humming; becoming
1641,گیم,game,4.64,ReadUrdu+word2word,False,False,True,,game,games; cause; around; two; fucking
1642,جشن,celebration,4.63,Kaikki+ReadUrdu+word2word,True,True,True,"banquet, feast; festival, celebration","celebration, festivity",Rejoice; celebration; celebrating; tradition; however
1643,جل,water,4.63,Kaikki+ReadUrdu,True,False,False,water,n. water,burned; St; Alexander; fire; on
1644,جوڑ,joint; connect,4.63,Kaikki+ReadUrdu,True,False,False,"joint, connect","joint, connect",
1645,دامن,hem of a garment,4.63,Kaikki+ReadUrdu,True,False,False,"sail; outskirts, edges; foothills; hem of a garment; skirt, petticoat","hem of a garment; lap, refuge",
1646,سمجھے,understand,4.63,ReadUrdu+word2word,False,False,True,,plural masculine of سَمَجْھنَا (samajhnā — to understand),Got; understand; Understood; beacons; misunderstood
1647,سندھی,Sindhi,4.63,Kaikki+ReadUrdu,True,False,False,Sindhi,adj. Sindhi | n. a Sindhi; the Sindhi language,
1648,شمال,north,4.63,Kaikki+ReadUrdu+word2word,True,True,True,north,north,north; blackouts; reports; total; getting
1649,طاقتور,powerful,4.63,ReadUrdu+word2word,True,True,True,"strong, stout, powerful","strong, stout, powerful",powerful; cannot; stronger; Everytime; figured
1650,طبیعت,nature; intrinsic quality,4.63,Kaikki+ReadUrdu,True,False,False,"habit; choice; nature, intrinsic quality","n. temperament, mind, disposition, mood, character, behavior; health, condition, state, constitution; nature, intrinsic quality",
1651,قربان,sacrifice,4.63,ReadUrdu+word2word,True,True,True,"corban; sacrifice, giving up; sacrificial offering","n. corban; sacrifice, giving up; sacrificial offering",sacrifice; only; preserve; order; best
1652,معیاری,standard,4.63,ReadUrdu+word2word,True,True,True,"qualitative, standard","qualitative, standard",standard; issue; `; come; caliber.30
1653,ہندی,Indian; the language now known as Urdu,4.63,Kaikki+ReadUrdu,True,False,False,Indian; a sword-blow; the language now known as Urdu,"adj. belonging or relating to India, anything Indian; Indian; native, inherited in the Urdu language, as opposed to a borrowing. | name: Modern Standard Hindi: a khariboli based tongue which happens to be standardised and Sanskritised version of…; All the lects in the Hindi Belt, which also includes",
1654,آفیسر,officer,4.62,Kaikki+ReadUrdu+word2word,True,True,True,officer,officer,Corporal; Talk; fit; officers; thank
1655,اولین,foremost,4.62,ReadUrdu+word2word,True,True,True,"firstly; foremost, very first, earliest","adj. foremost, very first, earliest",foremost; Let; second; captured; ve
1656,بحران,crisis,4.62,ReadUrdu+word2word,True,True,True,crisis; delirium,n. crisis; delirium,Crunch; eradicate; crisis; Divergent; provide
1657,تخت,throne,4.62,Kaikki+ReadUrdu+word2word,True,True,True,throne,n. throne,throne; heir; hopes; rebellion; wants
1658,رواں,flowing; fluent; well-versed,4.62,Kaikki+ReadUrdu,True,False,False,"flowing; fluent, well-versed; free (ie. of part of a machine)","flowing; fluent, well-versed; en route, set off (of a vehicle, group etc. on a journey)",climate; current; able; being; Staff
1659,سفارت,embassy,4.62,ReadUrdu+word2word,True,True,True,diplomacy; embassy; consulate,n. embassy; consulate; diplomacy,Embassy; From; embassy; explain; talk
1660,سہارا,backing; buttress; support; dependence,4.62,Kaikki+ReadUrdu,True,False,False,"backing; buttress; support; dependence; help, assistance, aid","n. support; dependence; backing; buttress; help, assistance, aid",Refuse; recourse; duration; court-martial; spend
1661,طلاق,divorce,4.62,Kaikki+ReadUrdu,True,False,False,divorce,divorce,Divorced; divorced; RPN; artist; talks
1662,ظہور,emergence; arising; manifestation,4.62,Kaikki+ReadUrdu,True,False,False,"advent; emergence, arising; manifestation (ie. appearance)","n. manifestation (ie. appearance); emergence, arising; auspiciousness, good fortune, splendour, lustre | name: a male given name, Zuhoor or Zahoor, from Arabic",will; halves; lid; appear; open
1663,فساد,riot; feud; outbreak,4.62,Kaikki+ReadUrdu,True,False,False,"riot, feud, outbreak","n. riot, feud, outbreak",
1664,ملاحظہ,attention; regard; consideration; inspection,4.62,Kaikki+ReadUrdu,True,False,False,"attention, regard; consideration, inspection, review","n. attention, regard; consideration, inspection, review",See; To; see; na; BANDAGE
1665,ٹرین,train,4.62,ReadUrdu+word2word,False,False,True,,train,train; Train; alright; taken; Our
1666,پورٹ,port; port wine,4.62,ReadUrdu+word2word,False,False,True,,port; port wine,port; abandoned; consistently; adjacent; projects
1667,چوک,square,4.62,ReadUrdu+word2word,True,True,True,"courtyard; square; chowk; crossroad, intersection","n. square; chowk; crossroad, intersection; courtyard",being; missed; square; dealing; capable
1668,گواہی,witness,4.62,ReadUrdu+word2word,False,False,True,,"s.f. Evidence, witness, testimony; deposition; written testimony: — gawāhī denā (-par), To give evidence, to…",witness; outset; grateful; today; coming
1669,ہارون,Harun; Aaron; a male given name from Arabic,4.62,Kaikki+ReadUrdu,True,False,False,"Harun, Aaron; a male given name from Arabic","name: Harun, Aaron; a male given name from Arabic",
1670,آب,water; liquid; sparkle,4.61,Kaikki+ReadUrdu,True,False,False,water; liquid; sparkle,n. water; liquid; sparkle,warmer; climate; strung; number; yourself
1671,بالآخر,finally,4.61,ReadUrdu+word2word,True,True,True,"at last, finally; ultimately, consequently","finally, at last",finally; felt; anxiety; letting; elusive
1672,بجٹ,budget,4.61,ReadUrdu+word2word,False,False,True,,budget,budget; call; why; but; babe
1673,تبصرہ,criticism; review; comment,4.61,Kaikki+ReadUrdu,True,False,False,"criticism; review, comment","review, comment; criticism",Offended; remark; naturally; by; hacker
1674,ثواب,reward,4.61,Kaikki+ReadUrdu,True,False,False,"good deed; requital, reward","religious merit, reward for virtue",back; give; work; like; Well
1675,داؤد,Dawood; Dawud; David; a male given name from Arabic,4.61,Kaikki+ReadUrdu,True,False,False,"Dawood, Dawud, David; a male given name from Arabic","name: Dawood, Dawud, David; a male given name from Arabic",
1676,سبز,raw; green,4.61,Kaikki+ReadUrdu,True,False,False,raw; fresh; green,adj. green; raw; unripe,statements; inaccurate; versions; various; completely
1677,سوات,Swat,4.61,ReadUrdu+word2word,False,False,True,,"Swat (a river in Khyber Pakhtunkhwa, Pakistan)",SWAT; Got; any; friends; at
1678,فطرت,nature,4.61,ReadUrdu+word2word,True,True,True,nature; disposition; temperament,n. disposition; temperament; nature,appropriate; celebrations; discreet; nature
1679,مایوس,despondent; despirited; downcast; heartsick,4.61,Kaikki+ReadUrdu,True,False,False,"despondent, despirited, downcast, heartsick","adj. despondent, despirited, downcast, heartsick",disappointed; desperate; domestic; aren; disappoint
1680,مردہ,dead; the dead,4.61,ReadUrdu+word2word,True,True,True,"dead, deceased; dead; the dead (ie. a corpse)","adj. dead, deceased | n. dead; the dead (ie. a corpse)",dead; battlefield; Somewhere; Dead; backyard
1681,منفرد,unique,4.61,ReadUrdu+word2word,True,True,True,"unique, singular, apart, alone, separate, isolated","adj. unique, singular, apart, alone, separate, isolated",unique; Arrogance; uniquely; trait; anyone
1682,مہاجر,refugee; immigrant,4.61,Kaikki+ReadUrdu,True,False,False,"refugee, immigrant; a muhajir: Urdu-speaking Muslim that moved to Pakistan after the Partition of India","n. refugee, immigrant; a muhajir: Urdu-speaking Muslim that moved to Pakistan after the Partition of India",parole; non-immigration; humanitarian; qualify; protective
1683,نعرہ,slogan; battle cry,4.61,Kaikki+ReadUrdu,True,False,False,slogan; battle cry,n. slogan; battle cry,
1684,چور,thief,4.61,ReadUrdu+word2word,True,True,True,thief; ulcer; an untrustable; evil person,n. thief; an untrustable; evil person; ulcer,thief; Thief; backdoors; With; thieves
1685,چکر,vertigo,4.61,Kaikki+ReadUrdu,True,False,False,chakra; circle; vertigo,"n. round, perimeter; vertigo; love affair",dizzy; fucks; unbecoming; GO; Hello
1686,ہوش,consciousness,4.61,Kaikki+ReadUrdu+word2word,True,True,True,"consciousness, awareness","senses, consciousness",blacked; regained; consciousness; conscious; Martin
