rank,front,expected_english,kaikki_entry,kaikki_pos,kaikki_has_english_gloss,semantic_overlap,semantic_overlap_terms,wordfreq_attested,wordfreq_zipf,arabic_wordnet_entry,camel_analysis,lexique4_entry,lexique4_pos,urdu_ud_entry,urdu_ud_pos,support_count,confidence
210,حضرت,honorific for a revered/respected person; His/Her Holiness; respected sir/lady (context-dependent),True,name|noun,True,True,his|holines,True,5.76,False,False,False,,True,noun|part|propn,3,strong
211,بھارتی,Indian; an Indian person,True,adj|name,True,True,indian,True,5.48,False,False,False,,True,propn,3,strong
212,تاہم,however; nevertheless; nonetheless; yet,True,adv,True,True,however|nevertheles|nonetheles|yet,True,5.56,False,False,False,,True,cconj,3,strong
213,مسائل,problems; issues,True,noun,True,False,,True,5.13,False,False,False,,True,noun,3,semantic_review
214,تاکہ,so that; in order that,False,,False,False,,True,5.31,False,False,False,,True,sconj,2,form_only
215,جگہ,place; location; space; site; position/post (context-dependent),True,noun,True,True,place|post|site|space,True,5.56,False,False,False,,True,adp|noun,3,strong
216,میرا,first-person singular possessive pronoun: mine; first-person singular possessive determiner: my,True,det|pron,True,True,determiner|first-person|mine|my|possessive,True,5.50,False,False,False,,True,pron|propn,3,strong
217,بند,closed; shut; dam/barrier; band/stanza (context-dependent),True,adj|noun,True,True,clos|dam,True,5.57,False,False,False,,True,adj|noun,3,strong
218,جی,"used to show agreement - yes, correct; heart, mind (in the figurative, not anatomical, sense); the honorific particle, usually appended to names (of any gender) and titles",True,noun|particle,True,True,agree|anatomical|any|append|correct|figurative|gender|heart|honorific|mind|name|not,True,5.68,False,False,False,,True,noun|part|propn|verb,3,strong
219,فوجی,soldier; military; army-related,True,noun,True,True,soldier,True,5.43,False,False,False,,True,adj|noun|propn,3,strong
220,تعداد,"quantity, amount, number",True,noun,True,True,amount|number|quantity,True,5.57,False,False,False,,True,noun,3,strong
221,تھیں,were (feminine plural past of ہونا),False,,False,False,,True,5.69,False,False,False,,True,aux|verb,2,form_only
222,اظہار,expression; statement; declaration; disclosure; manifestation,True,noun,True,True,declar|disclosure|manifest|state,True,5.30,False,False,False,,True,noun,3,strong
223,لاکھ,"myriad; lakh, lac (hundred thousand)",True,noun|num,True,True,hundr|lac|lakh|myriad|thousand,True,5.40,False,False,False,,True,noun|num,3,strong
224,کمی,lack; shortage; deficiency; decrease; deficit,True,noun,True,True,deficiency|deficit|lack,True,5.23,False,False,False,,True,noun,3,strong
225,پہلی,first (feminine),True,adj,True,False,,True,5.54,False,False,False,,True,adj|num,3,semantic_review
226,صاحب,sir; mister; gentleman; owner; possessor; person having/endowed with (especially in compounds),True,noun,True,True,gentleman|mister|owner|possessor|sir,True,5.94,False,False,False,,True,noun|part|propn,3,strong
227,یعنی,that is; namely; i.e.; meaning/in other words,True,conj|intj,True,True,namely|other,True,5.73,False,False,False,,True,adv|noun|part|sconj,3,strong
228,ہونا,to be; to exist; to become; to happen,True,verb,True,True,become|exist|happen,True,5.58,False,False,False,,True,aux|verb,3,strong
229,یہی,this very; this same; exactly this,False,,False,False,,True,5.73,False,False,False,,True,det|pron,2,form_only
230,بغیر,without; except for,True,adj|prep,True,True,without,True,5.46,False,False,False,,True,adj|part,3,strong
231,چند,"a few, some, several",True,adj|adv,True,True,few|several|some,True,5.43,False,False,False,,True,adj|det,3,strong
232,شکار,"hunt; prey, catch; victim",True,noun,True,True,catch|hunt|prey|victim,True,5.11,False,False,False,,True,adj|noun,3,strong
233,تیار,ready,True,adj,True,True,ready,True,5.42,False,False,False,,True,adj|noun,3,strong
234,وی,the letter V (especially in acronyms),False,,False,False,,True,5.39,False,False,False,,True,noun|propn,2,form_only
235,امداد,"support; aid, help, assistance",True,noun,True,True,aid|assistance|help|support,True,4.81,False,False,False,,True,adp|noun,3,strong
236,بڑا,big; large; great; elder/older; very (intensifying use),True,adj,True,True,big|large|very,True,5.69,False,False,False,,True,adj|adv|det,3,strong
237,تعلق,"relationship; relation, connection",True,noun,True,True,connection|relation|relationship,True,5.60,False,False,False,,True,adp|noun|propn,3,strong
238,شخص,"person, individual",True,noun,True,True,individual,True,5.78,False,False,False,,True,noun,3,strong
239,ناظم,administrator; manager; organizer; coordinator; poet/composer (literary/older),True,adj,True,True,composer|manager|organizer|poet,True,4.53,False,False,False,,True,noun,3,strong
240,حل,"solution, resolution",True,noun,True,True,resolution|solution,True,5.22,False,False,False,,True,noun,3,strong
241,متحدہ,"allied; united, unified",True,adj,True,True,alli|unif|unit,True,5.40,False,False,False,,True,adj|noun|propn,3,strong
242,گزشتہ,"previous; past, elapsed",True,adj,True,True,elaps|previou,True,4.87,False,False,False,,True,adj|noun,3,strong
243,باعث,"cause, reason; root, origin, basis",True,noun,True,True,basi|cause|origin|reason|root,True,5.18,False,False,False,,True,adp|noun,3,strong
244,اشاعت,propagation; publication,True,noun,True,True,propag|public,True,4.73,False,False,False,,True,noun,3,strong
245,فراہم,provided; supplied; available; furnished,True,adj,True,False,,True,5.26,False,False,False,,True,adj|noun,3,semantic_review
246,پانچ,five,True,num,True,True,five,True,5.41,False,False,False,,True,adj|num,3,strong
247,ابھی,"lately, recently, just, just now; currently, at present, at the moment, right now, just now; immediately, right away, shortly, at once, this instant, right now",True,adv,True,True,away|currently|immediately|instant|just|lately|moment|now|once|recently|right|shortly,True,5.56,False,False,False,,True,adv|pron,3,strong
248,زلزلے,"earthquakes; earthquake (oblique/vocative singular, context-dependent)",True,noun,True,True,earthquake|oblique|vocative,True,4.43,False,False,False,,True,propn,3,strong
249,فوج,army (military; force); a horde (both in terms of items or people),True,noun,True,True,army|both|force|horde|item|military|people,True,5.72,False,False,False,,True,noun|propn,3,strong
250,قبل,before; prior to; ago,True,adv,True,True,ago|before,True,5.57,False,False,False,,True,adj|adp|adv|noun|pron,3,strong
251,جلد,soon; quickly; skin; hide; book volume; binding/cover (depending on pronunciation/context),True,adj|noun,True,True,bind|book|cover|hide|skin|soon|volume,True,5.32,False,False,False,,True,adv|det|noun,3,strong
252,آیا,"came; arrived (masculine singular perfect of آنا); ayah/nursemaid (noun, context-dependent)",True,noun|verb,True,True,arriv|ayah|came|perfect,True,5.70,False,False,False,,True,cconj|pron|verb,3,strong
253,اسلامی,Islamic,True,adj,True,True,islamic,True,5.60,False,False,False,,True,adj|noun|propn,3,strong
254,مسئلہ,"matter, affair; problem, issue; proposition, question",True,noun,True,True,affair|issue|matter|problem|proposition|question,True,5.22,False,False,False,,True,adp|noun,3,strong
255,کل,yesterday; tomorrow; all; total; machine/device (context-dependent),True,adj|adv|noun,True,True,all|machine|tomorrow|total|yesterday,True,5.49,False,False,False,,True,noun|pron|propn,3,strong
256,اعلی,high; superior; supreme,True,adj,True,True,supreme,True,5.48,False,False,False,,True,adj|noun,3,strong
257,او,O!; oh!; the letter O (context-dependent),True,adv|prep|pron,True,False,,True,5.41,False,False,False,,True,noun|propn,3,semantic_review
258,اعظم,greatest; supreme; paramount,True,adj,True,True,greatest|paramount|supreme,True,5.56,False,False,False,,True,noun|propn,3,strong
259,علاقے,"areas; regions; area/region (oblique/vocative singular, context-dependent)",True,noun,True,True,area|oblique|vocative,True,5.54,False,False,False,,True,noun,3,strong
260,خصوصی,"personal, private; special, peculiar, particular",True,adj,True,True,particular|peculiar|personal|private|special,True,5.07,False,False,False,,True,adj|noun|propn,3,strong
261,صحت,health; soundness,True,noun,True,True,health|soundnes,True,5.27,False,False,False,,True,noun|propn,3,strong
262,کس,"whom; which; whose/of whom (singular oblique interrogative, context-dependent)",True,noun|pron,True,False,,True,5.62,False,False,False,,True,adj|det|noun|pron,3,semantic_review
263,بڑھ,increase; grow; advance (stem/imperative base of بڑھنا),False,,False,False,,True,5.30,False,False,False,,True,adj|verb,2,form_only
264,خاص,special; peculiar; extraordinary,True,adj,True,True,extraordinary|peculiar|special,True,5.55,False,False,False,,True,adj|adv|propn,3,strong
265,کار,car (English loan); function; duty; use; work; occupation; action; -er/agent-forming element,True,noun|suffix,True,True,action|duty|er|function|occup|work,True,5.56,False,False,False,,True,noun,3,strong
266,بیان,statement; declaration; description; account; narration; exposition,True,noun,True,True,state,True,5.59,False,False,False,,True,noun,3,strong
267,اختیار,authority; power; control; choice; discretion; option,True,noun,True,True,authority|choice|control|discretion|option|power,True,5.48,False,False,False,,True,adj|noun,3,strong
268,کیوں,why,True,adv,True,True,why,True,5.69,False,False,False,,True,adv|pron|propn|sconj,3,strong
269,علم,knowledge; science; flag (different vocalization/sense),True,noun,True,True,knowledge|science,True,5.63,False,False,False,,True,noun|propn,3,strong
270,انداز,"style, manner",True,noun,True,True,manner|style,True,5.27,False,False,False,,True,adj|noun,3,strong
271,سطح,"level, surface",True,noun,True,True,level|surface,True,5.45,False,False,False,,True,noun|propn,3,strong
272,قانون,"law; rule, statute",True,noun,True,True,law|rule|statute,True,5.48,False,False,False,,True,adj|noun|propn,3,strong
273,سامان,"goods, chattels; luggage, baggage; equipment, apparatus",True,noun,True,True,apparatu|baggage|chattel|equip|good|luggage,True,4.90,False,False,False,,True,noun,3,strong
274,حق,right; entitlement/claim; truth; righteousness; portion/share; duty/obligation,True,noun,True,True,claim|duty|oblig|portion|right|righteousnes|share|truth,True,5.68,False,False,False,,True,adj|adp|noun|propn,3,strong
275,پاک,"clean, pure; clipping of پاکستان (“Pakistan”)",True,adj|noun,True,True,clean|clipp|pakistan|pure,True,5.57,False,False,False,,True,adj|noun|propn,3,strong
276,جواب,"solution; answer, reply, response",True,noun,True,True,answer|reply|response|solution,True,5.67,False,False,False,,True,adj|noun,3,strong
277,کمیٹی,committee; a municipality; ROSCA; a money saving scheme,True,noun,True,True,committee|money|municipality|rosca|saving|scheme,True,5.35,False,False,False,,True,adj|noun|propn,3,strong
278,ماہ,"month; moon (literary/Persian-derived); beloved (poetic, context-dependent)",True,noun,True,True,belov|moon,True,5.14,False,False,False,,True,noun|propn,3,strong
279,آخری,"final, last",True,adj,True,True,final|last,True,5.39,False,False,False,,True,adj|noun,3,strong
280,رائے,opinion; view; advice; vote,True,noun,True,True,advice|opinion|vote,True,5.27,False,False,False,,True,noun|propn,3,strong
281,قسم,"oath, swearing; kind, type, category, brand",True,noun,True,True,brand|category|kind|oath|swear|type,True,5.45,False,False,False,,True,noun,3,strong
282,معلوم,"known; evident, clear; obvious",True,adj,True,True,clear|evident|known|obviou,True,5.30,False,False,False,,True,adj|noun,3,strong
283,زمین,land; earth; ground; soil,True,noun,True,True,earth|ground|land|soil,True,5.51,False,False,False,,True,noun,3,strong
284,سابق,former; previous; ex-; past,True,adj|noun,True,True,former,True,5.23,False,False,False,,True,adj|noun,3,strong
285,اچھی,good; nice; well (feminine form of اچھا),True,adj,True,True,good,True,5.36,False,False,False,,True,adj,3,strong
286,سوال,question,True,noun,True,True,question,True,5.51,False,False,False,,True,noun,3,strong
287,ہاتھ,hand; contribution; help; access,True,noun,True,True,acces|contribution|hand|help,True,5.65,False,False,False,,True,adp|noun,3,strong
288,ثابت,fixed; established; proven; stable,True,adj,True,True,establish|fixed|stable,True,5.56,False,False,False,,True,adj|noun|propn,3,strong
289,ضلع,district,True,noun,True,True,district,True,5.32,False,False,False,,True,noun|propn,3,strong
290,جان,life; soul; spirit; vitality; dear/beloved (affectionate use),True,noun,True,True,life|soul|spirit|vitality,True,5.59,False,False,False,,True,adj|noun|propn|verb,3,strong
291,بھائی,brother; bro; male cousin (context-dependent); male friend/fellow (informal),True,noun,True,True,bro|brother|cousin|male,True,5.41,False,False,False,,True,adj|noun|propn,3,strong
292,اندر,inside; in; within; interior,True,adj|adv|name|noun,True,True,inside|within,True,5.46,False,False,False,,True,adp|adv,3,strong
293,قریب,near; kinsman; relation,True,adj|adv|noun,True,True,kinsman|near|relation,True,5.53,False,False,False,,True,adp|adv|part,3,strong
294,طلب,demand; request; desire; yearning; requirement,True,noun,True,True,desire|yearn,True,5.11,False,False,False,,True,noun,3,strong
295,واپس,back; again; returned; restored,True,adj,True,True,back|restor|return,True,5.53,False,False,False,,True,adj|adv|noun,3,strong
296,قیمت,price; value; worth,True,noun,True,True,price|value|worth,True,5.11,False,False,False,,True,noun,3,strong
297,کامیاب,"prosperous, successful",True,adj,True,True,prosperou|successful,True,5.40,False,False,False,,True,adj|noun,3,strong
298,سر,head; top; sir (honorific),True,adj|adv|noun,True,True,head|top,True,5.59,False,False,False,,True,adv|noun,3,strong
299,انتخابات,elections,True,noun,True,False,,True,5.49,False,False,False,,True,noun,3,semantic_review
300,قوم,nation; people; community; ethnic group,True,noun,True,True,community|nation|people,True,5.63,False,False,False,,True,noun|propn,3,strong
301,تعلقات,relations; relationships; connections,True,noun,True,False,,True,5.33,False,False,False,,True,noun|propn,3,semantic_review
302,لہذا,therefore; thus; hence,True,adv,True,True,hence|therefore|thus,True,5.12,False,False,False,,True,adv|cconj,3,strong
303,آزاد,free; independent; liberated; unrestricted,True,adj,True,True,free|independent|liberat,True,5.48,False,False,False,,True,adj|propn,3,strong
304,رات,"eve; darkness, dark; night, nighttime",True,noun,True,True,dark|darknes|eve|night|nighttime,True,5.52,False,False,False,,True,noun,3,strong
305,حد,"boundary, limit",True,noun,True,True,boundary|limit,True,5.32,False,False,False,,True,adv|noun,3,strong
306,شرکت,participation; involvement; association; company/partnership (context-dependent),True,noun,True,False,,True,5.20,False,False,False,,True,noun,3,semantic_review
307,تقریبا,"around, about, approximately, close to, almost, nearly",True,adv,True,True,about|almost|approximately|around|close|nearly,True,5.34,False,False,False,,True,adv|det|part,3,strong
308,چکی,"mill; millstone; has/had already completed (feminine completive form in verb constructions, context-dependent)",True,noun,True,True,mill|millstone,True,5.19,False,False,False,,True,verb,3,strong
309,رہ,remain; stay; live (stem/imperative base of رہنا),False,,False,False,,True,5.51,False,False,False,,True,propn|verb,2,form_only
310,جماعت,group; class; congregation; organized party/group,True,noun,True,True,clas|congreg|group|party,True,5.63,False,False,False,,True,noun|propn,3,strong
311,آغاز,start; beginning; commencement,True,noun,True,True,beginn|commence|start,True,5.41,False,False,False,,True,noun,3,strong
312,ملکی,national; domestic; of the country,True,adj,True,True,country|domestic|national,True,5.33,False,False,False,,True,adj,3,strong
313,نقصان,loss; harm; damage; disadvantage; drawback,True,noun,True,True,disadvantage|drawback|harm|loss,True,5.17,False,False,False,,True,adj|noun,3,strong
314,کافی,enough; sufficient; quite/fairly; coffee (context-dependent),True,noun,True,True,coffee,True,5.35,False,False,False,,True,adj|adv|det|noun,3,strong
315,اختر,"star; a surname, Akhtar, from Persian; a unisex given name, Akhtar, from Persian",True,name|noun,True,True,akhtar|given|name|persian|star|surname|unisex,True,4.84,False,False,False,,True,propn,3,strong
316,وغیرہ,"et cetera, and so forth",True,phrase,True,True,cetera|et|forth|so,True,5.46,False,False,False,,True,adp|part,3,strong
317,انسانی,human,True,adj,True,True,human,True,5.35,False,False,False,,True,adj|noun|propn,3,strong
318,توجہ,"focus; regard; attention, care",True,noun,True,True,attention|care|focu|regard,True,5.06,False,False,False,,True,noun,3,strong
319,ظاہر,apparent; evident; clear; obvious; apparently/obviously (adverbial use),True,adj,True,True,apparent|clear|obviously,True,5.30,False,False,False,,True,adj|noun,3,strong
320,مرتبہ,"occasion, time; degree, rank, standing",True,noun,True,True,degree|occasion|rank|stand|time,True,5.17,False,False,False,,True,noun,3,strong
321,دس,ten,True,num,True,True,ten,True,5.24,False,False,False,,True,adj|noun|num|propn,3,strong
322,مشکل,hard; difficult; problematic,True,adj|noun,True,True,difficult|hard|problematic,True,5.37,False,False,False,,True,adj|adv|noun,3,strong
323,تحریک,movement; campaign; motion; stimulation; proposal/motion,True,noun,True,True,motion|move|proposal,True,5.73,False,False,False,,True,noun|propn,3,strong
324,شریف,"meek, gentle, noble, upstanding",True,adj,True,True,gentle|meek|noble|upstand,True,5.82,False,False,False,,True,part|propn,3,strong
325,کامیابی,"success, achievement",True,noun,True,True,achieve|succes,True,5.35,False,False,False,,True,noun,3,strong
326,ممکن,possible,True,adj,True,True,possible,True,5.20,False,False,False,,True,adj|propn,3,strong
327,شیخ,sheikh; elder; religious leader/cleric; title/name,True,adj|name|noun,True,True,cleric|elder|leader|sheikh,True,5.62,False,False,False,,True,noun|propn,3,strong
328,تاریخ,date; history,True,noun,True,True,date|history,True,5.63,False,False,False,,True,noun|propn,3,strong
329,پور,town; city; settlement; -pur (place-name element),True,noun,True,True,city|town,True,5.16,False,False,False,,True,noun|propn,3,strong
330,غلام,"slave; knave, jack; boy, young man",True,noun,True,True,boy|jack|knave|man|slave|young,True,5.18,False,False,False,,True,noun|propn,3,strong
331,متعلق,related; connected; attached; concerning,True,prep,True,True,attach|concern|connect,True,5.47,False,False,False,,True,adj|adp|noun,3,strong
332,علاج,cure; remedy; medical treatment,True,noun,True,True,cure|medical|remedy|treat,True,5.17,False,False,False,,True,noun|propn,3,strong
333,حال,condition; state; situation; present/current state,True,noun,True,True,condition|state,True,5.52,False,False,False,,True,adj|adp|adv|noun|pron,3,strong
334,سات,seven (۷ (7)),True,num,True,True,seven,True,5.17,False,False,False,,True,num,3,strong
335,بجائے,instead; instead of; in place of (especially in کے بجائے),True,adv,True,True,instead,True,5.33,False,False,False,,True,adp|part,3,strong
336,بنیادی,"fundamental, primary, basic, principal",True,adj,True,True,basic|fundamental|primary|principal,True,5.35,False,False,False,,True,adj,3,strong
337,کروڑ,crore; ten million,True,noun|num,True,True,crore|million|ten,True,5.25,False,False,False,,True,adj|noun|num,3,strong
338,مضبوط,strong; sturdy; solid; firm; secure,True,adj,True,True,firm|strong,True,5.04,False,False,False,,True,adj,3,strong
339,برس,year,True,noun,True,True,year,True,5.06,False,False,False,,True,noun|num,3,strong
340,تم,you (familiar / informal),True,det|pron,True,True,you,True,5.93,False,False,False,,True,pron,3,strong
341,شدید,severe; intense; strong; extreme,True,adj,True,True,intense|severe|strong,True,5.17,False,False,False,,True,adj|adv,3,strong
342,کالج,college,True,noun,True,True,college,True,5.13,False,False,False,,True,adp|noun|propn,3,strong
343,تقسیم,division; distribution,True,noun,True,True,distribution|division,True,5.29,False,False,False,,True,adj|noun,3,strong
344,سرحد,border; frontier; boundary,True,noun,True,True,border|frontier,True,4.94,False,False,False,,True,adj|noun,3,strong
345,گروپ,group,True,noun,True,True,group,True,5.17,False,False,False,,True,noun|propn,3,strong
346,پیر,foot; Monday; spiritual guide/saint; elder,True,noun,True,True,foot|monday|saint,True,5.15,False,False,False,,True,noun|propn,3,strong
347,واضح,"evident, manifest, elaborate, clear, apparent",True,adj,True,True,apparent|clear|elaborate|evident|manifest,True,5.13,False,False,False,,True,adj,3,strong
348,زر,gold; money; wealth,False,,False,False,,True,4.42,False,False,False,,True,noun,2,form_only
349,مسلمانوں,Muslims (oblique plural),True,noun,False,False,,True,5.43,False,False,False,,True,noun|propn,3,form_only
350,محبت,"love; affection; dedication, attachment",True,noun,True,True,affection|attach|dedic|love,True,5.48,False,False,False,,True,noun,3,strong
351,یاد,memory; recollection; reminiscence,True,noun,True,True,memory|recollection|reminiscence,True,5.57,False,False,False,,True,noun|verb,3,strong
352,کتاب,"book, manuscript, volume",True,noun,True,True,book|manuscript|volume,True,5.65,False,False,False,,True,noun,3,strong
353,باغ,"garden; land, area; orchard; grove",True,noun,True,True,area|garden|grove|land|orchard,True,4.87,False,False,False,,True,noun|propn,3,strong
354,سزا,penalty; punishment; retribution,True,noun,True,True,penalty|punish|retribution,True,5.34,False,False,False,,True,noun,3,strong
355,امن,peace; tranquility; safety; security,True,noun,True,True,peace|tranquility,True,5.43,False,False,False,,True,adj|noun,3,strong
356,موت,death; demise; mortality,True,noun,True,True,death|demise|mortality,True,5.41,False,False,False,,True,noun,3,strong
357,سمیت,including; together with; along with,False,,False,False,,True,5.27,False,False,False,,True,adp,2,form_only
358,موجودہ,"at present; existing, present, current",True,adj,True,True,current|exist,True,5.34,False,False,False,,True,adj,3,strong
359,قتل,murder; killing; massacre,True,noun,True,True,kill|massacre|murder,True,5.56,False,False,False,,True,adj|noun,3,strong
360,فی,per; each; for each,False,,False,False,,True,5.43,False,False,False,,True,adj|adp|adv|part,2,form_only
361,آگے,ahead; forward; hereafter,True,adv,True,True,ahead|forward|hereafter,True,5.47,False,False,False,,True,adp|adv,3,strong
362,رنگ,colour,True,noun,True,True,colour,True,5.29,False,False,False,,True,adj|noun|propn,3,strong
363,سخت,"strict, severe, hard, tough, harsh",True,adj,True,True,hard|harsh|severe|strict|tough,True,5.23,False,False,False,,True,adj|adv,3,strong
364,زبان,tongue; language; word (i.e. a promise),True,noun,True,True,language|promise|tongue,True,5.60,False,False,False,,True,noun|propn,3,strong
365,نیا,new,True,adj,True,True,new,True,5.20,False,False,False,,True,adj,3,strong
366,کارکردگی,performance; functioning; output; efficiency,True,noun,True,True,efficiency|output|performance,True,4.86,False,False,False,,True,noun,3,strong
367,محسوس,"felt, sensed, perceived",True,adj,True,True,felt|perceiv|sens,True,5.12,False,False,False,,True,adj|noun,3,strong
368,ہمیشہ,always; forever; ever,True,adj|adv,True,True,alway|ever,True,5.48,False,False,False,,True,adv|noun,3,strong
369,سیاست,policy; politics; jurisdiction,True,noun,True,True,jurisdiction|policy|politic,True,5.59,False,False,False,,True,noun|propn,3,strong
370,دہشت,"awe; alarm, panic; terror, fear",True,noun,True,True,alarm|awe|fear|panic|terror,True,5.59,False,False,False,,True,adj|adp|noun|propn,3,strong
371,فن,"art, craft, skill; trick, deception, artifice",True,noun,True,True,art|artifice|craft|deception|skill|trick,True,4.97,False,False,False,,True,noun,3,strong
372,میاں,"person; husband; mister, sir",True,noun,True,True,husband|mister|sir,True,5.42,False,False,False,,True,propn,3,strong
373,آمدنی,income; earnings; revenue,True,noun,True,True,income|revenue,True,4.65,False,False,False,,True,noun,3,strong
374,شادی,"wedding, marriage",True,noun,True,True,marriage|wedd,True,5.39,False,False,False,,True,noun|propn,3,strong
375,ضرور,certainly; definitely; surely; necessarily/must (context-dependent),True,adv|intj,True,True,definitely|surely,True,5.38,False,False,False,,True,adj|adv,3,strong
376,انتہائی,extreme; utmost; extremely,True,adj,True,True,extreme|utmost,True,5.21,False,False,False,,True,adj|adv,3,strong
377,پہلا,first,True,adj,True,True,first,True,5.24,False,False,False,,True,adj|adp|adv|noun|num,3,strong
378,کپتان,captain; skipper,True,noun,True,True,captain|skipper,True,5.02,False,False,False,,True,noun,3,strong
379,عدالت,justice; court; courtroom,True,noun,True,True,court|courtroom|justice,True,5.63,False,False,False,,True,noun|propn,3,strong
380,اچھا,good; nice; fine; well; okay; alright,True,adj|adv|intj|noun,True,True,good|well,True,5.28,False,False,False,,True,adj,3,strong
381,راہ,"route; path, way; manner, mode, fashion",True,noun,True,True,fashion|manner|mode|path|route|way,True,5.31,False,False,False,,True,noun|propn,3,strong
382,مسلمان,Muslim,True,noun,True,True,muslim,True,5.47,False,False,False,,True,adj|noun|propn,3,strong
383,ملاقات,"rendezvous; meeting, visit; encounter (an unexpected visit etc.)",True,noun,True,True,encounter|etc|meet|rendezvou|unexpect|visit,True,5.43,False,False,False,,True,noun|propn,3,strong
384,جانا,"to go, to leave",True,verb,True,True,go|leave,True,5.35,False,False,False,,True,aux|propn|verb,3,strong
385,عزیز,"dear, loved; a loved one, dear one; a male given name, Aziz",True,adj|name|noun,True,True,aziz|dear|given|loved|male|name,True,5.11,False,False,False,,True,adj|propn,3,strong
386,سفر,"travel, trip, journey, voyage",True,noun,True,True,journey|travel|trip|voyage,True,5.37,False,False,False,,True,noun|propn,3,strong
387,نو,new; nine,True,adj|num,True,True,new|nine,True,5.18,False,False,False,,True,adj|adv|noun|num,3,strong
388,اول,"first; foremost, primary",True,adj|noun,True,True,first|foremost|primary,True,5.08,False,False,False,,True,adj|adp|noun,3,strong
389,اہمیت,importance,True,noun,True,True,importance,True,5.25,False,False,False,,True,noun,3,strong
390,پسند,liking; preference; choice; liked/pleasing (in compounds/context-dependent),True,adj|noun,True,True,choice|liked,True,5.42,False,False,False,,True,adj|noun,3,strong
391,جنوبی,southern,True,adj,True,True,southern,True,5.28,False,False,False,,True,adj|propn,3,strong
392,جسم,body,True,noun,True,True,body,True,5.16,False,False,False,,True,noun,3,strong
393,کون,who?,True,noun|pron,True,False,,True,5.37,False,False,False,,True,det|pron,3,semantic_review
394,سلسلہ,"series; way; method; chain, shackle",True,noun,True,True,chain|method|seri|shackle|way,True,5.41,False,False,False,,True,adp|noun|propn,3,strong
395,یوں,thus; like this; in this way; so,True,adv,True,True,thus,True,5.36,False,False,False,,True,adv|pron,3,strong
396,فوری,"immediate, urgent, prompt, rapid, instantaneous, instant",True,adj,True,True,immediate|instant|instantaneou|prompt|rapid|urgent,True,5.04,False,False,False,,True,adj|adp|adv|noun|part,3,strong
397,اکثر,"often, frequently; usually, for the most part",True,adv,True,True,frequently|most|part,True,5.29,False,False,False,,True,adj|adv,3,strong
398,ہدایت,"guidance; instruction; direction; Hidayat (personal name, context-dependent)",True,name|noun,True,True,guidance|hidayat|instruction|name,True,5.29,False,False,False,,True,noun,3,strong
399,زلزلہ,"earthquake, seism",True,noun,True,True,earthquake|seism,True,4.26,False,False,False,,True,noun|propn,3,strong
400,بینک,bank,True,noun,True,True,bank,True,5.15,False,False,False,,True,noun|propn,3,strong
401,ساحل,"coast; shore; Sahil (given name, context-dependent)",True,name|noun,True,True,coast|given|name|shore,True,4.48,False,False,False,,True,noun,3,strong
402,چیز,thing (ie. object; item),True,noun,True,True,ie|item|object,True,5.48,False,False,False,,True,noun,3,strong
403,پورا,"complete; fulfilled; whole, entire",True,adj,True,True,complete|entire|fulfill|whole,True,5.39,False,False,False,,True,adj|det|noun|verb,3,strong
404,امیدوار,"hopeful; expectant; candidate, contestant (in an election or examination etc.)",True,adj|noun,True,True,candidate|contestant|election|etc|examin|expectant|hopeful,True,5.19,False,False,False,,True,noun,3,strong
405,بس,"bus; enough; that's enough; only/just; stop!; dwell/settle (verb stem, context-dependent)",True,adj|adv|intj|noun|verb,True,True,bus|enough|only|stem,True,5.39,False,False,False,,True,intj|noun|propn,3,strong
406,طاقت,strength; power; ability,True,noun,True,True,ability|power|strength,True,5.22,False,False,False,,True,noun,3,strong
407,ذمہ,responsibility; obligation; charge,True,noun,True,True,oblig|responsibility,True,5.26,False,False,False,,True,adj|noun,3,strong
408,فائدہ,benefit; advantage; usefulness; profit; gain,True,noun,True,True,advantage|benefit|gain|profit,True,5.16,False,False,False,,True,adj|noun|propn,3,strong
409,ہاں,yes,True,noun|particle,True,True,yes,True,5.39,False,False,False,,True,adp,3,strong
410,آبادی,population; settlement,True,noun,True,True,popul|settle,True,5.19,False,False,False,,True,noun,3,strong
411,کارروائی,"measure; management; procedure, conduct, action, process, proceeding, investigation",True,noun,True,True,action|conduct|investig|manage|measure|procedure|proceed|proces,True,5.18,False,False,False,,True,adp|noun,3,strong
412,آواز,"voice; report, fame; sound, noise",True,noun,True,True,fame|noise|report|sound|voice,True,5.37,False,False,False,,True,noun,3,strong
413,حقوق,rights,True,noun,True,True,right,True,5.31,False,False,False,,True,noun|propn,3,strong
414,دنوں,days (oblique plural),True,noun,True,True,oblique,True,5.09,False,False,False,,True,noun,3,strong
415,جدید,"modern, recent",True,adj,True,True,modern|recent,True,5.26,False,False,False,,True,adj,3,strong
416,ارب,billion,True,num,True,True,billion,True,5.24,False,False,False,,True,num,3,strong
417,ذرائع,sources; means; resources,True,noun,True,False,,True,5.38,False,False,False,,True,adp|noun|propn,3,semantic_review
418,عرب,Arab,True,adj|noun,True,True,arab,True,5.55,False,False,False,,True,noun|propn,3,strong
419,جاوید,"eternal, undying, everlasting, perpetual; a male given name, Javed, Jawed, or Jaweed, from Persian",True,adj|name,True,True,eternal|everlast|given|javed|jawe|jawed|male|name|perpetual|persian|undy,True,5.06,False,False,False,,True,propn,3,strong
