rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_meaning,readurdu_meaning,word2word_meaning
1407,نقطہ,point,4.68,ReadUrdu+word2word,dot; focus; nuqta,"n. nuqta; point; dot | Platts: (for A. نقطة nuqt̤at, v.n. fr. نقط 'to mark (a letter) with (the diacritical) points'), s.m. A point, a dot;…",point; POINT; missing; THE; GUESS
1408,ارادہ,intention,4.67,Kaikki+ReadUrdu+word2word,intention; purpose; aim; desire; inclination,"intention, resolve",intention; intended; expected; morning; plan
1409,دائیں,to the right,4.67,ReadUrdu+word2word,,"to the right, rightward",right; Right; Block; Use; Watch
1410,سبق,lesson,4.67,Kaikki+ReadUrdu+word2word,lesson; lecture,lesson,lesson; vacation; okay; Let; summer
1411,وقار,dignity,4.67,Kaikki+ReadUrdu+word2word,"consistency, resolution; dignity, honour, prestige; serenity, solemnity, modesty","dignity, gravity",dignity; Gents; restless; eventually; Allow
1412,پھانسی,hanging,4.67,Kaikki+ReadUrdu+word2word,"noose; gallows; hanging, execution","hanging, execution",hang; hanging; laugh; culprit; executed
1413,پہاڑ,mountain,4.67,Kaikki+ReadUrdu+word2word,mountain,mountain,mountain; cliff; ON; stone; CEMENT
1414,پینے,drink,4.67,ReadUrdu+word2word,,oblique infinitive of پِینا (pīnā — to drink) | also: plural infinitive of پِینا (pīnā — to drink),drink; normally; li; crooked; pimples
1415,اخبارات,newspapers,4.66,ReadUrdu+word2word,press,"press; plural of اخبار, newspapers | also: plural formal of اَخْبار (axbār — newspaper)",newspapers; turn; not; Why; to
1416,باہمی,mutual,4.66,Kaikki+ReadUrdu+word2word,"mutual, shared, reciprocal, together","mutual, shared, reciprocal, together",mutual; mutually; agreeable; settlement; reach
1417,ثقافت,culture,4.66,Kaikki+ReadUrdu+word2word,culture,culture,culture; wins; mma; again; new
1418,جمہوریہ,republic,4.66,Kaikki+ReadUrdu+word2word,republic,republic,Republic; leadership; under; write; including
1419,دکھا,showing,4.66,ReadUrdu+word2word,,infinitive of دِکھانا (dikhānā — to show) | also: infinitive of دُکھانا (dukhānā — to cause pain; hurt),showing; show; Show; clemency; netted
1420,روٹی,bread,4.66,Kaikki+ReadUrdu+word2word,bread,bread,bread; loaf; sold; Please; Just
1421,غائب,vanished,4.66,ReadUrdu+word2word,absent; future; hidden,"adj. hidden; vanished; concealed | n. something hidden; future; God (the Invisible) | Platts: (act. part. of غيب 'to be or become absent,' &c.), adj. Absent; hidden, concealed, unapparant, invisible;…",disappear; disappeared; vanished; Seemed; Disappeared
1422,لکڑی,wood,4.66,Kaikki+ReadUrdu+word2word,"stick; wood, timber","stick; wood, timber",wood; wooden; Belleau; Wood; Go
1423,مزاحمت,resistance,4.66,Kaikki+ReadUrdu+word2word,"resistance, opposition, obstacle, impediment, hindrance","n. resistance, opposition, obstacle, impediment, hindrance | Platts: (for A. مزاحمة, inf. of زاحم, iii of (and syn. with) زحم 'to straiten; to press upon, to throng'), s.f.…",resisting; resistance; revolting; one; Israel
1424,نامعلوم,unknown,4.66,Kaikki+ReadUrdu+word2word,"unknown, unfamiliar","unknown, unfamiliar",unknown; approaching; unidentified; Sir; shipwrecked
1425,نمونہ,sample,4.66,Kaikki+ReadUrdu+word2word,"specimen, sample, example","n. specimen, sample, example | Platts: s.m. A sample, specimen; pattern, model; example; type, form; muster",sample; heliocentric; model; bio; interactions
1426,نیکی,goodness,4.66,Kaikki+ReadUrdu+word2word,"virtue, goodness","virtue, goodness",-Oh; goodness; stays; -Well; Daddy
1427,چالیس,forty,4.66,Kaikki+word2word,forty,"num. forty | Platts: adj. Forty: — ćālīs-serā, adj. (f. -ī), Of forty sers; weighty; pure, unadulterated; heavy, stupid: —…",Forty; 40; Back; somewhere; Fifty
1428,گلی,lane,4.66,ReadUrdu+word2word,"alleyway; street, lane","n. street, lane; alleyway | adj. feminine of گَلا (galā, “cooked”) | Platts: corr. गल्ली gallī [prob. S. गड, or गल+इका], s.f. A narrow street, a lane, an alley; — a narrow pass between…",lane; street; alley; streets; wins
1429,گولی,bullet,4.66,ReadUrdu+word2word,marble; small ball; diminutive of گولا (golā); pill; tablet (medication),n. bullet; pellet (gun ammunition); pill; tablet (medication); marble; small ball | Platts: s.f. A ball; a bullet; a marble; a pellet; a globule; a pill; — a jar…,shoot; shot; Shoot; bullet; barrel
1430,جہلم,Jhelum,4.65,Kaikki+ReadUrdu,"Jhelum (a city in Jhelum district, province of Punjab, Pakistan); Jhelum (a river in the Punjab of Pakistan and the union territory of Jammu and Kashmir, India)","name: Jhelum (a city in Jhelum district, province of Punjab, Pakistan); Jhelum (a river in the Punjab of Pakistan and the union territory of Jammu and Kashmir, India) | Platts: s.f. Armour, coat of mail; the visor of a helmet",
1431,شرط,bet,4.65,Kaikki+ReadUrdu+word2word,"wager, bet; condition, term; provision, wage",condition; bet,bet; 50; bucks; BET; signals
1432,ضد,stubbornness,4.65,ReadUrdu+word2word,"antonym; contrary; opposite; egotism, selfishness","adj. contrary; opposite | n. stubbornness (connoted with ego; anger); egotism, selfishness; opposition, enmity, contrariety",Pride; stubbornness; and
1433,لڑنے,fight,4.65,ReadUrdu+word2word,,"infinitive indirect of لَڑْنا (laṛnā — to fight, combat; battle)",fight; deputy; -Why; keen; earn
1434,کابل,Kabul,4.65,Kaikki+ReadUrdu+word2word,Kabul (a province of Afghanistan); Kabul (the capital city of Afghanistan),"name: Kabul (the capital city of Afghanistan); Kabul (a province of Afghanistan) | Platts: prop. n. Kābul (or Cabul), the capital of Afgānistan (formerly a province of the Mogal empire)",Kabul; Amman; via; flew; yeah
1435,گوجرانوالہ,Gujranwala,4.65,Kaikki+ReadUrdu,"Gujranwala (a city in Punjab, Pakistan)","Gujranwala (a city in Punjab, Pakistan)",
1436,ایوب,Job,4.64,Kaikki+ReadUrdu,"Ayyub, Job; a male given name from Arabic","name: Ayyub, Job; a male given name from Arabic | Platts: prop. n. Job",INTERVIEWING; KIND; WHAT; FOR; ARE
1437,بازو,arm,4.64,Kaikki+ReadUrdu+word2word,"arm; wing of a bird, etc; supporter or companion","n. arm; wing of a bird, etc.; flank of an army | Platts: Arm, upper arm; shoulder; wing (of a bird, &c.); flank (of an army, &c.); side frame of a door, door-post;…",arm; -His; forearms; stick; needle
1438,بدن,body,4.64,Kaikki+ReadUrdu+word2word,body,"n. body | Platts: s.m. Mouth; face, countenance",body; suicide; removed; from; We
1439,تیسرا,third,4.64,Kaikki+ReadUrdu+word2word,third,third,third; male; The; northeast; corner
1440,دائرہ,circle,4.64,Kaikki+ReadUrdu+word2word,"extent, reach; circle, ring, orbit; circumference, limit","n. circumference, limit; extent, reach; circle, ring, orbit | Platts: (for A. دائرة, fr. dāʼir, q.v.), s.m. Circuit, compass, circumference; a ring, a circle; orbit; — a large…",circle; Circles; Circle; upon; expanding
1441,رکاوٹ,hitch,4.64,Kaikki+word2word,wall; block; hitch,obstruction; barricade; stoppage,Hitch; interrupt; him; racket; May
1442,ظالم,cruel,4.64,Kaikki+ReadUrdu+word2word,"cruel; oppressive, unfair, tyrannical; oppressor, unjust, dictator, tyrannical, wrongdoer","oppressor, cruel",cruel; disgusting; brute; brutal; without
1443,قدرت,power,4.64,ReadUrdu+word2word,nature; courage; divine power,"n. nature; destiny, providence; power, force, potency | Platts: (for A. قدرة, inf. n. of قدر 'to be able,' &c.), s.f. Power, ability, potency, vigour, force, authority,…",power; gods; everyone; could; each
1444,قطر,Qatar,4.64,Kaikki+ReadUrdu,Qatar (a country in West Asia in the Middle East),"name: Qatar (a country in West Asia in the Middle East) | Platts: (inf. n. of قطر 'to drop,' &c.), s.m. Dropping (of water); falling in drops; — drops; rain",
1445,مجموعہ,a collection,4.64,ReadUrdu+word2word,form; group; anthology,"n. a collection (of items, group, people etc.) | Platts: (for A. مجموعة majmūʻat, fem. of majmūʻ), adj. Collected, &c. ( = majmūʻ, q.v.); — s.m. The collective mass…",collection; accomodations; Hope; enjoying; 99
1446,مذاق,fun,4.64,Kaikki+ReadUrdu+word2word,"fun, joke","n. fun, joke | Platts: (inf. n., and also n. of place, fr. ذاق (for ذوق) 'to taste,' &c.), s.m. Tasting: — taste, relish; — taste;…",fun; kidding; joke; HA; KIDDING
1447,مستحکم,stable,4.64,Kaikki+ReadUrdu+word2word,"firm, stable, established, solid","adj. firm, stable, established, solid | Platts: (pass. part. of استحکم 'to be or become firm, or stable,' &c., x of حکم 'to restrain,' &c.; but quasi-pass.…",stable; steady; STABILIZE; CAR; -Keep
1448,گیم,game,4.64,ReadUrdu+word2word,,game,games; cause; around; two; fucking
1449,جشن,celebration,4.63,Kaikki+ReadUrdu+word2word,"banquet, feast; festival, celebration","celebration, festivity",Rejoice; celebration; celebrating; tradition; however
1450,سمجھے,understand,4.63,ReadUrdu+word2word,,plural masculine of سَمَجْھنَا (samajhnā — to understand),Got; understand; Understood; beacons; misunderstood
1451,سندھی,Sindhi,4.63,Kaikki+ReadUrdu,Sindhi,adj. Sindhi | n. a Sindhi; the Sindhi language,
1452,شمال,north,4.63,Kaikki+ReadUrdu+word2word,north,north,north; blackouts; reports; total; getting
1453,طاقتور,strong,4.63,Kaikki+ReadUrdu+word2word,"strong, stout, powerful","strong, stout, powerful",powerful; cannot; stronger; Everytime; figured
1454,قربان,sacrifice,4.63,Kaikki+ReadUrdu+word2word,"corban; sacrifice, giving up; sacrificial offering","n. corban; sacrifice, giving up; sacrificial offering | Platts: (inf. n. of قرب 'to approach'), s.m. lit. 'That whereby one draws nigh to God'; a sacrifice, victim,…",sacrifice; only; preserve; order; best
1455,معیاری,standard,4.63,Kaikki+ReadUrdu+word2word,"qualitative, standard","qualitative, standard",standard; issue; `; come; caliber.30
1456,ہندی,Indian,4.63,Kaikki+ReadUrdu,Indian; a sword-blow; the language now known as Urdu,"adj. belonging or relating to India, anything Indian; Indian; native, inherited in the Urdu language, as opposed to a borrowing. | name: Modern Standard Hindi: a khariboli based tongue which happens to be standardised and Sanskritised version of…; All the lects in the Hindi Belt, which also includes lects that do not belong to the Central Zone of…; the language now known as Urdu. | n. a kind of Indian agarwood; a swo",
1457,آفیسر,officer,4.62,Kaikki+ReadUrdu+word2word,officer,officer,Corporal; Talk; fit; officers; thank
1458,اولین,foremost,4.62,Kaikki+ReadUrdu+word2word,"firstly; foremost, very first, earliest","adj. foremost, very first, earliest | Platts: (obl. pl. of awwal), adj. First, former, ancient; — s.m. The ancients: — awwalīn o āḵẖirīn, s.m. The ancients…",foremost; Let; second; captured; ve
1459,بحران,crisis,4.62,Kaikki+ReadUrdu+word2word,crisis; delirium,n. crisis; delirium | Platts: s.m. Crisis of a disease,Crunch; eradicate; crisis; Divergent; provide
1460,تخت,throne,4.62,Kaikki+ReadUrdu+word2word,throne,"n. throne | Platts: s.m. Throne, chair of state; seat, stage, platform; sofa, bed; any place raised above the ground for sitting,…",throne; heir; hopes; rebellion; wants
1461,سفارت,embassy,4.62,Kaikki+ReadUrdu+word2word,diplomacy; embassy; consulate,"n. embassy; consulate; diplomacy | Platts: (for A. سفارة, inf. n. of سفر 'to make peace (between),' &c.), s.f. Making peace (between), pacifying, acting…",Embassy; From; embassy; explain; talk
1462,طلاق,divorce,4.62,Kaikki+ReadUrdu+word2word,divorce,divorce,Divorced; divorced; RPN; artist; talks
1463,ٹرین,train,4.62,ReadUrdu+word2word,,train,train; Train; alright; taken; Our
1464,پورٹ,port,4.62,ReadUrdu+word2word,,port; port wine,port; abandoned; consistently; adjacent; projects
1465,چوک,square,4.62,Kaikki+ReadUrdu+word2word,"courtyard; square; chowk; crossroad, intersection","n. square; chowk; crossroad, intersection; courtyard | Platts: s.m. Sourness, acid; sorrel, Rumex vesicarius, or R. montanus; — a medicine made of boiled lemon-juice and…",being; missed; square; dealing; capable
1466,ہارون,Aaron,4.62,Kaikki+ReadUrdu,"Harun, Aaron; a male given name from Arabic","name: Harun, Aaron; a male given name from Arabic | Platts: (Heb. אהרון), prop. n. Aaron (brother of Moses): — hārūnaʼr-rashīd, or hārūn-rashīd, The fifth caliph…",
1467,بالآخر,finally,4.61,Kaikki+ReadUrdu+word2word,"at last, finally; ultimately, consequently","finally, at last",finally; felt; anxiety; letting; elusive
1468,بجٹ,budget,4.61,ReadUrdu+word2word,,budget,budget; call; why; but; babe
1469,داؤد,David,4.61,Kaikki+ReadUrdu,"Dawood, Dawud, David; a male given name from Arabic","name: Dawood, Dawud, David; a male given name from Arabic | Platts: prop. n. David (king of Israel): — daūʼd-ḵẖānī (vulg. dāwat-ḵẖānī), s.f. Name of a kind of white wheat; name…",
1470,سوات,Swat,4.61,ReadUrdu+word2word,,"Swat (a river in Khyber Pakhtunkhwa, Pakistan)",SWAT; Got; any; friends; at
1471,فطرت,nature,4.61,Kaikki+ReadUrdu+word2word,nature; disposition; temperament,"n. disposition; temperament; nature | Platts: (for A. فطرة, v.n. fr. فطر; see fat̤r), s.f. Creation; production; — the natural constitution, or nature, or…",appropriate; celebrations; discreet; nature
1472,مردہ,dead,4.61,Kaikki+ReadUrdu+word2word,"dead, deceased; dead; the dead (ie. a corpse)","adj. dead, deceased | n. dead; the dead (ie. a corpse) | Platts: part. adj. Dead, defunct; — weak, infirm; old decrepit; — s.m. A dead body, a corpse: — murda jalānā, s.m.…",dead; battlefield; Somewhere; Dead; backyard
1473,منفرد,unique,4.61,Kaikki+ReadUrdu+word2word,"unique, singular, apart, alone, separate, isolated","adj. unique, singular, apart, alone, separate, isolated | Platts: (act. part. of اِنْفرد, vii of (and syn. with) فرد 'to be or become alone, or solitary,' &c.), part. adj.…",unique; Arrogance; uniquely; trait; anyone
1474,چور,thief,4.61,Kaikki+ReadUrdu+word2word,thief; ulcer; an untrustable; evil person,n. thief; an untrustable; evil person; ulcer | Platts: s.m. Land ploughed four times,thief; Thief; backdoors; With; thieves
1475,ہوش,consciousness,4.61,Kaikki+ReadUrdu+word2word,"consciousness, awareness","senses, consciousness",blacked; regained; consciousness; conscious; Martin
1476,ابتدا,initiation,4.60,Kaikki+word2word,"initiation, threshold, beginning, commencement, inception, inchoation, start, genesis, rudiment","beginning, origin",Initializing; INITIATING; DECRYPTION; message; [
1477,بدترین,worst,4.60,ReadUrdu+word2word,,worst,worst; essence; rebellious; defiant; uncontrollable
1478,دفن,burial,4.60,Kaikki+ReadUrdu+word2word,"burial, interment; covering, concealment","n. burial, interment; covering, concealment | Platts: (inf. n. of دفن 'to bury'), s.m. Burying, burial, interment; covering, hiding, concealing — dafn karnā, v.t.…",buried; bury; Bury; burying; fathers
1479,راضی,pleased,4.60,Kaikki+ReadUrdu+word2word,"happy; content; pleased, satisfied","(for A. rāẓiṉ, act. part. of رضو 'to be pleased,' &c.), adj. Pleased, well-pleased, content, contented,…",pleases; Whatever; patriotic; duty; convinced
1480,ریڈیو,radio,4.60,Kaikki+ReadUrdu+word2word,radio,radio,radio; RADIO; CHATTER; transmitter; CONTINUE
1481,مبارکباد,congratulations,4.60,Kaikki+word2word,congratulations,,congratulate; Arnim; must; I; you
1482,مہارت,skill,4.60,ReadUrdu+word2word,"practice; expertise, speciality; subtlety, acuteness, genius","n. skill, expertness, proficiency, excellency (in a profession); practice; subtlety, acuteness, genius | Platts: (for A. مہارة 'inf. n. of مہر 'to excel in any art or profession'), s.f. Excellence (in any art or…",skills; perfection; schmoozing; master; share
1483,چیت,Chaitra,4.60,Kaikki+ReadUrdu,Chaitra,"name: Chaitra | Platts: s.m. Thought, perception, sensation, consciousness, wits, sense; vigilance, caution; circumspection ( =…",conversation; discuss; ROE; RESPONDERS; COMMUNICATE
1484,یسوع,Jesus,4.60,Kaikki+ReadUrdu+word2word,Jesus; Jesus of Nazareth,Jesus; Jesus of Nazareth,Jesus; JESUS; Kim; forgiving; drunks
1485,امارات,the Emirates,4.59,Kaikki+word2word,"the Emirates, short for the United Arab Emirates",flag carrier airline of the United Arab Emirates,UNITED; ARAB; EMIRATES
1486,انتظامی,administrative,4.59,Kaikki+ReadUrdu+word2word,administrative,administrative,administrative; discharge; authorize; an; gonna
1487,تاج,crown,4.59,Kaikki+ReadUrdu+word2word,crown,"n. crown | Platts: (A. also tāj, fr. the P.; old P. taka; Armen. thag), s.m. A crown, diadem, tiara; a high-crowned cap; crest,…",eye; blood; eager; crown; royal
1488,لمحہ,moment,4.59,Kaikki+ReadUrdu+word2word,"an instant, a moment",moment,moment; Best; present; hundreds; Give
1489,مصیبت,trouble,4.59,Kaikki+ReadUrdu+word2word,"trouble, distress; calamity, disaster, catastrophe (a sudden event that causes great damage)","calamity, trouble",trouble; screwed; gloat; em; Paperboy
1490,ناراض,angry,4.59,Kaikki+ReadUrdu+word2word,"upset, angry","displeased, disappointed; annoyed; angry; cross",consume; angry; resented; genius; rightfully
1491,پوچھ,ask,4.59,ReadUrdu+word2word,,"questioning, curiosity; request, want | also: infinitive of پُوچْھنا (pūchnā — to ask, enquire)",asking; ask; Can; question; general
1492,گھریلو,domestic,4.59,Kaikki+ReadUrdu+word2word,"domestic; household, familial","domestic; household, familial",domestic; attached; Without; d; scared
1493,آنسو,tear,4.58,Kaikki+ReadUrdu+word2word,tear,tear,tear; Here; wept; watered; magnificent
1494,اغوا,kidnapping,4.58,Kaikki+ReadUrdu+word2word,"abduction, kidnapping","n. abduction, kidnapping | Platts: s.m. Leading astray; seduction; solicitation, temptation, instigation: ig̠wā karnā, v.t. To lead astray,…",kidnapped; kidnap; response; She; runs
1495,تنہا,alone,4.58,Kaikki+ReadUrdu+word2word,only; alone; lonely,"adj. alone; solitary; lonely | adv. alone; only | Platts: (S. tanu), adj. & adv. Solitary, lonely; single; singular, unique; private; alone; only; apart, privately",lonely; uninhabited; Alone; Sounds; cold
1496,ثقافتی,cultural,4.58,Kaikki+ReadUrdu+word2word,cultural,cultural,secondly; cultural; giving; away; institute
1497,جواز,justification,4.58,Kaikki+ReadUrdu+word2word,justification (ie. lawfulness),n. justification (ie. lawfulness) | Platts: s.m. A large wooden or stone mortar (for pounding grain); an oil-press; a sugar-mill,justification; detain; lead; bomb; drop
1498,رقص,dance,4.58,Kaikki+ReadUrdu+word2word,"dance, dancing","n. dance, dancing | Platts: (inf. n. of رقص 'to dance'), s.m. Dancing; a dance, a ball: — raqṣ-kunān, part. adj. Dancing, capering",dance; dancing; danced; earned; slipped
1499,ستر,seventy,4.58,Kaikki+word2word,seventy,"num. seventy | Platts: 1˚ s.m. corr. of śatru or sattur, q.v.; — 2˚ adj. corr. of satrah, q.v",Seventy; BACKTRACK; SEVENTY; SO; OR
1500,مظلوم,oppressed,4.58,Kaikki+ReadUrdu+word2word,"an oppressed person; oppressed, treated unjustly","oppressed, wronged",oppressed; so; We; are
1501,کشتی,boat,4.58,Kaikki+ReadUrdu+word2word,"wrestling; boat, ship",boat,boat; BOAT; wrestling; SOME; ASKING
1502,کعبہ,Kaaba,4.58,Kaikki+ReadUrdu,Kaaba,"name: Kaaba | Platts: s.m. = kaʻbat, q.v.: — kaʻba-rau, s.m. A visitor or pilgrim to the Kaʻba",
1503,بتائیں,Tell,4.57,ReadUrdu+word2word,,"infinitive of بَتانا (batānā — to tell, to inform) | also: infinitive of بِتانا (bitānā — to spend, pass, live out (said of time, life etc.))",Tell; THAT; TELL; let; MOM
1504,جلا,burn,4.57,ReadUrdu+word2word,,"(perf. part. of jalnā, q.v.), part. adj. (f. -ī), Burnt, &c.: — jalā-balā, jalā-bhunā, adj. (f. -ī), Burned,… | also: perfective masculine of جَلْنا (jalnā — to burn, be on fire) | also: form of جَلانا (jalānā — to burn)",burn; Burn; doing; burned; fine
1505,دکھانے,show,4.57,ReadUrdu+word2word,,infinitive indirect of دِکھانا (dikhānā — to show) | also: infinitive indirect of دُکھانا (dukhānā — to cause pain; hurt),show; invited; glance; disdain; Little
1506,روزگار,employment,4.57,ReadUrdu+word2word,,"employment, livelihood",fully; jobs; job; him; employing
1507,سائنسی,scientific,4.57,Kaikki+ReadUrdu+word2word,scientific,scientific,Allied; effort; represent; Strategic; Scientific
1508,سلیمان,Solomon,4.57,Kaikki+ReadUrdu,"Sulayman, Solomon; a male given name, Suleman or Sulaiman, from Arabic","name: Sulayman, Solomon; a male given name, Suleman or Sulaiman, from Arabic | Platts: prop. n. Solomon (the son of David)",
1509,طبقہ,class,4.57,Kaikki+ReadUrdu+word2word,rank; status; class (ie. socio-economic group),"n. class (ie. socio-economic group); surface, layer (ie. of the Earth) | Platts: (for A. طبقة t̤abaqat, n. of un. fr. t̤abaq), s.m. A stage, story, floor; a shelf; a layer, stratum ( =…",A; STARTIN; CLASS; NEW; SAYS
1510,قاتل,killer,4.57,Kaikki+ReadUrdu+word2word,"killer, murderer, assassin","n. killer, murderer, assassin | Platts: (act. part. of قتل 'to kill'), part. adj. & s.m. Killing; mortal, deadly, fatal; — a homicide, murderer, an…",murderer; killer; assassin; Murderer; Cage
1511,ملکیت,possession,4.57,Kaikki+ReadUrdu+word2word,possession; ownership; property,"n. ownership; property; possession | Platts: (for A. ملکية, abst. s. fr. milkī), s.f. Proprietary right in land; right; — landed or real property;…",bad; possession; strike; enduringly; indebted
1512,نمک,salt,4.57,Kaikki+ReadUrdu+word2word,salt,"n. salt | Platts: s.m. Salt; — savour, flavour; — bread, subsistence; — (met.) piquancy; spirit, animation…",disastrous; lemons; tequila; salt; gives
1513,وقف,devoted,4.57,Kaikki+ReadUrdu+word2word,"pausa; devoted; stop, stay","adj. devoted | n. devotion; devotee; charity, charitable endowment; pause, stay, rest | Platts: (inf. n. of وقف 'to stand,' &c.), s.m. Standing, stopping, staying, halting, waiting; pausing (over); being…",Devote; burdens; carrying; themselves; devoting
1514,پھل,fruit,4.57,ReadUrdu+word2word,fruit; reward; benefit,fruit; reward; consequence | also: infinitive of پَھلْنَا (phalnā — to bear fruit),Ripe; fruit; his; hate
1515,ہیرو,hero,4.57,ReadUrdu+word2word,,"hero, fool; The protagonist in a work of fiction",hero; superhero; genuine; also; overnight
1516,اضافی,additional,4.56,Kaikki+ReadUrdu+word2word,"possessively; supplementary; additional, odd","adj. additional, odd; adventitious, prosthetic | adv. possessively | n. supplementary",extra; strangers; ADDITIONAL; SUPPORT; FROM
1517,حادثہ,accident,4.56,Kaikki+ReadUrdu+word2word,accident,"accident, mishap",accident; lent; boy; emerged; had
1518,فرانسیسی,French,4.56,Kaikki+ReadUrdu+word2word,French,French,French; trading; semesters; cuter; switched
1519,قلعہ,fort,4.56,Kaikki+ReadUrdu+word2word,"castle (rook); fort, fortress, castle; a type of firework which has firecrackers",fort,fortress; mean; This; place; like
1520,نازک,fragile,4.56,Kaikki+ReadUrdu+word2word,"weak, fragile; tender, delicate; thin, slender, slim","adj. tender, delicate; weak, fragile; thin, slender, slim | Platts: adj. Thin, slender, slim, delicate, tender, fragile; fine; light; brittle; nice; neat; elegant; genteel;…",needn; fragile; calibration; delicate; requires
1521,پرواز,flight,4.56,ReadUrdu+word2word,"access, reach; arrogance; pride; departure (of a flight)","n. flight (a trip on a plane); departure (of a flight); access, reach | Platts: s.m.f. Flying, flight: — parwāz karnā, v.n. To fly: — parwāz-kunān, adj. Flying, on the wing",fly; flight; Fly; flying; Cars
1522,گائے,cow,4.56,Kaikki+ReadUrdu+word2word,cow,cow,cow; Cow; Feed; Holy; keeps
1523,جنوب,south,4.55,Kaikki+ReadUrdu+word2word,south,south,south; Heading; southeast; THIRTY-FIVE; SOUTHEAST
1524,دراز,drawer,4.55,Kaikki+ReadUrdu+word2word,"drawer; long, tall","n. drawer | adj. long, tall | Platts: adj. Long, tall, extended, stretched out: — darāz-dast, adj. 'Longi-manus,' long-handed…",drawers; empty; Go; all; office
1525,زہر,poison,4.55,Kaikki+ReadUrdu+word2word,venom; poison,poison,poisoned; poison; rejects; stomach; paramilitary
1526,عارضی,temporary,4.55,Kaikki+ReadUrdu+word2word,temporary,"adj. temporary | Platts: (rel. n. fr. ʻāriẓ), adj. Accidental, not inherent; adventitious, casual",fluke; temporary; composure; After; peering
1527,نوکری,job,4.55,Kaikki+ReadUrdu+word2word,"job, employment, service","n. job, employment, service | Platts: s.f. Service, attendance; public service; employment; — a post, a situation; — pay for service…",job; yesterday; file; fired; looking
1528,واقف,aware of,4.55,Kaikki+ReadUrdu+word2word,"aware of, knowing, conversant, informed, sensible, experienced, learned","adj. aware of, knowing, conversant, informed, sensible, experienced, learned | Platts: (act. part. of وقف 'to stand (over); to be intent (on),' &c.), adj. Informed, acquainted (with); aware (of),…",familiar; aware; Enrique; bro; paths
1529,پلیٹ,plate,4.55,Kaikki+ReadUrdu+word2word,plate,plate,PLATE; Plate; Romeo-India-November; three-one-Bravo-seven; TO
1530,اصلی,real,4.54,Kaikki+word2word,pure; real; true,"adj. original; fundamental; basic | Platts: Radical, fundamental, primitive, primary, original; essential, elementary; intrinsic, inherent, innate,…",real; quick; Un-fucking; 98; For
1531,باندھ,tie,4.54,ReadUrdu+word2word,,"dam (on a river or water body); barricade; binding, fastening | also: infinitive of بانْدْھنا (bāndhnā — to tie; fasten)",shoelace; tying; Phillies; 4-4; tie
1532,بدلہ,revenge,4.54,Kaikki+ReadUrdu+word2word,revenge; exchange; compensation,exchange; compensation; revenge,revenge; Guess; Brick; Mansions; Want
1533,شرم,shame,4.54,Kaikki+ReadUrdu+word2word,shame,"n. shame | Platts: s.f. Shame, bashfulness, modesty: — sharm-ā-sharmī, adv. Through shame; modestly: — sharm ānā (-ko), To feel…",shame; ashamed; outrage; Modestly; Isn
1534,ٹائم,time,4.54,ReadUrdu+word2word,,time,-Time; Showtime; timing; ain; while
1535,پرانا,old,4.54,Kaikki+ReadUrdu+word2word,"ancient; long-standing, old; old (ie. of an earlier time, in the past)","adj. old (ie. of an earlier time, in the past); ancient; long-standing, old | Platts: v.n. To run, to flee",old; Old; an; Road; times
1536,کینیڈا,Canada,4.54,Kaikki+ReadUrdu+word2word,Canada (a country in North America),Canada (a country in North America),Canada; protecting; surveillance; under; Medicine
1537,آفتاب,Sun,4.53,Kaikki+ReadUrdu,Sun; beauty; wine; goblet,sun,
1538,احتیاط,caution,4.53,Kaikki+ReadUrdu+word2word,"prudence; precaution, care, caution, wariness","n. prudence; precaution, care, caution, wariness | Platts: s.f. Caution, care, scrupulousness, attention, heed; vigilance; precaution…",tone; Watch; caution; SADDLE; PLAYING
1539,انگریز,British,4.53,Kaikki+ReadUrdu,British; white person; Englishman; a Brit,"n. Englishman; a Brit; the British; white person | adj. English; of or relating to English people; British | Platts: (corr. of 'English'), s.m. An Englishman",
1540,برف,ice,4.53,Kaikki+ReadUrdu+word2word,"ice; snow; white, shining","n. ice; snow; the cold, frigid | Platts: s.m. (f. ?), Ice, snow: — barf-parward, adj. & s.m. Cooled in ice, iced; — a sherbet, &c. cooled in ice: —…",ice; some; Fenroy; get; ll
1541,جوہر,essence,4.53,ReadUrdu+word2word,"atom; jewel, gem; a funeral pyre","n. jewel, gem; essence, meaning; atom | Platts: s.m. (Obs.), Taking one's own life, committing suicide; — fighting desperately to the death: — jūhar (or…",essence; rebellious; defiant; uncontrollable; used
1542,حرم,sanctuary,4.53,ReadUrdu+word2word,sacred; temple; forbidden,"adj. forbidden; sacred | n. sanctuary; temple; harem, seraglio",sanctuary; venerable; disease; harem; spread
1543,دلچسپ,interesting,4.53,Kaikki+ReadUrdu+word2word,interesting,interesting,exciting; fascinating; interesting; Interesting; intriguing
1544,رہائی,release,4.53,ReadUrdu+word2word,,"release, liberation",ENERGY; RELEASE; THE; specifics; ongoing
1545,سیلاب,flood,4.53,Kaikki+ReadUrdu+word2word,"flood, torrent, deluge, inundation","n. flood, torrent, deluge, inundation | Platts: adj. Abounding with water, flooded; — s.m. A flood, torrent, stream, deluge, inundation: — sailāb-zada, adj.…",flood; Down; plain; came; It
