rank,front,meaning,status,wordfreq_zipf,kaikki_entry,kaikki_semantic_support,kaikki_overlap_terms,readurdu_entry,readurdu_semantic_support,calima_exact_analyses,flags,readurdu_semantic_agreement,kaikki_semantic_agreement_recheck,word2word_entry,word2word_translations,word2word_semantic_agreement,word2word_overlap_terms,semantic_source_count,combined_status
1271,برائے,"for, for the sake of",explicit_review_required,5.070,False,False,,True,True,,,True,False,True,reactions; CHUCKLES; transition; Van; Wyck,False,,1,explicit_review_required
1272,اعزاز,"s.m. Honouring, magnifying; honour, respect, esteem, attention ( = ʻizzat)",explicit_review_required,4.880,False,False,,True,True,,,True,False,True,honor; due; respect; With; Guest,True,respect,2,verified_strong
1273,صدیقی,family name,explicit_review_required,4.870,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1274,ترقیاتی,developmental,explicit_review_required,4.740,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1275,ٹورنامنٹ,tournament,explicit_review_required,4.360,False,False,,True,True,,,True,False,True,tournament; Burgh; play; surprised; beaten,True,tournament,2,verified_strong
1276,معلومات,"(pl. of maʻlūmat, fem. of maʻlūm), s.f. pl. Things known; sciences",explicit_review_required,5.190,False,False,,True,True,,,True,False,True,information; info; important; feed; general,False,,1,explicit_review_required
1277,سارے,direct masculine plural; oblique masculine singular/plural,explicit_review_required,5.230,True,True,"direct,masculine,oblique,plural,singular",False,,,,False,True,True,many; shriveled; angry; Persians; Target,False,,1,explicit_review_required
1278,موقف,"(n. of place fr. وقف 'to stand; to stop, stay,' &c.), s.m. A place where one remains; a station, post, place",explicit_review_required,4.760,False,False,,True,True,,,True,False,True,stand; simple; daisies; reviewing; My,True,stand,2,verified_strong
1279,مثبت,"(pass. part. of ثبّت 'to establish,' &c., ii of ثبت 'to remain fixed,' &c.), part. Established, proved,…",explicit_review_required,4.670,False,False,,True,True,,,True,False,True,positive; tested; In; intellectual; capacity,False,,1,explicit_review_required
1280,جے,the English letter J (in acronyms),explicit_review_required,5.140,False,False,,True,True,,,True,False,True,J.J.; Julia; assistant; led; hedge,True,j,2,verified_strong
1281,یو,the English letter U (in acronyms),explicit_review_required,5.130,False,False,,True,True,,,True,False,True,UH; Yo; yo; RE; YouTube,False,,1,explicit_review_required
1282,مہیا,"(pass. part. of هيّأ 'to set or dispose in order, &c.' ii of هاء (for هيأ) 'to be prepared,' &c.), part. adj.…",explicit_review_required,4.650,False,False,,True,True,,,True,False,True,suck; rendered; outside; interrogated; cover,False,,1,explicit_review_required
1283,گر,"s.m. A drink, beverage, fluid; — a factitious poison; poison; — an antidote; — sickness, disease: —…",explicit_review_required,4.970,False,False,,True,True,,,True,False,True,fall; fell; fallen; crashed; Fall,False,,1,explicit_review_required
1284,منتقل,"(pass. part. of اِنْتقل 'to be transported,' &c., viii of نقل 'to transport,' &c.), part. adj. Transported;…",explicit_review_required,5.180,False,False,,True,True,,,True,False,True,move; MOVE; Move; pass; moving,True,pas|pass,2,verified_strong
1285,پہنچے,"plural perfective of پَہُن٘چنا (pahũcnā — to arrive, to reach) | also: masculine of پَہُن٘چنا (pahũcnā — to arrive, to reach)",explicit_review_required,4.960,False,False,,True,True,,,True,False,True,dispatches; Wonderful; pulled; arrived; Edgware,False,,1,explicit_review_required
1286,کہانا,"v.t. To cause to speak; to cause to tell, &c. ( = kahlānā, kahwānā); — v.n. To be called or named or…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1287,حاجی,"(for ḥājjī, a n. of un. fr. ḥājj, q.v.; — not found in classical Arabic, but used by the Persians and Turks),…",explicit_review_required,4.720,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1288,قریشی,family name,explicit_review_required,4.810,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1289,کلک,s.m. A curlew; — adj. Of or relating to kali-yug,explicit_review_required,4.440,False,False,,True,True,,,True,False,True,Go; clicks; Ten; boys; here,False,,1,explicit_review_required
1290,حقیقی,"(rel. n. of ḥaqīqat), adj. Essential, genuine; true, real, just, certain, accurate, actual; own: — ḥaqīqī…",explicit_review_required,4.920,False,False,,True,True,,,True,False,True,real; true; genuine; experiment; purpose,True,genuine|real|true,2,verified_strong
1291,فلمی,"movie, film",explicit_review_required,4.430,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1292,نبی,"(verb. adj. of the measure فَعِيل fr. نَبِئٌ 'a way,' &c., rt. نبأ), s.m…",explicit_review_required,5.360,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1293,حصے,"plural direct of حِصَّہ (hissa — part, share, piece) | also: oblique singular of حِصَّہ (hissa — part, share, piece)",explicit_review_required,5.070,False,False,,True,True,,,True,False,True,part; Partly; initation; administer; section,True,part,2,verified_strong
1294,یقینی,"(rel. n. fr. yaqīn), adj. Certain, sure, indisputable, infallible, real, positive; scientific; belonging to…",explicit_review_required,4.740,False,False,,True,True,,,True,False,True,certainly; sure; ensure; definitely; high-value,True,sure,2,verified_strong
1295,صوبوں,plural oblique of صُوبَہ (sūba — province),explicit_review_required,4.760,False,False,,True,True,,,True,False,True,of; Supreme; Head; provinces; Orient,True,province,2,verified_strong
1296,بالا,"s.f. Female child, girl, young woman (not more than sixteen years of age); woman; — small cardamoms; a…",explicit_review_required,4.920,False,False,,True,True,,,True,False,True,above; There; time; was; ...,False,,1,explicit_review_required
1297,لحاظ,"(inf. n. of لاحظ; iii of لحظ 'to look through half-shut eyes'), s.m. Attentive observation, attention,…",explicit_review_required,5.070,False,False,,True,True,,,True,False,True,bit; Royal; sanctuary; non; Was,False,,1,explicit_review_required
1298,لگی,"seemed, began (feminine)",explicit_review_required,5.180,False,False,,True,True,,,True,False,True,HURT; ARE; 50; bucks; amulet,False,,1,explicit_review_required
1299,نکال,"(fr. nikālnā, q.v.), s.m. Outlet, issue, vent, discharge (i.q. nikās); — contrivance; — extract; — expulsion;… | also: infinitive of نِکَالْنَا (nikālnā — to remove, take out)",explicit_review_required,5.140,False,False,,True,True,,,True,False,True,fired; drove; Cursed; exiled; drive,False,,1,explicit_review_required
1300,بسیں,"plural perfective of بَسْنا (basnā — to settle down, to settle in, to prosper) | also: feminine of بَسْنا (basnā — to settle down, to settle in, to prosper)",explicit_review_required,3.870,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1301,فرد,"a single sheet or strip of paper; a list, roll, register, record, statement; outer fold/covering of quilt; alone",explicit_review_required,4.720,False,False,,True,True,,,True,False,True,hidden; floor; nobody; else; away,False,,1,explicit_review_required
1302,پینے,oblique infinitive of پِینا (pīnā — to drink) | also: plural infinitive of پِینا (pīnā — to drink),explicit_review_required,4.670,False,False,,True,True,,,True,False,True,drink; normally; li; crooked; pimples,True,drink,2,verified_strong
1303,شہریوں,plural oblique of شَہْری (śahrī — citizen),explicit_review_required,4.890,False,False,,True,True,,,True,False,True,citizens; civilians; wiretapping; everywhere; indoors,True,citizen,2,verified_strong
1304,فلسطینی,Palestinian,explicit_review_required,4.680,False,False,,True,True,,,True,False,True,Palestinian; Palestinians; spill; sacred; letting,True,palestinian,2,verified_strong
1305,وزیراعلی,chief minister,explicit_review_required,5.110,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1306,زہریلی,poisonous,explicit_review_required,3.610,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1307,بٹ,family name,explicit_review_required,4.770,False,False,,True,True,,,True,False,True,along; suggest; get; we; I,False,,1,explicit_review_required
1308,بہاری,"adj. Of, or relating to, the spring; vernal",explicit_review_required,3.850,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1309,مصارف,"s.m. pl. (of maṣraf, q.v.), Expenses, disbursements; costs; charges; uses…",explicit_review_required,3.450,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1310,اسرائیلی,Israeli,explicit_review_required,4.890,False,False,,True,True,,,True,False,True,Israeli; Israelis; anything; Go; holiday,True,israeli,2,verified_strong
1311,شمالی,northern,explicit_review_required,5.150,False,False,,True,True,,,True,False,True,AMERICA; LARGEST; Naming; EVER; Detroit,False,,1,explicit_review_required
1312,محدود,"(pass. part. of حدّ 'to define the limits (of); to define,' &c.), part. Limited, bounded, terminated, finite;…",explicit_review_required,4.890,False,False,,True,True,,,True,False,True,limited; supervision; restrict; KP; license,True,limit|limited,2,verified_strong
1313,معاشیات,"social science that studies the production, distribution, and consumption of goods and services",explicit_review_required,3.900,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1314,کین,"s.m. Rancour, &c. ( = kīna, q.v.): — kīn-toz, adj. & s.m. Malevolent-minded; — a malevolent-minded person…",explicit_review_required,3.990,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1315,ملتا,"part. adj. (f. -ī), Mixing; agreeing, harmonizing, &c. (see milnā): — miltī āwāz, s.f. A chord note: —…",explicit_review_required,5.050,False,False,,True,True,,,True,False,True,GET; IN; get; IF; Even,False,,1,explicit_review_required
1316,ضروریات,"s.f. pl. (of ضرورية, fem. of ضروري), Necessary or indispensable things, necessaries, requisites",explicit_review_required,4.520,False,False,,True,True,,,True,False,True,requirements; needs; standards; States; United,False,,1,explicit_review_required
1317,جدوجہد,struggle,explicit_review_required,4.980,False,False,,True,True,,,True,False,True,struggling; Teach; struggled; scramble; below,False,,1,explicit_review_required
1318,انڈین,chemical compound,explicit_review_required,4.920,False,False,,True,True,,,True,False,True,Indian; part; look; You; .,False,,1,explicit_review_required
1319,جذبات,"emotions, feelings",explicit_review_required,4.810,False,False,,True,True,,,True,False,True,feelings; man; grown; embrace; takes,True,feeling|feelings,2,verified_strong
1320,بطور,"as, like, in the manner of; by way of",explicit_review_required,5.120,False,False,,True,True,,,True,False,True,even; she; didn; taken; hostage,False,,1,explicit_review_required
1321,مرتب,"(pass. part. of رتّب 'to set (things) in order, to arrange,' &c., ii of رتب 'to be firm, or steady, or…",explicit_review_required,4.840,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1322,بہوت,"part. & s.m. Been, become, produced, formed, being, existing, existent; actually being, really happened,… | also: form of بَہُت (bahut — many, much)",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1323,ہونی,"(fem. of honā), s.f. Being, existence; birth, origin; — what is to be; lot, destiny, fate (i.q. honhār): —…",explicit_review_required,4.860,False,False,,True,True,,,True,False,True,SERIOUS; MUST; BE; PRETTY; THINGS,False,,1,explicit_review_required
1324,صنعتی,"(rel. n. fr. ṣanʻat), adj. Of art, artistic, &c",explicit_review_required,4.590,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1325,متعلقہ,"(for A. متعلقة mutaʻalliqat, fem. of mutaʻalliq), adj. & s.m. = mutaʻalliq, q.v.: — mutaʻalliqa-ě-ḵẖāndān,…",explicit_review_required,4.980,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1326,منڈی,"Mandi (a city in Himachal Pradesh, India) | also: feminine singular of مُنْڈا (muṇḍā — having the head shaven, bald)",explicit_review_required,4.690,False,False,,True,True,,,True,False,True,slave; Lurs; headed; In; market,True,head|in,2,verified_strong
1327,چاہتی,wants (feminine),explicit_review_required,4.920,False,False,,True,True,,,True,False,True,wants; busting; want; Vice; else,True,want|wants,2,verified_strong
1328,درآمد,import,explicit_review_required,4.420,False,False,,True,True,,,True,False,True,import; BAER; needs; imported; Rocky,True,import,2,verified_strong
1329,مقرر,"(pass. part. of قرّر 'to settle, fix, establish, confirm,' &c., ii of قرّ 'to be settled,' &c.), part. adj.…",explicit_review_required,5.160,False,False,,True,True,,,True,False,True,set; Set; May; rhythm; truth,False,,1,explicit_review_required
1330,غربت,poverty; living away from home,explicit_review_required,4.710,False,False,,True,True,,,True,False,True,poverty; union; Like; symbolizes; save,True,poverty,2,verified_strong
1331,ہمراہ,a companion on the road,explicit_review_required,4.810,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1332,بیمہ,insurance; insurance premium,explicit_review_required,3.600,False,False,,True,True,,,True,False,True,insurance; money; my; about; What,True,insurance,2,verified_strong
1333,بدل,"s.m. Change, alteration; exchange, substitution; return, requital, retaliation; — postp. In exchange (for,…",explicit_review_required,5.070,False,False,,True,True,,,True,False,True,changed; change; changes; turns; critical,True,change,2,verified_strong
1334,قدرتی,"(rel. n. fr. qudrat), adj. Of omnipotence, divine; not made or produced by man, natural, constitutional,…",explicit_review_required,4.830,False,False,,True,True,,,True,False,True,natural; state; grinning; breaks; bro,True,natural,2,verified_strong
1335,انور,"adj. compar. & superl. (from nūr), More, most, or very brilliant, very splendid, resplendent",explicit_review_required,4.670,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1336,جسمانی,"(prop. jusmānī), adj. Of or belonging to body, corporeal; material; carnal",explicit_review_required,4.730,False,False,,True,True,,,True,False,True,-Crushing; physically; shots; body; physical,True,body,2,verified_strong
1337,فاروق,"(for tiryāq-ě-fārūq), s.m. The best sort of treacle or theriac (so called because it makes a distinction…",explicit_review_required,4.940,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1338,بہتری,"s.f. Welfare, good, advantage; improvement; superior excellence, goodness, merit, virtue",explicit_review_required,4.890,False,False,,True,True,,,True,False,True,improvement; Not; still; an; impressive,True,improvement,2,verified_strong
1339,فلمیں,"plural direct of فِلْم (film, movie)",explicit_review_required,4.460,False,False,,True,True,,,True,False,True,talking; Who; she; Movies; films,True,film|movie,2,verified_strong
1340,روزگار,"employment, livelihood",explicit_review_required,4.570,False,False,,True,True,,,True,False,True,fully; jobs; job; him; employing,False,,1,explicit_review_required
1341,فرائض,"s.m. pl. (of farīẓa, q.v.), Obligatory statutes or ordinances of law or religion, divine precepts,… | also: plural formal of فَرْض (farz — duty (ie. responsibility))",explicit_review_required,4.740,False,False,,True,True,,,True,False,True,resume; begin; may; medic; combat,False,,1,explicit_review_required
1342,میٹر,meter,explicit_review_required,4.940,False,False,,True,True,,,True,False,True,meters; mm; meter; thick; eight,True,meter,2,verified_strong
1343,پوچہا,"s.m. (Used in comp.) = pūćh: — pūchā-pāćhā, s.m. = pūćhā-pāćhī, s.f. = pūćhā-tāćhī, s.f. = pūćhā-gaćhī, s.f.…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1344,صوبے,plural direct of صُوبَہ (sūba — province) | also: oblique singular of صُوبَہ (sūba — province),explicit_review_required,5.100,False,False,,True,True,,,True,False,True,bishops; province; monks; desert; ..,True,province,2,verified_strong
1345,کہنے,oblique infinitive of کَہْنا (kahnā — to say) | also: plural infinitive of کَہْنا (kahnā — to say),explicit_review_required,5.230,False,False,,True,True,,,True,False,True,say; goodbye; meaning; videos; circumstances,True,say,2,verified_strong
1346,پہلو,"s.m. Name of a people, the Persians; the country of the ancient Persians…",explicit_review_required,4.760,False,False,,True,True,,,True,False,True,sides; ones; pilots; factor; improved,False,,1,explicit_review_required
1347,وائرس,"non-cellular, submicroscopic infectious agent that replicates only inside the living cells of an organism",explicit_review_required,4.690,False,False,,True,True,,,True,False,True,virus; plant; Which; means; could,False,,1,explicit_review_required
1348,شپ,-ship (in لیڈر شپ leadership); ship,explicit_review_required,4.820,False,False,,True,True,,,True,False,True,championship; middleweight; brothers; -It; prize,False,,1,explicit_review_required
1349,وضاحت,clarification,explicit_review_required,4.800,False,False,,True,True,,,True,False,True,explain; Explain; -it; description; defies,False,,1,explicit_review_required
1350,بجٹ,budget,explicit_review_required,4.610,False,False,,True,True,,,True,False,True,budget; call; why; but; babe,True,budget,2,verified_strong
1351,مرحوم,"(pass. part. of رحم 'to have mercy,' &c.), part. & s.m. On whom God has had mercy, or who has found mercy;…",explicit_review_required,4.700,False,False,,True,True,,,True,False,True,"late; ""; Rabbit; Late; White",False,,1,explicit_review_required
1352,منافع,profit,explicit_review_required,4.610,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1353,ارشد,"adj. compar. & super. (of رشيد rashīd), More, or most, upright; most tenacious of the right way; — s.m. One…",explicit_review_required,4.470,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1354,حکومتوں,plural oblique of حُکُومَت (hukūmat — government),explicit_review_required,4.570,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1355,سسٹم,"system, method",explicit_review_required,4.910,True,True,"method,system",False,,,,False,True,True,painstakingly; combed; found; through; everything,False,,1,explicit_review_required
1356,طاہر,"(act. part. of طہر 'to be clean,' &c.), adj. Clean, pure, unsullied, chaste",explicit_review_required,4.790,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1357,ایکڑ,acre,explicit_review_required,4.310,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1358,زبردست,"powerful, tremendous; forcible",explicit_review_required,4.860,False,False,,True,True,,,True,False,True,Wow; great; Great; exposed; Dude,False,,1,explicit_review_required
1359,مین,"s.f. (in H., but m. in S.), A fish; — the sign Pisces; — name of the first of the ten incarnations or…",explicit_review_required,5.040,False,False,,True,True,,,True,False,True,Manny; HA; Batman; BATMAN; looks,False,,1,explicit_review_required
1360,برسوں,"subjunctive of بَرَسْنا (barasnā — to rain, to shower)",explicit_review_required,4.580,False,False,,True,True,,,True,False,True,coms; bro; years; got; your,False,,1,explicit_review_required
1361,تر,"adj. New, fresh; green; young, tender, soft; juicy, moist, damp, wet, wet through, saturated (with moisture,…",explicit_review_required,5.380,False,False,,True,True,,,True,False,True,Most; Mostly; commit; clothesline; laundry,False,,1,explicit_review_required
1362,محبوب,"beloved, dear",explicit_review_required,4.780,False,False,,True,True,,,True,False,True,beloved; reunited; delivered; dress; Emergency,True,belov|beloved,2,verified_strong
1363,تنظیموں,plural oblique of تَنْظِیم (tanzīm — organization),explicit_review_required,4.630,False,False,,True,True,,,True,False,True,oversight; committee; collar; holding; changing,False,,1,explicit_review_required
1364,راست,"adj. Right, true; good, just, upright, straightforward, honest, sincere; right (as opp. to left); straight,…",explicit_review_required,5.000,False,False,,True,True,,,True,False,True,straight; directly; STRAIGHT; Directly; specials,True,straight,2,verified_strong
1365,چیک,Czech,explicit_review_required,4.910,False,False,,True,True,,,True,False,True,check; Check; checked; TRIPLE-CHECKED; Examine,False,,1,explicit_review_required
1366,فاؤنڈیشن,type of nonprofit organization,explicit_review_required,4.440,False,False,,True,True,,,True,False,True,foundation; cause; issued; support; statement,False,,1,explicit_review_required
1367,سڑکوں,plural oblique of سَڑَک (saṛak — road),explicit_review_required,4.840,False,False,,True,True,,,True,False,True,streets; ♪; Trust; mutilated; pyre,False,,1,explicit_review_required
1368,نسبت,"(for A. نسبة, inf. n. of نسب; see nasab), s.f. Referring (to, -se); deriving (from); — reference, respect,…",explicit_review_required,4.970,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1369,یورپی,European,explicit_review_required,4.980,False,False,,True,True,,,True,False,True,European; cyberattack; Frankfurt; Central; Yesterday,True,european,2,verified_strong
1370,لیتا,takes (masculine of لینا),explicit_review_required,4.940,False,False,,True,True,,,True,False,True,takes; It; two; boot; interact,True,tak|take|takes,2,verified_strong
1371,سیمی,"(fr. sīm), adj. Of silver, silver, silvery ( = sīmīn)",explicit_review_required,4.440,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1372,وصول,"(inf. n. of وصل 'to arrive,' &c.), s.m. Arrival; — conjunction, union with, or enjoyment of (a wished-for…",explicit_review_required,4.810,False,False,,True,True,,,True,False,True,Take; few; 15-minute; collectors; customers,False,,1,explicit_review_required
1373,تاخیر,"s.f. Delay, procrastination; postponement; impediment: — tāḵẖīr karnā (-meṅ), To delay, procrastinate; to…",explicit_review_required,4.300,False,False,,True,True,,,True,False,True,delay; delayed; badges; Plus; codes,True,delay,2,verified_strong
1374,مشرقی,eastern,explicit_review_required,4.970,False,False,,True,True,,,True,False,True,eastern; Redeploy; gate; Eastern; Supreme,True,eastern,2,verified_strong
1375,ویسٹ,family name,explicit_review_required,4.740,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1376,سول,"s.m. (f. p), A sharp or acute pain; colic; stomach-ache; indigestion; gout; rheumatism; — any sharp or…",explicit_review_required,4.780,False,False,,True,True,,,True,False,True,civilian; An; working; contractor; American,False,,1,explicit_review_required
1377,توڑ,"break, fissure; breaking; check | also: infinitive of تورْنا (tornā — to break, snap)",explicit_review_required,5.000,False,False,,True,True,,,True,False,True,Break; break; broke; breaking; BREAK,True,break|breaking,2,verified_strong
1378,باب,"s.m. Door, gate; chapter, section, division (of a book), head, heading; subject, affair, business, topic,…",explicit_review_required,4.960,False,False,,True,True,,,True,False,True,Bob; Fisks; All; contact; look,False,,1,explicit_review_required
1379,منفی,"(pass. part. of نفي 'to deny; to reject,' &c.), part. adj. Negative; — rejected, repulsed; banished; —…",explicit_review_required,4.650,False,False,,True,True,,,True,False,True,negative; owe; shows; payments; See,True,negative,2,verified_strong
1380,نوعیت,"(abst. s. fr. nauʻī), s.f. Specific difference; — specification, special character, speciality",explicit_review_required,4.680,False,False,,True,True,,,True,False,True,nature; ITS; KIND; WOULD; essential,False,,1,explicit_review_required
1381,خرید,"buying, purchase; purchase (something bought)",explicit_review_required,4.800,False,False,,True,True,,,True,False,True,buy; buying; Nike; someday; bond,True,buy|buying,2,verified_strong
1382,بیماریوں,"plural oblique of بِیماری (bīmārī — illness, disease)",explicit_review_required,4.290,False,False,,True,True,,,True,False,True,Excluded; psychic; diseases; having; persons,True,disease,2,verified_strong
1383,انتخابی,"adj. Selected, culled; select",explicit_review_required,5.120,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1384,اسلم,"a surname, Aslam, from Arabic",explicit_review_required,4.490,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1385,لیکر,having taken (fused spelling of لے کر),explicit_review_required,4.830,False,False,,True,True,,,True,False,True,stretched; steppes; shores; Mediterranean; rose,False,,1,explicit_review_required
1386,اعجاز,"s.m. Disappointment; wonder, astonishment, amazement, surprise, a miracle: — ěʻjāz-i-masīḥāʼī, A cure as…",explicit_review_required,4.510,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1387,حکمران,"ruler, sovereign",explicit_review_required,5.200,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1388,انڈسٹری,industry; an industry,explicit_review_required,4.420,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1389,بیرون,"prep. & adv. Without, on the outside, out ( = bāhar): — berūna-jāt, vulg. berūn-jāt, s.m. Suburbs…",explicit_review_required,4.670,False,False,,True,True,,,True,False,True,overseas; Meanwhile; Abroad; certainly; full,False,,1,explicit_review_required
1390,کلاس,"class, course",explicit_review_required,4.700,False,False,,True,True,,,True,False,True,class; Top; BUY; PARKING; PASS,True,clas|class,2,verified_strong
1391,عارف,"(act. part. of عرف 'to know,' &c.), adj. & s.m. Knowing, wise, sagacious, ingenious; skilled in divine…",explicit_review_required,4.690,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1392,بخاری,adj. Of or belonging to Bǒḵẖārā; — s.m. Native of Boḵẖārā,explicit_review_required,4.930,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1393,کیس,"(i.q. P. kīsa), s.m. A bag, purse; — the membrane which envelops the fœtus in the womb; — the scrotum; — a…",explicit_review_required,5.360,False,False,,True,True,,,True,False,True,case; build; prosecutable; assaulting; 1979,False,,1,explicit_review_required
1394,اہلکار,"official, functionary",explicit_review_required,4.720,False,False,,True,True,,,True,False,True,cop; Wow; pretty; PERSONNEL; high,False,,1,explicit_review_required
1395,سہولتیں,plural direct of سُہُولَت (suhūlat — facility (ie. something provided)),explicit_review_required,3.900,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1396,پہول,"s.m. A flower, a blossom; — a boss, knob, stud, bunch of ribands, rosette, cockade; — the menses (of which…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1397,اوسط,"(rt. وسط), adj. Middle, middling, intervening, intermediate; average; — s.m. (f.?), Middle, medium, mean,…",explicit_review_required,4.420,False,False,,True,True,,,True,False,True,average; JUMPS; BIGGEST; COMING; FRANCISCO,True,average,2,verified_strong
1398,خاتمے,"plural direct of خاتِمَہ (xātima — conclusion, end, termination) | also: oblique singular of خاتِمَہ (xātima — conclusion, end, termination)",explicit_review_required,4.850,False,False,,True,True,,,True,False,True,Single; elimination; eradicate; crisis; Divergent,False,,1,explicit_review_required
1399,جانی,s.m. A conjurer; astrologer; fortune-teller ( = jān; gyānī),explicit_review_required,4.740,False,False,,True,True,,,True,False,True,nuke; casualties; high; Johnny; told,False,,1,explicit_review_required
1400,تحقیقات,"s.f. (pl. of taḥqīq, but com. used as a sing. in Urdū), Inquiries; inquiry, investigation…",explicit_review_required,4.880,False,False,,True,True,,,True,False,True,investigation; investigations; investigating; wars; investigate,True,investigation,2,verified_strong
1401,لیاقت,"(for A. لياقة, v.n. fr. ليق 'to be fit,' &c.), s.f. Propriety, fitness, suitableness; congruence, congruity,…",explicit_review_required,4.630,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1402,مذکورہ,"(for A. مذکورة maẕkūrat, fem. of maz̤kūr), adj. Remembered, &c. ( = maẕkūr, q.v.): — maẕkūra-bālā, adj.… | also: feminine of مَذْکُور (mazkūr — recorded (ie. written accounts))",explicit_review_required,4.540,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1403,باری,"s.m. (f. bārin), s.m. A caste of Hindūs who sew together broad leaves to serve as platters; a seller of pān…",explicit_review_required,4.780,False,False,,True,True,,,True,False,True,turn; TURN; ber; -Ready; YOUR,False,,1,explicit_review_required
1404,انٹرویو,interview,explicit_review_required,4.740,False,False,,True,True,,,True,False,True,JOB; BOSS; OF; INTERVIEWS; INTERVIEW,True,interview,2,verified_strong
1405,بولنگ,class of sports in which a player rolls a bowling ball towards a target,explicit_review_required,3.790,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1406,تعین,"s.m. Specifying, fixing, determining, assigning, appointing, deputing, establishing; appointment,…",explicit_review_required,4.530,False,False,,True,True,,,True,False,True,determine; agenda; sets; define; Your,False,,1,explicit_review_required
1407,ذخائر,"s.m. pl. (of ẕaḵẖīra), Treasures, stores, provisions, victuals",explicit_review_required,4.350,False,False,,True,True,,,True,False,True,"increments; daily; deposits; Cash; 9,000",False,,1,explicit_review_required
1408,کتنی,"(fr. katnā; also kātnī, fr. kātnā), s.f. A hold-all, a housewife; a work-basket. | also: feminine singular of کِتْنا (kitnā — how much)",explicit_review_required,4.900,False,False,,True,True,,,True,False,True,How; many; how; times; much,True,how|much,2,verified_strong
1409,بیشتر,"(compar. of besh), adj. & adv. More, most; better; exceeding; — mostly, for the most part, usually,…",explicit_review_required,4.810,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1410,نصف,"(inf. n. of نصف 'to halve,' &c.), s.m. The half; — adj. Half; semi-; — middle-aged…",verified,4.740,False,False,,True,True,,,True,False,True,half; halfway; Slow; fatiguing; Halfway,True,half,2,verified_strong
1411,ڈگری,degree,explicit_review_required,4.710,False,False,,True,True,,,True,False,True,second-degree; charts; degree; ROTC; scholarship,True,degree,2,verified_strong
1412,آرام,"rest, comfort",verified_strong,4.770,True,True,"comfort,rest",True,True,,,True,True,True,rest; relax; Easy; calm; stay,True,rest,3,verified_strong
1413,مواقع,"plural of مَوْقِع (mauqaʻ) | also: plural formal of مَوقَعْ (mauqa' — chance, opportunity)",explicit_review_required,4.570,True,False,,True,True,,,True,False,True,opportunities; strike; whoever; Talking; These,True,opportunity,2,verified_strong
1414,ڈیرہ,settlement,verified_strong,4.720,True,True,settlement,True,True,,,True,True,False,,False,,2,verified_strong
