rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_meaning,readurdu_meaning,word2word_meaning
1474,دبئی,the United Arab Emirates; Dubai,4.76,Kaikki+ReadUrdu,"the United Arab Emirates; Dubai (the capital city of Dubai emirate, United Arab Emirates)","Dubai (an emirate of the United Arab Emirates); Dubai (the capital city of Dubai emirate, United Arab Emirates); the United Arab Emirates",
1475,دروازہ,door; gate,4.76,Kaikki+ReadUrdu+word2word,"door; gate; path, way","n. door; gate; porch; entrance | Platts: (fr. dar-wāz, 'gates (of a city) thrown back, or open'; and = dar, 'door or gate'+bāz, 'open,' qq.v.+aff. -a…",door; Open; Knock; DOOR; Stand
1476,راج,rule; reign,4.76,Kaikki+ReadUrdu,"mason; builder; reign, rule","n. royalty, kingship; reign, rule; kingdom, empire, state | prefix A prefix which forms a large number of compound words and carries an adjectival meaning of the king or of the… | suffix A suffix which forms compound words and carries the meaning king or chief (e.g., مہاراج (mahā-rāj) great… | Platts: (fr. राजन्; cf. rājā), s.m. (used in comp.) King, prince, sovereign, chief, master; any principal object,…",
1477,سرزمین,land; soil; Earth,4.76,Kaikki+ReadUrdu+word2word,"Earth; land, soil; country, territory, homeland","land, soil; Earth; country, territory, homeland",land; legend; arriving; flight; soil
1478,سکون,peace; tranquility,4.76,Kaikki+ReadUrdu,"sukun; peace, tranquility","peace, tranquility",socializing; Alright; Be; comfort; social
1479,سینٹر,centre; center,4.76,Kaikki+ReadUrdu,"centre, center","centre, center",counter-spying; Regional; Cryptological; Oahu; delivering
1480,ضائع,wasted; lost; destroyed,4.76,Kaikki+ReadUrdu+word2word,"wasted; squandered; lost, destroyed; perished","adj. wasted; squandered; lost, destroyed; perished | Platts: (act. part. of ضيع 'to perish,' &c.), part. adj. Perishing, becoming lost or destroyed…",disposal; fully; standing; wasted; All
1481,عظمت,greatness; grandeur,4.76,Kaikki+ReadUrdu+word2word,"dignity; glory, magnificence; grandeur, greatness; might","greatness, grandeur",magnitude; Will; greatness; symbolizes; mark
1482,مخلوق,creature,4.76,ReadUrdu+word2word,,"(pass. part. of خلق 'to originate; to create,' &c.), part. & s.m. Created, formed, produced, brought forth; —…",creature; beings; given; feed; exceptional
1483,مقیم,resident,4.76,Kaikki+ReadUrdu,resident,"n. resident | Platts: (act. part. of اقام 'to stop, rest, stay,' &c., iv of قام (for قوم) 'to stand,' &c.), part. adj. & s.m.…",Axis; high; price; Meanwhile; never
1484,نصیب,fortune; destiny,4.76,Kaikki+ReadUrdu,"fortune, destiny (see lot)","destiny, fortune",
1485,چاندی,silver,4.76,Kaikki+ReadUrdu+word2word,silver,"n. silver | Platts: s.f. Pure silver; plate; money; the crown of the head: — ćāṅdī-kā pahrā, s.m. A lucky moment: — ćāṅdī-kā…",silver; bullet; use; forge; necklace
1486,اسحاق,a male given name; Isaac; Ishaq,4.75,Kaikki+ReadUrdu,"Ishaq, Isaac; a male given name, Ishaq, from Arabic إِسْحَاق (ʔisḥāq) [in turn from Hebrew יצחק], equivalent to English Isaac","name: Ishaq, Isaac; a male given name, Ishaq, from Arabic إِسْحَاق (ʔisḥāq) [in turn from Hebrew יצחק], equivalent to English… | Platts: prop. n. Isaac",
1487,تھوڑا,little; some; small,4.75,Kaikki+ReadUrdu+word2word,"some, a little; small (amount of)","some, a little; small (amount of)",bit; little; LITTLE; Slide; unravel
1488,خاموشی,silence,4.75,Kaikki+ReadUrdu+word2word,silence,silence,Observe; silence; sentries; silently; remain
1489,سرگودھا,Sargodha,4.75,Kaikki+ReadUrdu,"Sargodha (a city in Sargodha district, Punjab, Pakistan)","Sargodha (a city in Sargodha district, Punjab, Pakistan)",
1490,سمجھنے,understand,4.75,ReadUrdu+word2word,,infinitive indirect of سَمَجْھنَا (samajhnā — to understand),understand; confusion; -you; concept; paradigm
1491,عروج,rise,4.75,Kaikki+ReadUrdu,"rise, success; ascent, ascension; rising (of the sun)","rise, zenith",climax; The; negotiations; days; three
1492,قبر,grave,4.75,Kaikki+ReadUrdu+word2word,"grave, tomb",grave,grave; then; Mother; willow; branch
1493,مرنے,die,4.75,ReadUrdu+word2word,,"oblique infinitive of مَرْنا (marnā — to die, to be dead) | also: plural infinitive of مَرْنا (marnā — to die, to be dead)",die; else; Understand; STARTED; WEARING
1494,مشکلات,difficulties,4.75,ReadUrdu+word2word,,"s.f. pl. (of mushkil), Difficulties; intricacies; doubts, &c. | also: plural formal of مُشْکِل (muśkil — difficulty)",-This; troubles; resolved; problems; difficulties
1495,ملازمت,job; employment; service,4.75,Kaikki+ReadUrdu+word2word,"paying respect to a boss; employment, job, service, duty; waiting on, assiduity, diligence, close attendance","employment, job, service",job; employment; empowering; receive; thoroughly
1496,وزن,weight; measure; balance,4.75,Kaikki+ReadUrdu+word2word,"weight, weighing, measure, balance","n. weight, weighing, measure, balance | Platts: (inf. n. of وزن 'to weigh'), s.m. Weighing, weighment; telling (money, &c.) by just weight; — examining,…",weight; YOU; WEIGHT; SOME; THINK
1497,چینل,CHANNEL,4.75,ReadUrdu+word2word,,channel,waiting; CHANNEL; HAS; EVERY; CITY
1498,ہمت,courage,4.75,Kaikki+ReadUrdu+word2word,"courage, valour","courage, nerve",dare; dared; bold; courage; guts
1499,آدم,man; Adam,4.74,Kaikki+ReadUrdu,man; Adam,"n. man | name: Adam; a male given name, Adam | Platts: s.m. Adam, the first man; man (as in comp.): — ādam-ćashm, s.m. Lit. 'Having eyes like those of a man'; a…",baffled; primitive; Great; has; always
1500,اندرونی,inner; internal,4.74,ReadUrdu+word2word,,"internal, inner",inner; circle; internal; numbers; Those
1501,انٹرویو,INTERVIEWS,4.74,ReadUrdu+word2word,,interview,JOB; BOSS; OF; INTERVIEWS; INTERVIEW
1502,بانی,founder,4.74,Kaikki+ReadUrdu,founder,"n. founder | Platts: s.f. Peculiar disposition or mental constitution; natural temper; profession, pretension; any property or…",
1503,بغاوت,rebellion; revolt,4.74,Kaikki+ReadUrdu,"treason; rebellion, revolt","rebellion, revolt",coup; The; stroke; final; Always
1504,رمضان,Ramadan,4.74,Kaikki+ReadUrdu,"a male given name, Ramzan or Ramazan, from Arabic; Ramadan (the holy ninth month of the Islamic lunar calendar, during which Muslims fast between the break of dawn until sunset; they also refrain from drinking liquids, smoking and having sexual relations)","name: Ramadan (the holy ninth month of the Islamic lunar calendar, during which Muslims fast between the break of…; a male given name, Ramzan or Ramazan, from Arabic | Platts: corr. ramjān (v.n. fr. رمض 'to become intensely heated or hot'), s.m…",
1505,سرخ,red; a communist or socialist,4.74,Kaikki+ReadUrdu+word2word,red; a communist or socialist (metaphorically),"adj. red; twilight-colored; a communist or socialist (metaphorically) | Platts: adj. Red (syn. lāl); high (as a price or rate); — s.f. The seed of the Abrus precatorius (syn. ghuṅgćī,…",red; RED; specks; Red; THAT
1506,سلوک,treated; amiability,4.74,Kaikki+ReadUrdu+word2word,"treatment; amiability; manner, way","n. behaviour, conduct; treatment; amiability | Platts: corr. salūk (inf. n. of سلك 'to travel,' &c.), s.m. Journey, road, way; institution, rule, mode, manner;…",treated; act; mercy; Promise; criminal
1507,عادت,habit; mode; custom,4.74,Kaikki+ReadUrdu+word2word,mode; habit; custom,"n. custom; manner; mode | Platts: (for A. عادة, v.n. fr. عود 'to return' (to)), s.f. Custom, habit, manner, wont, usage, practice: — ʻādat…",habit; Bad; badge; used; Sharif
1508,نصف,half,4.74,ReadUrdu+word2word,,"(inf. n. of نصف 'to halve,' &c.), s.m. The half; — adj. Half; semi-; — middle-aged…",half; halfway; Slow; fatiguing; Halfway
1509,نیند,sleep; dream; death,4.74,Kaikki+ReadUrdu+word2word,"dream; sleep, slumber; death, eternal sleep","n. sleep, slumber; dream; death, eternal sleep | Platts: s.f. Sleep: — nīṅd ućaṭnā, or nīṅd ućāṭ honā, v.n. Sleep to be dissipated, or to vanish; to have one's sleep…",sleep; sleeping; Turk; another; bruised
1510,یقینی,certainly; sure,4.74,ReadUrdu+word2word,,"(rel. n. fr. yaqīn), adj. Certain, sure, indisputable, infallible, real, positive; scientific; belonging to…",certainly; sure; ensure; definitely; high-value
1511,اسلحہ,weapon; ammunitions,4.73,Kaikki+ReadUrdu+word2word,"ammunitions, weapons","n. plural of سِلاح (silāh); ammunitions, weapons | Platts: s.m. pl. (of سلاح silāḥ), Arms, weapons, implements of war; armour: — aslaḥ-ḵẖāna, s.m. Arsenal, magazine,… | also: plural formal of سِلاح (silāh — weapon)",arms; forges; guns; bear; weapon
1512,جسمانی,body,4.73,ReadUrdu+word2word,,"(prop. jusmānī), adj. Of or belonging to body, corporeal; material; carnal",-Crushing; physically; shots; body; physical
1513,خزانہ,treasure; treasury,4.73,Kaikki+ReadUrdu+word2word,treasure; treasury; tax; levy,"treasure, treasury",Tesseract; Odin; treasure; jewel; `
1514,سانس,breathe,4.73,Kaikki+ReadUrdu+word2word,"sigh; breath, breathing",breath,breathe; Breathe; breath; BREATHE; breathing
1515,سنگ,stone; weight,4.73,Kaikki+ReadUrdu,stone; weight; intimacy,"n. stone; weight; association, union; company | adv. collectively; together | Platts: (rt. gam with sam), s.m. Coming together, joining, uniting, meeting, encountering, concurrence, confluence…",
1516,علامت,sign; symbol,4.73,Kaikki+ReadUrdu+word2word,sign; symbol; mark; diacritical mark,"n. sign; indication (in literature, figuratively etc.); symptom (of an illness) | Platts: s.f. = P علامه ʻalāma, s.m. (for A. علامة, v.n. fr. علم 'to know'), A mark, sign, token, an indication, a…",wave; sign; savior; Only; symbol
1517,فارسی,Persian; Persic,4.73,Kaikki+ReadUrdu+word2word,"Hijra Farsi; Persian (language); Persian, Persic; Persianate","adj. Persian, Persic; Persianate | n. Persian (language); a person of Persian ethnicity or heritage; a person from Persia | Platts: (for orig. pārsī, rel. n. fr. pārs), adj. Persian; — s.f. The Persian language; — a foreign language, an…",Persian; outpost; moved; rowel; Seso
1518,فیکٹری,factory,4.73,ReadUrdu+word2word,,factory,factory; Automated; -l; cyber-attacks; nuclear
1519,معافی,forgiveness; pardon,4.73,Kaikki+ReadUrdu+word2word,forgiveness; pardon; absolvement; exemption; remission,"forgiveness, pardon",sorry; SORRY; forgiveness; busting; pasta
1520,پیسہ,money; cash; wealth,4.73,Kaikki+ReadUrdu+word2word,"wealth; money, cash; paisa (a subdivision of currency, equal to ¹⁄₁₀₀ of a rupee)","paisa (a subdivision of currency, equal to ¹⁄₁₀₀ of a rupee); money, cash; wealth",money; lot; Ghraib; Meanwhile; earn
1521,گڑھ,castle; citadel; stronghold,4.73,Kaikki+ReadUrdu,"castle, bastion; citadel, fortress; stronghold, defenses","stronghold, defenses; citadel, fortress; castle, bastion",
1522,آؤٹ,OUT,4.72,ReadUrdu+word2word,,out,OUT; walk-out; ONE-NINETY-EIGHT; MIGHT; NOT
1523,بولی,speech; language,4.72,Kaikki+ReadUrdu,speech; language,"n. speech; language | Platts: s.f. Speech, language, dialect; conversation, talk, saying; mode of speaking, idiom; bid (at an auction);… | also: perfective feminine of بولْنا (bolnā — to speak)",naive; re; You; '; ?
1524,بیگ,bag; bey; beg,4.72,Kaikki+ReadUrdu+word2word,"dung; bey, beg; bag, sack","n. bey, beg; lord, master; speed, celerity, haste | adv. hastily, speedily, quickly, soon | Platts: s.m. & adv. Speed, celerity, haste, rapidity; violence, impetuosity; — dung; — with haste, speedily, quickly,…",bag; broke; bags; mess; thrown
1525,دستخط,sign; handwriting,4.72,Kaikki+ReadUrdu+word2word,signature; handwriting,handwriting; signature,sign; signed; Would; signature; cars
1526,سیالکوٹ,Sialkot,4.72,Kaikki+ReadUrdu,"Sialkot (a city in Sialkot district, Punjab, Pakistan)","Sialkot (a city in Sialkot district, Punjab, Pakistan)",
1527,لازمی,must,4.72,ReadUrdu+word2word,,adj. Necessary; inevitable; — s.f. Anything that is necessary; what must be; a necessity,must; hurry; nerve-wracking; condition; Must
1528,مان,like; honor,4.72,Kaikki+ReadUrdu,like; rule; honor,"n. conceit; arrogance; honor | adj. like; similar | Platts: postpn. (dialec.) In the midst (of), in, among, &c. ( = meṅ, q.v.). | also: infinitive of مانْنا (mānnā — to believe)",listened; should; Davus; persuasive; distance
1529,مجرم,criminal; sinner; offender,4.72,Kaikki+ReadUrdu+word2word,"sinner; criminal, offender","n. criminal, offender; sinner | Platts: (act. part. of اجرم, iv of (and syn. with) جرم 'to commit a sin, or crime,' &c.), part. adj. & s.m. Criminal;…",guilty; criminal; criminals; locks; peasants
1530,مزاج,humor; temperament,4.72,Kaikki+ReadUrdu,humor; temperament,humor; temperament,mood; marching; Max; seconds; was
1531,نمائندگی,represent,4.72,Kaikki+ReadUrdu+word2word,"representation (broadly, not limited.)","representation (broadly, not limited.)",represent; Represent; warn; Strategic; Scientific
1532,پہچان,identity; recognition; identification,4.72,Kaikki+ReadUrdu,"identity; recognition, identification","n. recognition, identification; identity | Platts: s.f. Knowledge, acquaintance, ascertainment, recognition, experience, discrimination, discernment;… | also: form of پَہْچانْنا (pahcānnā — to recognize, identify)",recognize; 20; detainees; photo; that
1533,ڈیرہ,settlement,4.72,Kaikki+ReadUrdu,settlement,settlement,
1534,گن,quality; condition; merit,4.72,Kaikki+ReadUrdu,"merit, virtue; quality, condition; characteristic, property","n. quality, condition; characteristic, property; merit, virtue | Platts: s.m. Flock, troop, company, host, multitude, number, series; genus; group, class, category; tribe, sect,…",Gun; Guns; Outside; gun; left
1535,تیس,Thirty,4.71,Kaikki+ReadUrdu+word2word,thirty,"num. thirty | Platts: adj. Thirty: — tīsoṅ-din, adv. Every day of the thirty (in the month), regularly every day ( = āʼe din; used…",Thirty; Thirty-eight; seconds; Twenty; turn
1536,جہنم,hell,4.71,Kaikki+ReadUrdu+word2word,hell,hell,hell; Hell; HELL; THERE; hellfire
1537,حرارت,heat; warmth; to have a temperature,4.71,Kaikki+ReadUrdu+word2word,"heat, warmth; slight fever, feverish, to have a temperature","n. heat, warmth; slight fever, feverish, to have a temperature | Platts: s.f. = P حراره ḥarāra, s.m. (for A. حرارة ḥarārat, fem.; inf. n. of حرّ 'to be hot'), Heat, warmth;…",scan; signatures; validate; heat; woman
1538,دلیل,argument,4.71,ReadUrdu+word2word,,"argument, reasoning",argument; deaf; falls; making; ton
1539,شاہی,royal; regal; rule,4.71,Kaikki+ReadUrdu+word2word,"befitting or worthy of royalty; royal, regal, kingly, princely; rule, reign, regime; -archy, -cracy","adj. royal, regal, kingly, princely; befitting or worthy of royalty | n. rule, reign, regime; -archy, -cracy; a cultivar of litchis, famously grown in Muzaffarpur | Platts: adj. Imperial, royal, regal, kingly; — s.m. A follower of the sect of 'Alī; — s.f. Imperial dignity,…",royal; quarters; destroyed; Royal; Steward
1540,طوفان,Storm,4.71,Kaikki+ReadUrdu+word2word,"storm, tempest; typhoon, hurricane; flood, deluge, inundation",storm,sandstorm; Desert; Storm; Storms; storming
1541,عین,eye; spring; source,4.71,Kaikki+ReadUrdu,"eye; spring, fountain, source, sight","n. eye; spring, fountain, source, sight | Platts: s.m. The eye; sight; source, fount, fountain; udder (of an animal); the choice, the best, the very essence…",intruder; path; right; now; an
1542,غربت,poverty,4.71,ReadUrdu+word2word,,poverty; living away from home,poverty; union; Like; symbolizes; save
1543,قصور,fault; guilt,4.71,Kaikki+ReadUrdu,"guilt; fault, offence, failing; Kasur (a city in Kasur district, Punjab, Pakistan)","fault, guilt",
1544,قمر,moon,4.71,Kaikki+ReadUrdu,moon,n. moon | Platts: s.m. The moon,
1545,لازم,necessary; imperative; inevitable,4.71,Kaikki+ReadUrdu,"intransitive; necessary, imperative; inevitable (ie. destined, certain)","adj. necessary, imperative; inevitable (ie. destined, certain); intransitive | Platts: (act. part. of لزم 'to be necessary,' &c.), adj. Necessary, requisite; in dispensable; obligatory, incumbent;…",must; I
1546,لشکر,army; armed force; crew,4.71,Kaikki+ReadUrdu,"encampment, cantonment; crew, company (of a ship); army, armed force, military","n. army, armed force, military; encampment, cantonment; crew, company (of a ship) | Platts: s.m. An army, a host, a military force; — a camp; — an encampment (the word, in India, is sometimes used with…",Downtown; remodeled; about; get; is
1547,محترم,honored; honorable; respectable,4.71,Kaikki+ReadUrdu,"honored; honorable, respectable, esteemed","adj. honored; honorable, respectable, esteemed | Platts: (pass. part. of احترم 'to hold in reverence or honour; to reverence,' &c., viii of حرم 'to be entitled to…",Sir; clue; reporter; caught; Americans
1548,محترمہ,Lady,4.71,Kaikki+ReadUrdu+word2word,lady,lady,Lady; calm; Is; Understand; ladies
1549,نازل,arriving-at; descending; revealed,4.71,Kaikki+ReadUrdu,"revealed; descending, alighting, arriving-at, dismounting","adj. descending, alighting, arriving-at, dismounting; revealed | Platts: (act. part. of نزل 'to descend, alight,' &c.), part. adj. Descending, alighting; dismounting; arriving (at):…",upon; came; her; I
1550,ناکامی,FAILURE,4.71,ReadUrdu+word2word,,failure,FAILURE; failure; fiasco; GEARBOX; GOT
1551,نیت,intention; led; guided,4.71,Kaikki+ReadUrdu+word2word,"Niyyah; attention; led, guided","n. intention, intent, purpose; desire; wise; Niyyah | adj. led, guided | Platts: (rt. yam with ni), part. (f. -ā), Checked, curbed, restrained; controlled, governed, subdued; self-governed;…",heartened; intention; did; am; knowledge
1552,ڈر,fear; scared; dread,4.71,Kaikki+ReadUrdu+word2word,"awe; fear, dread; apprehension, alarm, terror","fear, dread; apprehension, alarm, terror; awe | also: infinitive of ڈَرْنا (ḍarnā — to fear; be scared)",afraid; scared; fear; really; jitters
1553,ڈگری,second-degree,4.71,ReadUrdu+word2word,,degree,second-degree; charts; degree; ROTC; scholarship
1554,گلگت,Gilgit District; Gilgit Division,4.71,Kaikki+ReadUrdu,"Gilgit (a river in Gilgit-Baltistan, Pakistan); Gilgit District (a district of Gilgit-Baltistan); Gilgit Division (a division of Gilgit-Baltistan)","Gilgit (the capital city of Gilgit-Baltistan, Pakistan); Gilgit District (a district of Gilgit-Baltistan); Gilgit Division (a division of Gilgit-Baltistan)",
1555,احتجاجی,protestor,4.70,Kaikki+ReadUrdu,protestor,protestor,
1556,انگلینڈ,ENGLAND,4.70,Kaikki+ReadUrdu+word2word,England (a constituent country of the United Kingdom),England (a constituent country of the United Kingdom),ENGLAND; LONDON; shipping; England; thing
1557,بائیں,left,4.70,ReadUrdu+word2word,,"to the left, leftward",left; Left; lane; Your; launching
1558,جنازہ,funeral; bier,4.70,Kaikki+ReadUrdu+word2word,funeral; bier; the corpse (or coffin in which a corpse is taken away),"funeral procession, bier",funeral; went; her; six; when
1559,درس,lesson; reading; lecture,4.70,Kaikki+ReadUrdu,"lesson, reading, lecture","n. lesson, reading, lecture | Platts: (inf. n. of درس 'to read'), s.m. Reading, learning to read; a lecture; a lesson, exercise: — dars denā (-ko),…",converted; christianity; continued; teaching; pagans
1560,سوار,ride; horseman,4.70,Kaikki+ReadUrdu+word2word,"rider, horseman","n. rider, horseman | Platts: ( = S. अश्व+वार; see aswār, and asp), adj. & s.m. Mounted, riding (on, -par); on horse-back; embarked (on a…",ride; Ride; Wanna; bride; BUY
1561,شو,show; corpse,4.70,Kaikki+ReadUrdu+word2word,show; corpse,"n. show; corpse | Platts: s.m. A dead body, corpse; — water: — śav-sādhan, s.m. Name of a mystical and superstitious ceremony performed…",show; liking; SHOW; SOMETHING; Showtime
1562,فرمان,decreed; order; a command,4.70,Kaikki+ReadUrdu+word2word,"obedient, servant; a royal decree, order; a command (by any individual)","n. a royal decree, order; a command (by any individual); a firman, decree; mandate (especially a royal or an official one) | adj. obedient, servant | Platts: s.m. Order, command, mandate, edict, decree; a royal letter; a royal patent, a grant, charter: —…",decreed; hateful; sighted; memory; none
1563,مصنف,author; writer,4.70,Kaikki+ReadUrdu+word2word,"composer; author, writer, compiler","author, writer",Callen; bestselling; author; Sheridan; along
1564,منظم,orderly; organised; structured,4.70,Kaikki+ReadUrdu+word2word,"structured; organised, orderly","organised, orderly; structured",managed; orderly; fashion; MANAGE; WITHOUT
1565,پہنچنے,reach; arrive,4.70,ReadUrdu+word2word,,"oblique infinitive of پَہُن٘چنا (pahũcnā — to arrive, to reach) | also: plural infinitive of پَہُن٘چنا (pahũcnā — to arrive, to reach)",reach; ls; legend; arrive; arriving
1566,کامل,perfect; expert; saint,4.70,Kaikki+ReadUrdu+word2word,saint; expert; master,"adj. perfect; complete, full | n. expert; saint; master | Platts: (act. part. of کمل 'to be complete,' &c.; see kamāl), adj. & s.m. Perfect, complete; full, plenary; whole,…",perfect; Perfect; child; PERFECT; Missed
1567,کلاس,class,4.70,ReadUrdu+word2word,,"class, course",class; Top; BUY; PARKING; PASS
1568,گواہ,witness,4.70,Kaikki+ReadUrdu+word2word,witness,witness,witness; witnesses; checked; Excluded; psychic
1569,ہوائی,aerial,4.70,Kaikki+ReadUrdu,aerial,"adj. aerial | Platts: (rel. n. fr. hawā, q.v.), adj. & s.m. Of or pertaining to the air; in the air; — airy, windy; — aerial; —…",Hawaii; airports; plane; Airports; tricky
1570,یکم,first,4.70,Kaikki+ReadUrdu,first,n. first day of the month | Platts: adj. First; — the first of the month,explosive-laden; parked; badly; moments; pictures
1571,استقبال,welcome; reception; hail,4.69,Kaikki+ReadUrdu+word2word,"welcome, hail, reception","n. welcome, hail, reception | Platts: s.m. Encountering, meeting; the ceremony of meeting and receiving a visitor; reception, welcome; futurity;…",welcome; WELCOME; reception; huge; Welcome
1572,اسٹیشن,stations,4.69,Kaikki+ReadUrdu+word2word,"station, stop",station,along; stations; target; secure; GT
1573,امتحان,exam; test,4.69,Kaikki+ReadUrdu+word2word,"exam, test; trial (difficult period)","examination, test",exam; test; exams; passed; pass
1574,تنخواہ,salary,4.69,Kaikki+ReadUrdu,salary,"salary, wages",pay; annuity; whatever; paying; allowance
1575,جہاد,jihad; fight; holy war,4.69,Kaikki+ReadUrdu+word2word,"fight, struggle, battle; jihad, holy war, crusade","n. jihad, holy war, crusade; fight, struggle, battle | Platts: (inf. n. iii of جہد 'to labour,' &c.), s.m. A war waged by Muslims against infidels; a crusade",Continue; jihad; bro; looks; defeat
1576,خیالات,ideas,4.69,ReadUrdu+word2word,,"s.m. pl. (of ḵẖayāl), Thoughts, ideas, imaginations, fancies, &c.: — ḵẖayālāt-ě-lā-t̤āʼil, s.m. Vain… | also: plural formal of خَیال (xayāl — idea)",ideas; somewhere; shed; preconceived; figure
1577,دہی,curd; yogurt,4.69,Kaikki+ReadUrdu,"curd, yogurt","n. curd, yogurt | Platts: corr. धई dhaʼī [Prk. दहिअं; S. दधि+कं], s.m. Thick sour milk, coagulated milk (called 'tire or tyre' in…",deception; Mozart; harpsichord; Since; art
1578,رسائی,access,4.69,ReadUrdu+word2word,,"(abst. s. fr. rasā, q.v.; and see ras): — s.f. Arriving; entrance, access; accessibleness; reach, compass…",access; Access; Gerdigranted; knowing; gain
1579,عہدہ,post; rank; duty,4.69,Kaikki+ReadUrdu,"post, rank, duty, office","n. post, rank, duty, office | Platts: (for A. عہدة ʻǒhdat, v.n. fr. عہد; see ʻahd), s.m. An engagement, obligation, agreement, a contract,…",step; Would; here; Kate; in
1580,نشست,seat; session; sitting,4.69,Kaikki+ReadUrdu+word2word,"seat; session; gathering, sitting","s.f. Sitting; session; — fixing; — position, attitude; — a sitting-room (i.q. nishast-gāh): —…",seat; Grab; a
1581,نعمت,blessing,4.69,Kaikki+ReadUrdu+word2word,"blessing, grace","blessing, bounty",blessing; trust; Every; killed; hand
1582,چھٹی,HOLIDAY; leave; day off,4.69,Kaikki+ReadUrdu+word2word,"holiday, day off; leave, absence from work","leave, absence from work; holiday, day off | also: feminine singular of چُھٹّا (chuṭṭā — untethered, unrestrained)",confirms; HOLIDAY; TAKE; HE; lead
1583,گجرات,Gujarat; Gujrat,4.69,Kaikki+ReadUrdu,"Gujarat (a state in western India); Gujrat (a city in Punjab, Pakistan)","name: Gujrat (a city in Punjab, Pakistan); Gujarat (a state in western India) | Platts: s.m. Name of a province in Western India, Guzerat",
1584,اتحادی,allies; of or pertaining to coalition,4.68,Kaikki+ReadUrdu+word2word,ally; allied; of or pertaining to coalition,allied; of or pertaining to coalition,allies; invasion; search; forges; weapon
1585,اعتراف,confession,4.68,Kaikki+ReadUrdu,"acknowledgment, avowal, confession","confession, admission",Traitor; surrendered; must; Erudite; Prior
1586,اعداد,numbers,4.68,ReadUrdu+word2word,,"s.m. pl. (of عدد ʻadad), Numbers: — aʻdād-i-mutabāʼin, s.m. Incommensurable numbers, prime numbers: —…",numbers; wire; Passwords; login; FIGURE
1587,اعمال,actions; deeds,4.68,ReadUrdu+word2word,,"s.m. pl. (of عمل ʻamal), Actions, acts, deeds, doings: — aʻmāl-nāma, s.m. Register of one's doings or…",actions; regret; deeds; With; respect
1588,بستی,settlement; colony; hamlet,4.68,Kaikki+ReadUrdu,colony; Eukaryota; settlement; hamlet,"n. settlement; hamlet; colony; a village; small town | Platts: s.f. Inhabited place, settlement, colony; village, small town; abode, home; population, inhabitants (syn.… | also: feminine singular of بَسْنا (basnā — to settle down, to settle in, to prosper)",
1589,بندہ,person,4.68,Kaikki+ReadUrdu,"human, creature; worshipper, man of God; person, man, guy, bloke",servant (of God); person,serious; dude; some; shit; And
1590,بیعت,act of swearing allegiance; fealty,4.68,Kaikki+ReadUrdu,act of swearing allegiance; fealty (especially religiously),"n. act of swearing allegiance; fealty (especially religiously) | Platts: (for A. بيعة), s.f. The act of promising or swearing allegiance and obedience; submission, obedience,…",
1591,بیمار,sick; in love; ill,4.68,Kaikki+ReadUrdu+word2word,"ill; sick; in love, lover","adj. ill; sick; in love, lover | Platts: adj. & s.m. Sick, ill, ailing, unwell, indisposed; — sick person, patient…",sick; WOULDA; CALLED; SICK; Makes
1592,جوش,passion; boil; animation,4.68,Kaikki+ReadUrdu+word2word,"boiling; animation; passion, excitement","n. enthusiasm, zeal, ardour; passion, excitement; animation | Platts: s.m. Boiling, ebullition; effervescence; heat, excitement, passion, emotion; lust; fervour, ardour, zeal;…",Josh; Rousing; clusterfuck; hey; boil
1593,حامی,supporter; A black person; defender,4.68,Kaikki+ReadUrdu+word2word,"A black person; supporter, defender, helper, ally; A person from the lineage of Hām bin Nūh","n. supporter, defender, helper, ally | name: A person from the lineage of Hām bin Nūh; A group of African languages including Egyptian and the Berber languages; A black person | Platts: (act. part. n. of حمي 'to protect,' &c.), s.m. Protector, defender; supporter, patron…",Rumors; surfaced; supporter; mansion; hills
1594,دکھایا,shown,4.68,ReadUrdu+word2word,,masculine singular of دِکھانا (dikhānā — to show) | also: masculine singular of دُکھانا (dukhānā — to cause pain; hurt),appear; shown; Moon; Blue; Have
1595,دہائی,decade; unit of ten; tens,4.68,Kaikki+ReadUrdu+word2word,a decade; unit of ten; tens; decade; increments or multiplication of ten,"n. a decade; unit of ten; tens; decade; increments or multiplication of ten | Platts: s.f. The figure ten; tenth part; the tens, the tens' place (in numeration), the decimal place (of figures), a…",decade; Osama; nearly; took; It
1596,راز,secrets,4.68,Kaikki+ReadUrdu+word2word,secret; mystery; confidential; clandestine,secret,secrets; secret; Secret; Savage; Love
1597,سانحہ,tragedy,4.68,ReadUrdu+word2word,,"tragedy, calamity",tragedy; Must; paid; by; complicit
1598,سلطنت,empire; kingdom,4.68,Kaikki+ReadUrdu+word2word,"principality, state, sultanate; kingdom, empire, dominion, realm, reign, Reich","empire, kingdom",empire; Empire; Save; kingdom; gaming
1599,سینیٹر,Senator,4.68,Kaikki+ReadUrdu+word2word,senator,senator,Senator; groveling; s-His-Name; committees; oldest
1600,عقیدہ,FAITH,4.68,ReadUrdu+word2word,,"s.m. = P عقيدت ʻaqīdat, s.f. (for A. عقيدة, v.n. fr. عقد 'to tie,' &c.; see ʻaqd), A belief, faith, firm…",AND; FAITH; SKIRT; GOOD; GIRL
