rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_meaning,readurdu_meaning,word2word_meaning
1314,وار,time; a day of the week,4.87,Kaikki+ReadUrdu,"occasion, time; assault, attack; a day of the week","n. assault, attack; a day of the week; occasion, time | Platts: s.m. A knock, stroke, blow; a cut, gash, wound; — attack, assault; — blame (of or for)…",jab; tell; Wise; Lucky; Thoreau
1315,پاؤں,foot; leg,4.87,Kaikki+ReadUrdu+word2word,leg; foot; interference; meddling,foot; footprint; leg,feet; foot; Raise; Everyone; cold
1316,پیٹ,belly; stomach,4.87,Kaikki+ReadUrdu+word2word,"womb; stomach, belly","belly, stomach; womb",Pete; belly; leans; rumbly; tummy
1317,احسان,favour; kindness,4.86,Kaikki+ReadUrdu,favour; kindness; gratitude,"n. favour; kindness; gratitude | Platts: s.m., = A P احسانی ěḥsānī, s.f., [inf. n. iv of حسن 'to be or become good,' &c.], Doing that which is good…",
1318,افریقہ,Africa,4.86,Kaikki+ReadUrdu+word2word,"Africa (the continent south of Europe and between the Atlantic and Indian Oceans); Africa (a former province of the Roman Empire, containing what is now Tunisia and portions of coastal Algeria and Libya)","Africa (the continent south of Europe and between the Atlantic and Indian Oceans); Africa (a former province of the Roman Empire, containing what is now Tunisia and portions of coastal Algeria…",Africa; experimental; rebels; US; providing
1319,ایشیا,Asia,4.86,Kaikki+ReadUrdu,"Asia (the largest continent, located between Europe and the Pacific Ocean); Asia (an ancient province of the Roman Empire in western Anatolia, existing between 133 BC (during the Roman Republic) and the 7th century AD)",Asia,
1320,برا,bad; dirty,4.86,Kaikki+ReadUrdu+word2word,dirty; injurious; oppressor,"adj. bad (including all the broader meanings associated, i.e. sinner, oppressor, dirty, disgraced etc.); disliked, ugly; dirty | Platts: s.m. Rope, string ( = barārā; barhā); a kind of rope used in a village game on the fourteenth of the light…",bad; BAD; worse; looks; Not
1321,ترتیب,order; arrangement,4.86,Kaikki+ReadUrdu+word2word,"classification; order, arrangement, sequence","n. order, arrangement, sequence; classification | Platts: s.f. Setting in order, arranging; order, arrangement, disposition, classification, method: — tartīb denā…",order; setting; didn; Thus; proper
1322,تشریف,seat; honour,4.86,Kaikki+ReadUrdu+word2word,honour; khalat; seat; bottom,"n. honour; rank; dignity; seat; bottom | Platts: s.f. Honouring, exalting, ennobling; decking or investing with a splendid robe; — (in address) your honour,…",seat; Have; sit; visit; purpose
1323,تصدیق,confirmation; verification,4.86,Kaikki+ReadUrdu+word2word,confirmation; verification; attestation; countersignature,"n. verification; confirmation; attestation; countersignature | Platts: s.f. Proving true, confirming the truth (of), verifying, attesting; acknowledging the truth (of);…",confirmation; Confirm; confirmed; cross-checked; legit
1324,جموں,Jammu,4.86,Kaikki+ReadUrdu,"Jammu (a region of Jammu and Kashmir, India); Jammu (a city, the winter capital of Jammu and Kashmir, India)","Jammu (a city, the winter capital of Jammu and Kashmir, India); Jammu (a region of Jammu and Kashmir, India)",
1325,حکام,authorities; officials,4.86,ReadUrdu+word2word,,"authorities, officials (plural of حاکم)",authorities; officials; discover; THANK; high-level
1326,سننے,listening,4.86,ReadUrdu+word2word,,"oblique infinitive of سُنْنا (sunnā — to listen, to hear) | also: plural infinitive of سُنْنا (sunnā — to listen, to hear)",listening; LISTEN; hear; listen; HEAR
1327,سینیٹ,senate,4.86,ReadUrdu+word2word,,senate,Senate; expected; minute; way; hearing
1328,سیٹ,a seat,4.86,ReadUrdu+word2word,,a seat,set; seat; boss; ringer; vibrate
1329,فرانس,France,4.86,Kaikki+ReadUrdu+word2word,France (a country located primarily in Western Europe),France,France; ran; dad; Belleau; Wood
1330,مر,to be dead; die,4.86,ReadUrdu+word2word,,"(see mar-nā), s.m. Dying. | also: form of مَرْنا (marnā — to die, to be dead)",dead; die; died; dying; starving
1331,مقبوضہ,occupied; seized,4.86,Kaikki+ReadUrdu,"seized, captured; occupied, annexed, possessed","adj. occupied, annexed, possessed; seized, captured | Platts: (for A. مقبوضة maqbūẓat, fem. of maqbūẓ) = A مقبوض maqbūẓ (pass. part. of قبض 'tograsp, seize, take…",
1332,واقعی,really; truly,4.86,Kaikki+ReadUrdu+word2word,"real, actual, true, right, proper; really, truly, verily, certainly, actually, indeed","really, truly",really; Really; REALLY; truly; indeed
1333,وسطی,Middle,4.86,ReadUrdu+word2word,,"(rel. n. fr. wasat̤), = A وسطي wust̤ā (fem. of ausat̤, compar. and super. of wasat̤), adj. Middle, central,…",Middle; circuses; burying; East; empty
1334,ٹکٹ,ticket,4.86,Kaikki+ReadUrdu+word2word,ticket,ticket,ticket; Tickets; Could; stamps; top
1335,احترام,respect; attention,4.85,Kaikki+ReadUrdu+word2word,"attention; respect, honour; consideration, regardfulness","n. respect, honour; consideration, regardfulness; attention | Platts: s.m. Holding in veneration, reverencing, respecting, honouring; paying attention (to); reverence, veneration,…",respect; honor; great; DAD; WHAT
1336,احسن,ace,4.85,Kaikki+ReadUrdu,ace,"n. ace | Platts: (compar. & super. of حسن), adj. Better; best; more, or most, goodly, or comely, or beautiful; excellent;…",
1337,توہین,insult; contempt,4.85,Kaikki+ReadUrdu+word2word,"massacre; blasphemy, insult","insult, contempt",offending; insult; contempt; blasphemy; disrespect
1338,جلدی,quickly,4.85,Kaikki+ReadUrdu+word2word,quickness,quickly; haste,HURRY; Hurry; hurry; quick; Quickly
1339,حصول,Getting,4.85,ReadUrdu+word2word,,"(inf. n. of حصل 'to be produced,' &c.), s.m. Getting, acquisition, attainment; product, produce, issue…",martyrs; Even; getting; achieving; greatest
1340,مارکیٹ,market,4.85,ReadUrdu+word2word,,market,market; heading; east; black; sold
1341,معاہدہ,agreement,4.85,Kaikki+ReadUrdu+word2word,"a peace treaty, accord; an alliance; confederacy; contract; agreement; the matter which is legally enforceable","agreement, treaty",agreement; extradition; quiet; does; discreet
1342,منزل,destination,4.85,Kaikki+ReadUrdu+word2word,a line; house; abode; destination (of a journey),destination; storey,floor; ground; arrive; engulfed; destination
1343,پکڑ,holding,4.85,ReadUrdu+word2word,,"the act of grasping, holding; grip, hold, grasp (such as in wrestling); understanding",got; GOT; hold; caught; catch
1344,چوری,theft,4.85,Kaikki+ReadUrdu,theft,n. theft | Platts: s.f. A cake of bread rich with ghī,steal; stealing; stolen; thief; STOLEN
1345,بھول,Forget,4.84,ReadUrdu+word2word,,"mistake, error, blunder, oversight | also: infinitive of بُھولْنا (bhūlnā — to forget)",forgot; Forget; forget; forgotten; underst
1346,جنگی,military; martial,4.84,Kaikki+ReadUrdu,martial; warlike; military,"adj. warlike; military; martial | Platts: (fr. jang), adj. & s.m. Of or relating to war; warlike, martial, military; quarrelsome, turbulent; great,…",war; convened; Assasinate; civil; council
1347,خلافت,caliphate,4.84,Kaikki+ReadUrdu,caliphate,"n. caliphate | Platts: (for A. خلافة, inf. n. of خلف 'to succeed or follow'), s.f. Deputy-ship, lieutenancy; the office or dignity…",
1348,ساتھی,partner; companion,4.84,Kaikki+ReadUrdu+word2word,"comrade; companion; partner, ally","companion; friend, pal, mate; partner, ally",partner; colleague; fellow; plates; partners
1349,قلم,pen,4.84,Kaikki+ReadUrdu,pen; reed,pen,rolls; After; head; your
1350,متعارف,known to each other; already introduced,4.84,Kaikki+ReadUrdu,"known to each other, already introduced, mutually known, widely known","adj. known to each other, already introduced, mutually known, widely known | Platts: (pass. part. of تعارف 'to be acquainted with one another,' vi of عرف 'to know'), part. adj. Known to each…",introduce; Gonna; Honey; orienting; myself
1351,معاف,forgiven; pardoned,4.84,Kaikki+ReadUrdu+word2word,pardoned (from a punishment); forgiven (for a mistake etc.); absolved; cancelled (of a fine etc.),"adj. forgiven (for a mistake etc.); pardoned (from a punishment); absolved; cancelled (of a fine etc.) | Platts: (for A. معافي mǒʻāfā, pass. part. of عافي 'to forgive, pardon,' &c., iii of عفا (for عفو) 'to forgive,'…",forgive; Excuse; Forgive; forgave; excuse
1352,ناول,novel,4.84,Kaikki+ReadUrdu,novel,novel,
1353,والدہ,mother,4.84,ReadUrdu+word2word,mother,"n. mother | Platts: (for A. والدة wālidat, fem. of wālid), s.f. Mother. | also: feminine of والِد (vālid — father)",mother; Mother; said; Tacoma; Father
1354,ہائے,alas!; an exclamation of distress,4.84,Kaikki+ReadUrdu,alas!; an exclamation of distress; a sigh,interj. alas! | n. an exclamation of distress; a sigh,stakes; played; rules; painstakingly; combed
1355,آلہ,device; weapon,4.83,Kaikki+ReadUrdu+word2word,weapon; appliance; contraption,"n. tool, implement, instrument, device; weapon; appliance | Platts: (for A. آلة), s.m. Instrument, &c. = ālat, q.v.; (in Gram.) the instrumental case: — āla-i-ḥirfat, s.m.…",device; prefer; infiltrate; neutron; locate
1356,آنکھ,eye; look,4.83,Kaikki+ReadUrdu+word2word,"eye; glance, look","eye; glance, look",Eye; eye; s-eye; God; DRAMATIC
1357,اتر,north; answer,4.83,Kaikki+ReadUrdu,reply; answer; northern,"adj. northern | n. north (direction); reply; answer | Platts: adv. Here, in this place. | also: form of اُتَرْنا (utarnā — to get down, to get off)",down; Thirty-two; boarded; came; many
1358,تمہارا,grammatically plural: your; Early Modern English your,4.83,Kaikki+ReadUrdu,"second-person possessive pronoun, grammatically plural: yours; Early Modern English yours; second-person possessive determiner, grammatically plural: your; Early Modern English your","pron. second-person possessive pronoun, grammatically plural: yours; Early Modern English yours. | det. second-person possessive determiner, grammatically plural: your; Early Modern English your. | Platts: The gen. masc. of the pron. tum (f. -ī), Of you; your, yours",yours; travel; mine; brother; job
1359,تنگ,tight; narrow,4.83,Kaikki+ReadUrdu+word2word,"tight, narrow; distracted, bothered; troubled, distressed, vexed","adj. tight, narrow; troubled, distressed, vexed; distracted, bothered | Platts: adj. Contracted, straitened, confined, strait, narrow, tight; wanting, scarce, scanty, stinted, barren;…",tight; TIGHT; LOOKS; PRETTY; bullied
1360,حیران,surprised; amazed,4.83,Kaikki+ReadUrdu+word2word,"surprised, amazed, awed, speechless, shocked; flabbergasted, perplexed, confused, confused, baffled","surprised, amazed, awed, speechless, shocked; flabbergasted, perplexed, confused, confused, baffled",surprised; shocked; amazed; unprepared; unless
1361,رام,a male given name; Ram or Rāma,4.83,Kaikki+ReadUrdu,"God; Rama; a male given name, Ram or Rāma, from Sanskrit, of Hindu usage","name: Rama; a male given name, Ram or Rāma, from Sanskrit, of Hindu usage | Platts: adj. (f. -ā), Pleasing, delighting, pleasant; lovely, beautiful, charming…",
1362,روسی,Russian,4.83,Kaikki+ReadUrdu+word2word,Russian,Russian,Russian; caviar; Aeroflot; Been; adrenaline
1363,زیادتی,rape; sexual assault,4.83,Kaikki+ReadUrdu,"rape, sexual assault; transgression, wrongdoing; unfairness (connoted with deception)","unfairness (connoted with deception); oppression, injustice (connoted with forcefulness; coercion); rape, sexual assault",
1364,فروری,February,4.83,Kaikki+ReadUrdu+word2word,February,February,February; fine; providing; made; since
1365,قدرتی,natural,4.83,ReadUrdu+word2word,,"(rel. n. fr. qudrat), adj. Of omnipotence, divine; not made or produced by man, natural, constitutional,…",natural; state; grinning; breaks; bro
1366,منی,semen; jewel,4.83,Kaikki+ReadUrdu,"semen; jewel, gem","n. semen; jewel, gem | Platts: s.m. (occas. f.), or मणी manī, s.f., or मनी manī, s.m. & f. [S. मणिः and मणिका, and मणिकः], A precious stone,… | also: feminine of مُنّا (munnā — darling, dear, boy (especially of a child))",minivan; type; seem; don; like
1367,مومن,true believer; devout Muslim,4.83,Kaikki+ReadUrdu,"devout Muslim, true believer; a male given name from Arabic","n. devout Muslim, true believer | name: a male given name from Arabic | Platts: (prop. muʼmin, act. part. of آمن 'to render secure or safe (from); — to believe, or believe in,' iv of أمن…",believer; think; m; a; I
1368,کائنات,the universe; a female given name,4.83,Kaikki+ReadUrdu+word2word,the universe; creatures; beings; a female given name,"n. the universe; creatures; beings | name: a female given name | Platts: (pl. of kāʼinat, n. of un. fr. kāʼin, act. part. of کان (for کون), 'to be, to exist'), s.f. Existing things,…",universe; gigantic; infinite; chest; Copernicus
1369,گاندھی,a surname; Gandhi,4.83,Kaikki+ReadUrdu,"perfumer; Mohandas Karamchand Gandhi (1869–1948); a surname, Gandhi, originating as an occupation","name: a surname, Gandhi, originating as an occupation | n. perfumer",
1370,اسد,lion; Leo,4.82,Kaikki+ReadUrdu,Leo; lion,n. lion | name: Leo | Platts: s.m. Lion (syn. siṅh); Leo (the sign of the Zodiac),
1371,انعام,prize; reward,4.82,Kaikki+ReadUrdu+word2word,prize; reward,"reward, prize",prize; Reward; Safe; grand; obscene
1372,بیچ,in the midst; middle,4.82,Kaikki+ReadUrdu,"in the midst; middle, center","n. middle, center | adv. in the midst | Platts: s.m. Middle, midst, centre; difference, interval; room, space; average, mean; — quarrel, hostility; — prep. &… | also: infinitive of بیچْنا (becnā — to sell)",sold; Africa; discovered; autopsy; sell
1373,تفسیر,explanation; commentary,4.82,Kaikki+ReadUrdu,"explanation; exposition, commentary","n. exposition, commentary; explanation | Platts: s.f. Explaining, expounding, interpreting; explanation, exposition, interpretation (esp. of the Qorʼān);…",
1374,جتنا,As much as,4.82,ReadUrdu+word2word,,"pron. adj. (f. -ī; correl. itnā; utnā, titnā), As much as; as many; how much; however much: — jitne-meṅ, adv.…",as; much; Christian; hurt; clean
1375,جعلی,fake; counterfeit,4.82,Kaikki+ReadUrdu+word2word,"imitative; fake, counterfeit; forged, fabricated","adj. fake, counterfeit; forged, fabricated; imitative | Platts: (rel. n. fr. jaʻl), adj. Forged, fabricated, counterfeit, fictitious, artificial; spurious, false,…",bogus; fake; helped; bust; death
1376,خفیہ,secret; concealed,4.82,Kaikki+ReadUrdu+word2word,concealed; secret,"adj. concealed; secret | Platts: (for A. خفية ḵẖufyat, fem.; inf. n. of خفي 'to hide oneself,' &c.), adj. & adv. Concealed, hidden, disguised;…",secret; covert; undercover; build; encryption
1377,خلیفہ,successor; caliph,4.82,Kaikki+ReadUrdu,"caliph; successor; a Muslim cook, tailor, barber etc","n. caliph; successor; the most gifted wrestler (after the teacher) | Platts: (for A. خليفة ḵẖalīfat; v.n. fr. خلف 'to succeed'), s.m. A successor, a sovereign (particularly applied to…",
1378,درخت,tree,4.82,Kaikki+ReadUrdu+word2word,tree,n. tree | Platts: s.m. A tree,tree; oak; Tree; barren; fallen
1379,سازش,conspiracy; plot,4.82,Kaikki+ReadUrdu+word2word,"conspiracy, scheme, plot","conspiracy, plot",trap; conspiracy; Conspiring; accused; conspiring
1380,شکریہ,thank; gratitude,4.82,Kaikki+ReadUrdu+word2word,"gratitude, thank; thanks, thank you","interj. thanks, thank you | n. gratitude, thank | Platts: (for A. شکرية shukrīyat, abst. s. fr. shukr, q.v.), s.m. Gratitude, thanksgiving, &c. ( = shukrāna, q.v.)",Thank; Thanks; thank; THANK; YOU
1381,شیطان,devil; Satan,4.82,Kaikki+ReadUrdu+word2word,"Satan; mischievous; wicked, evil","devil, Satan",devil; GOING; TO; Devil; better
1382,عزم,determination; resolve,4.82,Kaikki+ReadUrdu+word2word,"determination, resolve, resolution","determination, resolve",vow; determination; wherever; Stelzer; vows
1383,قرض,loan; debt,4.82,Kaikki+ReadUrdu+word2word,"debt; loan; credit; revenge, vengeance","loan, debt",loan; value; total; over; OWE
1384,مفت,free of charge,4.82,Kaikki+ReadUrdu,free of charge,"adj. free of charge | Platts: adj. & adv. Gratuitous; acquired without cost or labour; given away without return or benefit; gratuitously,…",free; Payless; Shoes; Free; Joe
1385,مٹی,dust; earth,4.82,Kaikki+ReadUrdu+word2word,"dust; dirt, grime; soil, earth","soil, earth; dirt, grime; dust",CLAY; jealous; Easy; Dust; partner
1386,ناصر,assistant; defender,4.82,Kaikki+ReadUrdu,"defender, assistant, helper, deliverer, ally","n. defender, assistant, helper, deliverer, ally | Platts: (act. part. of نصر 'to aid,' &c.), s.m. Defender, assistant, helper, deliverer, ally",
1387,چھوٹا,little; small,4.82,Kaikki+ReadUrdu+word2word,"little, small; subordinate, inferior, common; younger, junior, minor, lesser","little, small; younger, junior, minor, lesser; subordinate, inferior, common",small; smaller; little; seems; young
1388,ڈپٹی,deputy,4.82,ReadUrdu+word2word,,deputy,Deputy; Director; uh; The; Lowell
1389,کان,ear,4.82,Kaikki+ReadUrdu+word2word,ear,"n. ear | Platts: s.m. The ear; — hearing; heed, regard; — the handle (of a vessel); helm or rudder (of a ship); (in Prosody) a…",ear; ears; mine; Modeled; filters
1390,ہتھیار,weapon,4.82,Kaikki+ReadUrdu+word2word,weapon,weapon,weapon; weapons; overcame; forgeries; ease
1391,بچپن,childhood; childishness,4.81,Kaikki+ReadUrdu+word2word,"childhood, infancy; childishness, immaturity","childhood, infancy; childishness, immaturity",memorized; child; path; as; this
1392,تفصیل,detail; particular,4.81,Kaikki+ReadUrdu+word2word,detail; particular; separation; distinguish; division; explanation; commentary (ie. an analysis),"n. detail; particular; explanation; commentary (ie. an analysis); separation; distinguish; division | Platts: s.f. Analysis, separation, division; explaining distinctly or in detail; explanation…",detail; Detail; a-ten-hut; detailed; thorough
1393,جذبات,feelings,4.81,ReadUrdu+word2word,,"emotions, feelings",feelings; man; grown; embrace; takes
1394,رحم,mercy,4.81,ReadUrdu+word2word,,"mercy, compassion",mercy; pity; high; Misery; predecessors
1395,شریعت,divine law; shari'a,4.81,Kaikki+ReadUrdu,shari'a; threshold; divine law,"n. shari'a; divine law; justice; law; ordinance | Platts: (for A. شريعة, v.n. fr. شرع 'to make apparent,' &c.), s.f. The religious law of God (cf. sharʻ); law,…",
1396,شور,noise; uproar,4.81,Kaikki+ReadUrdu+word2word,"noise; uproar, clamor","n. noise; uproar, clamor | Platts: s.m. A barbarian, a savage; a member of a particular tribe of barbarians who inhabit the mountainous…",noise; NOISE; Need; WHAT; potatoes
1397,صبر,patience,4.81,Kaikki+ReadUrdu,patience; tolerance,"patience, endurance",smarter; patiently; Be; grow; happen
1398,کتنا,how many,4.81,Kaikki+ReadUrdu,how many; how much,"det. how much; how many | Platts: (see the trans. kātnā), v.n. To be spun",How; much; HOW; how; naive
1399,آخرت,afterlife; hereafter,4.80,Kaikki+ReadUrdu,"hereafter; akhirah, afterlife","n. akhirah, afterlife; hereafter | Platts: s.f. The other or next world, the world to come, the future state (contr. fr. dāruʼl-āḵẖirat or…",
1400,خرید,buying,4.80,ReadUrdu+word2word,,"buying, purchase; purchase (something bought)",buy; buying; Nike; someday; bond
1401,دلچسپی,interest,4.80,ReadUrdu+word2word,,interest,interested; interest; underdogs; context; ahead
1402,دیکھو,Look,4.80,ReadUrdu+word2word,,"infinitive of دیکْھنا (dekhnā — to look, see, watch)",Look; look; See; at; Watch
1403,سادہ,simple; plain,4.80,Kaikki+ReadUrdu+word2word,"white; plain, simple","adj. plain, simple; white | Platts: (prob. akin to S. साधु, q.v.), adj. (f. -ī), Plain, unadorned; white; pure, unmixed, simple; unseasoned;…",simple; sober; plain; cowardice; grand
1404,شہرت,fame,4.80,Kaikki+ReadUrdu,"notoriety; fame, reputation; renown",fame,
1405,فلسطین,Palestine,4.80,Kaikki+ReadUrdu+word2word,"Palestine (the region in Western Asia in the Middle East between the Mediterranean Sea and the Jordan River); Palestine (a country in Western Asia, in the Middle East; the State of Palestine; the homeland of the Palestinian people)",Palestine,Palestine; where; didn; nation; Buddy
1406,لکھنے,writing,4.80,ReadUrdu+word2word,,oblique infinitive of لِکْھنا (likhnā — to write) | also: plural infinitive of لِکْھنا (likhnā — to write),writing; additional; give; point; Thank
1407,نگر,city; town,4.80,Kaikki+ReadUrdu,"borough; city, town; an urban area","n. city, town; borough; an urban area | Platts: s.m. A city, town: — nagarādhyaksh (˚ra+adh˚), s.m. (f. -ī), Overseer or superintendent of a town…",
1408,چائے,tea; cha,4.80,Kaikki+ReadUrdu+word2word,cha; tea,tea; chai; cha,GRANNY; PEACH; TEA; S; bucket
1409,آفس,office,4.79,ReadUrdu+word2word,,office,high-res; version; office; telephone; convenient
1410,ایجنسی,agency,4.79,ReadUrdu+word2word,,agency,Agency; agency; twisted; Such; domestic
1411,بول,speaking; air,4.79,Kaikki+ReadUrdu+word2word,"tune, air; taunt, jeer; phrase, sentence","n. speech, speaking, word, talk, conversation, delivery, utterance, cry, voice; phrase, sentence; tune, air | Platts: (rt. of bolnā, q.v.), s.m. Speech, speaking, word, talk, conversation, delivery, utterance, cry, voice;… | also: form of بولْنا (bolnā — to speak)",lying; speaking; telling; truth; speaks
1412,بچی,girl,4.79,ReadUrdu+word2word,girlfriend,"n. feminine of بَچَّہ (bacca); girl, female child; girlfriend | Platts: (fem. of baććā), s.f. Little girl; female child; maid, lassie; — female young animal; — tuft of hair on the… | also: feminine of بَچَّہ (bacca — baby; kid, child (of any gender))",kid; Alright; girl; Pull; gaming
1413,تباہی,destruction,4.79,ReadUrdu+word2word,,"s.f. Ruin, wreck, destruction, perdition; wretchedness, misery; wickedness, depravity: — tabāhī-zada, adj.…",THE; DEVASTATION; destruction; SO; DISTRACTION
1414,جرمن,German,4.79,Kaikki+ReadUrdu+word2word,"the German language, of Germany",German,German; amazing; keeping; pretty; free
1415,سروس,service,4.79,ReadUrdu+word2word,,"service; duty, work",service; SERVICE; Service; Secret; WENT
1416,سفیر,ambassador; envoy,4.79,Kaikki+ReadUrdu+word2word,"mediator; ambassador, envoy; arbitrator, messenger","ambassador, envoy; arbitrator, messenger; mediator",ambassador; An; Which; again; he
1417,سمجھتا,understand,4.79,ReadUrdu+word2word,,masculine singular of سَمَجْھنَا (samajhnā — to understand),understand; Move; wheel-kicking; massacre; Does
1418,ضمانت,guarantee; bail,4.79,Kaikki+ReadUrdu+word2word,"bail; guarantee, security","n. bail; guarantee, security | Platts: (for A. ضمانة, fr. ẓamān), s.f. Security, &c. ( = ẓāminī, q.v.): — ẓamānat-pe rahā karnā, v.t…",guarantee; child; bailed; BAILED; bail
1419,فرقہ,religious sect; faith,4.79,Kaikki+ReadUrdu,"cult; religious sect; faith, religion","n. religious sect; cult; faith, religion | Platts: (for A. فرقة firqat, v.n. fr. فرق; see farq), s.m. A distinct body or class (of men), a party, body, troop,…",
1420,نجات,deliverance,4.79,ReadUrdu+word2word,,"(for A. نجاة, inf. n. of نَجَا, rt. نجو 'to escape (from),' &c.), s.f. Escape, liberation, deliverance,…",crying; everyday; savior; delivered; caused
1421,نگاہ,look,4.79,Kaikki+ReadUrdu,"vision; custody, care; look, aspect (of)","glance, look",RED; slows; watching; down; never
1422,کاروباری,pertaining to business; businessman,4.79,Kaikki+ReadUrdu,businessman; pertaining to business,n. businessman | adj. pertaining to business,slightly; entrepreneur; nobility; cloth; dishonorable
1423,کارڈ,card,4.79,Kaikki+ReadUrdu+word2word,card,card; credit card,card; cloning; distribution; entry-cards; Gerdi
1424,یہودی,Jew; Jewish,4.79,Kaikki+ReadUrdu+word2word,"Jew; Zionist, Israeli","adj. Jewish; Zionist, Israeli | n. Jew; Zionist, Israeli | Platts: (rel. n. fr. yahūd), adj. & s.m. Of or relating to the Jews; Hebrew, Jewish; Judæan; Judaical; — a Jew, a…",Jew; Jews; Jewish; son; minority
1425,اصلاح,improvement; correction,4.78,Kaikki+ReadUrdu,"improvement, atonement, correction, emendation, modification, reform","n. improvement, atonement, correction, emendation, modification, reform | Platts: s.f. Correction, improvement, amendment, emendation, adjustment; revision; — dressing or trimming the beard;…",
1426,بہار,spring; bloom,4.78,Kaikki+ReadUrdu+word2word,"blossom, bloom; glory, splendor; spring (season)",spring; bloom,Spring; Meet; Third; on; and
1427,جامعہ,university,4.78,Kaikki+ReadUrdu,university,university,
1428,جانور,animal; beast,4.78,Kaikki+ReadUrdu+word2word,"animal, beast; savage, uncivilized being","n. animal, beast; savage, uncivilized being | Platts: s.m. lit. 'Having life'; an animal, living creature; — (fig.), a blockhead, fool",animals; beast; cage; animal; Stinking
1429,جنم,birth; emergence,4.78,Kaikki+ReadUrdu,birth; emergence,"n. birth; emergence | Platts: s.m. Birth, production, origin; nativity; existence, life; state of existence…",begs; One; another; Soft; stoop
1430,سیاہ,black,4.78,Kaikki+ReadUrdu+word2word,black,"adj. black | Platts: adj. Black, dark, sombre; unfortunate, bad: — siyāh-bāt̤in, adj. & s.m. Black-hearted, false-hearted…",dark; Black; slimy; hull; Ops
1431,شعور,wisdom; good sense,4.78,Kaikki+ReadUrdu+word2word,"consciousness; puberty, maturity; intellect, wisdom; good sense","n. intellect, wisdom; good sense; consciousness; puberty, maturity | Platts: (inf. n. of شعر 'to know, to understand,' &c.), s.m. Knowledge, wisdom, intelligence, sense, discretion,…",wisdom; remains; men; Our; all
1432,محبوب,beloved,4.78,ReadUrdu+word2word,,"beloved, dear",beloved; reunited; delivered; dress; Emergency
1433,معصوم,innocent,4.78,Kaikki+ReadUrdu+word2word,sinless; innocent; infallible,innocent,innocent; Innocents; Innocent; beds; torn
1434,منسلک,attached; joined,4.78,Kaikki+ReadUrdu+word2word,"joined, appended, annexed, attached","adj. joined, appended, annexed, attached | Platts: (act. part. of اِنْسلك, vii of (and syn. with) سلك 'to enter (into),' &c.), part. adj. Being drawn (into, as…",attached; package; connected; tied; victims
1435,پتا,father; direction,4.78,Kaikki+ReadUrdu,father; direction; address (of a place),"n. address (of a place); direction; father | Platts: s.m. Sign, mark, signal, symptom, token, trace, clue, hint, direction, specification, particular mention;… | also: form of پَتَہ (pata — address)",worst; knows; Maybe; truth; Unbelievable
1436,آرام,rest; comfort,4.77,Kaikki+ReadUrdu+word2word,rest; comfort; leisure,"rest, comfort",rest; relax; Easy; calm; stay
1437,برادری,fraternity,4.77,ReadUrdu+word2word,,"s.f. Brotherhood, fraternity, connection, relationship (syn. bhāʼī-ćārā); relation, relative, kindred,…",community; whole; frat; smash; gave
1438,بھلا,good,4.77,ReadUrdu+word2word,,"good; righteous; honest, respectable",good; Condemn; help; He; To
1439,جائز,just; allowed,4.77,Kaikki+ReadUrdu,"lawful, just; proper, appropriate; permissible, permitted, allowed","adj. permissible, permitted, allowed; lawful, just; proper, appropriate | Platts: (act. part. of جوز), adj. Allowable, permitted, possible; passing as right; lawful, right, proper, sound,…",badass; legitimate; English; qualifies; provided
1440,جلسہ,public gathering; event,4.77,Kaikki+ReadUrdu,"rally; public gathering; event, convention","n. event, convention; public gathering; rally | Platts: (for A. جلسة jalsat, fem., rt. جلس 'to sit'), s.m. A sitting; a meeting, an assembly; a social gathering; a…",
1441,جوان,young; a soldier,4.77,Kaikki+ReadUrdu+word2word,young; youthful; a soldier,"adj. young; youthful | n. a young man; a soldier | Platts: adj. & s.m.f. Young, youthful, in the prime of manhood or womanhood; vigorous; blooming; — a young man or…",young; lady; able-bodied; lining; 1500
1442,شراب,alcohol; wine,4.77,Kaikki+ReadUrdu+word2word,alcohol; alcoholic drink; wine,"wine, liquor",alcohol; smell; booze; Turn; lemons
1443,عرض,request; width,4.77,Kaikki+ReadUrdu,width; request; latitude,"n. request; petition; width | Platts: (inf. n. of عرض 'to show the breadth,' 'to show, exhibit, present,' &c.), s.f. Presenting or representing;…",
1444,عسکری,military,4.77,ReadUrdu+word2word,,"(rel. n. fr. ʻaskar), adj. & s.m. Of or relating to an army, military; — a soldier",contacting; military; Did; try; out
1445,عنوان,title,4.77,ReadUrdu+word2word,topic; preface; introduction,"title, heading",title; Solutions; Consultant; My; official
1446,لباس,clothes; attire,4.77,Kaikki+ReadUrdu,"clothes, clothing, attire","clothes, clothing, attire",robe; dress; cloak; gave; poisoned
1447,محل,palace,4.77,Kaikki+ReadUrdu+word2word,palace; woman's quarters,palace,palace; steps; castle; march; believing
1448,ناک,nose,4.77,Kaikki+ReadUrdu+word2word,nose,"n. nose | Platts: (i.q. S. नक्, base नज्), suffix (added to verbal roots, and subst., to form adj. of quality), Affected…",outrage; knockout; Clinch; nose; tilted
1449,چہرہ,face,4.77,ReadUrdu+word2word,"mask, facade; mien, demeanor; portrait, likeness",face,face; manhunts; forever; For; those
